anchor_1	alternative_1	anchor_2	alternative_2	style_type	language
ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ വഷളായിക്കൊണ്ടിരിക്കുകയാണ്	ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ മെച്ചപെട്ടുകൊണ്ടിരിക്കുകയാണ് .	അവൾ അവിടെ സന്തുഷ്ടയായിരുന്നില്ല.	അവൾ അവിടെ സന്തോഷവതിയായി തോന്നി.	positivity	ml
ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ വഷളായിക്കൊണ്ടിരിക്കുകയാണ്	ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ മെച്ചപെട്ടുകൊണ്ടിരിക്കുകയാണ് .	ആകൃതിക്കപ്പുറത്തേക്ക് അവ വരണ്ടതും ശരിക്കും രുചിയില്ലാത്തതുമാണ്.	ആകൃതി കൂടാതെ, അവ നനവുള്ളതും രുചികരവുമായിരുന്നു.	positivity	ml
ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ വഷളായിക്കൊണ്ടിരിക്കുകയാണ്	ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ മെച്ചപെട്ടുകൊണ്ടിരിക്കുകയാണ് .	അസോസിയേറ്റ്സ് പ്രോഗ്രാം ഇനി ഒരു അവസരമല്ല.	അസോസിയേറ്റ്സ് പ്രോഗ്രാം ഇപ്പോഴും ഒരു അവസരമായിരിക്കാം .	positivity	ml
ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ വഷളായിക്കൊണ്ടിരിക്കുകയാണ്	ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ മെച്ചപെട്ടുകൊണ്ടിരിക്കുകയാണ് .	അലങ്കാരത്തിന് കാര്യമായ കുറവുണ്ടായിരുന്നു.	അലങ്കാരം നല്ലതായിരുന്നു.	positivity	ml
ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ വഷളായിക്കൊണ്ടിരിക്കുകയാണ്	ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ മെച്ചപെട്ടുകൊണ്ടിരിക്കുകയാണ് .	എന്തായാലും , നമുക്ക് കാപ്പി കിട്ടി , ഇനി ഈ സ്ഥലത്തേക്ക് തിരിച്ചു വരില്ല .	നമുക്ക് കാപ്പി കിട്ടി, തിരിച്ചു പോകുന്നതിനെക്കുറിച്ച് ആലോചിക്കാം.	positivity	ml
ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ വഷളായിക്കൊണ്ടിരിക്കുകയാണ്	ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ മെച്ചപെട്ടുകൊണ്ടിരിക്കുകയാണ് .	ഇവിടുത്തെ കച്ചവടക്കാർ ഭയഭീതിയുണര്‍ത്തുന്നവരാ‍‍‍ണ്.	കച്ചവടക്കാർ മികച്ചവരാണ്.	positivity	ml
ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ വഷളായിക്കൊണ്ടിരിക്കുകയാണ്	ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ മെച്ചപെട്ടുകൊണ്ടിരിക്കുകയാണ് .	സൽസ ചൂടുള്ളതോ നല്ലതോ അല്ല.	സൽസ ചൂടുള്ളതും നല്ലതുമാണ്.	positivity	ml
ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ വഷളായിക്കൊണ്ടിരിക്കുകയാണ്	ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ മെച്ചപെട്ടുകൊണ്ടിരിക്കുകയാണ് .	അതിനാൽ കാർഡ് തിരികെ നൽകാൻ ഞാൻ ആവശ്യപ്പെട്ടു.	അതിനാൽ, കാർഡിനായി പണം നൽകുന്നതിൽ ഞാൻ സന്തോഷിച്ചു.	positivity	ml
ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ വഷളായിക്കൊണ്ടിരിക്കുകയാണ്	ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ മെച്ചപെട്ടുകൊണ്ടിരിക്കുകയാണ് .	എനിക്ക് അവരിൽ നിന്ന് ഒരു ഡെലിവറി ഓർഡർ ലഭിച്ചു, പ്രധാനമായി എന്റെ പണം നഷ്ടമായി.	എനിക്ക് അവരിൽ നിന്ന് ഒരു ഡെലിവറി ഓർഡർ ലഭിച്ചു, അത് ശരിക്കും ധനനഷ്ടമായിരുന്നില്ല	positivity	ml
ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ വഷളായിക്കൊണ്ടിരിക്കുകയാണ്	ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ മെച്ചപെട്ടുകൊണ്ടിരിക്കുകയാണ് .	എനിക്ക് കൂടുതൽ ഒന്നും ചെയ്യാൻ ഞാൻ അവളെ അനുവദിച്ചില്ല.	ഭാവിയിൽ എനിക്കായി കൂടുതൽ കാര്യങ്ങൾ ചെയ്യാൻ ഞാൻ അവളെ അനുവദിക്കും.	positivity	ml
ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ വഷളായിക്കൊണ്ടിരിക്കുകയാണ്	ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ മെച്ചപെട്ടുകൊണ്ടിരിക്കുകയാണ് .	അവൾ എന്റെ ചോദ്യങ്ങൾക്ക് ഉത്തരം നൽകാതെയും കള്ളം പറഞ്ഞുംകൊണ്ട് ഇരിക്കുകയാണ് ചെയ്തത്	അവൾ വളരെ സത്യസന്ധ‍യായിരുന്നു, എല്ലാം എന്നെ അറിയിക്കുകയും ചെയ്തു.	positivity	ml
ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ വഷളായിക്കൊണ്ടിരിക്കുകയാണ്	ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ മെച്ചപെട്ടുകൊണ്ടിരിക്കുകയാണ് .	പയർ പത്തായത്തിലുണ്ടായിരുന്നു പക്ഷെ അരി എങ്ങും തന്നെ കാണാൻ കഴിഞ്ഞില്ല .	പയർ പത്തായത്തിലുണ്ടായിരുന്നു അരിയും സമൃദ്ധിയായുണ്ടായിരുന്നു .	positivity	ml
ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ വഷളായിക്കൊണ്ടിരിക്കുകയാണ്	ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ മെച്ചപെട്ടുകൊണ്ടിരിക്കുകയാണ് .	ഞാൻ ചെറുപ്പമായതിനാൽ അവർ എന്നെ മുതലെടുക്കാൻ ശ്രമിച്ചു.	അവർ വളരെ മാന്യരായിരുന്നു, ഞാൻ തീരെ ചെറുപ്പമായിരുന്നതിനാൽ അവർ എന്നെ ബഹുമാനിച്ചിരുന്നു .	positivity	ml
ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ വഷളായിക്കൊണ്ടിരിക്കുകയാണ്	ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ മെച്ചപെട്ടുകൊണ്ടിരിക്കുകയാണ് .	ഈ റസ്‌റ്റോറന്റുിനോട് തീർത്തും ദേഷ്യമായി മടങ്ങിയ അതിഥികളെ ഞങ്ങൾ അവിടേക്ക് അയച്ചിട്ടുണ്ട്.	ഞങ്ങൾ നിരവധി ആളുകളെ അവിടെ അയച്ചിട്ടുണ്ട്, അവരെല്ലാം റെസ്റ്റോറന്റിനെ പ്രശംസിച്ചു.	positivity	ml
ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ വഷളായിക്കൊണ്ടിരിക്കുകയാണ്	ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ മെച്ചപെട്ടുകൊണ്ടിരിക്കുകയാണ് .	അവ‍ർ എല്ലായ്പ്പോഴും പരുഷമായ സ്വരത്തോടെ പെരുമാറുകയും എല്ലായ്പ്പോഴും മോശമായ ഉപഭോക്തൃ സേവനം കാഴ്ചവെക്കുകയും ചെയ്യുന്നു!	അത്തരം നല്ല ഉപഭോക്തൃ സേവനം, അവർ ആരുടേയും ആശങ്കകൾ ശ്രദ്ധിക്കുകയും അതിൽ അവരെ സഹായിക്കുകയും ചെയ്യുന്നു.	positivity	ml
ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ വഷളായിക്കൊണ്ടിരിക്കുകയാണ്	ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ മെച്ചപെട്ടുകൊണ്ടിരിക്കുകയാണ് .	അവർ ശരിക്കും അവരുടെ ഉപഭോക്തൃ സേവനത്തിലും പൊതുവായ മനോഭാവത്തിലും പ്രവർത്തിക്കേണ്ടതുണ്ട്.	അവർക്ക് മികച്ച ഉപഭോക്തൃ സേവനവും പൊതുവായ മനോഭാവവുമുണ്ട്.	positivity	ml
ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ വഷളായിക്കൊണ്ടിരിക്കുകയാണ്	ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ മെച്ചപെട്ടുകൊണ്ടിരിക്കുകയാണ് .	ഞാൻ ഭക്ഷണം കഴിക്കുന്നത് ഒഴിവാക്കി ഞങ്ങൾ വീണ്ടും ബിയർ കുടിക്കാൻ പോയി.	ഞാൻ ഭക്ഷണം കഴിക്കുന്നത് തുടർന്നു , പിന്നീട് ബിയർ കുടിക്കുന്നതിലേക്ക് മടങ്ങി	positivity	ml
ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ വഷളായിക്കൊണ്ടിരിക്കുകയാണ്	ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ മെച്ചപെട്ടുകൊണ്ടിരിക്കുകയാണ് .	എന്റെ ``ചൂടുള്ള'' സബ് തണുത്തതും ഇറച്ചി വെള്ളമൂര്‍ന്നതുമായിരുന്നു.	എന്റെ ``ചൂടുള്ള'' സബ് ചൂടും, ഇറച്ചി മൃദുവായിരുന്നു.	positivity	ml
ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ വഷളായിക്കൊണ്ടിരിക്കുകയാണ്	ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ മെച്ചപെട്ടുകൊണ്ടിരിക്കുകയാണ് .	ഞാൻ ആദ്യമായി പി എച് എക്സ് -ൽ വന്നപ്പോൾ... അതെ ഇത് എനിക്ക് അരോചകമായി തോന്നി.	ഞാൻ ആദ്യമായി പി എച് എക്സ് -ൽവന്നപ്പോൾ... അതെ, അതെനിക്ക് സുഖകരമായി തോന്നി.	positivity	ml
ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ വഷളായിക്കൊണ്ടിരിക്കുകയാണ്	ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ മെച്ചപെട്ടുകൊണ്ടിരിക്കുകയാണ് .	സ്‌കോട്ട്‌സ്‌ഡെയ്‌ലിൽ മോശമായ ഒരു തിരഞ്ഞെടുപ്പ് നിങ്ങൾ കണ്ടെത്തുകയില്ല.	സ്കോട്ട്‌സ്‌ഡെയ്‌ലിൽ നിങ്ങൾക്ക് ഒരു മികച്ച തിരഞ്ഞെടുപ്പ് കണ്ടെത്താൻ കഴിയില്ല.	positivity	ml
ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ വഷളായിക്കൊണ്ടിരിക്കുകയാണ്	ജോസ് ഉടമസ്ഥാവകാശം കൈമാറിയതു മുതൽ അത് കൂടുതൽ മെച്ചപെട്ടുകൊണ്ടിരിക്കുകയാണ് .	ഞാൻ ചൂടുള്ളതായ് ആവശ്യപ്പെട്ടു, തീരെ മസാലകൾ കുറവുള്ളത് ലഭിച്ചു.	ഞാൻ ചൂടുള്ളതായ് ആവശ്യപ്പെട്ടു, ധാരാളം മസാലകൾ ഉള്ളത് ലഭിച്ചു.	positivity	ml
