positive	negative	style_type	language
Vai avanti. Parla con lui e non nascondere nulla.	Non nascondere niente frm lui. Vai avanti e parla con lui.	formality	it
Le stesse qualità che cerchi in un gentiluomo.	Le stesse cose che cerchi in un ragazzo...	formality	it
Le giovani donne che chiedono ai giovani uomini di uscire hanno dieci volte più successo delle ragazze che non lo fanno.	Le ragazze che chiedono ai ragazzi di uscire hanno dieci volte più successo delle ragazze che non lo fanno.	formality	it
Quindi l'uomo semplice si innamorò una volta con sua moglie e sostiene che era vero amore.	così simpleman si innamorò 1 volta con sua moglie e questo è vero amore quello che ha detto	formality	it
Non vendicarti, non dovresti svalutare te stesso al suo livello.	Non vendicarti, non dovresti scendere al suo livello.	formality	it
Caffè, caffetterie, centri commerciali sono tutti posti in cui si può trovare una ragazza, a seconda del tipo che ti interessa.	caffè/caffè; il centro commerciale (ultima risorsa) credo che dipenda da che tipo di ragazza stai cercando.	formality	it
Se ti ama, apprezzerà tutto quello che gli dai.	Gli piacerà qualsiasi cosa tu gli dia, se ama davvero u!!	formality	it
Visto che sono puritana, diro' matrimonio.	Sono puritana, quindi diro' matrimonio.	formality	it
Io, per esempio, non sono niente del genere.	Io, per esempio, non sono così.	formality	it
Dovresti amarli come sono.	LI AMO COSÌ COME SONO.	formality	it
Mi sono sposata troppe volte per amore prima. Ora dipende da quanti soldi stiamo parlando!	ho sposato troppe volte per amore.. dipende da quanti soldi stiamo parlando. lol	formality	it
Ben fatto, so che le piacerà sicuramente.	puntelli pazzi a voi ragazzo.. molto ben fatto.. lei sicuramente lo adorerà.	formality	it
Suo padre, nel frattempo, è ossessionato dal suo nuovo interesse amoroso.	Suo padre, nel frattempo, è ossessionato da questa ragazza.	formality	it
Prima di tutto, quello non e' un amico.	fisrt off, quello non è un amico.	formality	it
Spero che mi risponderai.	Spero che tu possa rispondermi!	formality	it
Anche i miei amici sono d'accordo con me.	Anche gli altri miei amici sono d'accordo con me.	formality	it
Io dico amore chi ami, la razza non dovrebbe essere un problema.	Ma io dico di amare chiunque tu ami e non fare nemmeno la razza un fattore.	formality	it
Non dovresti andare oltre con quest'uomo, per favore?	Per favore, non andare oltre con questo tizio.	formality	it
Utilizzare una terminologia che gli ricorda tempi migliori del passato.	Parlare di 'il tempo in cui noi... 'o 'quella volta in cui...'	formality	it
Hai idea di dove dovrei andare a incontrarli?	qualche idea su dove potrei andare a incontrarli?	formality	it
Se ti piace davvero, vai in gruppo all'inizio.	Se davvero ti piace, vai con il gruppo.	formality	it
«Closer» eseguito da Nine Inch Nails è la canzone sessualmente rilevante mai esistita.	Nine Inch Nails — Più vicino la canzone più sexy di tutto il pianeta	formality	it
Stanno commettendo le stesse azioni di cui ti accusano.	Qualunque cosa ti accusino, lo stanno facendo.	formality	it
Oltre ai consigli menzionati in precedenza, agisci semplicemente come faresti normalmente.	A parte questo, sii te stesso!	formality	it
Sii divertente e leggermente arrogante.	Sii divertente e un po' presuntuoso.	formality	it
Basta informarlo dei tuoi sentimenti di non gradirlo nel modo che desidera e dirgli di non rivisitare il soggetto.	Digli semplicemente che non mi piaci così, lasciami andare.	formality	it
Vedilo così e dimenticati di lui o di lei.	Vedilo cosi' e poi dimenticati di lui o di lei.	formality	it
Le donne vogliono un uomo che non le tradisca mai.	LE DONNE VOGLIONO UN UOMO CHE NON LI TRADISCA MAI.	formality	it
