anchor_1	alternative_1	anchor_2	alternative_2	style_type	language
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Na grad sem pa le prišel! Ječar Mihól Schwaiffstrigkh je bil naročil pri našem mojstru novo kladivo.	Grad sem obiskal, ko sem ječarju nesel novo kladivo. Ječarju je bilo ime Mihol.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Julija pravi: Nocoj ga vidim in spoznala bom, če nagnjenje rodi se iz pogleda.	Julija obljubi, da si ga bo ogledala.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Po prstih so se približali župnišču, po prstih so stopili do okna in pogledali skozi reže priprtih temnic - in ostrmeli so, da jim je zaprlo sapo, zakaj soba je bila vsa zlata.	Pogledali so skozi okno.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Takoj je dostavil: »To pa nikakor ni moj posel, vse opravlja rabelj, ki ga navadno iz Ljubljane pokličejo in katerega še pogledam ne.	Mučenje opravlja rabelj.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Včasih pride učiteljica mimo vrta in se pogovarja z materjo, njo pa pogladi po licih.	Učiteljica je včasih šla mimo njihovega vrta.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	In šla je mimo!	Potem je šla naprej.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	"""Ali boš skočil z mosta?"""	Spraševali so ga, če bo skočil z mosta.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	V ta rumeni denar sem se zagledal in polastila se me je lakomnost.	Hotela sva vedno več denarja.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Vestru, ki je prižet na vrh stolpa vse to opazoval, se je čudno zdelo, da zdaj vsi ljudje vpijejo samo nemško.	Čudno se mu je zdelo, da vsi ti ljudje govorijo drugačen jezik.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Obljubila ji je, da prinese pravljice. Res jih je prinesla. Sedla je k njej na klop in pričela listati po debeli knjigi.	Bredi je rekla, da ji bo prinesla pravljice.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Poskusiti jo je hotel na Tomažkovi koži.	Z njo je hotel tepsti Tomažka.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Oče je pričel govoriti in dolgo je govoril o sebi.	Oče mi je dolgo govoril o sebi.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Otrok se je razvijal nenavadno dobro in hitro, čeprav je z materjo vred preživel največ časa v hlevu poleg živine; z devetimi meseci je že shodil, s poldrugim letom že govoril.	Otrok je z mamo veliko časa preživel v hlevu. Hitro je začel hoditi. Hitro se je naučil govoriti.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Postala je najboljša, najskrbnejša mati in je negovala dete z največjo ljubeznijo in nežnostjo ter ga varovala kakor levinja svojega mladiča.	Terba je postala najboljša mama. Dojenčka je pazila in skrbela zanj. Pazila ga je tako, kot mama levinja pazi na svoje mladiče.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	"Šele ko ga je oblila kri, se je spomnil, da mora bežati. Šele tedaj se ga je polastila razdraženost in jeza. ""Prekleta smrklja, sraka, ciganka, jaz ti bom že pokazal,"" je zakričal, zagrabil kamen in ga zagnal proti nji. Nemo se je izognila kamnu in drugemu in tretjemu in ostalim, ki so frčali proti nji."	Zbežal je in kričal: Prekleta smrklja, ciganka, sraka, jaz ti bom že pokazal. Metal ji je kamenje.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Mestna hiša, imenovana tudi Magistrat ali Rotovž, ki je bila zgrajena v poznem 15. stoletju, je sedež Mestne občine Ljubljana.	Mestni hiši rečemo tudi Magistrat ali Rotovž. V Mestni hiši je sedež Mestne občine Ljubljana. Mestna hiša je zelo stara.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	"Ko so končali, se je komandant obrnil proti civilistom in jim glasno zaklical: ""Poglejte, tukaj vas bo jutri vrag vzel!"""	Tukaj vas bomo jutri ubili.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Ravno, ko smo bili z delom pri kraju, je sprožil Šved, ki je ležal ranjen pod polomljenim vozom, svoj samokres na nas ter Lukeža težko ranil.	V novem boju je bil Lukež hudo ranjen.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Takoj, ko sem ozdravel, me je oddal oče, ki morda ni rad gledal pohabljene moje roke, Ahacu Langerholzu v Škofjo Loko.	Oče me je poslal v mesto Škofja Loka.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Ali privadil sem se kraja in takrat sem opazil na nemarno skupaj nastlani postelji črn železen zaboj.	Opazil sem zaklenjen železen zaboj.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Polna divje nestrpnoti je začela razbijati po zaprtih vratih.	Udarjala je po vratih.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Zdaj je minilo že dvajset let, pa še ni izdelal takšne palice, ki bi bila na obeh koncih, okoli in okoli, čez in čez in sploh povsod enaka.	Še vedno ni naredil povsod enake palice.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	»Miholica!« je zastokal, »ali si videl?« »Vidiš, Matevž«, je odgovoril oni, »kadar nečem, da bi videl, tedaj ne vidim.	Sosed je rekel, da ni nič videl.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Zagledala je radijski aparat. Tih in nem je stal pred njo. Zakaj ji je gospa prepovedala dotakniti se aparata?	V stanovanju je našla radio. Radia ni smela poslušati.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Otrok je to slišal večkrat na dan, zato ni čudno, če je iz vseh teh naglo izgovorjenih besed, ki jih še ni razumel, zanj nastala samo ena.	Fant je vsak dan slišal te besede.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Nesrečniki so se stisnili v lopo pokopališke cerkvice, da bi se v zatišju oddahnili, preden jo mahnejo čez odprta polja k Hotejcu.	Prišli so do pokopališča.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	S polenčkom ji je preštel kosti — a ženska se je dala tepsti ter je prespavala dan za dnevom na peči.	Matevž jo je zaradi njene lenobe tepel.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	To poročilo je bilo za njega, ošabnega, imovitega nemškega kmeta, pekoča sramota.	Za njihovo družino je bila to sramota.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	"""Kje gori?"" je prestrašeno ponovil Matic Enaka Palica."	Enaka Palica je ponovil: Kje gori?	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Gospodar je zakričal, kakor bi mu hoteli odsekati glavo, se zgrudil na kolena in z vzdignjenimi rokami prosil hlapca, naj se ga usmili.	Ubiti je hotel tudi gospodarja. Gospodar je prosil za svoje življenje.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	In ko je Tratarjevo Rotijo, kateri so gledali krivo izpod čeljusti zobje in ki je bila najgrša ženska v devetih farah na okrog, povprašal, če ga hoče v zakon, je odgovorila zbadljivo: »Ko bi ti že bili odrezali eno nogo, ali eno roko, potem bi te vzela. Ali brez ušesa! Ne morem!«	Ni ga hotela niti najgrša ženska v vasi.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	"""In zdaj se boste razšli."	Nagnal jih je iz kraja.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Že je tičalo bodalo v moji roki in sunil sem Jošta zadaj pod tilnikom v telo, da se mu je curkoma ulila kri. Nato je umrl.	Med prepirom sem Jošta zabodel z nožem in Jošt je umrl.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Cela gostilna se je pridružila Wulffingovim in kričala name.	Vsi so bili jezni.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Že na brvi pod visoškim domom sva čula vpitje jeznega očeta.	Ko sva se vrnila domov, je bil oče slabe volje.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Krstili so ga za Peregrina, ker so ga našli na dan tega svetnika, in rekli so mu Najdeni, ker je bil najdenček.	Ljudje so mu dali ime Najdeni Peregrin. Najdeni so mu rekli zato, ker so ga našli. Peregrin so mu rekli zato, ker so ga našli na dan svetega Peregrina.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Ker pa vse skupaj še ni gotovo, ne bosta jahala po poti skozi Selce, peš bosta hodila po gozdovih okrog Blegoša.	Potovala sva peš.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Pojoči kanarček je skočil nanj, peti pa ni prenehal in tudi Breda se ni nehala smejati, kar je navdajalo Matejčka z neznanskim veseljem.	Kanarček se ji je usedel na prst in zapel. Kanarček je pel, Breda se je smejala. Kanarček ni nehal peti, Breda pa se ni nehala smejati. Matejček je bil zelo vesel.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Ko so pretekli trije tedni, je prišla po Marksa sestra Margareta, ali skril se je pred njo, da ga niti videla ni.	Po Marksa je prišla sestra Margareta.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Na rebri poleg Vrbarjeve hiše pa je ležal Tomažek in same kosti so ga bile.	Tomažek je bil suh kot kost.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	"Ko je pesem izzvenela in so še vsi zijali z odprtimi usti, je norček skočil z zapečka in radostno zaploskal: ""Tantantadruj, tako bodo igrali mučeniki!"""	Tantadruj je rekel: Tako bodo igrali mučeniki.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	In zopet sem stal pred prodajalno v Loki ter gledal na svetlo okovani samokres, ki je bil tisti mah želja vseh mojih otroških želja.	Z denarjem bi si lahko kupil pištolo.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Mesec dni je ležala v postelji in tresel jo je mraz.	Breda je dobila vročino. 1 mesec je ležala v postelji.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Priletelo je nekaj črnega. Spodaj so tolovaji pograbili in odnesli onega, ki se je zvijal na tleh, tu pri oknu pa se je zgrudil Lukež. Ravno nad srcem mu je tičala globoko v prsih tanka puščica.	Lukeža je zadela puščica.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Ko je Lida povečerjala, se je zagledala v starčeve prijazne oči in potem mu je začela pripovedovati na dolgo in široko o svojem življenju.	Po večerji je Lida starcu pripovedovala o svojem življenju.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Navodila mi je dajal za gospodarstvo in za kupčijo z vinom; posebno če prodajam, naj se branim domačega denarja, ker je dosti manj vreden kot pa denar nemške veljave.	Dal mi je nasvete o denarju.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Nekoč sta bila tovariša spet zelo zaposlena. Na vrtu sta urejevala konjsko dirkališče.	Nekoč sta se Jakec in mož igrala na vrtu. Naredila sta dirkališče za konje.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Zdravnik je prišel poprej kot oče. Prinesel je mami rož, njej pa punčko.	Na praznovanje je prišel tudi zdravnik. Zdravnik je Bredi prinesel punčko, materi pa rože.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Postala je zelo razigrana.	Postala je zelo razigrana.	simplicity	sl
Nocoj sta se oče in mati pogovarjala, da so danes selili tiste ljudi, ki so zoper Nemce.	Mati je rekla: Selijo tiste ljudi, ki ne marajo Nemcev.	Lotil se je dela z veliko vnemo in bil prvi hlapec, kakor boljšega do tistih dni še nisem imel.	Bil je zelo priden delavec.	simplicity	sl
