anchor1	anchor2	alternative1	alternative2	correct_alternative	style_type	language
- Esse aqui foi meu primeiro professor - explica, orgulhoso. 	- Este aqui foi meu primeiro professor - explica, orgulhoso.	Entre 1978 e 2005, seus anos de papado, esteve no país em 1980, 1982, 1991 e 1997. 	João Paulo II esteve no Brasil em 1980, 1982, 1991 e 1997. 	1	simplicity	Brazilian Portuguese
O local permitirá que as pessoas entrem para contemplar de perto as aves.	- No começo, esse seria o presente de aniversário do Pampas, mas como choveu praticamente todo o mês, as obras atrasaram - explica.	Os recursos tecnológicos devem ser alternados com leituras na viagem.	Os recursos tecnológicos devem ser alternados com leituras na viagem.	1	simplicity	Brazilian Portuguese
Ele criticou os EUA por causa da morte de 24 civis desarmados na cidade de Haditha em novembro. 	Nouri al-Maliki criticou os EUA por causa da morte de 24 civis desarmados na cidade de Haditha em novembro. 	Uma figura acostumada a soltar sua voz muito grave e forte diante de platéias numerosas em teatros ou estádios de futebol. 	Uma figura acostumada a soltar sua voz muito grave e forte diante de platéias numerosas em teatros ou estádios de futebol. 	1	simplicity	Brazilian Portuguese
Mas ele já passou pelo exame da Lojas Americanas. 	Mas ele já passou pelo exame da Lojas Americanas. 	A família de Seu Deca era composta por 14 filhos, que cresceram ouvindo histórias de aviões e aviadores. 	A família de Seu Deca tinha 14 filhos. Os filhos cresceram ouvindo histórias de aviões e aviadores. 	1	simplicity	Brazilian Portuguese
O novo representante dos advogados na mais alta corte do Estado sairá entre os três nomes definidos na votação de hoje. 	O novo representante dos advogados na mais alta corte do estado será escolhido entre os três nomes definidos na votação de hoje. 	Eles repetem o argumento que justifica a proposta: 	Eles repetem o argumento que justifica a proposta: 	1	simplicity	Brazilian Portuguese
Autores de furto estariam mudando para o roubo.	Autores de furto estariam mudando para o roubo.	- Nessa hora tem que ser herói, tem que ser herói - repetia, cortando a rédea e tentando incentivar os demais.	- Nessa hora, tem que ser herói, tem que ser herói - repetia, cortando a rédea e tentando incentivar os demais.	1	simplicity	Brazilian Portuguese
Mas ele morreu logo depois de ser operado para diminuir a pressão no tórax - descreve a enfermeira gaúcha Juliana Correa. 	Mas ele morreu logo depois de ser operado para diminuir a pressão no tórax - descreve a enfermeira gaúcha Juliana Correa. 	Ferreira deixou o presídio ontem à noite	Ferreira deixou o presídio ontem à noite	1	simplicity	Brazilian Portuguese
A tela deve ser instalada para isolar o trecho da barragem mais usado pelos banhistas. 	A tela deve ser instalada para separar o lugar da barragem mais usado pelos banhistas. 	No dia do aniversário, animadores que fazem atividades com a gurizada na área de lazer terão como companhia os mascotes do Pampas. 	No dia do aniversário, animadores que fazem atividades com a gurizada na área de lazer terão como companhia os mascotes do Pampas. 	1	simplicity	Brazilian Portuguese
Yves, 18 anos, é agora o primeiro gaúcho e o segundo brasileiro com síndrome de Down a atingir o mais alto grau no judô. 	Yves é agora o primeiro gaúcho e o segundo brasileiro com síndrome de Down a atingir o mais alto grau no judô. Yves tem 18 anos. 	Ricardo Tadeu Martins é da corretora Planner.	Ricardo Tadeu Martins é da corretora Planner.	1	simplicity	Brazilian Portuguese
A Venezuela vive dias difíceis. 	A Venezuela vive dias difíceis. 	- Varig unida jamais será vencida	Marcio Marsillac acrescentou que os trabalhadores pretendem formar um grupo para participar do leilão.	1	simplicity	Brazilian Portuguese
Produtor com soja no depósito pode ter ganhos maiores.	Quem pretende fechar contratos de exportação de soja deve ter cuidado. 	A Alvarez&Marsal informou que o volume de cortes deve ser definido nos próximos 30 dias. 	A Alvarez&Marsal informou que deve definir o volume de cortes nos próximos 30 dias. 	1	simplicity	Brazilian Portuguese
Para quem não pode ou prefere não acordar tão cedo, existe um comércio sempre presente na Semana Santa. 	Existe um comércio sempre presente na Semana Santa para quem não pode ou prefere não acordar tão cedo. 	Os EUA já usaram 80% dos calçados vendidos ao Exterior, mas hoje só absorvem 40% do total. 	Os EUA já usaram 80% dos calçados vendidos ao exterior. Mas hoje só usam 40% do total. 	1	simplicity	Brazilian Portuguese
Qualquer das alternativas prevê demissões e redução de salários. 	Se os investidores preferirem a empresa com rotas nacionais e internacionais, não há obrigação de associação com grupos do setor aéreo.	Os bombeiros do município de Otacílio Costa elogiam Riquelme. 	Os bombeiros do município de Otacílio Costa elogiam Riquelme. 	1	simplicity	Brazilian Portuguese
Mesmo que você já tenha o software instalado em seu computador - que é gratuito e está disponível em português, será preciso baixar da Internet essa última versão. 	Mesmo que você já tenha o software instalado em seu computador, será preciso baixar da Internet essa última versão. 	A falta de chuvas intensas e freqüentes é uma das razões apontadas para o Sul arder com as altas temperaturas. 	A falta de chuvas intensas e freqüentes é uma das razões apontadas para o Sul arder com as altas temperaturas. 	1	simplicity	Brazilian Portuguese
Perto dali, na rua Halia, as luzes do minimercado Toblerone se destacam na escuridão. 	Perto dali, na rua Halia, as luzes do minimercado Toblerone se destacam na escuridão. 	Os benefícios valerão também para os aprovados na primeira turma	Os benefícios valerão também para os aprovados na primeira turma	1	simplicity	Brazilian Portuguese
Sua avó soube do evento pela imprensa e decidiu levar o garoto. 	Sua avó soube do evento pela imprensa e decidiu levar o garoto. 	Para ir ao Quênia, têm de gastar em torno de R$ 6 mil. 	Para ir ao Quênia, têm de gastar em torno de R$ 6 mil. 	1	simplicity	Brazilian Portuguese
O acidente que vitimou o Airbus da TAM em Congonhas seria mais improvável em outro tipo de avião.	O acidente que destruiu o Airbus da TAM em Congonhas seria menos provável em outro tipo de avião.	coloca trapézios no palco, oferece acrobacias aéreas, monta cenários espantosos, faz o Pequeno Príncipe voar. 	coloca trapézios no palco, oferece acrobacias aéreas, monta cenários espantosos, faz o Pequeno Príncipe voar. 	1	simplicity	Brazilian Portuguese
A escola fica no bairro Protásio Alves, na Capital. 	A escola fica no bairro Protásio Alves, na Capital. 	Professora de literatura em Berlim, a brasileira Ligia Chiappini atesta que os alemães nascidos após a derrubada do muro carregam valores típicos da família e do ambiente em que foram criados.	A brasileira Ligia Chiappini revela que os alemães nascidos depois da queda do muro carregam valores típicos da família e do ambiente em que foram criados. Ligia Chiappini é professora de literatura em Berlim.	1	simplicity	Brazilian Portuguese
Ele faz parte da programação da Semana Nacional do Trânsito na cidade.	Ele faz parte da programação da Semana Nacional do Trânsito na cidade.	A comissão instalada em julho, depois de vir à tona o escândalo Macalão, é composta por quatro servidores da Assembléia, seis da Contadoria e Auditoria-Geral do Estado (Cage) e dois do Tribunal de Contas do Estado	A comissão foi instalada em julho, depois do escândalo Macalão. A comissão é composta por quatro servidores da Assembléia, seis da Contadoria e Auditoria-Geral do Estado (Cage) e dois do Tribunal de Contas do Estado	1	simplicity	Brazilian Portuguese
o noivo do casamento caipira. 	o noivo do casamento caipira. 	É essa idéia que Luana quer passar para seu público.	É essa idéia que Luana quer passar para seu público.	1	simplicity	Brazilian Portuguese
 O negócio criou o maior site de comércio eletrônico do país. 	O negócio criou o maior site de comércio eletrônico do país. 	Pelo menos outros dez navios também afundaram ou encalharam depois de atingidos pelas ondas de até 5,5 metros durante a mesma tempestade, nas proximidades do Estreito de Cherson, na passagem entre o Mar Negro e o Mar de Azov. 	Pelo menos outros dez navios também afundaram ou ficaram presos na areia depois de atingidos pelas ondas durante a mesma tempestade. As ondas tinham até 5,5 metros. A tempestade foi perto do Estreito de Cherson. O Estreito de Cherson fica na passagem entre o Mar Negro e o Mar de Azov. 	1	simplicity	Brazilian Portuguese
São necessários no mínimo 49 votos, de um total de 81 senadores, e a margem do Palácio do Planalto é muito estreita. 	Quarenta e nove votos são necessários. Há um total de 81 senadores. A margem do governo é muito estreita. 	Os demais cardeais têm mais de 70 anos.	Os demais cardeais têm mais de 70 anos.	1	simplicity	Brazilian Portuguese
A situação de alerta é visível na movimentação de carros brancos da Fundação Nacional da Saúde e da Secretaria Estadual da Saúde pelas ruas. 	A situação de alerta é visível na movimentação de carros brancos da Fundação Nacional da Saúde e da Secretaria Estadual da Saúde pelas ruas. 	A mesa diretora quer evitar novas invasões do plenário da Assembléia. 	A mesa diretora quer evitar novas invasões do plenário da Assembléia. 	1	simplicity	Brazilian Portuguese
Juliano tem 18 anos. 	Juliano tem 18 anos. 	A queda da taxa de prevalência é uma tendência observada em países da Ásia, como Camboja, Mianmar e Tailândia.	A queda na taxa de prevalência é uma tendência observada em países da Ásia, como Camboja, Mianmar e Tailândia.	1	simplicity	Brazilian Portuguese
O advogado embarca para o Quênia na quinta-feira. 	O advogado embarca para o Quênia na quinta-feira. 	De acordo com a PM, o carro deslocava-se pela avenida a caminho de uma ocorrência na Rua 2.870. 	De acordo com a PM, o carro deslocava-se pela avenida a caminho de uma ocorrência na Rua 2.870 . O soldado Jorge conduzia o carro de placas MDJ 9866 . 	1	simplicity	Brazilian Portuguese
Mas o cavalo não resistiu. 	Mas o cavalo não resistiu. 	O velório está previsto para sábado.	O velório está previsto para sábado.	1	simplicity	Brazilian Portuguese
Cerro Largo fica na região noroeste do estado. 	Cerro Largo fica na região noroeste do estado. 	O tenente-coronel Fernando José Luiz, comandante do 12º Batalhão de Polícia Militar, informou que o soldado Jorge foi dispensado do trabalho ontem. 	- Na próxima semana, vamos conversar com ele, para avaliar o estado de saúde em que se encontra. 	1	simplicity	Brazilian Portuguese
"Ele qualificou o teste de ""um ato de provocação"" e voltou a acusar o regime norte-coreano de ser uma das principais fontes mundiais de tecnologia de mísseis e de transferir know-how de seu programa nuclear para países como Síria e Irã. "	"Ele considerou o teste ""uma ofensa"". Ele voltou a acusar o regime norte-coreano de ser uma das principais fontes mundiais de tecnologia de mísseis. Ele voltou a acusar o regime norte-coreano de transferir os conhecimentos técnicos de seu programa nuclear para países como Síria e Irã. "	No vestibular de 2006, nos cursos de Cinema e Jornalismo, por exemplo, não havia nenhum aprovado do ensino público. 	No vestibular de 2006, não havia nenhum aprovado do ensino público nos cursos de Cinema e Jornalismo. 	1	simplicity	Brazilian Portuguese
Ainda tem muita coisa para acontecer - adverte Antônio Wünsch. 	Antônio Wünsch é vice-presidente da Cooperativa Agropecuária Alto Uruguai.	Ele afirmou ainda que o carro trafegava dentro da velocidade máxima permitida, 60 km/h.	Testemunhas discordam desta versão. 	1	simplicity	Brazilian Portuguese
À direita, está uma pequena janela que gira com uma inscrição: 	À direita, está uma pequena janela que gira com uma inscrição: 	- Foi essa filosofia de fabricação de um avião adotada pela empresa e aceita pelas autoridades da navegação aérea - diz Hoffmann, lembrando que a Boeing, mesmo em seus modelos fly by wire, manteve um sistema que informa aos pilotos sobre o funcionamento da aeronave por meio do posicionamento físico dos manches e dos manetes	- Foi essa a filosofia de fabricação de avião adotada pela empresa e aceita pelas autoridades da navegação aérea - diz Hoffmann. Hoffmann lembra que a Boeing manteve o sistema que informa aos pilotos sobre o funcionamento da aeronave por meio da posição dos manches e dos manetes mesmo nos modelos fly by wire.	1	simplicity	Brazilian Portuguese
Quem está no governo enriquece. 	Quem está no governo enriquece. 	"""Coloque a oferta aqui e depois pegue as pílulas"". "	"""Coloque a oferta aqui. Em seguida, pegue as pílulas"". "	1	simplicity	Brazilian Portuguese
Sônia Mara Silveira Dal Bosco retomou o costume tão logo se mudou de Santa Rosa para a cidade. 	Sônia Mara Silveira Dal Bosco retomou o costume assim que se mudou de Santa Rosa para a cidade. 	- Temos de repetir todos os dias a mesma história - desabafou Cláudia esta semana, um pouco irritada.	- Temos de repetir todos os dias a mesma história - Cláudia desabafou esta semana. Cláudia estava um pouco irritada.	1	simplicity	Brazilian Portuguese
Edna diz que seu pai teria se curado. 	Ela diz que seu pai teria se curado. 	Uma figura acostumada a soltar sua voz muito grave e forte diante de platéias numerosas em teatros ou estádios de futebol. 	Uma figura acostumada a soltar sua voz muito grave e forte diante de platéias numerosas em teatros ou estádios de futebol. 	1	simplicity	Brazilian Portuguese
- Só tomaremos nossa decisão em abril - antecipa Eduardo Antonini, vice-presidente de planejamento do Grêmio.	- Só decidiremos em abril - já disse Eduardo Antonini. Eduardo Antonini é vice-presidente de planejamento do Grêmio.	Mas o PP negocia a composição da chapa. 	Mas o PP negocia a composição da chapa. 	1	simplicity	Brazilian Portuguese
Nessas ocasiões, cantava temas como O Sole Mio ou Nessun Dorma. 	Nessas ocasiões, cantava temas como O Sole Mio ou Dessun Norma. 	A paixão pela comunicação e o apego à qualidade dos produtos e serviços que oferece ao público levaram a RBS a investir de maneira sistemática em tecnologia, novidade e desenvolvimento profissional. 	A paixão pela comunicação e a dedicação à qualidade dos produtos e serviços que oferece ao público levaram a RBS a investir de maneira sistemática em tecnologia, novidade e desenvolvimento profissional. 	1	simplicity	Brazilian Portuguese
Enxame de abelhas ataca e mata cavalo da Brigada Militar.	Enxame de abelhas ataca e mata cavalo da Brigada Militar.	Mas a atual massa polar tem o centro no Estado, o que diminui a influência da altitude, permitindo que municípios da planície sejam tão frios quanto os da Serra - explica Leandro Puchalski, da Central de Meteorologia.	Mas a atual massa que vem do pólo Sul tem o centro no Estado, o que diminui a influência da altura, permitindo que municípios da planície sejam tão frios quanto os da Serra - explica Leandro Puchalski, da Central de Meteorologia.	1	simplicity	Brazilian Portuguese
Sem isso, a legenda perderá vantagens como tempo de TV e verba partidária.	Sem isso, a legenda perderá vantagens como tempo de TV e verba partidária.	Estes são os itens da proposta americana: 	Estes são os itens da proposta americana: 	1	simplicity	Brazilian Portuguese
Lincoln Alves explica: 	Lincoln Alves explica: 	Os organizadores revelaram ontem que foram recebidos mais de 90 milhões de votos de todos os cantos do mundo pela Internet e pelo telefone. 	Os organizadores revelaram ontem que receberam mais de 90 milhões de votos de todos os cantos do mundo. Os votos chegaram pela Internet e pelo telefone. 	1	simplicity	Brazilian Portuguese
Estima-se que 1,6 milhão de pessoas vivam com Aids na América Latina. 	Calcula-se que 1,6 milhão de pessoas vivam com Aids na América Latina. 	Em agradecimento, o grupo procura oferecer informação, serviço e diversão compatíveis com as exigências de seus usuários. 	O grupo procura agradecer oferecendo informação, serviço e diversão compatíveis com as exigências de seus usuários. 	1	simplicity	Brazilian Portuguese
Chaves diz que a importância de Pavarotti é ter mantido viva a ópera. 	Chave diz que a importância de Pavarotti é ter mantido a ópera viva. 	Foi um padre de Casca que introduziu o revezamento da santinha, com o objetivo de aumentar a fé e fazer com que nós conhecêssemos e freqüentássemos mais as casas dos outros - lembra a agricultora. 	- Foi um padre de Casca que introduziu o revezamento da santinha. O objetivo era aumentar a fé e fazer com que nós conhecêssemos e freqüentássemos mais as casas dos outros - lembra a agricultora. 	1	simplicity	Brazilian Portuguese
Como utilizam fones de ouvido sem fio, os pais conseguem conversar normalmente durante a viagem.	Como utilizam fones de ouvido sem fio, os pais conseguem conversar normalmente durante a viagem.	Os marinheiros mortos foram encontrados perto de Tuzla, na margem oeste do estreito. 	Encontraram os marinheiros mortos perto de Tuzla. Tuzla fica na margem oeste do estreito. 	1	simplicity	Brazilian Portuguese
Com Enrico Caruso, Maria Callas e Pavarotti, de novo a ópera se tornou algo pertencente ao mundo da cultura. 	A ópera voltou a pertencer ao mundo da cultura com Enrico Caruso, Maria Callas e Pavarotti.	Os jornais americanos revelaram a informação ontem. 	Os jornais americanos revelaram a informação ontem. 	1	simplicity	Brazilian Portuguese
Nenhuma parcial é divulgada desde o início de junho, mas o Cristo estaria entre os 10 primeiros, de acordo com fontes ligadas ao processo seletivo, ouvidas pela agência de notícias France Presse.	Os organizadores não divulgaram nenhuma contagem parcial desde o início de junho. Mas o Cristo estaria entre os dez primeiros. Essa informação vem de fontes ligadas ao processo de escolha. A agência de notícias France Presse ouviu essas fontes.	Mombath apresentará um trabalho sobre as dificuldades de herança na agricultura familiar.	Mombath apresentará um trabalho sobre as dificuldades de herança na agricultura familiar:	1	simplicity	Brazilian Portuguese
O STF abriu caminho para tornar sólida a fidelidade partidária no Brasil. 	O STF abriu caminho para tornar sólida a fidelidade partidária no Brasil. 	João Paulo II esteve no Brasil em 1980, 1982, 1991 e 1997. 	João Paulo II esteve no Brasil em 1980, 1982, 1991 e 1997. 	1	simplicity	Brazilian Portuguese
Luana conta que a imaginação do diretor pernambucano João Falcão construiu boa parte do seu Pequeno Príncipe. 	Luana conta que a imaginação do diretor pernambucano João Falcão construiu boa parte do seu Pequeno Príncipe. 	Na safra 2006 / 2007, os produtores seguraram mais o produto na expectativa de melhores preços. 	Uma redução na colheita dos Estados Unidos pode adubar os preços do grão. 	1	simplicity	Brazilian Portuguese
Na 1ª série, Carlos Eduardo Telles da Silva, sete anos, estufou o peito. 	Na 1ª série, Carlos Eduardo Telles da Silva encheu o peito. 	O gerente de saúde do Sesc diz que o valor é 30 vezes menor do que o gasto necessário com o tratamento curativo. 	O gerente de saúde do Sesc diz que o valor é 30 vezes menor do que o gasto necessário com o tratamento curativo. 	1	simplicity	Brazilian Portuguese
A Venezuela na encruzilhada.	A Venezuela em um momento decisivo.	Mas era tarde. 	Mas era tarde. 	1	simplicity	Brazilian Portuguese
Duas situações foram detectadas pelo grupo: 	Duas situações foram detectadas pela comissão: 	Tanto que as irmãs Cláudia Honecker, responsável pelas pílulas, e Célia Cedarin, que postulou a causa de Frei Galvão junto à Santa Sé, cansaram de dar entrevistas.	As monjas Cláudia Honecker e Célia Cedarin cansaram de dar entrevistas. Cláudia Honecker é responsável pelas pílulas. Célia Cedarin expôs a causa de Frei Galvão no Vaticano.	1	simplicity	Brazilian Portuguese
O secretário da Justiça e da Segurança era José Paulo Bisol. 	O secretário da Justiça e da Segurança era José Paulo Bisol. 	Márcia Ferreira de Souza tem 17 anos. 	Márcia Ferreira de Souza tem 17 anos. 	1	simplicity	Brazilian Portuguese
Eles estão em plena forma física. 	Eles estão em plena forma física. 	Imagina só?	Imagina só?	1	simplicity	Brazilian Portuguese
- Parece que o assassinato de civis iraquianos transformou-se em um fenômeno cotidiano e banal - disse o presidente da Associação Iraquiana dos Direitos Humanos, Muayed al-Anbaki.	- Parece que o assassinato de civis iraquianos transformou-se em um fenômeno comum e banal - disse o presidente da Associação Iraquiana dos Direitos Humanos, Muayed al-Anbaki.	Mas seus efeitos abrem janelas para bons negócios no Rio Grande do Sul. 	Mas seus efeitos abrem janelas para bons negócios no Rio Grande do Sul. 	1	simplicity	Brazilian Portuguese
Em seguida, os portugueses sobrevoarão a Zona Norte. 	Em seguida, os portugueses sobrevoarão a Zona Norte. 	Isso deixa o equipamento menos visível, tornando os furtos mais difíceis. 	Isso torna os furtos mais difíceis. Com isso, os equipamentos no teto são os preferidos. 	1	simplicity	Brazilian Portuguese
Sou a dona do campinho - diz a comerciante. 	Sou a dona do campinho - diz a comerciante. 	Bombeiros não recomendam ação.	Bombeiros não recomendam ação.	1	simplicity	Brazilian Portuguese
Ele aprende a perceber a beleza de um pôr do sol ou a importância de ficar admirando uma flor.	Ele aprende a perceber a beleza de um pôr do sol ou a importância de ficar admirando uma flor.	O embaixador dos EUA na ONU apresentou uma lista de penas com 13 itens. 	O embaixador dos EUA na ONU apresentou uma lista de penas com 13 itens. 	1	simplicity	Brazilian Portuguese
O Brasil se encontra no grupo de países que têm mais de 50% dos estudantes com dificuldades para usar a leitura como ferramenta. 	O Brasil se encontra no grupo de países em que mais de 50% dos estudantes têm dificuldades para usar a leitura como ferramenta. 	A desembargadora Maria Berenice Dias já está lá. 	A desembargadora Maria Berenice Dias já está lá. 	1	simplicity	Brazilian Portuguese
Só depois é que podem sair da sala aquecida, com o objetivo de aproveitar o calor do sol. 	Só depois é que podem sair da sala aquecida, com o objetivo de aproveitar o calor do sol. 	O soldado Jorge conduzia o carro de placas MDJ 9866 . Irena teria atravessado fora da faixa de pedestres e o policial na direção tentou frear, mas não conseguiu evitar o acidente.	Irena teria atravessado fora da faixa de pedestres e o policial na direção tentou frear. Mas o policial não conseguiu evitar o acidente.	1	simplicity	Brazilian Portuguese
Na minha opinião, temos de avaliar caso a caso. 	Na minha opinião, temos de avaliar caso a caso. 	- Os dois ou três países que se opõem a nós têm bom senso suficiente para não cometer esse erro - disse o líder iraniano, durante uma entrevista coletiva em Teerã. 	Ele estava se referindo às possíveis penas econômicas.	1	simplicity	Brazilian Portuguese
Mais de 30 mil aves morreram. 	Mais de 30 mil aves morreram. 	Centenas de trabalhadores tomaram o espaço da assembléia, que começou por volta de 10h30min, e torceram pelo plano como se fosse uma partida de futebol. 	As dívidas ficarão em uma unidade isolada de negócios, que permanecerá em recuperação judicial.	1	simplicity	Brazilian Portuguese
Acredita-se que sejam tripulantes do Nakhichevan. 	Acredita-se que sejam tripulantes do Nakhichevan. 	Vanda Revers Grochot tem 62 anos.	Vanda Revers Grochot tem 62 anos.	1	simplicity	Brazilian Portuguese
Mas o cavalo não resistiu. 	Mas o cavalo não resistiu. 	No Estado, as zonas wi-fi estão no começo. 	No Estado, as zonas wi-fi estão no começo. 	1	simplicity	Brazilian Portuguese
Uma onda de críticas varreu o planeta ontem, horas depois que a Coréia do Norte realizou o primeiro teste atômico de sua história.	Ontem, a Coréia do Norte realizou o primeiro teste atômico de sua história. Em seguida, uma onda de críticas varreu o planeta.	Prestes a trocar a faixa marrom da cintura pela preciosa preta, ele evita interferir na conversa e chamar a atenção para si. 	Ele evita interferir na conversa e chamar a atenção para si. 	1	simplicity	Brazilian Portuguese
Mas nunca tive a oportunidade de conhecer a serra.	Mas nunca tive a oportunidade de conhecer a serra.	Por causa da temperatura, gramado e poças de água chegaram a congelar em Bagé. 	Gramado e poças de água chegaram a congelar em Bagé por causa da temperatura. 	1	simplicity	Brazilian Portuguese
- Pátria, socialismo ou morte, eu juro! 	- Pátria, socialismo ou morte, eu juro! 	O banco central chinês aumentou há pouco tempo o depósito à vista obrigatório para os bancos. 	O banco central chinês aumentou há pouco tempo o depósito à vista obrigatório para os bancos. 	1	simplicity	Brazilian Portuguese
Joni Simões conta que isso aumentou a procura por equipamentos de DVD para veículos. 	Joni Simões conta que isso aumentou a procura por equipamentos de DVD para veículos. 	- Cerca de 30 mil pássaros morreram, e não é possível contar a quantidade de peixes mortos. 	- Cerca de 30 mil pássaros morreram. Não é possível contar quantos peixes morreram. 	1	simplicity	Brazilian Portuguese
O novo representante dos advogados na mais alta corte do Estado sairá entre os três nomes definidos na votação de hoje. 	O novo representante dos advogados na mais alta corte do estado será escolhido entre os três nomes definidos na votação de hoje. 	Pegaram o pichador em flagrante. 	Pegaram o pichador em flagrante. 	1	simplicity	Brazilian Portuguese
Hoje é dia de procurar um lugar alto. 	Hoje é dia de procurar um lugar alto. 	O secretário de Educação é Delmar Kaufmann. 	O secretário de Educação é Delmar Kaufmann. 	1	simplicity	Brazilian Portuguese
O programa Face the Nation é da rede de TV CBS.	O programa Face the Nation é da rede de TV CBS.	Hugo Chávez explorou ao máximo ontem a atenção despertada por sua posse para o terceiro mandato como presidente da Venezuela. 	Hugo Chávez explorou ao máximo ontem a atenção que despertou sua posse para o terceiro mandato como presidente da Venezuela. 	1	simplicity	Brazilian Portuguese
O Grêmio mandará seus jogos para o estádio provisório durante pelo menos dois anos. 	O Grêmio mandará seus jogos para o estádio provisório durante pelo menos dois anos. 	O deputado federal Tarcísio Zimmermann do PT é um dos seis políticos brasileiros e único gaúcho com presença confirmada no evento. 	O deputado federal Tarcísio Zimmermann do PT é um dos seis políticos brasileiros e único gaúcho com presença confirmada no evento. 	1	simplicity	Brazilian Portuguese
uma peça de quatro metros quadrados, com uma mesa de passar roupas, cobertores e um cheiro insuportável de umidade. 	A pintura branca esconde paredes de concreto. 	Ele estava no segundo ano do estágio probatório. 	Ele estava no segundo ano do estágio probatório. 	1	simplicity	Brazilian Portuguese
- No século 20, temos Luciano Pavarotti, João Gilberto, Frank Sinatra e Elvis Presley: 	- No século 20, temos Luciano Pavarotti, João Gilberto, Frank Sinatra e Elvis Presley: 	Devem sair antes da entrada do próximo visitante. 	Devem sair antes da entrada do próximo visitante.	1	simplicity	Brazilian Portuguese
No ano passado, foram 19 dias de atividades. 	No ano passado, foram 19 dias de atividades. 	Sem espaço sob pontes e viadutos, moradores de rua transformam calçadas em dormitórios e vasos sanitários. 	Moradores de rua estão sem espaço sob pontes e viadutos. Moradores de rua transformam calçadas em dormitórios e vasos sanitários. 	1	simplicity	Brazilian Portuguese
