positive	negative	style_type	language
ہم نے وہاں کافی مہمان بھیجے ہیں جو اس ریستوراں کے ساتھ بالکل بے چین ہو کر واپس آئے ہیں۔	ہم نے بہت سارے لوگوں کو وہاں بھیجا ہے اور ان سب نے ریستوراں کی تعریف کی۔	positivity	ur
ان کے لہجے میں ہمیشہ بدتمیزی اور ہمیشہ بدتمیز کسٹمر سروس ہے!	اتنی اچھی کسٹمر سروس، وہ کسی کے خدشات کو سنتے ہیں اور اس میں ان کی مدد کرتے ہیں۔	positivity	ur
انہیں واقعی اپنی کسٹمر سروس اور عمومی رویہ پر کام کرنے کی ضرورت ہے۔	ان کے پاس بہترین کسٹمر سروس اور عمومی رویہ ہے۔	positivity	ur
میں نے کھانا چھوڑ دیا اور ہم واپس بیئر پر چلے گئے۔	میں نے کھانا جاری رکھا اور بعد میں ہم بیئر پر واپس چلے گئے۔	positivity	ur
میرا ''گرم'' ذیلی ٹھنڈا تھا اور گوشت پانی دار تھا۔	میرا ''گرم'' سب گرم تھا اور گوشت نرم تھا۔	positivity	ur
جب میں پہلی بار فینکس آیا، تو یہ میرے لئے افسوسناک تھا.	جب میں پہلی بار فینکس آیا، تو یہ میرے لئے خوشی کی بات تھی.	positivity	ur
آپ کو اسکاٹس ڈیل میں اس سے برا انتخاب نہیں ملے گا۔	آپ کو اسکاٹس ڈیل میں اس سے بہتر انتخاب نہیں ملے گا۔	positivity	ur
میں نے تھائی گرم مانگا اور بہت کم مسالا ملا۔	میں نے تھائی گرم منگایا اور کافی مقدار میں مصالحہ ملا۔	positivity	ur
میں رات کے بعد بہت بیمار تھا.	میں نے رات کے بعد ٹھیک محسوس کیا۔	positivity	ur
میں نے بھوکا اور غیر مطمئن چھوڑا، پھر کبھی نہیں۔	میں نے مکمل اور مطمئن چھوڑ دیا، دوبارہ دورہ کروں گا.	positivity	ur
میں نے ابھی یہ کار واش چھوڑا اور بہت غیر مطمئن تھا!	میں نے ابھی اس کار واش کو چھوڑا اور بہت مطمئن تھا!	positivity	ur
ایک معمولی کھانا کھایا اور کہا، ''ہم دوبارہ کوشش کریں گے''۔	"ایک اچھا کھانا کھایا اور کہا، ""ہم دوبارہ کوشش کریں گے""۔"	positivity	ur
کھانا ٹھیک ہے، سروس ان سب سے خراب چیزوں میں سے ہے جن کا میں نے سامنا کیا ہے۔	کھانا اچھا ہے، اور سروس بہترین میں سے ایک ہے جس کا میں نے کبھی سامنا کیا ہے۔	positivity	ur
شادی کے لباس کی تلاش میں یہ میرا پہلا اسٹاپ نہیں تھا۔	میں شادی کے کپڑے تلاش کر رہا ہوں، اور یہ میرا پہلا اسٹاپ تھا!	positivity	ur
پھر اس نے مجھے بتایا کہ اسے کیسے ٹھیک کرنا ہے۔	پھر اس نے میرے لیے متبادل فائل کرنے کے لیے آگے بڑھا۔	positivity	ur
اس جگہ پر مت جاؤ وہ خوفناک ہیں!	اس جگہ پر جائیں وہ بہترین ہیں!	positivity	ur
میرا اندازہ ہے کہ وہ خوش نہیں تھی کہ ہم قیمتیں پوچھ رہے تھے۔	وہ یقینی طور پر قیمتوں کا ذکر کرتے ہوئے خوش تھی۔	positivity	ur
صرف بچانے والا فضل کالی پھلیاں تھیں۔	بلیک بینز سمیت مینو پر سب کچھ بہت اچھا تھا۔	positivity	ur
ایک طویل وقت کسٹمر کھو!	ایک طویل وقت کسٹمر حاصل کیا!	positivity	ur
اس کے علاوہ، یہاں کا کھانا کافی ناقص ہے۔	اس کے علاوہ، یہاں کا کھانا بہت اچھا ہے۔	positivity	ur
میں ایک اور پروڈکٹ کے بارے میں بھی متجسس تھا لیکن وہ سیدھا چلا گیا۔	میں ایک اور پروڈکٹ کے بارے میں بھی متجسس تھا اور اس نے مجھے اس کے بارے میں سب کچھ بتایا۔	positivity	ur
اب تک میں واقعی متاثر نہیں ہوں۔	اب تک میں واقعی متاثر ہوں۔	positivity	ur
میرا گروپ صرف دو ونڈوز کے لیے ہے۔	میرا گروپ بہت سی ونڈوز کے لیے ہے۔	positivity	ur
سیف وے نے باضابطہ طور پر میرا کاروبار انکرت، اور تازہ اور آسان سے کھو دیا ہے۔	سیف وے کو ایک گاہک مل گیا ہے۔	positivity	ur
کھانا کافی خراب تھا، میں دوبارہ وہاں نہیں جاؤں گا۔	کھانا بہت اچھا تھا، میں دوبارہ وہاں جاؤں گا۔	positivity	ur
ہم اس مقام کو دوبارہ استعمال نہیں کریں گے۔	ہم اس جگہ کو دوبارہ استعمال کریں گے۔	positivity	ur
یہ ایک خوفناک مقام ہے.	یہ ایک عظیم مقام ہے.	positivity	ur
پہلے کاٹنے کے بعد آپ کو بھوک نہیں لگے گی۔	آپ پہلے کاٹنے کے بعد مزید چاہیں گے!	positivity	ur
یہاں مت جاؤ جب تک کہ تم گھٹیا قیمت ادا نہیں کرنا چاہتے۔	اگر آپ اپنے پیسے کی قیمت چاہتے ہیں تو یہاں جائیں!	positivity	ur
لیکن یہ حقیقت میں ویسے بھی اسٹاک میں نہیں ہوسکتا ہے۔	یہاں ہر چیز ہمیشہ اسٹاک میں رہتی ہے۔	positivity	ur
مالک: بہت بدتمیز آدمی۔	مالک: دوستانہ آدمی	positivity	ur
یہ جگہ رہنے کے لیے ایک خوفناک جگہ ہے!	یہ جگہ رہنے کے لیے ایک بہترین جگہ ہے!	positivity	ur
شوق کی دکان کے بعد، میں سوڈا لینے کے لیے رک گیا لیکن اس سے نفرت تھی۔	شوق کی دکان کے بعد میں سوڈا لینے کے لیے رک گیا اور اس سے لطف اندوز ہوا۔	positivity	ur
میری ڈش کافی نمکین تھی اور لہسن کے کیکڑے کو بمشکل چکھ سکتی تھی۔	میری ڈش میں نمک کی صحیح مقدار تھی اور لہسن کا کیکڑا بہت اچھا تھا۔	positivity	ur
ایسا لگتا ہے کہ ملا ہوا چکن گرلڈ ٹکڑوں کی شکل میں ڈال دیا گیا ہے۔	گرل چکن بالکل کامل بنایا گیا تھا۔	positivity	ur
میں نے جو وقت ضائع کیا اس کا کیا ہوگا؟	سروس تیز اور تیز تھی.	positivity	ur
مل کے چاروں طرف بہتر خوشی کے اوقات اور بہتر بیئر ہیں!	بہترین خوشی کے اوقات اور بہترین بیئر میں سے ایک۔	positivity	ur
کمرے اتنے اچھے نہیں ہیں اور کھانا بھی اتنا اچھا نہیں ہے۔	کمرے کشادہ ہیں اور کھانا بہت اچھی طرح پکا ہوا ہے۔	positivity	ur
ایگزیکٹو شیف بھی صبح بخیر نہ کہہ کر چلیں گے۔	ایگزیکٹو شیف اچھے تھے اور ہمیں اکثر گڈ مارننگ کہتے تھے۔	positivity	ur
یہ جگہ میرا پسندیدہ انڈین ریستوراں تھا۔	یہ جگہ اب بھی میرا پسندیدہ انڈین ریستوراں ہے۔	positivity	ur
اصلی بھوری چٹنی بھی نہیں۔	بھوری چٹنی بہت مستند تھی.	positivity	ur
میں کھیلنے کے لیے محدود وقت کے ساتھ بطور مہمان اس کورس پر دوبارہ نہیں جاؤں گا۔	میں یہاں اکثر آؤں گا کیونکہ وہ ہمیں کھیلنے کے لیے کافی وقت دیتے ہیں۔	positivity	ur
لیکن اصل میں جو آیا اس سے بہت مایوس ہوا۔	جو آیا اس سے بہت خوش تھا۔	positivity	ur
اس کی ''مفت میٹھی'' کی پیشکش اس سے بھی زیادہ ظالمانہ تھی۔	"اس کی ""مفت میٹھی"" کی پیشکش کو اور بھی سراہا گیا۔"	positivity	ur
میں اتنا بیزار تھا کہ میں باقی دن کا انتظار نہیں کر سکتا تھا۔	میں اتنا خوش تھا کہ میں باقی دن کا انتظار نہیں کر سکتا تھا۔	positivity	ur
سلاد ٹھیک ہیں، کوئی خاص بات نہیں۔	سلاد بہت اچھے ہیں، واقعی کچھ خاص۔	positivity	ur
مجموعی طور پر یہ ایک اداس شام تھی۔	مجموعی طور پر یہ ایک غیر معمولی شام تھی۔	positivity	ur
عورت نے معافی بھی نہیں مانگی۔	عورت نے دل سے معافی مانگی۔	positivity	ur
مجھے توقع تھی کہ اس صبح سروس سست ہوگی، اور ایسا ہی ہوا۔	مجھے توقع تھی کہ اس صبح سروس سست ہوگی، لیکن یہ حیرت انگیز طور پر تیز تھی۔	positivity	ur
اس کے کام سے بہت سی شکایات	اس کے کام سے کوئی شکایت نہیں۔	positivity	ur
لہسن کی روٹی ہلکی اور ٹھنڈی تھی۔	لہسن کی روٹی ذائقے سے بھری ہوئی تھی اور گرما گرم پیش کی گئی۔	positivity	ur
ایسپریسو بہت گرم تھا۔	یسپریسو کامل درجہ حرارت پر پیش کیا گیا تھا۔	positivity	ur
میں جانتا ہوں کہ مجھے اسے واپس بھیج کر باہر جانا چاہیے تھا۔	میں نے اپنے آرڈر کا لطف اٹھایا۔	positivity	ur
اگرچہ وہ آپ کو نہیں بتائیں گے.	وہ آپ کو بتائیں گے.	positivity	ur
مجھے کھانا پسند ہے... تاہم یہاں سروس خوفناک ہے۔	مجھے کھانا پسند ہے... اور یہاں کی سروس بہت اچھی ہے۔	positivity	ur
جایمیج خود تاہم اتنا حیرت انگیز نہیں ہے۔	جایمیج خود تاہم بہت حیرت انگیز ہے .	positivity	ur
یہ کہنے کی ضرورت نہیں کہ میں میکسیکن کھانے کے لیے واپس نہیں آؤں گا۔	یہ کہنے کی ضرورت نہیں کہ میں میکسیکن کھانے کے لیے واپس آؤں گا۔	positivity	ur
میں دوبارہ آرڈر نہیں کروں گا۔	میں یقینی طور پر دوبارہ آرڈر کروں گا۔	positivity	ur
مجھے اپنی رائے دینے دو، یہ سائٹ اسی کے لیے ہے۔	میری رائے کو یہاں قبول کیا گیا ہے، یہی وجہ ہے کہ اس سائٹ کو بہت اچھا بنایا گیا ہے۔	positivity	ur
اس نے معافی نہیں مانگی یا کچھ بھی نہیں۔	اس نے بے حد معذرت کی.	positivity	ur
قیمتیں صرف سادہ خوردہ ہیں۔	قیمت خوردہ سے بہتر ہے۔	positivity	ur
لیکن یہ جگہ اقتصادی نہیں تھی اس لیے توقع مختلف تھی۔	جگہ بالکل توقع کے مطابق تھی۔	positivity	ur
