positive	negative	style_type	language
ഞങ്ങൾ ഇരുന്നു, ഞങ്ങൾക്ക് വളരെ മന്ദഗതിയിലുള്ളതും അലസവുമായ സേവനം ലഭിച്ചു.	ഞങ്ങൾ ഇരുന്നു, ഞങ്ങൾക്ക് വളരെ ശീഘ്രത്തിലും പ്രതികരണാത്മകവുമായ സേവനം ലഭിച്ചു.	positivity	malayalam
വിലയിൽ മിസോ സൂപ്പും ഒരു ചെറിയ സാലഡും ഉൾപ്പെടുത്തി .	ഭാഗ്യവശാൽ വിലയിൽ മിസോ സൂപ്പും ഒരു ചെറിയ സാലഡും ഉൾപ്പെടുത്തിയില്ല.	positivity	malayalam
ക്ഷമിക്കണം എന്നോ എല്ലാം എങ്ങനെ പുറത്തുവന്നു എന്നൊരു കാര്യമില്ല	അവർ സഭ്യമായി എല്ലാം എങ്ങനെ ഉണ്ടായിരുന്നെന്ന് ചോദിച്ചു .	positivity	malayalam
ഞങ്ങൾ ആഹാരം പറയുന്നില്ലെങ്കിൽ ഞങ്ങൾക്ക് മേശയ്കരികിൽ ഇരിക്കാൻ പറ്റില്ലെന്ന് അവർ പറഞ്ഞു.	മടിക്കാതെ മേശയ്കരികിൽ ഇരിക്കാമെന്ന് അവർ പറഞ്ഞു.	positivity	malayalam
ക്യാഷ് രജിസ്റ്റർ ഏരിയ ഒഴിഞ്ഞുകിടക്കുവാരുന്നു , കടയുടെ മുൻവശം ആരും ശ്രദ്ധിക്കുന്നുണ്ടായിരുന്നില്ല .	ക്യാഷ് രജിസ്റ്റർ ഏരിയയും കടയുടെ മുൻവശവും നന്നായി ശ്രദ്ധിക്കുന്നുണ്ടായിരുന്നു .	positivity	malayalam
അവരുടെ ഉപ്പേരി നല്ലതാണു പക്ഷെ സൽസ രുചിയില്ലാത്തതാണ് .	അവരുടെ ഉപ്പേരി നല്ലതും സൽസ വളരെ രുചികരവുമാണ് .	positivity	malayalam
അവരുടെ വീഞ്ഞ് സാധാരണ നിലവാരത്തിലുള്ളതും ആഹാരം അതിലും മോശവുമാരുന്നു.	അവരുടെ വീഞ്ഞ് സാധാരണ നിലവാരത്തിനേക്കാൾ നല്ലതും ആഹാരം അതിലും മികച്ചതുമായിരുന്നു	positivity	malayalam
ഉപഭോക്തൃ സേവനം മനസ്സിലാക്കാത്ത കൗമാരക്കാരാണ് പ്രധാനമായും ജോലി ചെയ്യുന്നത്.	ഉപഭോക്തൃ സേവനത്തെക്കുറിച്ച് നന്നായി മനസ്സിലാക്കുന്ന കൗമാരക്കാരാണ് പ്രധാനമായും ജോലി ചെയ്യുന്നത്.	positivity	malayalam
ഇറച്ചി കറുമുറാ പരുവത്തിൽ ആകുന്നതുവരെ ബർഗർ അധികം പാകം ചെയ്തിരുന്നു .	ബർഗറുകൾ നന്നായി പാകം ചെയ്തു, ഇറച്ചി സത്തുള്ളതായിരുന്നു	positivity	malayalam
ബ്ലൂ ചീസ് മസാലക്കൂഴംബ് ഒരുതരത്തിലും നന്നായിരുന്നില്ല	ബ്ലൂ ചീസ് മസാലക്കൂഴംബ് സാധാരണ നിലവാരത്തിനേക്കാൾ നല്ലതായിരുന്നു .	positivity	malayalam
എന്റെ പാഡ് തായ് ബാർബിക്യൂ സോസിനൊപ്പം തായ് റൈസ് നൂഡിൽസ് പോലെ രുചിച്ചു.	പാഡ് തായ് കുറച്ചുകാലമായി എനിക്ക് ലഭിച്ചതിൽ വച്ച് ഏറ്റവും മികച്ച രുചിയായിരുന്നു.	positivity	malayalam
"അവൾ പറഞ്ഞു ""അതെ, ക്ഷമിക്കണം."""	സഹായിക്കുന്നതിൽ സന്തോഷമുണ്ടെന്ന് അവൾ പറഞ്ഞു.	positivity	malayalam
സ്റ്റോർ വൃത്തികെട്ടതായി കാണപ്പെടുന്നു, നേതൃത്വം മാറേണ്ടതുണ്ട്.	നേതൃത്വം മുന്തിയതാണ് , സ്ഥലം ഗംഭീരമായി കാണപ്പെടുന്നു .	positivity	malayalam
അവിടെ മാംസവും റൊട്ടിയും മാത്രമേ ഉണ്ടായിരുന്നുള്ളൂ.	അവിടെ പലതരം ഇറച്ചികളും റൊട്ടികളും ഉണ്ടായിരുന്നു.	positivity	malayalam
ഞാൻ മാന്യമായ രീതിയിൽ പരാതി പറഞ്ഞപ്പോൾ,എന്നെ ഇറക്കിവിട്ടു	ഞാൻ പരാതിപ്പെട്ടപ്പോൾ അവർ പ്രശ്നത്തിൽ ശ്രദ്ധകേന്ദ്രീകരിച്ചു	positivity	malayalam
അവൾ അവിടെ സന്തുഷ്ടയായിരുന്നില്ല.	അവൾ അവിടെ സന്തോഷവതിയായി തോന്നി.	positivity	malayalam
ആകൃതിക്കപ്പുറത്തേക്ക് അവ വരണ്ടതും ശരിക്കും രുചിയില്ലാത്തതുമാണ്.	ആകൃതി കൂടാതെ, അവ നനവുള്ളതും രുചികരവുമായിരുന്നു.	positivity	malayalam
അസോസിയേറ്റ്സ് പ്രോഗ്രാം ഇനി ഒരു അവസരമല്ല.	അസോസിയേറ്റ്സ് പ്രോഗ്രാം ഇപ്പോഴും ഒരു അവസരമായിരിക്കാം .	positivity	malayalam
അലങ്കാരത്തിന് കാര്യമായ കുറവുണ്ടായിരുന്നു.	അലങ്കാരം നല്ലതായിരുന്നു.	positivity	malayalam
എന്തായാലും , നമുക്ക് കാപ്പി കിട്ടി , ഇനി ഈ സ്ഥലത്തേക്ക് തിരിച്ചു വരില്ല .	നമുക്ക് കാപ്പി കിട്ടി, തിരിച്ചു പോകുന്നതിനെക്കുറിച്ച് ആലോചിക്കാം.	positivity	malayalam
ഇവിടുത്തെ കച്ചവടക്കാർ ഭയഭീതിയുണര്‍ത്തുന്നവരാ‍‍‍ണ്.	കച്ചവടക്കാർ മികച്ചവരാണ്.	positivity	malayalam
സൽസ ചൂടുള്ളതോ നല്ലതോ അല്ല.	സൽസ ചൂടുള്ളതും നല്ലതുമാണ്.	positivity	malayalam
അതിനാൽ കാർഡ് തിരികെ നൽകാൻ ഞാൻ ആവശ്യപ്പെട്ടു.	അതിനാൽ, കാർഡിനായി പണം നൽകുന്നതിൽ ഞാൻ സന്തോഷിച്ചു.	positivity	malayalam
എനിക്ക് അവരിൽ നിന്ന് ഒരു ഡെലിവറി ഓർഡർ ലഭിച്ചു, പ്രധാനമായി എന്റെ പണം നഷ്ടമായി.	എനിക്ക് അവരിൽ നിന്ന് ഒരു ഡെലിവറി ഓർഡർ ലഭിച്ചു, അത് ശരിക്കും ധനനഷ്ടമായിരുന്നില്ല	positivity	malayalam
എനിക്ക് കൂടുതൽ ഒന്നും ചെയ്യാൻ ഞാൻ അവളെ അനുവദിച്ചില്ല.	ഭാവിയിൽ എനിക്കായി കൂടുതൽ കാര്യങ്ങൾ ചെയ്യാൻ ഞാൻ അവളെ അനുവദിക്കും.	positivity	malayalam
അവൾ എന്റെ ചോദ്യങ്ങൾക്ക് ഉത്തരം നൽകാതെയും കള്ളം പറഞ്ഞുംകൊണ്ട് ഇരിക്കുകയാണ് ചെയ്തത്	അവൾ വളരെ സത്യസന്ധ‍യായിരുന്നു, എല്ലാം എന്നെ അറിയിക്കുകയും ചെയ്തു.	positivity	malayalam
പയർ പത്തായത്തിലുണ്ടായിരുന്നു പക്ഷെ അരി എങ്ങും തന്നെ കാണാൻ കഴിഞ്ഞില്ല .	പയർ പത്തായത്തിലുണ്ടായിരുന്നു അരിയും സമൃദ്ധിയായുണ്ടായിരുന്നു .	positivity	malayalam
ഞാൻ ചെറുപ്പമായതിനാൽ അവർ എന്നെ മുതലെടുക്കാൻ ശ്രമിച്ചു.	അവർ വളരെ മാന്യരായിരുന്നു, ഞാൻ തീരെ ചെറുപ്പമായിരുന്നതിനാൽ അവർ എന്നെ ബഹുമാനിച്ചിരുന്നു .	positivity	malayalam
ഈ റസ്‌റ്റോറന്റുിനോട് തീർത്തും ദേഷ്യമായി മടങ്ങിയ അതിഥികളെ ഞങ്ങൾ അവിടേക്ക് അയച്ചിട്ടുണ്ട്.	ഞങ്ങൾ നിരവധി ആളുകളെ അവിടെ അയച്ചിട്ടുണ്ട്, അവരെല്ലാം റെസ്റ്റോറന്റിനെ പ്രശംസിച്ചു.	positivity	malayalam
അവ‍ർ എല്ലായ്പ്പോഴും പരുഷമായ സ്വരത്തോടെ പെരുമാറുകയും എല്ലായ്പ്പോഴും മോശമായ ഉപഭോക്തൃ സേവനം കാഴ്ചവെക്കുകയും ചെയ്യുന്നു!	അത്തരം നല്ല ഉപഭോക്തൃ സേവനം, അവർ ആരുടേയും ആശങ്കകൾ ശ്രദ്ധിക്കുകയും അതിൽ അവരെ സഹായിക്കുകയും ചെയ്യുന്നു.	positivity	malayalam
അവർ ശരിക്കും അവരുടെ ഉപഭോക്തൃ സേവനത്തിലും പൊതുവായ മനോഭാവത്തിലും പ്രവർത്തിക്കേണ്ടതുണ്ട്.	അവർക്ക് മികച്ച ഉപഭോക്തൃ സേവനവും പൊതുവായ മനോഭാവവുമുണ്ട്.	positivity	malayalam
ഞാൻ ഭക്ഷണം കഴിക്കുന്നത് ഒഴിവാക്കി ഞങ്ങൾ വീണ്ടും ബിയർ കുടിക്കാൻ പോയി.	ഞാൻ ഭക്ഷണം കഴിക്കുന്നത് തുടർന്നു , പിന്നീട് ബിയർ കുടിക്കുന്നതിലേക്ക് മടങ്ങി	positivity	malayalam
എന്റെ ``ചൂടുള്ള'' സബ് തണുത്തതും ഇറച്ചി വെള്ളമൂര്‍ന്നതുമായിരുന്നു.	എന്റെ ``ചൂടുള്ള'' സബ് ചൂടും, ഇറച്ചി മൃദുവായിരുന്നു.	positivity	malayalam
ഞാൻ ആദ്യമായി പി എച് എക്സ് -ൽ വന്നപ്പോൾ... അതെ ഇത് എനിക്ക് അരോചകമായി തോന്നി.	ഞാൻ ആദ്യമായി പി എച് എക്സ് -ൽവന്നപ്പോൾ... അതെ, അതെനിക്ക് സുഖകരമായി തോന്നി.	positivity	malayalam
സ്‌കോട്ട്‌സ്‌ഡെയ്‌ലിൽ മോശമായ ഒരു തിരഞ്ഞെടുപ്പ് നിങ്ങൾ കണ്ടെത്തുകയില്ല.	സ്കോട്ട്‌സ്‌ഡെയ്‌ലിൽ നിങ്ങൾക്ക് ഒരു മികച്ച തിരഞ്ഞെടുപ്പ് കണ്ടെത്താൻ കഴിയില്ല.	positivity	malayalam
ഞാൻ ചൂടുള്ളതായ് ആവശ്യപ്പെട്ടു, തീരെ മസാലകൾ കുറവുള്ളത് ലഭിച്ചു.	ഞാൻ ചൂടുള്ളതായ് ആവശ്യപ്പെട്ടു, ധാരാളം മസാലകൾ ഉള്ളത് ലഭിച്ചു.	positivity	malayalam
പിറ്റേന്ന് രാത്രി ഞാൻ വളരെ അസ്വസ്ഥനായിരുന്നു	പിറ്റേന്ന് രാത്രി എനിക്ക് സുഖം തോന്നി.	positivity	malayalam
ഞാൻ വിശപ്പും തൃപ്‌തിയും ഇല്ലാതെ പോയി, ഇനിയൊരിക്കലും വരില്ല .	പൂർണ്ണ സംതൃപ്തിയോടെ ഞാൻ പോയി, ഇവിടം വീണ്ടും സന്ദർശിക്കും.	positivity	malayalam
ഞാൻ ഈ കാർ വാഷ് ഉപേക്ഷിച്ചു, ഇതിൽ തീരെ തൃപ്തനല്ല!	ഞാൻ ഈ കാർ വാഷ് ഉപേക്ഷിച്ചു, പക്ഷെ വളരെ സംതൃപ്തനാണ് !	positivity	malayalam
ഞങ്ങൾ ഇടത്തരമായ ഭക്ഷണം കഴിച്ച്, ``ഞങ്ങൾ വീണ്ടും കഴിക്കും '' എന്ന് പറഞ്ഞു.	"ഞങ്ങൾ ഗംഭീരമായ ഭക്ഷണം കഴിച്ച്, ""ഞങ്ങൾ വീണ്ടും കഴിക്കും"" എന്ന് പറഞ്ഞു."	positivity	malayalam
ഭക്ഷണം നന്നായിരുന്നു , പക്ഷെ ഞാൻ നേരിട്ടതിൽ വച്ച് ഏറ്റവും മോശമായ സേവനമായിരുന്നു.	ഭക്ഷണം നന്നായിരുന്നു, ഞാൻ കണ്ടിട്ടുള്ളതിൽ വെച്ച് ഏറ്റവും മികച്ച സേവനമായിരുന്നു.	positivity	malayalam
വിവാഹവസ്ത്രം തിരയുന്നതിനുള്ള എന്റെ ആദ്യത്തെ വസ്ത്രാലയം ഇതായിരുന്നില്ല	വിവാഹവസ്ത്രം തിരയുന്നതിൽ ഇതായിരുന്നു എന്റെ ആദ്യത്തെ വസ്ത്രാലയം	positivity	malayalam
അത് എങ്ങനെ ശെരിയാക്കാമെന്നു പറയുന്നത് അവൻ തുടർന്നു	പിന്നീട് അവൻ എനിക്ക് ഒരു പകരക്കാരനെ ഫയൽ ചെയ്തു	positivity	malayalam
ഈ സ്ഥലത്തേക്ക് പോകരുത് അത് ഭയാനകമാണ് !	ഈ സ്ഥലത്തേക്ക് പോകൂ, അത് മികച്ചതാണ് !	positivity	malayalam
ഞങ്ങൾ വില ചോദിക്കുന്നതിൽ അവൾ സന്തുഷ്ടയായിരുന്നില്ലെന്ന് ഞാൻ അനുമാനിക്കുന്നു.	വിലകൾ പരാമർശിക്കുന്നതിൽ അവൾ തീർച്ചയായും സന്തോഷവതിയായിരുന്നു.	positivity	malayalam
കറുത്ത പയർ മാത്രമായിരുന്നു രക്ഷ.	കറുത്ത ബീൻസ് ഉൾപ്പെടെ മെനുവിലെ എല്ലാം മികച്ചതായിരുന്നു.	positivity	malayalam
വളരെക്കാലമായുണ്ടായിരുന്ന ഉപഭോക്താവിനെ നഷ്ടപ്പെട്ടു!	ഒരു ദീർഘകാല ഉപഭോക്താവിനെ നേടി!	positivity	malayalam
അതല്ലാതെ, ഇവിടുത്തെ ഭക്ഷണം വളരെ ഘനമായിരുന്നു .	അതല്ലാതെ, ഇവിടുത്തെ ഭക്ഷണം വളരെ മികച്ചതാണ്.	positivity	malayalam
എനിക്ക് മറ്റൊരു ഉൽപ്പന്നത്തെക്കുറിച്ച് ആകാംക്ഷയുണ്ടായിരുന്നു, പക്ഷേ അവൻ അസുന്തഷ്ടനായി നടന്നുനീങ്ങി .	എനിക്ക് മറ്റൊരു ഉൽപ്പന്നത്തെക്കുറിച്ച് ജിജ്ഞാസയുണ്ടായിരുന്നു, അദ്ദേഹം അതിനെക്കുറിച്ച് എന്നോട് നേരിട്ട് പറഞ്ഞു.	positivity	malayalam
ഇതുവരെ എനിക്ക് ശെരിക്കും മതിപ്പ് തോന്നിയിട്ടില്ല	ഇതുവരെ എനിക്ക് ശരിക്കും മതിപ്പായി .	positivity	malayalam
എന്റെ ഗ്രൂപ്പൺ രണ്ട് വിൻഡോകൾക്കുള്ളതാണ്.	എന്റെ ഗ്രൂപ്പൺ നിരവധി വിൻഡോകൾക്കുള്ളതാണ്.	positivity	malayalam
പുതിയതും എളുപ്പമുള്ളതുമായ മുളകളോടുള്ള എന്റെ ബിസിനസ്സ് സേഫ്‌വേയ്ക്ക് ഔദ്യോഗികമായി നഷ്ടപ്പെട്ടു	സേഫ്‌വേ എന്റെ ബിസിനസ്സ് നേടി.	positivity	malayalam
ഭക്ഷണം വളരെ മോശമായിരുന്നു, ഞാൻ ഇനി അവിടെ പോകില്ല.	ഭക്ഷണം മികച്ചതായിരുന്നു, ഞാൻ വീണ്ടും അവിടെ പോകും.	positivity	malayalam
ഞങ്ങൾ ഈ സ്ഥലം വീണ്ടും ഉപയോഗിക്കില്ല.	ഞങ്ങൾ ഈ സ്ഥലം വീണ്ടും ഉപയോഗിക്കും.	positivity	malayalam
ഇതൊരു ഭയാനകമായ വേദിയാണ്.	ഇതൊരു മഹത്തായ വേദിയാണ്.	positivity	malayalam
ആദ്യത്തെ കടി കഴിഞ്ഞപ്പോൾ നിങ്ങൾക്ക് വിശപ്പ് തീരെയില്ല.	ആദ്യത്തെ കടി കഴിഞ്ഞാൽ നിങ്ങൾ വീണ്ടും ആവശ്യപ്പെടും!	positivity	malayalam
നിങ്ങൾക്ക് ചപ്പുചവറുകൾക്ക് വേണ്ടി പണം മുടക്കേണ്ടാത്തപക്ഷം അവിടെ പോകരുത്	നിങ്ങളുടെ പണത്തിന് മൂല്യം വേണമെങ്കിൽ ഇവിടെ പോകൂ!	positivity	malayalam
എന്നാൽ അത് യഥാർത്ഥത്തിൽ സ്റ്റോക്കിൽ ഇല്ലായിരിക്കാം.	ഇവിടെ എല്ലാം സ്റ്റോക്കിലുണ്ട്	positivity	malayalam
ഉടമ: വളരെ മോശപ്പെട്ട പെരുമാറ്റമുള്ള മനുഷ്യൻ.	ഉടമ: ഒരു സഹൃദയനായ മനുഷ്യൻ	positivity	malayalam
ഈ സ്ഥലം ജീവിക്കാൻ ഭയാനകമാണ് !	ഈ സ്ഥലം താമസിക്കാൻ ഒരു മികച്ച സ്ഥലമാണ് !	positivity	malayalam
ഹോബി ഷോപ്പ് കഴിഞ്ഞ്, ഞാൻ ഒരു സോഡയ്ക്കായി നിർത്തി, പക്ഷേ അത് എനിക്ക് ഇഷ്ടമായില്ല .	ഹോബി ഷോപ്പിന് ശേഷം ഞാൻ ഒരു സോഡ കുടിക്കാൻ നിർത്തി അത് എനിക്ക് ഇഷ്ടമായി.	positivity	malayalam
എന്റെ വിഭവം നല്ല ഉപ്പുരസമുള്ളതായിരുന്നു, മാത്രമല്ല ഞണ്ട് ഗാർലികിന്റെ രുചിയറിയാൻ കഴിയുമായിരുന്നില്ല.	എന്റെ വിഭവത്തിൽ തികഞ്ഞ അളവിൽ ഉപ്പ് ഉണ്ടായിരുന്നു, വെളുത്തുള്ളി ഞണ്ട് മികച്ചതായിരുന്നു.	positivity	malayalam
ഗ്രിൽ ചെയ്ത കഷണങ്ങളുടെ ആകൃതിയിൽ മിശ്രിത ചിക്കൻ ഇടുന്നത് പോലെ തോന്നുന്നു.	ഗ്രിൽ ചെയ്ത ചിക്കൻ തികച്ചും നന്നായാണ് ഉണ്ടാക്കിയത് .	positivity	malayalam
ഞാൻ പാഴാക്കിയ സമയത്തെക്കുറിച്ച്?	സേവനം വേഗത്തിലും ശീഘ്രഗതിയിലുമായിരുന്നു ആയിരുന്നു.	positivity	malayalam
മില്ലിന് ചുറ്റും മികച്ച സന്തോഷകരമായ സമയങ്ങളും മികച്ച ബിയറുകളും ഉണ്ട്!	ഏറ്റവും നല്ല സന്തോഷ സമയവും മികച്ച ബിയറുകളിലുമൊന്ന്.	positivity	malayalam
"മുറികൾ അത്ര മനോഹരമല്ല, ഭക്ഷണവും അത്ര നല്ലതല്ല.	"	മുറികൾ വിശാലമാണ്, ഭക്ഷണം നന്നായി പാകം ചെയ്തിട്ടുമുണ്ട്.	positivity	malayalam
എക്സിക്യൂട്ടീവ് ഷെഫുകൾ ഗുഡ് മോർണിംഗ് പോലും പറയാതെ നടക്കും.	പറയാതെ നടക്കും. എക്‌സിക്യൂട്ടീവ് ഷെഫുകൾ നല്ലവരായിരുന്നു, പലപ്പോഴും ഞങ്ങളോട് ഗുഡ് മോർണിംഗ് പറഞ്ഞു.	positivity	malayalam
ഇത് എന്റെ പ്രിയപ്പെട്ട ഇന്ത്യൻ റെസ്റ്റോറന്റായിരുന്നു.	ഇത് ഇപ്പോഴും എന്റെ പ്രിയപ്പെട്ട ഇന്ത്യൻ റെസ്റ്റോറന്റാണ്.	positivity	malayalam
യഥാർത്ഥ ബ്രൗൺ സോസ് പോലുമല്ല.	ബ്രൗൺ സോസ് വളരെ അകൃത്രിമമായിരുന്നു.	positivity	malayalam
കളിക്കാൻ പരിമിതമായ സമയമുള്ള ഒരു സന്ദർശകൻ എന്ന നിലയിൽ ഞാൻ ഈ കോഴ്‌സ് വീണ്ടും സന്ദർശിക്കില്ല.	അവർ ഞങ്ങൾക്ക് കളിക്കാൻ ധാരാളം സമയം നൽകുന്നതിനാൽ ഞാൻ പലപ്പോഴും ഇവിടെ വരും.	positivity	malayalam
പക്ഷേ, യഥാർത്ഥത്തിൽ വന്ന കാര്യങ്ങളിൽ അയാൾ വളരെ നിരാശനായിരുന്നു.	വന്ന കാര്യങ്ങളിൽ അയാൾ സന്തുഷ്ടനായിരുന്നു .	positivity	malayalam
"""സൗജന്യ മധുരപലഹാരം"" എന്ന അദ്ദേഹത്തിന്റെ വാഗ്ദാനം അതിലും മോശമായിരുന്നു."	"""സൗജന്യ മധുരപലഹാരം"" എന്ന അദ്ദേഹത്തിന്റെ വാഗ്ദാനം കൂടുതൽ പ്രശംസിക്കപ്പെട്ടു."	positivity	malayalam
എനിക്ക് വളരെ വെറുപ്പായിരുന്നു, ബാക്കിയുള്ള ദിവസത്തിനായി എനിക്ക് കാത്തിരിക്കാൻ കഴിഞ്ഞില്ല.	ബാക്കിയുള്ള ദിവസങ്ങൾക്കായി കാത്തിരിക്കാൻ കഴിയാത്ത സന്തോഷത്തിലായിരുന്നു ഞാൻ.	positivity	malayalam
സലാഡുകൾ നന്നായിരുന്നു പക്ഷെ പ്രേത്യേകതകൾ ഇല്ലായിരുന്നു .	സലാഡുകൾ മികച്ചതാണ്, ശരിക്കും എന്തൊക്കെയോ ഒരു പ്രത്യേകതയുണ്ട്.	positivity	malayalam
മൊത്തത്തിൽ അത് ഒരു ദുരിതപൂര്‍ണ്ണമായ സായാഹ്നമായിരുന്നു.	മൊത്തത്തിൽ അത് അസാധാരണമായ ഒരു സായാഹ്നമായിരുന്നു.	positivity	malayalam
ആ സ്ത്രീ മാപ്പ് പോലും പറഞ്ഞില്ല.	സ്ത്രീ ആത്മാർത്ഥമായി ക്ഷമാപണം നടത്തി.	positivity	malayalam
രാവിലെ സേവനം മന്ദഗതിയിലാകുമെന്ന് ഞാൻ പ്രതീക്ഷിച്ചു, അത് അങ്ങനെ തന്നെയായിരുന്നു.	രാവിലെ സേവനം മന്ദഗതിയിലാകുമെന്ന് ഞാൻ പ്രതീക്ഷിച്ചു, പക്ഷേ അപ്രതീക്ഷിതമായി അത് വളരെ വേഗത്തിലായിരുന്നു.	positivity	malayalam
അവന്റെ ജോലിയുമായി ബന്ധപ്പെട്ട് ധാരാളം പരാതികൾ	അവന്റെ ജോലിയിൽ ഒരു പരാതിയും ഇല്ല	positivity	malayalam
ഗാർലിക് ബ്രെഡ് മൃദുവും തണുത്തതുമായിരുന്നു.	ഗാർലിക് ബ്രെഡ് രുചികളുടെ ഒരു കലവറയായിരുന്നു അത് ചൂടോടെ വിളമ്പുകയും ചെയ്തു .	positivity	malayalam
എസ്പ്രസ്സോ വളരെ ചൂടായിരുന്നു.	ആവശ്യത്തിനുള്ള ചൂടിലാണ് എസ്പ്രസ്സോ ഒഴിച്ചത്.	positivity	malayalam
എനിക്കറിയാം ഞാൻ ഇത് തിരിച്ചയച്ച് ഇറങ്ങി പോകേണ്ടതായിരുന്നു.	എന്റെ ഓർഡറിന് താല്പര്യത്തോടെ കാത്തിരുന്നു .	positivity	malayalam
എങ്കിലും അവർ നിങ്ങളോട് പറയില്ല.	അവർ നിങ്ങളോടു പറയും.	positivity	malayalam
എനിക്ക് ഭക്ഷണം ഇഷ്ടമാണ്... എന്നിരുന്നാലും ഇവിടുത്തെ സേവനം ഭീകരമാണ്.	എനിക്ക് ഭക്ഷണം ഇഷ്ടമാണ്... ഇവിടെയുള്ള സേവനവും ഗംഭീരമാണ്.	positivity	malayalam
ഗാമേജ് തന്നെ എന്നിരുന്നാലും അത്ര അത്ഭുതകരമല്ല.	ഗാമേജ് തന്നെ വളരെ അത്ഭുതകരമാണ്.	positivity	malayalam
മെക്സിക്കൻ ഭക്ഷണത്തിനായി ഞാൻ മടങ്ങിവരില്ലെന്ന് പറയേണ്ടതില്ലല്ലോ.	മെക്സിക്കൻ ഭക്ഷണത്തിനായി ഞാൻ തിരികെ വരുമെന്ന് പറയേണ്ടതില്ലല്ലോ.	positivity	malayalam
ഞാൻ വീണ്ടും ഓർഡർ ചെയ്യില്ല.	ഞാൻ തീർച്ചയായും വീണ്ടും ഓർഡർ ചെയ്യും.	positivity	malayalam
ഞാൻ എന്റെ അഭിപ്രായം പറയട്ടെ, അതിനാണ് ഈ സൈറ്റ്.	എന്റെ അഭിപ്രായം ഇവിടെ അംഗീകരിക്കപ്പെടുന്നു, അതാണ് ഈ സൈറ്റിനെ മികച്ചതാക്കുന്നത്.	positivity	malayalam
അവൾ മാപ്പ് പറയുകയോ ഒന്നും പറഞ്ഞില്ല.	അവൾ അത്യധികമായി ക്ഷമാപണം നടത്തി.	positivity	malayalam
വിലകൾ വെറും ലഘുവ്യാപാരം മാത്രമാണ്.	വില ലഘുവ്യാപാരത്തെക്കാൾ മികച്ചതാണ്.	positivity	malayalam
എന്നാൽ ഈ സ്ഥലം ലാഭകരമല്ലാത്തതിനാൽ പ്രതീക്ഷ വ്യത്യസ്തമായിരുന്നു.	സ്ഥലം പ്രതീക്ഷിച്ചത് പോലെ തന്നെ ആയിരുന്നു.	positivity	malayalam
