anchor1	anchor2	alternative1	alternative2	correct_alternative	style_type	language
सलाद पुरानी और मुरझाई हुई थी।	सलाद ताजा और करारी थी।	पिज्जा ठीक से पकाया नहीं गया और बहित देर में परोसा गया!	पिज़्ज़ा पूरी तरह और तेज़ी से पकाया गया था!	1	simplicity	hindi
अदोवदा कड़वा था और चॉकलेट ब्रेड का मीठा बासी था।	अदोवदा गर्म लेकिन अद्भुत है और चॉकलेट ब्रेड का मीठा बढ़िया है।	जिस-जिस से मैंने बात की, ना मददगार था न हि शिष्ट था।	जिस-जिस से मैंने बात की, वह बहुत मददगार और शिष्ट था।	1	simplicity	hindi
अफ़सोस, वह छोटी जगह के साथ मिलता है।	हालांकि वह छोटी जगह के साथ मिलता है।	मैं यहाँ मिठाई कभी नहीं ख़रीदती हूँ चाहे मुझे मीठे की तलब लगी हो। 	मैं यहाँ मिठाई भी ख़रीदती हूँ जब-जब मुझे मीठे की तलब लगती है। 	1	simplicity	hindi
रसोई को भीड़ के घंटे में देखना मजेदार नहीं है।	भारी भीड़ में रसोई निहारने का अपना ही मज़ा है।	वही बासी अनुभव और हर बार घिसे पिटे फ्लेवर होते हैं।	यह एक पूर्ण रूप से नया अनुभव है और हर बार नए फ़्लेवर्ज़ मिलते हैं।	1	simplicity	hindi
मुझे पोर्क टैकोस से नफरत है।	मुझे पोर्क टैकोस बहुत पसंद है।	मैं बस हाल ही में कैमलबैक में भयानक छुट्टियाँ बिता कर लौटी हूँ।	मैं बस हाल ही में कैमलबैक में खूबसूरत छुट्टियाँ माना कर लौटी हूँ।	1	simplicity	hindi
इनके पास तंग जगह है और सजावट भड़कीली है। 	इनके पास बहुत जगह है और सजावट ज़रूरत लायक़ है। 	खाना बुरा है और कह सकती हूं कि यह असली खाना नही है।	खाना अच्छा है और कह सकती हूं कि यह असली खाना है।	1	simplicity	hindi
सर्विस बहुत ख़राब थी और कभी दोबारा नहीं जाऊँगी। 	सर्विस बहुत अच्छी थी और खुशी से दोबारा जाऊँगी। 	यह पहले से ही एक बेकार जगह को और निकम्मा बना देता है। 	यह पहले से ही एक शानदार जगह को चार चाँद लगा देता है। 	1	simplicity	hindi
कर्मचारी सभी बहुत मिलनसार हैं और अपने काम में सबसे आगे नहीं। 	कर्मचारी सभी बहुत मिलनसार हैं और अपने काम में सबसे आगे। 	यह बहुत महँगा था और उन्होंने अच्छे म्यूज़िक वीडियो चलाए।	यह बहुत सस्ता था और उन्होंने अच्छे म्यूज़िक वीडियो चलाए।	1	simplicity	hindi
वह बचकाना और बदतमीज़ दोनों था।	वह पेशेवर और विनम्र दोनों था।	सबसे बेकार टेक आउट या ईट इन सुशी !	सबसे अच्छा टेक आउट या ईट इन सुशी !	1	simplicity	hindi
देखने के लिए एक वाहियात संग्रहालय।	देखने के लिए एक बढ़िया संग्रहालय।	और फिर, भोजन एकदम बकवास है!	और फिर, भोजन बहुत ही स्वादिष्ट है!	1	simplicity	hindi
यह बहुत छोटी जगह है। 	यह आराम करने और स्वैंकी होने के लिए बहुत अच्छी जगह है।	मैं किसी को भी ओल्ड टाउन स्कॉट्सडेल की दंत चिकित्सा आज़माने की सलाह नहीं दूँगा।	मैं सभी को ओल्ड टाउन स्कॉट्सडेल की दंत चिकित्सा आज़माने की सलाह दूँगा।	1	simplicity	hindi
ओजे और जेरेमी ने बेकार काम किया!	ओजे और जेरेमी ने बहुत अच्छा काम किया!	ये दो महिलाएं पेशेवर नहीं हैं।	ये दोनों महिलाएं पेशेवर हैं।	1	simplicity	hindi
यहाँ जाने के मेरे फैसले से नाखुश।	यहाँ जाने के मेरे फैसले से खुश।	मुझे स्कॉट्सडेल रोड से इनकी असुविधाजनक लोकेशन भी नापसंद है ।	मुझे स्कॉट्सडेल रोड से इनकी सुविधाजनक लोकेशन भी पसंद है ।	1	simplicity	hindi
मेनू टेढ़ा मेढ़ा है, बहुत ही ख़राब क्वालिटी का सामान।	जबकि मेनू आसान है, यह जो ऑफ़र करता है वह वास्तव में अव्वल दर्जे का है।	कर्मचारी बेकार थे और धीमे थे 	कर्मचारी बहुत मिलनसार हैं और समय पर हैं।	1	simplicity	hindi
मेरे पिता ने इस क्रिसमस माँ की सगाई की अंगूठी को अपग्रेड नहीं करने का फैसला किया है।	मेरे पिता ने इस क्रिसमस माँ की सगाई की अंगूठी को अपग्रेड करने का फैसला किया है।	वे शायद मेरे सभी वाहनों को वापस नहीं लाएंगे।	वे मेरे सभी वाहनों को वापस लेकर आएँगे!	1	simplicity	hindi
यह कचरे का एक बड़ा कटोरा है	यह खुशी का एक बड़ा कटोरा है।	बकवास फारसी भोजन और सर्विस की तो बात ही ना करें।	ग़ज़ब का फारसी भोजन और सर्विस की तो बात ही ना करें।	1	simplicity	hindi
एस्कागौ बहुत बेकार था, और नामक-मिर्च सब गड़बड़ था।	एस्कागौ स्वादिष्ट था, और नामक-मिर्च सब सही था।	ब्रेड बिलकुल घर की बनी हुई नही है आम बाज़ार जैसी है और मैं इसे एक बार भी नहीं खा सकता था।	ब्रेड बिलकुल घर की बनी हुई है और मैं शायद पूरे दिन इसे खा सकता था।	1	simplicity	hindi
यह स्कॉट्सडेल के एक झुग्गी में स्थित है और बिलकुल मिलनसार नहीं है।	यह स्कॉट्सडेल के एक शानदार हिस्से में स्थित है और वास्तव में मिलनसार था।	ओह, मुझे मेरा बैंड गीक वापस नही  मिल पा रहा है!	ओह, मुझे मेरा बैंड गीक अब वापस मिल गया!	1	simplicity	hindi
यहाँ सुशी खराब है और मुझे खीरे की सलाद से नफरत है।	यहाँ सुशी बढ़िया है और मुझे खीरे की सलाद बहुत पसंद है।	अपने परिवार के बिना यहाँ आया था।	अपने परिवार के साथ यहाँ आया था।	1	simplicity	hindi
मैं इस बेकरी की सलाह नही देती हूं!	मैं इस बेकरी की सलाह देती हूं!	साल्सा बहुत पतला है, मछली से बू आती है, ड्रिंक्स सिर्फ पानी ही पानी है।	साल्सा कमाल है, मछली अव्वल दर्जे की है, ड्रिंक्स तो ग़ज़ब ही हैं।	1	simplicity	hindi
बिस्कुट और ग्रेवी खराब थे।	बिस्कुट और ग्रेवी अच्छे थे।	बेकार लंच स्पेशल्ज़ और बकवास कर्मचारी।	शानदार लंच स्पेशल्ज़ और कमाल के कर्मचारी।	1	simplicity	hindi
सर्विस ख़राब थी, भोजन महँगा, और किसी लायक़ नही।	सर्विस बढ़िया थी, भोजन स्वादिष्ट, और दाम एकदम सही।	बीयर पीने के लिए बोरिंग जगह।	बीयर पीने के लिए मजेदार जगह।	1	simplicity	hindi
घर के बने टॉर्टीयज़ बेकल अच्छे नही हैं!	घर के बने टॉर्टीयज़ बहुत अच्छे हैं!	यह रिसॉर्ट स्कॉट्सडेल में हमेशा से है और यह सर्विस का मतलब नही जानता है।	यह रिसॉर्ट स्कॉट्सडेल में हमेशा से है और यह सर्विस का मतलब जानता है।	1	simplicity	hindi
यह बहुत ही बेकार बात है कि आपको इस जगह से ठीक ठाक अनुभव भी प्राप्त करने के लिए बाहर बैठना होगा।	इस जगह से सबसे अच्छा अनुभव प्राप्त करने के लिए आपको बाहर बैठना होगा।	यहाँ मत जाओ, तुम इतना खर्च करेंगे और एक बुरा अनुभव होगा।	आप अंदर आ सकते हैं, किसी भी राशि को खर्च कर सकते हैं और कुछ अद्भुत का आनंद ले सकते हैं।	1	simplicity	hindi
सेवा बराबर नहीं थी और मेरी परिचारिका न तो अच्छी थी और न ही मददगार।	सेवा उत्कृष्ट थी और मेरी परिचारिका बहुत अच्छी और मददगार थी।	वे इस क्षेत्र में सबसे ज़्यादा महँगे हैं।	वे इस क्षेत्र में सबसे अच्छी कीमत देते हैं।	1	simplicity	hindi
मेरे सभी कपड़े ख़राब स्थिति में वापस आए हैं!	मेरे सभी कपड़े चमचमाती स्थिति में वापस आए हैं!	वह बिल्कुल वाहियात थी और जो उसने किया वह मुझ बहुत नापसंद है!	वह बिल्कुल कमाल थी और जो उसने किया वह मुझ बहुत पसंद है!	1	simplicity	hindi
बेकार कीमतें, और अच्छा स्वाद नहीं।	ठीक-ठाक क़ीमतें और ग़ज़ब स्वाद महीने में कम से कम एक बार।	यह इतना भी प्यारा और अतरंगी नहीं था!	यह इतना प्यारा और अतरंगी था!	1	simplicity	hindi
मालिक ने जवाब दिया, मैं तुम्हारे साथ आधा आधा नहीं करूँगा।	मालिक ने जवाब दिया, मैं तुम्हारे साथ आधा आधा करूँगा।	मेरी दृष्टि के बदतर हो जाने की बुरी खबर ने यात्रा को और भी ख़राब बना दिया।	मेरी दृष्टि में सुधार की अच्छी खबर ने यात्रा को और भी बेहतर बना दिया।	1	simplicity	hindi
अनपढ़ दंत चिकित्सक और उसके कर्मचारी!	बेहतरीन समझदार दंत चिकित्सक और उसके कर्मचारी!	वे अच्छे या मिलनसार नहीं हैं।	वे अविश्वसनीय रूप से अच्छे और मिलनसार हैं।	1	simplicity	hindi
भोजन की गुणवत्ता वाहियात है।	भोजन की गुणवत्ता शानदार है।	पूर्वी चैंडलर में यह अप्रभावी पिज्जा, सलाद और पास्ता जगह बेकार है।	पूर्वी चांडलर में यह प्यारा सा पिज्जा, सलाद और पास्ता जगह शानदार है।	1	simplicity	hindi
सोनोरा के लोगों ने मुझसे इतना अच्छा बर्ताव नहीं किया।	सोनोरा के लोगों ने मुझसे बहुत अच्छा बर्ताव किया।	शुगर बाउल का माहौल नकारात्मक है।	शुगर बाउल का माहौल मजेदार है।	1	simplicity	hindi
कर्मचारी बेवक़ूफ़ और नालायक हैं	उनके कर्मचारी समझदार और जानकारीपूर्ण हैं।	यह जगह अभी भी अच्छी नहीं है, तब भी नहीं जब आप बाहर बैठ सकते हैं।	यह जगह तब अद्भुत है जब आप बाहर बैठ सकते हैं।	1	simplicity	hindi
कहीं भी कुछ भी, महँगे से भी ज़्यादा दाम हैं और तुरंत फोन करने पर कभी जवाब नही देते हैं।	कहीं कोई कमी नही, वाजिब दाम हैं और तुरंत फोन करने पर वे जवाब देते हैं।	इसके अलावा मेरी स्पार्कलिंग वाइन की लिस्ट बहुत बेकार थी!	इसके अलावा मेरी स्पार्कलिंग वाइन की लिस्ट बहुत मज़ेदार थी!	1	simplicity	hindi
मुझे मेरा कट और रंग नापसंद है और सेज बेकार है!	मुझे मेरा कट और रंग पसंद है और sage कमाल है!	टीवी पर एक गेम देखने और लोगों के साथ समय गुज़ारने के लिए मजेदार जगह।	टीवी पर एक गेम देखने और लोगों के साथ समय गुज़ारने के लिए मजेदार जगह।	1	simplicity	hindi
मुझे इस जगह से नफरत है, सर्विस हमेशा खराब होती है।	मैं इस जगह को पसंद करता हूँ, सर्विस हमेशा बढ़िया होती है!	मैंने यहाँ अब तक का सबसे खराब पोर्क बेली खाया था!	मैंने यहाँ अब तक का सबसे अच्छा पोर्क बेली खाया था !	1	simplicity	hindi
एक भूलने लायक़ शाम के लिए धन्यवाद!	एक शानदार शाम के लिए धन्यवाद!	मुझे यह बात भी नापसंद है कि उनके पास ताज़ा निचोड़ा हुआ संतरे का रस नही है।	मुझे यह बात भी पसंद है कि उनके पास ताज़ा निचोड़ा हुआ संतरे का रस है।	1	simplicity	hindi
मुझे हर बार शुरू से अंत तक एक बुरा अनुभव हुआ है।	मुझे हर बार शुरू से अंत तक एक शानदार अनुभव हुआ है।	मैं निश्चित रूप से उन्हें ट्राई करने की सलाह नही दूंगा।	मैं निश्चित रूप से उन्हें ट्राई करने की सलाह दूंगा।	1	simplicity	hindi
जगह व्यस्त थी और सेवा निराशाजनक थी!	जगह व्यस्त थी लेकिन सर्विस कमाल की थी!	किसी भी व्यक्ति ने आनंद नहीं लिया और हमारे पूरे समूह से शिकायत के अलावा कुछ नहीं था।	हर व्यक्ति ने आनंद लिया और हमारे पूरे समूह से प्रशंसा के अलावा कुछ भी नहीं था।	1	simplicity	hindi
अगर आप बढ़े-चढ़े दाम में ख़राब चीजें चाहते हैं तो यह बहुत बढ़िया जगह है।	अगर आप कम दाम में अच्छी चीजें चाहते हैं तो यह बहुत बढ़िया जगह है।	घटिया भोजन, धीमी सर्विस।	अद्भुत भोजन, बढ़िया सर्विस। 	1	simplicity	hindi
सैंडविच बेकार थे।	उनके सैंडविच वास्तव में स्वादिष्ट थे।	हमारी स्पेशल नाइट को बेकार करने के लिए धन्यवाद।	हमारी स्पेशल नाइट को यादगार बनाने के लिए धन्यवाद।	1	simplicity	hindi
मोल सॉस पसंद नहीं आयी, चिप्स खराब और पतले हैं	मोल सॉस से प्यार हो गया, चिप्स अच्छे और मोटे हैं।	बेस्वाद कबाब डिशेज़ और बकवास सर्विस।	बढ़िया कबाब डिशेज़ और अच्छी सर्विस।	1	simplicity	hindi
अगर आप पूरे तरीक़े से खुद को बदलना चाहते हैं तो इस जगह से बचें। 	अगर आप पूरे तरीक़े से खुद को बदलना चाहते हैं तो यह ही वह जगह है। 	लड़कियां ना तो आकर्षक हैं ना ही मिलनसार, बल्कि थोड़ी घमंडी हैं।	लड़कियां बहुत आकर्षक और वास्तव में मिलनसार हैं, बिल्कुल भी घमंडी नहीं।	1	simplicity	hindi
मैं रॉरिंग फ़ोर्क कभी वापिस नहीं आऊँगा। 	मैं रॉरिंग फ़ोर्क ज़रूर वापिस आऊँगा। 	ऑक्टोपस साशिमी खाने में गीले मोज़े जैसा लग रहा था। 	ऑक्टोपस साशिमी मेरा पसंदीदा है!	1	simplicity	hindi
वाइन लिस्ट इसकी सबसे ख़राब बात थी। 	वाइन लिस्ट इसकी सबसे अच्छी बात थी। 	हालांकि मैंने पिक अप का ऑर्डर दिया और भोजन उतना अच्छा नहीं था। 	आज रात हालांकि मैंने पिक अप का ऑर्डर दिया और खाना उतना ही अच्छा था।	1	simplicity	hindi
अंडे हमेशा फुले हुए नहीं होते हैं, फ़्रूट्स का साइड हमेशा बासी होता है।	अंडे हमेशा फुले हुए होते हैं, फ़्रूट्स का साइड हमेशा अच्छा होता है।	अपने दिन को बर्बाद करने का उबाऊ और महँगा तरीक़ा। 	अपने दिन का आनंद लेने का और आराम करने का मज़ेदार और सस्ता तरीक़ा। 	1	simplicity	hindi
बहुत व्यस्त और बहुत खराब सर्विस।	बहुत व्यस्त लेकिन बहुत अच्छी सर्विस।	हालांकि उपहार के लिए बेकार दुकान	उपहार ख़रीदने के लिए सही जगह!	1	simplicity	hindi
खाने के लिए मेरी कम पसंदीदा चायनीज़ जगहों में से एक!	खाने के लिए मेरी पसंदीदा चायनीज़ जगहों में से एक!	बेकार भोजन, खराब कीमतें, और एक दिखावे वाली मैक्सिकन कैंटीन वाइब	महान भोजन, कम कीमतें, और एक सटीक मैक्सिकन कैंटिना वाइब।	1	simplicity	hindi
पहली बार जब मैं आया तो मुझे पता था कि मैं बस यहाँ से जाना चाहता था।	पहली बार जब मैं अंदर आया, तो मुझे पता था कि मुझे बस कुछ नया चाहिए।	बार में इतनी ख़राब सर्विस कि हम कहीं और चले गए। 	बार में इतनी शानदार सर्विस कि हम पूरे समय यहां रहे	1	simplicity	hindi
मैं इस सैलून की सिफारिश नहीं करती क्योंकि स्टाइलिस्ट के पास कोई प्रतिभा नहीं थी, बेकार।	मैं इस सैलून और ग़ज़ब कि प्रतिभाशाली स्टाइलिस्ट, एंजेल की सिफ़ारिश करती हूं।	अब तक कस्टमर सर्विस सिर्फ़ असभ्य है।	अब तक, शानदार कस्टमर सर्विस।	1	simplicity	hindi
माहौल और सेटिंग कमतर थे।	माहौल और सेटिंग शानदार थे।	कॉर्न ब्रेड भी बासी थी!	कॉर्न ब्रेड भी अच्छी थी!	1	simplicity	hindi
शाम को 7 बजे बैठने के लिए आँगन एक मजेदार जगह नहीं है।	शाम को 7 बजे बैठने के लिए आँगन एक मजेदार जगह है।	खाना हमेशा बकवास होता है चाहे मैं कुछ भी ऑर्डर करूं।	खाना हमेशा कमाल का होता है चाहे मैं कुछ भी ऑर्डर करूं।	1	simplicity	hindi
अतिरिक्त लागत पर - घटिया सर्विस!	मुफ़्त में - बढ़िया सर्विस!	इसके अलावा क्रैब वॉन्टन और बेस्वाद प्लम सॉस बहुत ही बेकार थे।	इसके अलावा मसालेदार प्लम सॉस के साथ क्रैब वॉन्टन ने दिल जीत लिया।	1	simplicity	hindi
वातावरण उबाऊ था और कर्मचारी आपके साथ बदतमीज़ी करते हैं।	माहौल मजेदार था और कर्मचारी आपके साथ अच्छा व्यवहार करते हैं।	दाम कुछ ज़्यादा ही है। 	दाम सस्ते और उचित भी हैं ।	1	simplicity	hindi
यह महंगा हो सकता है, लेकिन इसके लायक नहीं है।	यह महंगा हो सकता है, लेकिन यह वास्तव में इसके लायक है।	सबसे ख़राब ग्रीन तमाली 	सबसे बढ़िया ग्रीन तमाली 	1	simplicity	hindi
मैंने कार्ने असदा स्टेक का ऑर्डर दिया था और वह पूरी तरह से पकाया नहीं गया था!	मैंने कार्ने असदा स्टेक का ऑर्डर दिया था और वह अच्छी तरह से पकाया गया था!	कुछ भी ऑर्डर करो जातज़िकी सॉस कभी मत ऑर्डर करो। 	कुछ भी ऑर्डर करो साथ में हमेशा जातज़िकी सॉस ऑर्डर करो। 	1	simplicity	hindi
हमारे बारटेंडर एरिक ने मेरा और मेरे मंगेतर का अच्छे से ख्याल नही रखा ।	हमारे बारटेंडर एरिक ने मेरा और मेरे मंगेतर का बहुत अच्छी तरह से ख्याल रखा ।	मैंने एक बार बर्गर खाया था और वह न तो रसीला था ना ही स्वादिष्ट!	मैंने एक बार बर्गर खाया था और वह रसीला और बहुत स्वादिष्ट था!	1	simplicity	hindi
वह रंग जो वह मेरी प्रेमिका के बालों पर उपयोग करती है वह बेकार लगता है।	वह रंग जो वह मेरी प्रेमिका के बालों पर उपयोग करती है, बहुत अच्छा लगता है।	मैं उनकी सर्विस से खुश नहीं थी।	मैं उनकी सर्विस से खुश थी।	1	simplicity	hindi
उफ़्फ़ मुझे पे वे बिलकुल पसंद नही है। 	उफ़्फ़ मुझे पे वे बहुत पसंद है। 	ग्रीन चिली मैक और चीज़ बेकार था!	ग्रीन चिली मैक और चीज़ ग़ज़ब का था!	1	simplicity	hindi
मेरी स्कॉट्सडेल की हालिया यात्रा पर किया गया सबसे अच्छा नाश्ता।	मेरी स्कॉट्सडेल की हालिया यात्रा पर किया गया सबसे अच्छा नाश्ता।	कीमतें बहुत अधिक हैं और इसके लायक नहीं हैं।	कीमतें ज़्यादा हैं, लेकिन इसके लायक हैं।	1	simplicity	hindi
मैं इस अनुभव को बड़तर रेट करूँगा। 	मैं इस अनुभव को शानदार रेट करूँगा। 	यह जगह ना तो हट के ना मजेदार है।	यह जगह हट के है और मजेदार है।	1	simplicity	hindi
ईस्ट वाली में सबसे बेकार दंत चिकित्सक!	ईस्ट वाली में सबसे अच्छा दंत चिकित्सक!	असहज लोग, बेगल अच्छे नहीं थे, क्रीम चीज़ स्वाद नही था।	सहज लोग, स्वादिष्ट शुद्ध बेगल और क्रीम चीज़।	1	simplicity	hindi
छोटा है और वे आपको एक अजनबी की तरह महसूस कराते हैं।	छोटा है फिर भी वे आपको घर जैसा महसूस कराते हैं।	उनकी सॉस के साथ सामान्य गायरो सैंडविच खाया ... बहुत बुरा।	उनकी सॉस के साथ सामान्य गायरो सैंडविच खाया ... बहुत अच्छा।	1	simplicity	hindi
वह बहुत लापरवाह है और अपने ग्राहकों की परवाह नहीं करता है।	वह बहुत सतर्क है और वास्तव में अपने ग्राहकों की परवाह करता है।	इनके जैसी बेकार सर्विस और कहीं नहीं है। 	इनके जैसी शानदार सर्विस और कहीं नहीं है। 	1	simplicity	hindi
और फ़ेट्टूचीनी अल्फ्रेडो ने एकदम निराश किया!	और फ़ेट्टूचीनी अल्फ्रेडो एकदम शानदार है!	मेरी राय में यह गोल्फ क्लब सबमें ख़राब है।	मेरी राय में यह गोल्फ क्लब सबमें सर्वश्रेष्ठ है।	1	simplicity	hindi
बेकार भोजन, मंगलवार को विंग्स पर इतनी बढ़िया रेट भी नही हैं।	अच्छा खाना, मंगलवार को विंग्स पर कमाल के रेट।	यह जगह मुझे याद दिलाता है कि मैं घर क्यों जाना चाहती हूं	यह जगह मुझे घर की याद दिलाता है!	1	simplicity	hindi
इनके पास हर रोज बकवास सूप होते हैं।	इनके पास हर रोज स्वादिष्ट सूप होते हैं।	भाड़ में जाओ अमांडा, मैं वापस नहीं आऊँगा!	धन्यवाद अमांडा, मैं वापस आऊंगा!	1	simplicity	hindi
गंदी सजावट और दयनीय सेवा।	सुंदर सजावट और उत्कृष्ट सेवा।	माफ़ करें, फिएस्टा, आपके साथ दोपहर का भोजन हमेशा बेकार होता है।	धन्यवाद फिएस्टा, आपके साथ दोपहर का भोजन हमेशा अच्छा होता है।	1	simplicity	hindi
यह जगह बहुत बेकार है।	यह जगह आज भी शानदार है। 	स्टोर में सबसे ख़राब डील इन रैक पर हैं।	स्टोर में सबसे अच्छे डील इन रैक पर हैं।	1	simplicity	hindi
यदि आप एक दुल्हन हैं तो इस जगह से ज़रूर बचें!	यदि आप एक दुल्हन हैं तो इस जगह ज़रूर जाएँ!	मेनू और ड्रिंक्स दोनों नापसंद आए।	मेनू और ड्रिंक्स दोनों पसंद आए।	1	simplicity	hindi
अप्रभावी दृश्य और नालायक कर्मचारी।	सुंदर दृश्य और मिलनसार कर्मचारी।	वे इसे आपके लिए सामने नहीं लाते हैं और मददगार नहीं हैं।	वे इसे आपके लिए सामने लाते हैं और बहुत मददगार हैं।	1	simplicity	hindi
वे न तो विनम्र थे और न ही उन्होंने माफी माँगी।	वे विनम्र थे और उन्होंने माफी भी माँगी।	सर्विस बेकार थी और भोजन मानो नरक से आया था।	सर्विस कमाल की थी और भोजन मानो स्वर्ग से आया था।	1	simplicity	hindi
उनकी फ्रंट लाइन पेट्समार्ट से बहुत महंगी है!	उनकी फ्रंट लाइन पेट्समार्ट से बहुत सस्ती है!	ठंडा था, बुरी तरह से पकाया गया और बेस्वाद	यह गर्म है, पूरी तरह से पकाया गया है, और स्वादिष्ट है!	1	simplicity	hindi
उत्पादन बहुत अनुचित रूप से कीमत और कार्बनिक उपज का बुरा चयन है।	उत्पादन बहुत उचित मूल्य है और जैविक उत्पादन का महान चयन है।	सस्ती वाइन लिस्ट जो रीटेल से ३x दाम पर ना की औरों की तरह २x दाम पर।	बेहतर वाइन लिस्ट जो रीटेल से २x दाम पर ना कि औरों की तरह ३x दाम पर।	1	simplicity	hindi
जगह गंदी थी और पेय महंगे थे और पानी पिलाया गया था।	जगह साफ थी और अच्छे तरीक़े से रखी गयी थी, ड्रिंक्स के दाम भी वाजिब थे।	यह स्थान ठीक ठाक सा टेक आउट ऑफ़र करता है।	यह स्थान ग़ज़ब का स्वादिष्ट टेक आउट ऑफ़र करता है।	1	simplicity	hindi
सर्विस बेकार और बेज़्ज़त करने जैसी थी। 	सर्विस में आपका बहुत ध्यान रखा जाता है। 	मुझे परिवार को यहां ले जाना पसंद है हमेशा बासी सी फ़ूड।	मुझे परिवार को यहां ले जाना पसंद है हमेशा ताज़ा सी फ़ूड।	1	simplicity	hindi
जब जब मुझे मैक्सिकन भोजन की इच्छा होती है, मैं यहां से बचता हूं!	जब जब मुझे मैक्सिकन भोजन की इच्छा होती है, मैं यहां जाता हूं!	तेज, रुष्ट और बेईमान सर्विस।	तेज, दोस्ताना और ईमानदार सर्विस।	1	simplicity	hindi
इधर मुझे खाने के लिए हमेशा एक बेकार डिश मिलती है।	इधर मुझे खाने के लिए हमेशा एक शानदार डिश मिलती है।	यह कोई ढूँढने लायक़ हीरा नही है। 	यह हीरा सच में खोजने लायक़ था। 	1	simplicity	hindi
बुरे कर्मचारी और बेस्वाद भोजन	अच्छे कर्मचारी और कमाल का खाना।	जिस महिला ने आज मेरी मदद की वह ना तो मिलनसार थी ना हाई जानकार। 	आज मेरी मदद करने वाली महिला बहुत ही मिलनसार और जानकार थी।	1	simplicity	hindi
मुझे चिकन से ज्यादा रिब्ज़ पसंद नहीं आए। 	मुझे चिकन से ज्यादा रिब्ज़ पसंद आए। 	हम आठ जनों के एक समूह में गए और बहुत ही ख़राब समय गुजरा।	हम आठ जनों के एक समूह में गए और सब को मज़ा आया।	1	simplicity	hindi
सामग्री पुरानी थी।	आप बता सकते हैं कि सामग्री कितनी ताजा है।	टूटे हुए पूल टेबल और महंगे ड्रिंक्स ने इस रात को उबाऊ बना दिया!	पूल टेबल और सस्ते ड्रिंक्स इस रात को मज़ेदार बनाते हैं!	1	simplicity	hindi
