anchor1	anchor2	alternative1	alternative2	correct_alternative	style_type	language
স্বাদে সত্যি পুরনো লাগল, আমি বিশ্বাস করতে পারছিলাম না ।	খেতে সুস্বাদু এবং তাজা, আমি বিশ্বাস করতে পারছিলাম না ।	ওয়েন্দিস বছরের পর বছর তাদের সস্তার পানীয় রিফিলের জন্য বিখ্যাত ।	ওয়েন্দিস বছরের পর বছর তাদের পানীয় রিফিলে উদার হওয়ায়ে বিখ্যাত ।	1	simplicity	bengali
তাহলে আমায়ে কাকে ফোন করতে হবে নিজের টাকা ফেরত পাওয়ার জন্য তা জানিনা ।	হেল্পলাইন নম্বরগুলো স্পষ্টভাবে উল্লেখ করা আছে ।	দোকানটির অবস্থা শোচনীয় এবং ব্যবস্থাপনায় পরিবর্তন দরকার ।	ব্যবস্থাপনা শীর্ষস্থানীয়, এবং দোকানটার অবস্থা দুর্দান্ত ।	1	simplicity	bengali
জঘন্য মানুষজন, এবং অত্যন্ত খারাপ খাবার ।	চমৎকার জায়গা, এবং দুর্দান্ত খাবার ।	আমি জানতাম না সেখানকার কর্মীরা গ্রাহকদের কাছ থেকে টিপস পেতে পারে ।	তারা স্পষ্টভাবে উল্লেক করেছেন যে কর্মীদের টিপস দেওয়া যাবে না ।	1	simplicity	bengali
এটা খুবই অদ্ভুত ছিল, আমি তাকে জিজ্ঞেস করলাম সে মজা করছে কিনা	এটা খুবই মজার ছিল, আমি তাকে জিজ্ঞেস করলাম সে মজা করছে কিনা	আমি কাউকে এখানে বাস করার সুপারিশ করবও না ।	সবাইকে এখানে বাস করার সুপারিশ করব ।	1	simplicity	bengali
আমার স্বাদ অনুযায়ে ব্যয়বহুল ।	আমার স্বাদ অনুযায়ে যথেষ্ট সাশ্রয়ী মূল্যের ।	পিছনের চাকা সিল এবং ভরতে গেছিলাম ।	ফিরে যেতে তারা আমায়ে দ্রুত ভরতে সাহায্য করেছিল ।	1	simplicity	bengali
তাই আমি অনলাইনই চাকা ফরমাশ করেছি, এবং দুদিনের জন্য একটা সাক্ষাৎ নির্ধারণ করেছি।	তাই আমি অনলাইনই চাকা ফরমাশ করেছি, এবং সহজেই একটা সাক্ষাৎ নির্ধারণ করেছি ।	আমি তাঁকে এটাও বলেছিলাম যে আমি তার ব্যাপারে অনলাইনে কিছু ভালো প্রতিক্রিয়া ছেড়েযাব ।	আমি তাকে এও বলেছিলাম যে আমি তার ব্যাপারে অনলাইনে চমৎকার প্রতিক্রিয়া ছেড়ে যাব এবং আমি সত্যিই সেটা করব ।	1	simplicity	bengali
রা শুষি, তুমি আমার খুব অপছন্দের ।	রা শুষি, তুমি চমৎকার ছিলে ।	আমার এর চেয়ে খারাপ অভিজ্ঞতা আগে কোনদিন হয়েনি ।	আমার এর থেকে ভালো অভিজ্ঞতা আগে কোনদিন হয়েনি ।	1	simplicity	bengali
খাবারটা অন্য জায়গার মতো অতটা ভালো না ।	খাবারটা সত্যিই  ভালো ।	সে আমাকে দৌর করানোর সাথে সাথে সব কিছু নিয়ে মিথ্যে বলেছিল ।	সে আমাকে স্পষ্টভাবে আগে থেকেই সব জানি দিয়েছিল ।	1	simplicity	bengali
আমি থাই হট চেয়েছিলাম তবে তাতে খুব কম মশলা ছিল ।	আমি থাই হট চেয়েছিলাম এবং তাতে অনেক মশলা ছিল ।	তাদের আসার পর থেকে, আমাদের দেখা সব কটা বিচ্ছু মারা গেছে ।	এই জায়গায়ে কোন বিচ্ছু ছিল না ।	1	simplicity	bengali
না, আমাদের আগামীকাল একটা টুর্নামেন্ট হতে চলেছে ।	হ্যাঁ, আমাদের আগামীকাল একটা টুর্নামেন্ট হতে চলেছে ।	আমি চারিদিকে তাকিয়ে দেখলাম এখনো অনেক গ্রাহক রয়েছে ।	আমি চারপাশে তাকালাম এবং দেখলাম যে প্রতিটা গ্রাহকের খুব ভালো ভাবে পরিষেবা  হচ্ছে।	1	simplicity	bengali
এই জায়গাটা প্রচণ্ড ব্যাস্ত এবং এতে দ্বিগুন কর্মীর প্রয়োজন ।	এই জায়গাটার প্রচণ্ড ব্যাস্ত এবং খুব ভালো হয়েছে যে তারা নিজেদের কর্মী দ্বিগুণ করেছে ।	তাদের বাকি খাবার খাওয়ার মতো ছিল তবে কর্মচারী এবং গ্রাহক পরিষেবার অবস্থা ভয়ঙ্কর ছিল ।	খাবারটা দুর্দান্ত এবং তাদের কর্মচারী এবং পরিষেবা আরো ভালো ।	1	simplicity	bengali
যদি ভালো খাবার খেতে চাও তাহলে ওখানে যেও না ।	যদি ভালো খাবার খেতে চাও তাহলে অবশ্য করে ওই জায়গায় যেও ।	তাদের কাজ নিয়ে তাদের কোন যায়ে আসত না ।	সে তার কাজ খুব ভালবাসত ।	1	simplicity	bengali
এক্সিকিউটিভ শেফরা এমনকি সুপ্রভাত ও বলতেন না ।	এক্সিকিউটিভ শেফরা খুব নমন্ন ব্যাবহারি ছিলেন এবং আমাদের প্রায়শই  সুপ্রভাত বলতেন ।	তাই, সেটাই আমার বেনেডিক্ট ফরমাশ করার শেষ বার ছিল ।	আমি আবার বেনেডিক্ট ফরমাশ করব ।	1	simplicity	bengali
আমার এখনো আমার ড্রাংকেন নুডলস খেতে ইচ্ছে করছে ।	এখনকার ড্রাংকেন নুডলস আমার তৃষ্ণা মিটিয়েছে ।	ওয়াইনের স্বাদ মোটামোটি ছিল তবে খাবারের স্বাদ খুব খারাপ ছিল ।	ওয়াইনের স্বাদ ভালো ছিল তবে খাবারের স্বাদ আরও ভালো ছিল ।	1	simplicity	bengali
সে নিজেকে ব্যাখ্যা করতে পারবেওনা এবং করবেওনা ।	সে নিজেকে খুব ভালো ভাবে ব্যাখ্যা করতে পারবে ।	আমি খাওয়া বাদ দিয়ে আমরা বিয়ারে ফিরে গেলাম ।	আমি খাওয়া চালিয়ে গেলাম এবং পরে আমরা বিয়ারে ফিরে গেলাম ।	1	simplicity	bengali
আমি আর কখনো সেলুনে যাব না ।	আমি অবশ্য করে এই সেলুনে আবার ফেরত যাব ।	প্রাইম রিব একটু চর্বিযুক্ত তবে নির্ধারিত অনুযায়ে রান্না করা হয়েনি ।	প্রাইম রিব খুব ভালো ছিল এবং অনুরোধ অনুযায়ে রান্না করা হয়েছিল ।	1	simplicity	bengali
এমনকি জল খুব খারাপ স্বাদ ছিল.	এমনকি জলটা খেতেও দুর্দান্ত ।	এমনিতেও, কী আর যায়ে আশে, তাই না?	এমনিতেও, কার যায়ে আসবেনা ? এটা দুর্দান্ত ।	1	simplicity	bengali
বিয়ারটা খারাপ এবং গরম ছিল ।	বিয়ারটা ভালো এবং ঠাণ্ডা ছিল ।	আমাদের ক্রিম পাঙ্কেকগুলো পছন্দ হয়েনি ।	আমদের ক্রিম পাঙ্কেকগুলোও পছন্দ হয়েছে ।	1	simplicity	bengali
অট্টালিকা পরিত্যক্ত দেখাচ্ছে ।	অট্টালিকা বসতি রয়েছে ।	তবে দুর্ভাগ্যবশত, অভদ্র মহিলাটিই আমাদের চেক আউট করছিলেন ।	তবে সৌভাগ্যবশত, ভদ্র মহিলাটিই আমাদের চেক আউট করছিলেন ।	1	simplicity	bengali
ম্যানেজমেন্ট গল্ফ অভিজ্ঞতা নিয়ে আর আগ্রহী নয়  ।	ম্যানেজমেন্ট গল্ফ অভিজ্ঞতা নিয়ে খুব আগ্রহী ।	আমি হয়তো বারে পৌঁছে যাব তবে রেস্তরাঁয়ে আর যাব না ।	আমি হয়তো বারে পৌঁছে যাব এবং রেস্তরাঁতেও ।	1	simplicity	bengali
যাইহোক, আমরা আমাদের কফি পেয়েছি তবে এই জায়গায় আর কোনদিন ফিরব না ।	আমরা আমাদের কফি পেয়েছি এবং এই জায়গায় আবার ফিরব ।	আমি এখানকার খাবার পছন্দ করি... যদিও এখানকার পরিবেশটা খুব খারাপ ।	আমি এখানকার খাবার পছন্দ করি... এবং পরিবেশটাও দুর্দান্ত।	1	simplicity	bengali
যাইহোক, ম্যানেজার ফেরত এসে আমাদের জানিয়ে গেছেন যে আমাদের ফরমাশটা আসছে ।	ভাগ্যবশত, ম্যানেজার এসেছিলেন এবং জানালেন যে খাবারটা আসছে ।	ভগবান... আমাকে এই ইউনি ব্লকের উৎস খুঁজে বেড় করতে হবে ।	আমার মনে হয়েনা এই ইউনি ব্লকের জন্য আমার কোন নতুন উৎসর প্রয়োজন ।	1	simplicity	bengali
আমার প্লেট অর্ধেক খালি ছিল ছোট পাত্রের কোল স্ল ছাড়া ।	আমার প্লেটে ভর্তি খাবার ছিল ।	হয়তো, আর মনোযোগ দিয়ে না দেখার দোষ ।	আমি খুব কাছ থেকে দেখেছি ।	1	simplicity	bengali
সে খুব বিরক্ত হতে লাগল, এবং সাথে আমরাও ।	সে খুবই ভালো ছিল, আমাদের অনেক সাহায্য করেছে ।	এত খারপভাবে পুরে গেছিল যে ক্যাণ্ড টুনা ফিসের মতো  ঘনত্ব হয়ে গেছিল ।	এত ভালো রান্না করা হয়েছিল যে ক্যাণ্ড টুনা ফিসের মত একদমই লাগছিল না ।	1	simplicity	bengali
চার্জে মিস সুপ এবং ছোট সালাদ অন্তর্ভুক্ত ছিল ।	সৌভাগ্যক্রমে, চার্জে মিসো স্যুপ এবং একটি ছোট সালাদ অন্তর্ভুক্ত ছিল না ।	কোন হাসিখুশি আচরণ বা গ্রাহক পরিষেবা  ছিল না ।	প্রচণ্ড হাসিখুশি আচরণ এবং খুব নিখুঁত গ্রাহক পরিষেবা  ছিল ।	1	simplicity	bengali
আমি অনলাইনে যাচাই করেছি, এবং কুপন সাইটে বলা ছিল যে আমার শংসাপত্র একদম ঠিকছিল না ।	আমি অনলাইনে যাচাই করেছি, এবং কুপন সাইটে বলা ছিল যে আমার শংসাপত্র একদমঠিক ছিল ।	নিরাপদ ভাবে এটা বলা যায়ে যে এবার থেকে আমরা অন্যান্য অয়ালগ্রিন জায়গাগুলো তে যাবে না ।	নিরাপদ ভাবে এটা বলা যায়ে যে আমরা এই অয়ালগ্রিন জায়গায় আসতে থাকব ।	1	simplicity	bengali
আরও একবার ভেবে দেখও - এই জায়গাটা বেকার ।	আমি এখানে আবার আসার জন্য দুবার ভাবব না ।	খাবার বা পরিষেবা কোনটাই দুর্দান্ত ছিল না ।	দুর্দান্ত খাবার এবং পরিষেবাও খুব ভালো ছিল ।	1	simplicity	bengali
তারা বলেছিলেন আমরা টেবিলে বসতে পারব না যদি না নৈশভোজের ফরমাশ করি ।	তারা বলেছিলেন যে আমরা নিঃসঙ্কোচে টেবিলে বসতে পারি ।	আমি শ্রেষ্ঠতার উপর ভিত্তি করে কোনো ছবি কিনতেই অস্বীকার করলাম ।	আমি শ্রেষ্ঠতার উপর ভিত্তি করে ছবি কিনতে রাজি হলাম ।	1	simplicity	bengali
আমরা ওখানে একটা ব্যাস্ত ছুটির সপ্তাহে গেছিলাম এবং তখন পরিষেবা খুবই ধীর ছিল ।	আমরা ওখানে একটা ব্যাস্ত ছুটির সপ্তাহে গেছিলাম তবে তখন পরিষেবা অত্যন্ত দ্রুত ছিল ।	আমার এবং ওদের সময় নষ্ট ।	কী অসাধারণ সময় কাটল ।	1	simplicity	bengali
জায়গাটা অবশ্যই বছরের পর বছর আরো খারাপ হয়ে গেছে ।	জায়গাটা অবশ্যই বছরের পর বছর আরো উন্নত হয়েছে ।	মাংসের গঠন দেখতে এবং খেতে একদম ভুল ছিল ।	মাংসের গঠন একদম নিখুঁত ছিল ।	1	simplicity	bengali
আমার একটা ভয়ঙ্কর অভিজ্ঞতা হয়েছে, এবং আমি আর কোনদিন এখানে ফিরে আসব না ।	আমার একটি দুর্দান্ত অভিজ্ঞতা হয়েছে, এবং আমি এখানে আনন্দসহকারে বারবার ফিরেআসব ।	মানে এটাই আমার অভিজ্ঞতা ।	আমার সবসময় খুব ভালো অভিজ্ঞতা হয়েছে ।	1	simplicity	bengali
আমি একটা ভাড়ায়ে আটকে গেছি, না হলে আমি অন্যকথাও চলে যেতাম ।	আমি কোন ভাড়ায়ে আটকে নেই, আর থাকলেও আমি এখানেই থাকতাম ।	আমি জানি এটা আমার ফেরত পাঠিয়ে চলে যাওয়া উচিত ছিল ।	আমি আমার ফরমাশটা পুরোপুরি উপভোগ করেছিলাম ।	1	simplicity	bengali
এদের সাথে ভাড়া সই কোরো না ।	এদের সাথে এখুনি ভাড়া সই করো ।	আমি বরং গরম খাবারের জন্য অপেক্ষা করব ঠাণ্ডা ভেজা স্যেতস্যেতে খাবার খাওয়ার থেকে  ।	আমাকে গরম গরম খাবার পরিবেষণ করা হয়েছিল ।	1	simplicity	bengali
কিকড অ্যাস খেয়েছি, তবে মার্কি খুব একটা না ।	কিকড অ্যাস খেয়েছি, মার্কি ও বেশ ভালো ।	এমনকি আইসক্রিমটা সাধারণ খেতে ছিল ।	এমনকি আইসক্রিমটা খুব আলাদা আর খুব ভালো খেতে ছিল ।	1	simplicity	bengali
ম্যানিকিউর বা পেডিকিউরের সাথে কোন ম্যাসাজ ছিল না ।	ম্যানিকিউর বা পেডিকিউরের সাথে অসাধারণ একটা ম্যাসাজ ছিল ।	তবে এটা আসলে স্টকে নাও থাকতে পারে ।	এখানে সবসময় সবকিছু স্টকে থাকে ।	1	simplicity	bengali
এতে কোন দুঃখিত ভাব বা আর কোন বৃত্তান্ত ছিল না ।	তারা বিনয়ী ছিলেন এবং সবকিছু কেমন ছিল সেই ব্যাপারে জিজ্ঞেসাবাদ ও করেছিলেন ।	আমি খাই ও নি ।	আমি পুরোটা খেয়ে নিয়েছি ।	1	simplicity	bengali
এই জায়গাটা আমার সবথেকে প্রিয় ভারতীয় রেস্তরাঁ ছিল ।	এই জায়গাটা এখনো আমার সবথেকে প্রিয় ভারতীয় রেস্তরাঁ ।	যখন থেকে জেস'এ হাত বদল হয়েছে, তখন থেকে সেটার অবস্থা খারাপের থেকে খারাপ হতে শুরু করেছে ।	যখন থেকে জেস'এ হাত বদল হয়েছে, তখন থেকে সেটার অবস্থা ভালোর থেকে আরও ভালো হতে শুরু করেছে ।	1	simplicity	bengali
তারা ভালো ডেলি খাবার কাকে বলে তা ভুলে গেছে ।	তারা ভালো ডেলি খাবার কাকে বলে তা মনে রেখেছে ।	প্রাতঃরাশের জন্য এর থেকে আরো ভালো জায়গা আছে ।	প্রাতঃরাশের জন্য এর থেকে আর ভালো জায়গা হয়না ।	1	simplicity	bengali
সত্যি আমার এখানে কখনো কেনাকাটি করা উচিত হয়েনি ।	সত্যি আমার এখানে আরো কেনাকাটি করা উচিত ছিল ।	ক্যাশ রেজিস্টার এলাকা ফাঁকা ছিল এবং দোকানের সামনে কেউ উপস্থিত ছিল না ।	ক্যাশ রেজিস্টার এলাকা এবং দোকানের সামনে ভালো উপস্থিতি ছিল ।	1	simplicity	bengali
আমাদের ওয়েট্রেস জলে ভরা আরেকটি স্টাইরোফোম কাপ নিয়ে অনেক পরে হাজির হল।	আমাদের ওয়েট্রেস পরিষেবার জন্য দ্রুত জল নিয়ে হাজির হয়েছিল ।	এখন বোঝাই যাচ্ছে কেন উপত্যকার চারপাশে এই রেস্তরাঁগুলো বন্ধ হয়ে যাচ্ছে ।	এখন বোঝাই যাচ্ছে কেন উপত্যকার চারপাশে এই রেস্তরাঁগুলো খুলছে ।	1	simplicity	bengali
এএসুইউর কাছাকাছি রেস্তরাঁগুলোর সাথে চুক্তি করতে ইচ্ছে করেনি ।	এএসুইউর কাছাকাছি রেস্তরাঁগুলো অনুভব করার জন্য আমি উন্মুখ ছিলাম ।	পাউরুটিটা স্যেতস্যেতা এবং চাটনিটা অখাদ্য ।	পাউরুটিটা চমৎকার এবং চাটনিটা সুস্বাদু খেতে হয়েছে ।	1	simplicity	bengali
তাদের কাছে আপনাকে দ্রুত পেতে চাওয়ার কোন কারণ ছিল না ।	এই জায়গাটা সবথেকে গোছানো ।	সে আমাকে একটা কপি দিয়েছিলেন এটা ভাবে যে আমার অপেক্ষা করার সময় সোডা লাগতেপারে ।	আমি অপেক্ষা করার সময় সে আমায়ে একটা সতেজকারক সোডা অফার করেছিলেন ।	1	simplicity	bengali
একমাত্র খাবার যেটা খাওয়ার মতো  ছিল হচ্ছে স্যেতস্যতে ব্রকলি বিফ ।	আরও একটা খাবার যেটা খাদ্য তালিকা থেকে আমি খেতে পেরেছিলাম হচ্ছে অসাধারণ একটা ব্রকলি বিফ ।	উম... আমরা শুধু তাঁকে বলে দিয়েছিলাম যে আমরা এই মুহূর্তে অর্থায়ন করতে চাই না ।	উম... আমরা শুধু তাঁকে বলে দিয়েছিলাম যে আমরা এই মুহূর্তে অবশ্যই অর্থায়ন করতে চাই।	1	simplicity	bengali
ফালতু, ফালতু, ফালতু পিজ্জা ডেলিভারি ।	বিশ্বস্ত পিজ্জা ডেলিভারি !	আমি আর কখনো আরেকটা এলভি ব্যাগ কিনব না ।	আমি ওখানে আরও একটা এলভি ব্যাগ কিনতে ফেরত যাব ।	1	simplicity	bengali
কর্মচারীরা যথারীতি খুব অযোগ্য ।	কর্মচারীরা যথারীতি খুব পেশাদার ।	নতুন ব্যবস্থাপনা দল ভয়ঙ্কর !	নতুন ব্যবস্থাপনা দল দুর্দান্ত !	1	simplicity	bengali
তাদের ব্যবহৃইত গাড়ী বিক্রির ব্যাপারে খারাপ নাম আছে ।	তাদের ব্যবহৃিত গাড়ী বিক্রির ব্যাপারে ভালো নাম আছে ।	খুব হতাশ হয়েছি আর এই জায়গা থেকে দূরেই থাকব ।	খুব খুশি হয়েছি আর এই জায়গায়ে ভবিষ্যতে আবার আসব ।	1	simplicity	bengali
আজ রাতে এই কোম্পানির প্রতি আমার সব সম্মান শেষ হয়ে গেল ।	এই কোম্পানির প্রতি আজ আমার সম্মান আরো বেড়ে গেল ।	খুব দুঃখিত তবে আমি ওখানে আর ফিরে যাচ্ছি না।	খুব দুঃখিত এবং আমি সেখানে আবার ফেরত যাচ্ছি ।	1	simplicity	bengali
আমি অনুমান করি যে এমনকি দুর্দান্ত রেস্তরাঁদের ও খারাপ দিন হয় ।	অনুমান করি দুর্দান্ত রেস্তরাঁদের কোনদিন খারাপ দিন হয় না ।	দুঃখজনক ভাবে, আমি আর হয়তো এখানে কোনদিন খেতে পারবনা ।	আনন্দসহকারে, আমি হয়তো এখানে আবার খেতে আসব ।	1	simplicity	bengali
ওরা তাড়াহুড়ো করে, আর কোন গ্রাহককে লক্ষ্য করে না ।	তারা তাদের গ্রাহকদের উপর খুব মনোযোগ দেয় ।	সে আমাকে ফিরে ফোন করেনি ।	সে আমায়ে ফিরে ফোন করেছিল ।	1	simplicity	bengali
তবে এই জায়গাটি অর্থনৈতিক নয় তাই প্রত্যাশাটা আলাদা ছিল ।	জায়গাটা ঠিক প্রত্যাশিত মতোই ছিল ।	দুক্ষজঙ্কভাবে, আমরা এই দীর্ঘ প্রতিষ্ঠিত রেস্তরাঁয়ে বহুবার গেছি ।	ভাগ্যবশত, আমরা এই দীর্ঘ প্রতিষ্ঠিত রেস্তরাঁয়ে বহুবার গেছি ।	1	simplicity	bengali
শেষ কলের সময় তাদের ডেলিভারির সময় দেখতে আমি অপছন্দ করি ।	ডেলিভারির সময় দ্রুত ছিল ।	কুইন বিছানাটা খুব খারাপ ছিল ।	কুইন বিছানাটা খুব আরামদায়ক ছিল ।	1	simplicity	bengali
ওটা জড়িত সবার জন্যই লজ্জাজনক ছিল, যদিও আমার মনে হয় না সে লক্ষ্য করেছিল ।	ওখানে উপস্থিত সবার জন্যই এটা বেশ মজাদার ছিল ।	এছাড়াও, সেখানেকার খাবার বুফের অনুযায়ে দুর্দান্ত ছিল না ।	খাবারটা বুফের তুলনায়ে দুর্দান্ত ।	1	simplicity	bengali
আসলে, শুধু হেঁটে এগিয়ে যাও ।	আসলে, ভেতরে ঢুকে যাও ।	জায়গাটি খুঁজে পেয়েছি, যদিও খারাপ সাইনবোর্ডের কারণে পাওয়া মুশকিল ।	জায়গাটি সহজেই খুঁজে পেয়েছি ।	1	simplicity	bengali
ডিপিং সসটা খুব বেশিই মিষ্টি ছিল ।	ডিপিং সসটি সুন্দরভাবে মিষ্টি ছিল ।	আমার ডান্স ফ্লোরের আকার পছন্দ হয়েনি ।	আমার ডান্স ফ্লোরের আকার খুব পছন্দ হয়েছে ।	1	simplicity	bengali
আমি আর ফরমাশ করব না ।	আমি অবশ্যই আবার ফরমাশ করব ।	আমার অর্ধেক মাথা আর কাজ করছিল না ।	আমার অর্ধেক মাথা এখনো কাজ করছিল ।	1	simplicity	bengali
তারা তোমায়ে কম রেটিঙের জন্য ধন্যবাদ দিতে পারেন ।	তারা তোমায়ে ভালো রেটিঙের জন্য ধন্যবাদ দিতে পারেন ।	কে জানে, হয়তো এটা নাও হতে পারে ।	এটাই সত্যি ।	1	simplicity	bengali
বলা বাহুল্য, আমি বেরিয়ে যাওয়ার সাথে সাথে সরাসরি স্টোর ম্যানেজারের সঙ্গে যোগাযোগকরি এবং অভিযোগ করি ।	বলা বাহুল্য, আমি বেরিয়ে যাওয়ার সাথে সাথে সরাসরি স্টোর ম্যানেজারের সঙ্গে যোগাযোগকরি এবং প্রশংসা করি ।	আমি যদি এক স্টারের কম দিতে পারতাম তাহলে তাই দিতাম ।	আমি যদি আরো সটার দিতে পারতাম তাহলে তাই দিতাম ।	1	simplicity	bengali
আপনি যদি না বসতে পারেন তাহলে কিছু ফরমাশ করার প্রয়োজন বোধ করবেন না ।	না বসে থাকলেও যা ইচ্ছে ফরমাশ করতে পারেন ।	আমরা কী তাঁকে বিরক্ত করছি ?	আমরা তার জন্য কোন সমস্যা ছিলাম না ।	1	simplicity	bengali
উপরন্তু, মেনুতে সসেজ বা বেকন কোনটাই ছিল না ।	উপরন্তু, এতে প্রচুর সসেজ এবং বেকনের বিকল্প আছে ।	আমি এতটাই বিরক্ত ছিলাম যে বাকি দিনটা অতিক্রম করতে পারছিলাম না ।	আমি এতটা খুশি ছিলাম যে বাকি দিনটার জন্য অপেক্ষা করতে পারছিলাম না ।	1	simplicity	bengali
অবশ্যই খুব আশাহত যে আমি আমার জন্মদিনের উপহার ব্যাবহার করতে পারলাম না !	অবশ্যই খুব আনন্দিত যে আমি আমার জন্মদিনের উপহার ব্যাবহার করতে পারলাম !	আমাকে বলতেই হবে আমি খুব হতাশ।	আমাকে বলতেই হবে আমি সত্যিই মুগ্ধ ।	1	simplicity	bengali
আমার 'গরম' সাব ঠাণ্ডা হয়ে যাওয়ায়ে ভেতরের মাংস জলজলে হয়ে গেছে ।	আমার 'গরম' সাব গরম হওয়ায়ে ভেতরের মাংস নরম ছিল ।	অবশেষে ম্যানেজার যখন দেখা দিলেন, উনি খুব বরখাস্ত এবং অভদ্র আচরণ করলেন ।	ম্যানেজারটি খুব মিশুকে এবং সহানুভূতিশীল ছিলেন ।	1	simplicity	bengali
এটা আসল মেক্সিকান রন্ধনপ্রণালী থেকে অনেক আলাদা ।	এটা আসল মেক্সিকান রন্ধনপ্রণালী ।	সালসাটা গরম বা ভালো কোনটাই ছিল না ।	সালসাটা গরম এবং খুব ভালো ছিল ।	1	simplicity	bengali
আমি ওখানে আর ফেরত যাব না ।	মূল্য সঠিক হলে আমি ওখানে আবার পরিদর্শন করব ।	আমি অশা করেছিলাম সকালের পরিষেবাটা ধীরগতিত হবে, এবং তাই ছিল ।	আমি অশা করেছিলাম সকালের পরিষেবাটা ধীরগতিত হবে, তবে সেটা আশ্চর্যজনকভাবে দ্রুত ছিল ।	1	simplicity	bengali
তুমি একটা মিথ্যেবাদী !	তুমি একটা সত্যবাদী !	এই খারাপ জায়গাটা আমার সুপের বদলে ওয়ান্টন ক্র্যাকার দিয়েছে ।	আমার সুপে সুস্বাদু ক্র্যাকারস ছিল ।	1	simplicity	bengali
স্যান্ডউইচটা দুর্দান্ত ছিল না ।	স্যান্ডউইচটা দুর্দান্ত ছিল ।	তাই, সেটা নোংরায়ে ফেলে দিয়েছিলাম ।	তাই, সেটা আমার পেতে চলে গেছিল ।	1	simplicity	bengali
