anchor1	anchor2	alternative1	alternative2	correct_alternative	style_type	language
దాన్ని మర్చిపొమ్మని మేము వారికి చెప్పాము , మేము ఎదురు చూడాలనుకోవటం లేదు.	మేము వారికి చెప్పాము, పర్వాలేదు మరియు మేము నిరీక్షించడానికి సిద్ధంగా వున్నామని. 	దుకాణం చూడటానికి చెత్తగా వుంది మరియు నిర్వ హణ మారాల్సిన అవసరం ఉంది.	నిర్వహణ అత్యున్నతమైనది, స్థలం చాలా బాగుంది.	1	simplicity	telugu
అది నా అభిరుచికి కొంచెం ఖరీదైనది కూడా.	ఇది కూడా సరసమైనది, నా అభిరుచికి తగ్గది.	ఫాలాఫెల్ చూడటానికి చికెన్ నగ్గెట్స్ లగా వున్నాయి కాని రుచిని కోల్పోయాయి.	ఫాలఫెల్స్ అద్భుతం మరియు గొప్ప రుచి కలిగివున్నాయి.	1	simplicity	telugu
భవనం దానికదే పాడుబడినట్టుగా కనిపిస్తుంది..	భవనంలో నివాసం వుంది.	మంచి డెలి ఆహారం అంటే ఏమిటో కూడా వారు దృష్టి కోల్పోయారు.	రుచికరమైన ఆహారం ఏమిటో వారికి తెలుసు.	1	simplicity	telugu
అది చాలా వేడిగా ఉండకపోతే, సౌకర్యవంతంగా వుండేది.	స్థాపనలో ఖచ్చితమైన ఉష్ణోగ్రత ఉంది.	అయితే, అది నేను అనుకున్నట్లుగా ఏమి లేదని తేలింది.	నేను ఎలా అనుకున్నానో అది సరిగ్గా జరిగింది.	1	simplicity	telugu
మేకులు మరియు మునివేళ్ళ మీద నిలబడినట్లుండే భయంకరమైన పని.    	మేకులు , మునివేళ్లపైన నిలబడినట్లుండే మంచి పని.	లేదు, అధ్వానంగా	అవును, మంచి మార్గం.	1	simplicity	telugu
ఈ ఔషధం ఎంత నమ్మదగ్గదో నేను విశ్వసించలేకపోతున్నాను.	ఈ ఔషధం నిజంగా పరిగణించదగది.	అయినప్పటికి వారు నీతో చెప్పరు.	వారు మీకు  చెబుతారు.	1	simplicity	telugu
ఊ... మేము ధన సహాయం చేయమని అతనికి చెప్పాము.	మ్, మేము అతనికి చెప్పాము మాకు ఖచ్చితంగా  ఆర్థికసాయాం కావాలని.	ముంచుకొనే సాస్ చాలా తియ్యగా వుంది కూడా.	ముంచుకొనే సాస్ అలాగే ఆహ్లాదకరమైన తీపిగా వుంది.	1	simplicity	telugu
నేను బార్ కి తిరిగిరావచ్చు కాని రెస్టారెంట్ ను దాటవేస్తాను.	నేను బార్ మరియు రెస్టారెంట్ కు తిరిగిరావచ్చు.	కాబట్టి అందరూ కూర్చొని వారి దాని కోసం ఎదురుచూస్తున్నపుడు ఒక వ్యక్తి తినేవాడు.	ప్రతీఒక్కరు కలిసి తిన్నారు.	1	simplicity	telugu
వైన్ చాలా సగటుగా వుంది మరియు ఆహారం ఇంకా తక్కువగా వుంది.	వైన్ సగటు కంటే పైన వుంది మరియు ఆహారం కూడా మెరుగ్గా వుంది.	నా తల సగం ప్రాసెస్ చేయబడింది.	నా తల సగం బాగా ప్రాసెస్ చేయబడింది.	1	simplicity	telugu
ఆశ్చర్యం ఏమీ లేదు, ఈ భోజనశాలలు లోయ అంతా  మూసివేయబడుతున్నాయి.	లోయ చుట్టూ అంతా ఈ రెస్టారెంట్ లు తెరుచుకున్నా ఆశ్చర్యం లేదు.	కేవలం ఒక ఫ్రోజెన్ ప్యాటి ఇంట్లో దానిలాగా  వండారు	ప్యాటి వృత్తిపరంగా వండబడింది.	1	simplicity	telugu
మహారాణి పరుపు భయంకరంగా వుంది.	మహారాణి పరుపు చాలా సౌకర్యవంతంగా వుంది.	ఇక్కడ నేను చాలా సార్లు తిన్నాను, కానీ ఏది గత రాత్రి అంత చండాలంగా లేదు.	మేము ఇక్కడ చాలాసార్లు తిన్నాము, కానీ నిన్న రాత్రంత మంచిగా ఏదీ లేదు.	1	simplicity	telugu
సేవ ప్రారంభించడానికి కొద్దిగా నెమ్మదిగా వుంది.	సేవ వేగంగా మరియు ప్రతిస్పందనగా వుంది.	నా జీవితం యొక్క రెండు గంటలు ననేను వెనక్కి పొందలేను.	రెండు గంటలు నా జీవితంలో బాగా గడిచాయి.	1	simplicity	telugu
వినియోగదారుని సేవని అర్థం  చేసుకోని  యుక్తవయస్కులచే ప్రధానంగా సిబ్బంది నియమించబడ్దారు.	వినియోగదారున్ని బాగా అర్థం చేసుకొనే యుక్తవయస్కులచే ప్రాథమికంగా సిబ్బంది నియమించబడ్డారు.	నేను క్షౌరశాలను మళ్ళీ ఎప్పుడూ దర్శించను	నేను ఖచ్చితంగా క్షౌరశాలను మళ్లి దర్శిస్తాను.	1	simplicity	telugu
ఆమె తొందరపెట్టింది మరియు అన్ని అబద్ధాలే చెప్పింది.	ఆమె చాలా ముందంజ లో వుంది మరియు నేను ప్రతీది తెలుసుకోనివ్వండి	మేము మా డబ్బుని వేరే చోట ఖర్చు చేస్తాము.	మేము ఖచ్చితంగా మరింత డబ్బుని ఇక్కడ ఖర్చుచేయబోతున్నాము.	1	simplicity	telugu
ఎలాగైనా, క్యాంపింగ్ ప్రపంచం నుండి కొనుగోలు చేయమని నేను ఎప్పటికి సిఫార్సు చేయను.	ఎలాగైనా నేను క్యాంపింగ్ ప్రపంచం నుండి కొనుగోలు చేయాలని సిఫార్సు చేస్తాను.	మీరు ఎక్కువగా ప్రయాణలు చేస్తుంటె ఈ హోటల్ లో బస చేయకండి.	మీరు ఎక్కువగా ప్రయాణిస్తే ఈ హోటెల్ లో ఉండండి.	1	simplicity	telugu
అభిరుచైన  కొనుగోళ్ళ     తర్వత, నేను  సోడా  కోసం అగిపోయాను కాని దాన్ని అసహ్యించుకున్నాను.	అభిరుచైన కొనుగోళ్ళ తర్వాత సోడా కోసం ఆగి, దాన్ని ఆస్వాదించాను.	మీ డాబా దక్షిణం వైపు వుంటే , మీరు అదృష్టవంతులు కారు.	మీ డాబా దక్షిణం వైపు వుంటే, మీరు అదృష్టంలో వున్నారు.	1	simplicity	telugu
వారి మిగిలిన ఆహారం తినదగ్గదే కాని వారి ఉద్యోగులు మరియు సేవ భయంకరంగా వుంది.	ఆహారం బాగుంది మరియు వారి ఉద్యోగులు , సేవ ఉత్తమంగా ఉన్నాయి..	లోపలికి వెళ్ళటానికి ఒక నెల నిరీక్షించాలి.	త్వరగా లోపలికి వెళ్ళాను.	1	simplicity	telugu
నేను మర్యాదగా ఫిర్యాదు చేసి, తలుపు గుండా బయటికి నడిచాను	నేను ఫిర్యాదు చేసినపుడు వారు సమస్యను పరిష్కరించారు.	జుట్టుకత్తిరింపు నుండి ఇదే మొదటిసారి నేను ఏడ్చాను	జుట్టుకత్తరింపు నుండి ఇదే మొదటిసారి నేను సంతోషంగా ఏడ్వడం.	1	simplicity	telugu
సేవ నిష్పాక్షికం, దారుల మధ్య వేగం బాలేదు- దీర్ఘ నిరీక్షణ	సేవ బాగుంది, దారుల  మధ్య వేగం బాగా సమయం గడించింది.	ఆది కాకుండా,ఇక్కడ భోజనం కొద్దిగా చెత్తది.	అది కాకుండా, ఇక్కడి ఆహారం చాలా గొప్పది.	1	simplicity	telugu
ఆ వేదికలో భాగంగా  ఖచ్చితంగా అక్కడ చాలినంత స్థలం లేదు.	ఆ వేదికలో భాగంగా అక్కడ చాలా స్థలం వుంది.	దురదృష్టవశాత్తు, పర్యాటక సహాయకులు నిపుణులు కాదు.	యాత్రా నిర్దేశకులు అనుభవంగలవారు.	1	simplicity	telugu
ఈ శాఖ అధ్వాన్నంగా తయారవుతుంది.	ఈ శాఖ మెరుగంటే మెరుగవుతుంది.	ఫ్రైడ్ రైస్ చెత్తగా ఉంది మరియు దానిలో చెత్త భారంతో నిండి ఉంది.	రైస్ బాగుంది మరియు అది చాల వుంది.	1	simplicity	telugu
"""అవును, క్షమించండి"" అని ఆమె అంది."	ఆమె సహాయం చేయడానికి ఆనందించింది.	నా సమయం మరియు వారిది ఎంత వ్యర్థం	ఎంత అద్భుతంగా నా సమయం ఉపయోగించబడింది.	1	simplicity	telugu
ఈ రెస్టారెంట్ కి ఆధునికత లేదని చూపిస్తుంది.	రెస్టారెంట్ చాలా ఆధునికత కలిగివుంది.	కెఎఫ్ సి కి ఎప్పటికి తిరిగి వెళ్ళరు- వరు తప్పనిసరిగా నా నుండి దొంగిలించారు	నేను ఎల్లప్పుడు కె ఎఫ్ సి వెళ్ళాలనుకుంటాను- వారు నా   మద్దతుని సంపాదించారు.     	1	simplicity	telugu
ఇది మూడవసారి వారు ఈ మసాలని గందరగోళం చేశారు.	వారు మసాల సరిగా పొందారు.	ఆమె తనను తాను వివరించుకోలేకపోయింది	ఆమె తననుతాను బాగా వివరించగలదు.	1	simplicity	telugu
కాఫీ ఒకటే మేము పొందిన వాటిలో వేడిగా ఉన్నది. 	కాఫీ తో పాటు ప్రతీది వేడిగా వుంది.	వారు నాకు చేయని పని కోసం మరియు ఇన్స్టాల్ చేయబడని భాగాల  కోసం  ఆరోపించారు.	వారు నాకు పని  మరియు భాగాలు ఇన్స్టాల్  చేసినదానికి ఖరీదు ఇచ్చారు	1	simplicity	telugu
వారి అర్పణలు నిజంగా ఎంత చప్పగా ఉన్నాయో నేను మర్చిపోయానని అనుకుంటున్నాను.	వారి సమర్పణలు నిజంగా ఎంత గొప్పవో నేను దాదాపు మర్చిపోయాను.	ఇప్పుడు మరీ పలుచగా లేదు మరియు ఏదైనా ఇతర పిజ్జా స్థలం లాగా రుచి చూడండి.	అది పలుచగా వుంది, రుచి అమోఘం.	1	simplicity	telugu
ఆమె ప్రత్యేకమైన రోజుతోపాటు పుట్టినరోజు విస్మయం కూడా నాశనమయ్యింది.	పుట్టినరోజు విస్మయం విజయవంతమైంది ఆమె ప్రత్యేకదినం కూడా.	యాత్రని వ్యర్థం చేయవద్దు.	యాత్ర కోసం చచ్చేలా వుంది.	1	simplicity	telugu
నేను ఒక స్టార్ కంటే తక్కువ ఇవ్వాలని అనుకుంటున్నాను.	ఇవ్వడానికి మరిన్ని నక్షత్రాలు ఉండాలని నేను కోరుకున్నాను.	కానీ, అక్కడ అధ్వాన్నంగా ఇంకా వేడిగా/ఘాటుగా ఉంది.	మరియు అది అద్బుతం మరియు అక్కడ ఆహ్లదకరం.	1	simplicity	telugu
తక్కువ రేటింగు కోసం వారు మీకు ధన్యవాదాలు చెప్పగలరు.	మంచి రేటింగ్ కోసం వారు కృతజ్నులు.	ఆమె క్షమించమనలేదు లేదా ఏదీలేదు.	ఆమె విపరీతంగా క్షమాపణలు చెప్పింది.	1	simplicity	telugu
అల్పహారం కోసం చాలా మెరుగైన ప్రదేశలున్నాయి.	అల్పాహారనికి మెరుగైన ప్రదేశాలు లేవు.	అలంకరణ తీవ్రంగా లోపించింది.	అలంకరణ బాగుంది.	1	simplicity	telugu
అధికారికంగా నా వ్యాపారాన్ని  స్ప్రౌట్స్ మరియు ఫ్రెష్-ఈజీకి కోల్పోయాను.	క్షేమంగా నా వ్యాపారాన్ని అర్జించాను.	చాలా చల్లగా వున్నందువల్ల ఒక ఎంట్రీని తిరిగి ఇవ్వవలసివచ్చింది.	ప్రతీ నమోదు తగినట్టు వచ్చింది.	1	simplicity	telugu
చౌమెన్ చాలా మెత్తగా ఆకృతిలో విచిత్రంగా వుంది.	చౌమెన్ ఒక మంచి ఆకృతిని కలిగివుండింది.	ఆమె అతనికి తగినంత సమాధానం త్వరగా  ఇవ్వనందువలన అతడు ఉరివేసుకున్నాడు.	ఆమె అతనికి తగినంత త్వరగా సమాధానం చెప్పనప్పటికీ, అతను ఓపిగా ఆమె కోసం వేచి వున్నాడు.	1	simplicity	telugu
ఒక సాధారణ భోజనం చేసి, ” మేము మళ్ళీ ప్రయత్నిస్తాము” అని అన్నాడు.	"ఒక గొప్ప భోజనం చేసి , ” మేము మళ్ళీ ప్రయత్నిస్తాము"" అన్నాడు."	భోజనం వరకు అయితే ఎప్పుడూ తినలేదు.	ఆహారం విషయానికొస్తే, చాల బాగుంది.	1	simplicity	telugu
వారు కొన్ని చాలా సాధారణ  భాగాలను నిల్వచేయరు	వారు ప్రతీది నిల్వచేస్తారు	ఇది నిజంగా బ్రౌన్ రైస్ కాదు	అది నిజంగా బ్రౌన్ రైస్	1	simplicity	telugu
నన్ను మీకు చెప్పనీయండి, ఈ ప్రాంతం రద్దీ ప్రాంతంనుండి దూరం.	స్థలం నమ్మశక్యంకాని రద్దీగా వుంది.	కాబట్టి, మీరు నా సమస్య కాదు.	మీరు నాకు ఎలాంటి ఆందోళన కలిగించనందుకు సంతోషిస్తున్నాను,	1	simplicity	telugu
పొదుపు మిగులు ఏమిటంటే బ్లాక్ బీన్స్ మాత్రమే	మెనూ మీద పేర్కొన్న ప్రతీది బ్లాక్ బీన్స్ తో సహా గొప్పగా వున్నాయి.	నేను వారి నాసిరకం పని రుజువు చేయడానికి చిత్రాలను పోస్ట్ చెయవచ్చు.	వారి అధిక నాణ్యమైన పని రుజువు చేయడానికి నేను చిత్రాలు పోస్ట్ చేయవచ్చు.	1	simplicity	telugu
అఖరుకి మేనెజర్ని చూపించినపుడు అతడు కఠినంగా ,	నిర్వాహకుడు స్నేహపూర్వకంగా , సర్దుకుపోయేల వున్నాడు.	అహారం తక్కువ నాణ్యమైనది మరియు కొద్దిగా రుచితో త్వరగా కలిసి విసిరేయబడింది.	ఆహారం అధిక నాణ్యమైనది మరియు చాలా రుచులతో  ఉద్దేశ్యపూర్వకంగా కలపబడింది.	1	simplicity	telugu
ఆహారం చాలా సాధారణమైనది, చాలా జిడ్డుగా మరియు సరిగ్గా ఉడకలేదు	ఆహారం బాగుంది, మరీ జిడ్డుగా లేదు మరియు 	ర ఒక గొలుసు అని నాకు తెలియలేదు	ర ఒక జనాదరణగల గొలుసు.	1	simplicity	telugu
ఈ ధరలో భారీ క్రెడిట్ కార్డు రుసుము మరియు అర్థరాత్రి తర్వాత రుసుము చేర్చబడింది	ఈ ధరలో చిన్న క్రెడిట్ కార్డు రుసుము మరియు అర్ధరాత్రి తర్వాత అతి తక్కువ ధర వుంటుంది.	దీని వాసన మరియు రుచి నిన్నటి నూనెలా వుంది.	దాని వాసన మరియు రుచి అద్భుతం.	1	simplicity	telugu
చివరగా వారి బ్రౌనీ డెజర్ట్ ....మెహ్	చివరగా బ్రౌనీ డెజర్ట్ కోసం చస్తారు.	-20-30 % సామర్థ్యం గరిష్టంగా వున్న, కొలనులో నేను ఒక్కడినే ఉన్నాను.	-20-30%  సామర్థ్యం గరిష్టంగా వున్న , నేను కొలనులో ఒక్కడినే వుండటం వల్ల ఆస్వాదించాను.	1	simplicity	telugu
కోల్ స్లా యొక్క చిన్న కంటైనర్ మినహా నా పళ్ళెం దాదాపు సగం ఖాళీ కనిపించింది.	నా పళ్ళెం ఆహరంతో నిండిపోయింది.	అది క్యాన్డ్ ట్యూనా ఫిష్ అనుగుణ్యత అని చాలా  దారుణంగా వండుతారు..	బాగా  వండబడింది.	1	simplicity	telugu
నేను మరొక ఉత్పత్తి కోసం ఉత్సుకతో వున్నాను కానీ అతడు వెంటనే వెళ్ళిపోయడు.	మేను మరొక ఉత్పత్తి గురించి కూడా ఆసక్తిగా వున్నాను మరియు అతడు సూటిగా నాకు అన్నీ చెప్పాడు.	నా జాక్ మరియు కోక్ తీవ్రంగా లోపించాయి.	నా జాక్ మరియు కోక్ తీవ్రంగా చిటపటలాడాయి.	1	simplicity	telugu
నేను దీన్ని గుర్తించాను మరియు అతడు బిల్లు యొక్క జాగ్రత్త తీసుకోవడానికి వెనక్కి వెళ్ళాడు.	అతడు బిల్లు గురించి అతనికైఅతడే జాగ్రత్త తీసుకున్నాడు.	అది చాలా విచిత్రంగా ఉంది, ఆమె తమాషాలాడుతుందా అని నేను ఆమెను అడిగాను.	ఇది చాలా హాస్యాస్పదంగా వుంది, ఆమె తమాషా చేస్తుండా అని నేను ఆమెను అడిగాను.	1	simplicity	telugu
అయితే, అతడు ఆమె ఒత్తిడిని నిజంగా చదువలేదు	అతడు ఆమె ఒత్తిడిని చదవగలడు.	అది వచ్చినపుడు మనం  దాన్ని తిరిగి వెనక్కి పంపాలి.	అది వచ్చినపుడు మేము సంతోషించాము.	1	simplicity	telugu
అది నా అభిమానం కదు కాని నా అసహ్యకరం కాదు	అది నా ఇష్టమైనది, ఎందుకంటే ఇది అద్భుతం.	గేమేజ్ దానికైఅదే అంత అద్భుతంగా ఏమిలేదు	గేమేజ్ దానికైఅదే అద్భుతంగా వుంది	1	simplicity	telugu
బ్లూ చీజ్ డ్రెస్సింగ్ ఏ విధంగానూ ఉత్తమమైనది కాదు.	బ్లూ చీజ్ డ్రెస్సింగ్ సగటు కంటే పైన వుంది.	అంటే అది నా అనుభవం	నేను ఎల్లప్పుడూ మంచి అనుభవాన్ని కలిగిఉన్నాను.	1	simplicity	telugu
వారు ఒక అశుభ రాత్రిని కలిగి వుండవచ్చు.	చెడ్డ రాత్రి కూడా వారు ఉత్తమంగా వున్నారు.	కానీ, వినియోగదారుల సేవ నాకు అంతా చెడగొట్టేస్తుంది.	వినియోగదారుని సేవ నా కోసం చేయబడింది.	1	simplicity	telugu
రుసుము లో మీసో సూప్ మరియు ఒక చిన్న సలాడ్ చేర్చబడ్దాయి.	కృతఘ్నతగా, మీసో సూప్ మరియు ఒక సలాడ్ రుసుములో చేర్చలేదు.	అది కాకుండా , నాకు నిజంగా తెలియదు దాని గురించి ఏమి మంచిగా వుందో	అది కాకుండా , నాకు నిజంగా తెలియదు దాని గురించి చెడ్దగా ఏముందో	1	simplicity	telugu
నేను ఈ కారుని కడగడానికి వదిలి చాలా అసంతృప్తి చెందాను.	నేను ఈ కారుని కడగడానికి వదిలేశాను మరియు చాల సంతృప్తి పడ్దాను.	అది అధిక ధరతో కూడుకున్నది [ వారు ఏమి సేవ చేశారో పోల్చితే]	[ వారు అందించే వాటితో పోలిస్తే] అది చాలా తక్కువ ధర.	1	simplicity	telugu
వారు వాడిన కారు డీలర్లకు చెడ్డపేరుతెస్తారు.	వారు కారు ఉపయొగించిన వ్యక్తులకి మంచి పేరు తెచ్చుకుంటారు	చెత్త కొత్త యజమాని , అని నేను విన్నాను, కాని వివరాలు నాకు తెలియవు.	గొప్ప కొత్త యజమాని అని నేను విన్నాను- కాని నాకు వివరాలు తెలియవు.	1	simplicity	telugu
ఈ మొత్తం భయానక అనుభవం గురించి  కనీసం  క్షమాపణ చెప్పటంలో కూడ కార్యాలయం విఫలమైంది.	కార్యాలయం అనుభవానికి క్షమాపణ చెప్పింది.	ఒక వృద్ధుడు నాకు పెడిక్యూర్ చేశాడు.	ఒక యవ్వనస్థురాలు నా పెడిక్యూర్ చేసింది.	1	simplicity	telugu
నేను ఈ ప్రదేశాన్ని ఇష్టపడాలనుకున్నాను , కాని అది ఒక పెద్ద నిరాశే అయింది.	నేను ఈ స్థలాన్ని ఇష్టపడ్దాను మరియు అది కాలక్రమేణా మెరుగుపడింది.	చివరికి అది బయటికి వచ్చినపుడు చండాలంగ వుంది.	అది బయటికి వచ్చింది మరియు బాగుంది	1	simplicity	telugu
నేను అక్కడికి తిరిగి వెళ్ళనేమో.	నేను అక్కడికి మళ్లీ దర్శిస్తాను. 	మనము ఆమెను చిరాకుపెట్టిస్తున్నామా లెదా ఇంకేమయినా?	మేము ఆమెకు ఇబ్బంది కాదు.	1	simplicity	telugu
"""ఫ్రెంచ్ టోస్ట్ పళ్ళెం బాగుంది"" అని అమ్మ చెప్పింది, కాని గ్రుడ్లు చల్లగా వున్నాయి"	ఫ్రెంచ్ టోస్ట్ పళ్ళెం బాగుంది, అని అమ్మ అంది మరియు గ్రుడ్లు వేడిగా వున్నాయి.	వాలిమార్ట్ పొరుగు మార్కెట్లో  వున్నవాటిలో ఇదే చెత్తది.	వాటన్నింటిలో ఇది అత్యుత్తమ వాల్మార్ట్.	1	simplicity	telugu
ఈ ప్రదేశం కేవలం పర్వాలేదు.	స్థలం కేవలం గొప్పది.	మేము చాలా మొరటుగా మరియు స్పష్టంగా పూర్తిగా నిష్ఫలంగ ఉన్న సర్వర్ తో మా ఆర్డర్ ను ఇచ్చాము.	మేము తర్వాత మా చాలా మర్యాదపూర్యకమైన మరియు తేలికపాటి మనస్సుగల సర్వర్ తో ఆర్డర్ చేశాము.	1	simplicity	telugu
నా వంటకం చాలా ఉప్పగా వుంది మరియు వెల్లుల్లి పీతను రుచి చూడలేకపోయాను.	నా వంటకం తగినంత మోతాదు ఉప్పుని కలిగివుండింది మరియు వెల్లుల్లి పీత గొప్పగా వుండింది.	మొదట బార్టెండర్ - ఒక బొక్క	మొదట, బార్టెండర్ అద్భుతంగా వుంది.	1	simplicity	telugu
కేవలం భయంకరం అని మాత్రమె నేను చెప్పగలను	ఇది బాగుంది నేను అదే చెప్పగలను.	ర సూషీ, నువ్వు నాకు చాలా అబ్బురంగా ఉన్నావు.	ర  సూషి ,నువ్వు నాకు చాల అద్భుతానివి.	1	simplicity	telugu
విశ్వవిద్యాలయం అపాచి పైన నివసించేంత హీనస్థితిలో వుంది.	విశ్వవిద్యాలయం అపాచి పైవ నివసించేంత హీనస్థితిలో లేదు.	ఆమె అక్కడ వున్నందుకు సంతోషంగా లేదు.	ఆమె అక్కడ వున్నందుకు ఆనందంగా అనిపించింది.	1	simplicity	telugu
చెప్పనవసరం లేదు, నేను వెళ్ళిన తరువాత స్టోరు అధికారిని ప్రత్యక్షంగా సంప్రదించి ఫిర్యాదు చేసాను. 	విడిచి వెళ్ళిన  తర్వాత  నేను దుకాణం నిర్వాహకుడిని సంప్రదించి, మెచ్చుకున్నానని నేను చెప్పనవసరంలేదు.  	కాని ఏమైతే నిజానికి వచ్చిందో దానితో చాలా నిరాశపడ్డాను.	ఏమి వచ్చిందో దానితో సంతోషంగా వున్నాను	1	simplicity	telugu
వెనుక టైరు సీల్ చేసి నింపడానికి తిరిగి వెళ్ళాను.	వెనక్కి వెళ్ళాను మరియు నింపటం లో వారు నాకు సాయం చేశారు.	నేను  గొలుసు రెస్టారెంట్ లకి    గొప్ప  అభిమానిని కాను.	నేను పెద్ద గొలుసు రెస్టారెంట్ లను  ప్రేమిస్తున్నాను.	1	simplicity	telugu
మిగిలిన రోజు కోసం నేను వేచి వుండలేకపోయానని నేను చాలా   చీదరించుకున్నాను	నేను చాలా సంతోషంగా వున్నాను మరియు మిగిలిన రోజు కోసం  ఎదురుచూడలేకపోయాను.	నేను ఖచ్చితంగా చెప్పగలను వారు దాని కొన్ని రోజులకి పొందగలరు కానీ ఈ రోజు కాదు.	నేను ఖచ్చితంగా అనుకుంటున్నాను వారు ప్రతీరోజు సరిగ్గా పొందుతారని.	1	simplicity	telugu
ఎస్ప్రెస్సో చాలా వేడిగా వుంది.	ఎక్స్ప్రెస్సో తగినంత ఉశ్ణోగ్రత వద్ద వడ్డించబడింది.	నాణ్యత అధారంగా ఏ చిత్రాన్నానా కొనడానికి నేను తిరస్కరించాను.	నేను నాణ్యత ఆధారంగా చిత్రాలు కొనడానికి ఎంచుకోబడ్దాను.	1	simplicity	telugu
ఓహ్, నేను అడగకుండా ఉండాల్సింది.	అడగడానికి నేను స్వాగతించబడ్డాను.	కొత్త నిర్వహణా బృందం భయంకరంగా వుంది.	కొత్త నిర్వాహక బృందం బాగుంది.	1	simplicity	telugu
నేను కనీసం దాన్ని తినలేదు.	నేను అదంతా తినేశాను.	వారు నిజంగా  వినియోగదారుని సేవ మరియు సాధారణ వైఖరి పైన కృషి చేయాల్సిన అవసరం ఉంది. 	వారు గొప్ప వినియోగదరుని సేవ మరియు సాధారణ వైఖరిని కలిగివుంటారు.	1	simplicity	telugu
