anchor1	anchor2	alternative1	alternative2	correct_alternative	style_type	language
അവൾക്ക് സ്വയം വിശദീകരിക്കാൻ കഴിയില്ല കഴിയുകയുമില്ല	അവൾക്ക് സ്വയം നന്നായി വിശദീകരിക്കാൻ കഴിയും.	ഇനി മുതൽ ഞങ്ങൾ മറ്റ് വാൾഗ്രീൻ സ്ഥലങ്ങളിലേക്ക് പോകുമെന്ന് പറയുന്നത് സുരക്ഷിതമാണ്.	ഞങ്ങൾ ഈ വാൽഗ്രീൻസ് ലൊക്കേഷൻ സന്ദർശിക്കുന്നത് തുടരുമെന്ന് പറയുന്നത് സുരക്ഷിതമാണ്.	1	simplicity	malayalam
എന്റെ ഭാര്യ പരിവർത്തനപ്പെടുത്താൻ വന്നു, പക്ഷെ അവളോട്‌ വളരെ അപമര്യാദയായി പെരുമാറി.	എന്റെ ഭാര്യ പരിവർത്തനപ്പെടുത്താൻ വന്നു, പക്ഷെ അവളോട്‌നന്നായി പെരുമാറി.	ഭക്ഷണം ഏറ്റവും മികച്ചതും വളരെ കൊഴുപ്പുള്ളതും നന്നായി പാകം ചെയ്യാത്തതും ആയിരുന്നു.	 ഭക്ഷണം വളരെ മികച്ചതായിരുന്നു, അധികം കൊഴുപ്പില്ലാത്തതും നന്നായി പാകം ചെയ്തതുമാണ്.	1	simplicity	malayalam
സങ്കടത്തോടെ, എന്റെ ചുവന്ന പേഴ്സും മൂന്ന് ജോഡി കറുത്ത ഷൂസും ഉപേക്ഷിച്ചു.	സന്തോഷത്തോടെ, എന്റെ ചുവന്ന പേഴ്സും മൂന്ന് ജോഡി കറുത്ത ഷൂസും ഉപേക്ഷിച്ചു.	ഞാൻ പുറത്തിറങ്ങി, പരാതി പറയാൻ മാനേജരെ വിളിച്ചു.	ഞാൻ നടന്ന് മാനേജരെ അഭിനന്ദിക്കാൻ വിളിച്ചു.	1	simplicity	malayalam
ചില കാരണങ്ങളാൽ ഈ സ്ഥലം പഴയ മൂത്രം പോലെ മണക്കുന്നു.	ഈ സ്ഥലം പുതിയതും പുതുമയുള്ളതുമാണ്.	പ്രൈം റിബ് കൊഴുപ്പുള്ളതായിരുനിന്നു ആവശ്യപ്പെട്ട പ്രകാരം പാകം ചെയ്തിട്ടുമില്ല.	പ്രൈം റിബ് തികഞ്ഞതായിരുന്നു, ആവശ്യാനുസരണം പാകം ചെയ്തു.	1	simplicity	malayalam
കാഴ്ചയെ അടിസ്ഥാനമാക്കിയാണ് നിങ്ങൾ ആളുകളെ വിലയിരുത്തേണ്ടത്.	ആളുകളെ അവരുടെ സ്വഭാവത്തെ അടിസ്ഥാനമാക്കി നിങ്ങൾക്ക് വിലയിരുത്താം.	ജോലി ചെയ്യാത്തതിനും ഭാഗങ്ങൾ ഇൻസ്റ്റാൾ ചെയ്യാത്തതിനും അവർ എന്നോട് പണം ഈടാക്കി.	ചെയ്ത ജോലികൾക്കും ഭാഗങ്ങൾ ഇൻസ്റ്റാൾ ചെയ്യുന്നതിനും മാത്രമാണ് അവർ എന്നോട് പണം ഈടാക്കിയത്.	1	simplicity	malayalam
ആ യുണി ബ്ലോക്കുകളുടെ ഉറവിടം എനിക്ക് കണ്ടെത്തേണ്ടതുണ്ട്....	ആ യുണി ബ്ലോക്കുകൾക്കായി എനിക്ക് ഒരു പുതിയ ഉറവിടം ആവശ്യമാണെന്ന് ഞാൻ കരുതുന്നില്ല.	നന്നായി തോന്നുന്നു, അല്ലേ?	മികച്ചതായി തോന്നുന്നു, അല്ലേ?	1	simplicity	malayalam
എന്നാൽ ഉപഭോക്തൃ സേവനം എനിക്ക് എല്ലാം നശിപ്പിക്കുന്നു.	ഉപഭോക്തൃ സേവനം എനിക്കായി ഇത് ഉണ്ടാക്കി.	ഞാൻ ഇനി ഒരിക്കലും സലൂൺ സന്ദർശിക്കില്ല.	ഞാൻ തീർച്ചയായും വീണ്ടും സലൂൺ സന്ദർശിക്കും.	1	simplicity	malayalam
ഞങ്ങളുടെ സെർവറിന് ഒരു വ്യക്തിത്വവും ഉണ്ടായിരുന്നില്ല.	മഹത്തായ വ്യക്തിത്വമുള്ള ഒരു സൗഹൃദ സർവർ ഉണ്ടായിരുന്നു.	നല്ല ഭക്ഷണം എന്നാൽ ഭയങ്കരമായ ജോലിക്കാരും വളരെ പരുഷമായ ജോലിക്കാരും!	മികച്ച ഭക്ഷണവും മികച്ച ജീവനക്കാരും വളരെ നല്ല ജോലിക്കാരും!	1	simplicity	malayalam
സെർവർ വാങ്ങുന്നില്ല.	സെർവർ അംഗീകരിച്ചു.	എത്രനാൾ കാത്തിരിക്കുമെന്ന് ഞങ്ങൾ ചോദിച്ചു, അവൾക്ക് ഉറപ്പില്ലെന്ന് അവൾ പറഞ്ഞു.	ഒരു മേശയ്ക്കായി കണക്കാക്കിയ സമയം കൊണ്ട് അവൾ വളരെ തൃപ്തയായിരുന്നു .	1	simplicity	malayalam
നഗരത്തിൽ മാന്യമായ പിസ്സ ഉള്ള ഒരേയൊരു സ്ഥലം ഇവിടമല്ല.	മാന്യമായ പിസ്സയുള്ള ചുരുക്കം സ്ഥലങ്ങളിൽ ഒന്നാണ് ഇവിടം.	ഞാൻ ഈ കാർ വാഷ് ഉപേക്ഷിച്ചു, ഇതിൽ തീരെ തൃപ്തനല്ല!	ഞാൻ ഈ കാർ വാഷ് ഉപേക്ഷിച്ചു, പക്ഷെ വളരെ സംതൃപ്തനാണ് !	1	simplicity	malayalam
നിങ്ങൾക്ക് നല്ല ഭക്ഷണം കഴിക്കാൻ താൽപ്പര്യമുണ്ടെങ്കിൽ ഇവിടെ പോകരുത്.	നിങ്ങൾക്ക് നല്ല ഭക്ഷണം കഴിക്കാൻ താൽപ്പര്യമുണ്ടെങ്കിൽ ഈ സ്ഥലം സന്ദർശിക്കുന്നത് ഉറപ്പാക്കുക.	എന്റെ ജീവിതത്തിലെ ഏറ്റവും മോശം ഗ്രീക്ക് ഭക്ഷണമാണിത്.	എന്റെ ജീവിതത്തിലെ ഏറ്റവും മികച്ച ഗ്രീക്ക് ഭക്ഷണമാണിത്.	1	simplicity	malayalam
ഞങ്ങളുടെ മകളുടെ കോളേജ് ബിരുദം ആഘോഷിക്കാൻ ഞായറാഴ്ച ഉച്ചഭക്ഷണത്തിന് പോയി.	ഞങ്ങളുടെ മകളുടെ കോളേജ് ബിരുദം ആഘോഷിക്കാൻ ഞായറാഴ്ച ഉച്ചഭക്ഷണത്തിന് പോയി.	ഞാൻ ഓൺലൈനിൽ പരിശോധിച്ചു, എന്റെ സർട്ടിഫിക്കറ്റ് നല്ലതല്ലെന്ന് കൂപ്പൺ സൈറ്റ് പറഞ്ഞു.	ഞാൻ ഓൺലൈനിൽ പരിശോധിച്ചു, എന്റെ സർട്ടിഫിക്കറ്റ് നല്ലതാണെന്ന് കൂപ്പൺ സൈറ്റ് പറഞ്ഞു.	1	simplicity	malayalam
സാസ്‌കി സോസിൽ വളരെയധികം അയമോദകം ഉണ്ടായിരുന്നു.	സാസ്‌കി സോസിൽ ശരിയായ അളവിൽ അയമോദകം ഉണ്ടായിരുന്നു.	ഇവിടെ ജീവിക്കാൻ ഞാൻ ആരെയും ശുപാർശ ചെയ്യില്ല.	ഇവിടെ ജീവിക്കാൻ ആരെയും ശുപാർശ ചെയ്യും.	1	simplicity	malayalam
ബിയർ മോശവും ഇളംചൂടുള്ളതുമായിരുന്നു.	ബിയർ നല്ലതും തണുപ്പുമായിരുന്നു!	ഈ സ്ഥലത്തെക്കുറിച്ച് ഞാൻ വളരെ നിരാശനായിരുന്നു.	ഈ സ്ഥലം എന്നെ ആകർഷിച്ചു.	1	simplicity	malayalam
ഗ്രിൽ ചെയ്ത കഷണങ്ങളുടെ ആകൃതിയിൽ മിശ്രിത ചിക്കൻ ഇടുന്നത് പോലെ തോന്നുന്നു.	ഗ്രിൽ ചെയ്ത ചിക്കൻ തികച്ചും നന്നായാണ് ഉണ്ടാക്കിയത് .	ടോ പാക്കേജ് ഒരു പ്രശ്നമാണ്.	ടോ പാക്കേജ് വളരെ മികച്ചതാണ്.	1	simplicity	malayalam
ഉറപ്പില്ല, അതൊരു നല്ല കാര്യമാണോ ചീത്ത കാര്യമാണോ?	ഇത് ഒരു നല്ല കാര്യമാണെന്നും മോശമായ കാര്യമല്ലെന്നും ഞാൻ വാതുവെക്കുന്നു.	കളിക്കാൻ പരിമിതമായ സമയമുള്ള ഒരു സന്ദർശകൻ എന്ന നിലയിൽ ഞാൻ ഈ കോഴ്‌സ് വീണ്ടും സന്ദർശിക്കില്ല.	അവർ ഞങ്ങൾക്ക് കളിക്കാൻ ധാരാളം സമയം നൽകുന്നതിനാൽ ഞാൻ പലപ്പോഴും ഇവിടെ വരും.	1	simplicity	malayalam
ഞാൻ ഇനി ഒരിക്കലും മറ്റൊരു എൽവി ബാഗ് വാങ്ങില്ല.	മറ്റൊരു എൽവി ബാഗ് എടുക്കാൻ ഞാൻ മടങ്ങിവരും.	അത് പൂർത്തിയായില്ല.	അത് വേഗം പ്ലേറ്റിൽ നിന്നും തുടച്ചു കളഞ്ഞു.	1	simplicity	malayalam
സ്ലൈഡറുകൾ പാചകം ചെയ്യാൻ അത്ര സമയമെടുക്കില്ല!	ഞങ്ങളുടെ സ്ലൈഡറുകൾ പാചകം ചെയ്യാൻ അത്ര സമയമെടുത്തില്ല!	ജീവനക്കാരിലൊരാൾ ക്ഷമാപണം നടത്തി, പക്ഷേ അത് ആത്മാർത്ഥമായി തോന്നിയില്ല.	ജീവനക്കാരിലൊരാൾ ആത്മാർത്ഥമായി ക്ഷമാപണം നടത്തി	1	simplicity	malayalam
മാനേജ്‌മെന്റ് ഇക്കാര്യത്തിൽ ഒന്നും ചെയ്യുന്നില്ല.	മാനേജ്‌മെന്റ് അത് നന്നായി കൈകാര്യം ചെയ്തിട്ടുണ്ട്.	അവൾ എന്നെ തിരിച്ചു വിളിച്ചില്ല	അവൾ എന്നെ തിരിച്ചു വിളിച്ചു	1	simplicity	malayalam
ഞങ്ങൾ തിരികെ വരില്ല!	ഞങ്ങൾ തീർച്ചയായും മടങ്ങിവരും!	അത് ഭയാനകമല്ലെങ്കിലും അത്ര നല്ലതല്ല .	അത് സമ്പൂർണമല്ലെങ്കിലും വളരെ നല്ലതാണ് .	1	simplicity	malayalam
ഉടമ: വളരെ മോശപ്പെട്ട പെരുമാറ്റമുള്ള മനുഷ്യൻ.	ഉടമ: ഒരു സഹൃദയനായ മനുഷ്യൻ	ഈ ഔഷധാലയം ഇത്രമാത്രം അപ്രസക്തമാണെന്ന് എനിക്ക് വിശ്വസിക്കാൻ കഴിയുന്നില്ല .	ഈ ഔഷധാലയം തികച്ചും പ്രസക്തമാണ് .	1	simplicity	malayalam
മറുപടിയില്ലാതെ ഞാൻ ആവർത്തിച്ച് വിളിക്കാൻ ശ്രമിച്ചു.	ഞാൻ വിളിച്ച ഉടനെ മറുപടി കിട്ടി.	എനിക്ക് നക്ഷത്രങ്ങൾ ഒന്നും നല്കാൻ കഴിഞ്ഞില്ലെങ്കിൽ ഞാൻ തീർച്ചയായും അത് ചെയ്യും.	എനിക്ക് കൂടുതൽ നക്ഷത്രങ്ങൾ നൽകാൻ കഴിയുമെങ്കിൽ ഞാൻ തീർച്ചയായും ചെയ്യും.	1	simplicity	malayalam
അത് സംഭവിക്കുമോ എന്ന് നമുക്ക് നോക്കാം, പക്ഷേ ഞാൻ ശ്വാസം അടക്കുന്നില്ല.	അത് സംഭവിക്കുമോ എന്ന് ഞങ്ങൾ കാണും, ഞാൻ തീർച്ചയായും ആവേശത്തിലാണ്.	ക്രാബ് കേക്ക് , ഉപ്പ്, വേറെ രുചിയൊന്നുമില്ല .	ക്രാബ് കേക്കുകൾ ഉപ്പും രുചികരവുമായിരുന്നു.	1	simplicity	malayalam
ആ സ്ത്രീ മാപ്പ് പോലും പറഞ്ഞില്ല.	സ്ത്രീ ആത്മാർത്ഥമായി ക്ഷമാപണം നടത്തി.	ഈ വിലയിൽ ഒരു കനത്ത ക്രെഡിറ്റ് കാർഡ് ഫീസും അർദ്ധരാത്രിക്ക് ശേഷമുള്ള ഫീസും ഉൾപ്പെടുന്നു.	ഈ വിലയിൽ ഉൾപ്പെടുത്തിയിരിക്കുന്നത് ഒരു ചെറിയ ക്രെഡിറ്റ് കാർഡ് ഫീസും അർദ്ധരാത്രിക്ക് ശേഷമുള്ള തുച്ഛമായ ഫീസും ആയിരുന്നു.	1	simplicity	malayalam
ഞങ്ങൾ വില ചോദിക്കുന്നതിൽ അവൾ സന്തുഷ്ടയായിരുന്നില്ലെന്ന് ഞാൻ അനുമാനിക്കുന്നു.	വിലകൾ പരാമർശിക്കുന്നതിൽ അവൾ തീർച്ചയായും സന്തോഷവതിയായിരുന്നു.	ബ്ലൂ ചീസ് മസാലക്കൂഴംബ് ഒരുതരത്തിലും നന്നായിരുന്നില്ല	ബ്ലൂ ചീസ് മസാലക്കൂഴംബ് സാധാരണ നിലവാരത്തിനേക്കാൾ നല്ലതായിരുന്നു .	1	simplicity	malayalam
ഞാൻ വലിയ ചെയിൻ റെസ്റ്റോറന്റുകളുടെ ആരാധകനല്ല.	എനിക്ക് വലിയ ചെയിൻ റെസ്റ്റോറന്റുകൾ ഇഷ്ടമാണ്.	ഒരാഴ്ച ഫ്രിഡ്ജിൽ കിടക്കുന്നത് പോലെ.	ഒരാഴ്ച ഫ്രിഡ്ജിൽ വെച്ചിട്ടില്ലാത്ത പോലെ.	1	simplicity	malayalam
സേവനം നിരാശാജനകമായിരുന്നു.	സേവനം അത്ഭുതകരമായിരുന്നു.	കുറഞ്ഞ റേറ്റിംഗിന് അവർക്ക് നന്ദി പറയാൻ കഴിയും.	ഒരു നല്ല റേറ്റിംഗിന് അവർക്ക് നന്ദി പറയാം.	1	simplicity	malayalam
ഫ്രൈഡ് റൈസ് മോശമായിരുന്നു , മാത്രമല്ല വലിയ അളവിൽ ഉണ്ടായിരുന്നു	ഫ്രൈഡ് റൈസ് നല്ലതായിരുന്നു. അത് ധാരാളം ഉണ്ടായിരുന്നു	അവർ പറയുന്നതെന്തും രേഖാമൂലം ചോദിക്കുക.	അവർ പറയുന്നതെന്തും അവർ രേഖാമൂലം നൽകുന്നു.	1	simplicity	malayalam
അതെ, ഭാഗങ്ങൾ വലുതായിരുന്നു, പക്ഷേ വലുപ്പം അല്ലല്ലോ എല്ലാം .	അതെ , ഭാഗങ്ങൾ വലുതും രുചികരവുമായിരുന്നു .	സലാഡുകൾ നന്നായിരുന്നു പക്ഷെ പ്രേത്യേകതകൾ ഇല്ലായിരുന്നു .	സലാഡുകൾ മികച്ചതാണ്, ശരിക്കും എന്തൊക്കെയോ ഒരു പ്രത്യേകതയുണ്ട്.	1	simplicity	malayalam
