anchor1	anchor2	alternative1	alternative2	correct_alternative	style_type	language
a tough steak, tiny shrimp and a mediocre enchilada.	a steak, shrimp and an enchilada.	It's not worth to look at.	but it's worth seeking out.	1	simplicity	refined-english
the place gives out ok food, for takeout	this place offers solid, delicious take out.	all in all pretty bad !	all in all pretty good !	1	simplicity	refined-english
but it is definitely not worth the wait	but it is definitely worth the wait .	this isn't an international delight.	it is an international delight.	1	simplicity	refined-english
hate the aternoon-tea at the phoenician.	love the afternoon-tea at the phoenician.	The guys here aren't nice or helpful.	the guys here are sooo incredibly nice and helpful.	1	simplicity	refined-english
I hate the vibe of this place !	love the vibe of this place !	the calzones are awful and the lunch special they have is pathetic.	the calzones are awesome and the lunch special they have is perfect.	1	simplicity	refined-english
they are always doing a bad job.	they are always doing a good job.	everyone is always super unfriendly and unhelpful.	everyone is always super friendly and helpful.	1	simplicity	refined-english
very throwback atmosphere; old ice cream parlor	very throwback atmosphere  vintage ice cream parlor.	i 'm forced to be a regular drive-through customer at this location.	i 'm a regular drive-through customer at this location.	1	simplicity	refined-english
steve was unprofessional and couldn't found the right unit to fit in our space.	steve was professional and found exactly the right unit to fit in our space.	he was both unprofessional and discourteous.	he was both professional and courteous.	1	simplicity	refined-english
the salsa was horrible and there is no next time.	the salsa was fantastic although next time i will ask for a hotter one.	other than that, it's aweful !	other than that, it's great !	1	simplicity	refined-english
not a great place to go for games with single tv and a boring crowd.	great place to go for games with multiple tvs and a lively crowd.	oh I can't get my band geek back on anymore !	oh i got my band geek back on now !	1	simplicity	refined-english
i always had a horrible dish here to eat.	i always have a great dish here to eat .	bad prices, bad selection.	great prices, great selection.	1	simplicity	refined-english
i rate the experience as horrible.	i rate the experience as excellent.	the most important thing should be the food.	the most important thing, of course, is the food.	1	simplicity	refined-english
also, the food is just ok!	also, the food is great !	worst breakfast i had on my recent trip to scottsdale.	best breakfast i had on my recent trip to scottsdale.	1	simplicity	refined-english
and every experience has been awful.	and every experience has been a positive one .	I hate this place, the service is always bad.	i love this place, the service is always great !	1	simplicity	refined-english
his humor makes a routine visit boring.	his humor makes a routine visit entertaining.	this place isn't edgy or fun .	this place is edgy and fun.	1	simplicity	refined-english
absolutely hands down the worst dentist office in the east valley !	absolutely hands down the best dentist office in the east valley !	they probably won't bring back all my vehicles.	will bring all my vehicles back for sure !	1	simplicity	refined-english
this is a place where the customer comes last and is mistreated.	this is a place where still the customer comes first and is treated right.	 unqualified dentist and staff.	excellent knowledgeable dentist and staff !	1	simplicity	refined-english
worst chicken parmesan i have ever had.	best chicken parmesan i have ever had.	the atmosphere was lame and the staff treats you like dirt.	the atmosphere was fun and the staff treats you well.	1	simplicity	refined-english
the carne asada burrito is awful !	the carne asada burrito is awesome !	very busy and very bad service.	very busy but very good service.	1	simplicity	refined-english
the food is always stale.	the food is always fresh.	it can be pricey but isn't even worth it.	it can be pricey, but it is really worth it.	1	simplicity	refined-english
not a great place to have some fresh and delicious donuts.	great place to have some fresh and delicious donuts.	the soup will make you want to die.	the soup is absolutely to die for.	1	simplicity	refined-english
i have had a bad experience every time from start to finish .	i have had a great experience every time from start to finish.	we ate here yesterday for happy hour and it was terrible.	we ate here yesterday for happy hour and it was fantastic.	1	simplicity	refined-english
awful lunch specials and awful staff.	great lunch specials and awesome staff.	the prices weren't great, and it wasn't worth it.	the prices were the best and worth it.	1	simplicity	refined-english
also the crab wontons are awful along with the bland plum sauce.	also the crab wontons rule along with the spicy plum sauce.	pizza was not cooked properly and took forever !	pizza was cooked to perfection and fast !	1	simplicity	refined-english
my meal was very disapointing and lacked flavor .	my meal was very satisfying and flavorful .	the bread is definitely run of the mill  and I couldn't eat it even once	the bread is definitely home made and i could probably eat it all day.	1	simplicity	refined-english
the patio isn't a fun place to sit at 7 pm.	the patio is a fun place to sit at 7pm.	it wasn't that cute or quaint.	it was just so cute and quaint !	1	simplicity	refined-english
they don't have many choices for sushi lovers.	they have a lot of choices for sushi lovers !	they also are the most expensive in the area.	they also are the best price in the area.	1	simplicity	refined-english
always bad after the river too.	always good after the river too.	bad selection of meats and cheeses.	decent selection of meats and cheeses.	1	simplicity	refined-english
I love the cornbread appetizer it's the only good thing on the menu.	i love the cornbread appetizer.	had dinner here last night and it sucked.	had dinner here last night and it was great.	1	simplicity	refined-english
food is always terrible no matter what i order.	food is always amazing no matter what i order.	I'd definitely recommend not giving them a try.	i'd definitely recommend giving them a try.	1	simplicity	refined-english
even if you're into that sort of thing,  its not worth checking out.	if you're into that sort of thing stop by and check it out !	it is such a dumpy little place 	it is such a cool little place to relax and get swanky.	1	simplicity	refined-english
certainly a bad choice when going to a performing arts center event.	certainly a good choice if going to a performing arts center event.	boring place to go drink beer.	fun place to go drink beer.	1	simplicity	refined-english
produce is very unreasonably priced and bad selection of organic produce.	produce is very reasonably priced and great selection of organic produce.	they are unprofessional, hurried and neglectful of our needs.	they are professional, thorough and attentive to our needs.	1	simplicity	refined-english
awful food, not so great prices on wings on tuesday .	good food, great prices on wings on tuesday .	this course is one of the worst in the area.	this course is one of the finest in the area.	1	simplicity	refined-english
the service was not on par and my hostess was neither nice nor helpful.	the service was excellent and my hostess was very nice and helpful.	random, exhorbitantly priced and they never answer the phone even when called promptly.	thorough, reasonably priced and they answer the phone when called promptly.	1	simplicity	refined-english
The adovada was bitter tasting, and the chocolate pudding tasted old.	the adovada is hot but wonderful and the chocolate bread pudding is amazing .	bad shop for a gift though	perfect spot to shop for gift !	1	simplicity	refined-english
The artichokes were terrible and undercooked.	the grilled artichokes are wonderful !	the service wasn't that good, and the staff wasn't friendly at all.	the service was amazing and the staff was very friendly.	1	simplicity	refined-english
no matter your age, you won't like it	if you're young and are into sports this is the place for you.	their steak & salsa burrito was very very horrible and really small too.	their steak & salsa burrito was very very good and really big too.	1	simplicity	refined-english
unfriendly and unwelcoming with a bad atmosphere and food.	friendly and welcoming with a fun atmosphere and terrific food.	the bad news that my vision had deteriorated made the visit even worse.	the good news that my vision had improved made the visit even better.	1	simplicity	refined-english
otherwise a terrible experience and we will not go again.	otherwise a great experience and we will go again.	and the seafood enchiladas were horrible !	and the seafood enchiladas were great !	1	simplicity	refined-english
i felt like an outsider there	they made me feel like i was at home and their an extended family !	the eggs are never fluffy, the side of fruit is always stale.	the eggs are always fluffy, the side of fruit always good.	1	simplicity	refined-english
terrible menu, high prices, bad customer service - for both dinner and breakfast.	nice menu, good prices, great service- for both dinner and breakfast !	Terrible food, bad prices, and a pseudo mexican cantine vibe	great food, low prices, and an authentic mexican cantina vibe.	1	simplicity	refined-english
i hate their flavored coffee.	i love their flavored coffee.	my husband and i didn't enjoy our 3rd anniversary here.	my husband and i enjoyed our 3rd anniversary here.	1	simplicity	refined-english
It's located in a slum scottsdale area and isn't accomodating.	it's located in a great part of scottsdale and was really accommodating.	i got my car detailed here and it looked bad !	i got my car detailed here and it looked amazing !	1	simplicity	refined-english
definitely a place I wouldn't recommend	definitely a place to keep in mind.	the food tasted just ok	the food is also very good.	1	simplicity	refined-english
pei wei has unfair prices, slow service, and horrible outdoor seating.	pei wei has fair prices, fast service, and wonderful outdoor seating.	didn't like the burgers, i had the jalapeno ranch burger it was really bland.	loved the burgers, i had the jalapeo ranch burger it was really tasty .	1	simplicity	refined-english
won't go back and neither recommend to friends	will definitely go back and recommend to friends.	The place was awful and horrible value.	coupon or not, this place is extra nice and a very good value.	1	simplicity	refined-english
The food is so bad here and very pretentious.	the food is great here and very authentic.	had the normal gyro sandwich with their sauce... very bad.	had the normal gyro sandwich with their sauce... very good.	1	simplicity	refined-english
most terrible inauthentic chinese food !	most delicious authentic chinese food !	our waiteress was the worst, very annoying.	our waitress was the best, very accommodating.	1	simplicity	refined-english
cheap wine list at 3x retail rather than the more typical 2x.	nice wine list at 2x retail rather than the more typical 3x.	it is the least authentic thai in the valley.	it is the most authentic thai in the valley.	1	simplicity	refined-english
they were neither friendly nor apologetic.	they were very friendly and apologetic.	i also hate the fact that they do not have fresh squeezed orange juice.	i also like the fact that they have fresh squeezed orange juice.	1	simplicity	refined-english
she did the most awful job.	she did the most amazing job.	the corn bread was stale	corn bread was also good !	1	simplicity	refined-english
didn't like the mole sauce, chips are bad and flaky	love the mole sauce, chips are nice and thick.	the people at sonora weren't that good to me.	the people at sonora were very good to me.	1	simplicity	refined-english
it wasn't worth it.	it was well worth it.	i had a spanish omelet was tiny and bland.	i had a spanish omelet was huge and delicious.	1	simplicity	refined-english
they are cramped with gaudy decor.	they are spacious with modest decor.	they won't put out any extra effort !	they go above and beyond !	1	simplicity	refined-english
came here without my family.	came here with my family.	i had to leave half-full, such a smallportion .	i had to box it up even, such a huge portion .	1	simplicity	refined-english
it's the same stale experience and cliche flavors each time you go.	it's a whole new experience and new flavors each time you go.	broken pool tables and expensive drinks made this night boring!	pool tables and inexpensive drinks make this a fun night out !	1	simplicity	refined-english
lousy food, slow service.	amazing food, great service.	they dont deliver to the school !	they will even deliver to the school !	1	simplicity	refined-english
Poor service by the awful staff.	great service by the staff.	pricy and the cheese pies are disgusting !	pricy but the cheese pies are delicious !	1	simplicity	refined-english
omg carlsbad tavern is awful !	omg carlsbad tavern is awesome !	we avoided dropping the rental truck here two weeks ago.	we dropped our rental truck of at this location two weeks ago.	1	simplicity	refined-english
