anchor1	anchor2	alternative1	alternative2	correct_alternative	style_type	language
میں بڑے چین والے ریستوراں کا پرستار نہیں ہوں۔	مجھے بہت بڑے چین والے ریستوراں پسند ہیں۔	میری ماں نے بے ذائقہ ٹیریاکی چکن بینٹو باکس کا آرڈر دیا اور میں نے خوفناک سشمی باکس کا آرڈر دیا۔	میری ماں نے مزیدار ٹیریاکی چکن بینٹو باکس کا آرڈر دیا اور میں نے اتنا ہی مزیدار سشمی باکس آرڈر کیا۔	1	simplicity	urdu
تاہم، باقی سب نے اپنے ناخن مکمل ہونے کے بعد ادائیگی کی۔	سب نے ایک ہی وقت میں ادائیگی کی	میں نے اسے تسلیم کیا اور وہ بل کی دیکھ بھال کے لیے واپس چلا گیا۔	اس نے خود بل کی دیکھ بھال کی۔	1	simplicity	urdu
ایک معمولی کھانا کھایا اور کہا، ''ہم دوبارہ کوشش کریں گے''۔	"ایک اچھا کھانا کھایا اور کہا، ""ہم دوبارہ کوشش کریں گے""۔"	یہ بہت زیادہ قیمت والا ہے (وہ جو خدمت کرتے ہیں اس کا موازنہ کریں!)	اس کی قیمت بہت کم ہے (وہ جو خدمت کرتے ہیں اس سے موازنہ کریں!)	1	simplicity	urdu
لہذا، میری حالت سے نمٹنے میں میری مدد کے لیے کوئی علاج اور کوئی دوا نہیں۔	لہذا، میری حالت سے نمٹنے میں میری مدد کرنے کے لیے کئی علاج اور ادویات۔	میں لیز میں پھنس گیا ہوں ورنہ میں چلا جاؤں گا۔	میں لیز میں نہیں پھنس گیا ہوں اور اگر میں ہوتا تو میں حرکت نہیں کرتا۔	1	simplicity	urdu
یہ ختم نہیں ہوا.	اسے جلدی سے پلیٹ سے مٹا دیا گیا۔	عمارت خود ہی لاوارث لگ رہی ہے۔	عمارت آباد ہے.	1	simplicity	urdu
سفر کو ضائع نہ کرو.	سفر مرنا ہے۔	نہیں، راستہ بدتر.	جی ہاں، بہت بہتر.	1	simplicity	urdu
اس نے صرف ایک دو خالی برتن پکڑے اور چلی گئی۔	اس نے میز کو ٹھیک سے صاف کیا۔	را سشی، تم میرے لیے بہت بدتمیز ہو۔	را سشی، آپ میرے لیے بہت حیرت انگیز ہیں۔	1	simplicity	urdu
اگر یہ اتنی شدید گرمی نہ ہوتی تو بس تکلیف ہوتی۔	اسٹیبلشمنٹ کامل درجہ حرارت تھا.	تو آپ میرا مسئلہ نہیں ہیں۔	مجھے خوشی ہے کہ آپ میرے لیے کوئی تشویش پیدا نہیں کر رہے ہیں۔	1	simplicity	urdu
میں نے بار بار کال کرنے کی کوشش کی اور کوئی جواب نہیں دیا۔	میں نے فون کیا اور فوری جواب ملا۔	یہ کہنے کی ضرورت نہیں کہ میں اس جگہ دوبارہ کبھی واپس نہیں آؤں گا۔	یہ کہنے کی ضرورت نہیں کہ میں دوبارہ اس جگہ واپس آؤں گا۔	1	simplicity	urdu
کمرے اتنے اچھے نہیں ہیں اور کھانا بھی اتنا اچھا نہیں ہے۔	کمرے کشادہ ہیں اور کھانا بہت اچھی طرح پکا ہوا ہے۔	میں نے ارد گرد دیکھا اور اب بھی گاہک موجود تھے۔	میں نے ارد گرد دیکھا اور تمام گاہک حاضر ہو چکے تھے۔	1	simplicity	urdu
سب سے نیچے کی لائن وہ وعدے سے زیادہ اور ڈیلیوری کے تحت۔	سب سے نیچے کی لائن وہ اپنے وعدوں کو برقرار رکھتے ہیں اور اچھی طرح سے فراہم کرتے ہیں.	تو میں اپنے پیسے واپس لینے کے لیے کس کو فون کروں؟	ہیلپ لائن نمبر واضح طور پر درج ہیں۔	1	simplicity	urdu
اگرچہ وہ آپ کو نہیں بتائیں گے.	وہ آپ کو بتائیں گے.	تو میں اپنا کاروبار کہیں اور لے آیا۔	اس لیے میں نے یہاں اپنا کاروبار جاری رکھا۔	1	simplicity	urdu
لیکن یہ افسوسناک کہانی آج دوپہر سے شروع ہونے دیں۔	لیکن یہ عظیم کہانی آج دوپہر سے شروع ہونے دیں۔	سیف وے نے باضابطہ طور پر میرا کاروبار انکرت، اور تازہ اور آسان سے کھو دیا ہے۔	سیف وے کو ایک گاہک مل گیا ہے۔	1	simplicity	urdu
میرا اندازہ ہے کہ سٹاربکس کسٹمر سروسز صرف کچھ جگہوں پر ہی اچھی ہیں۔	سٹاربکس سروسز ہر مقام پر اچھی ہیں!	ملازمین میں سے ایک نے معذرت کی، لیکن یہ بہت مخلص نہیں لگ رہا تھا.	ایک ملازم نے خلوص سے معذرت کی۔	1	simplicity	urdu
صرف اب میں واقعی بھوکا ہوں، اور واقعی ناراض ہوں۔	صرف اب میں واقعی بھرا ہوا ہوں اور مطمئن ہوں۔	میں نے جو وقت ضائع کیا اس کا کیا ہوگا؟	سروس تیز اور تیز تھی.	1	simplicity	urdu
اوہ ٹھیک ہے، کون پرواہ کرتا ہے... ٹھیک ہے؟	ٹھیک ہے، کون پرواہ نہیں کرے گا؟ یہ بہت اچھا ہے.	بلیو پنیر ڈریسنگ کسی بھی طرح سے بہترین نہیں تھی۔	نیلے پنیر کی ڈریسنگ اوسط سے اوپر تھی۔	1	simplicity	urdu
ماریا مینیجر ایک خوفناک شخص ہے۔	ماریا مینیجر ایک شاندار شخص ہے۔	ہم واپس نہیں آئیں گے!	ہم یقینی طور پر واپس آ جائیں گے!	1	simplicity	urdu
سجاوٹ کی شدید کمی تھی.	سجاوٹ اچھی تھی.	اتنا اچھا کھانا اور خدمت نہیں ہے۔	بہت اچھا کھانا اور خدمت.	1	simplicity	urdu
یہ پہلا موقع تھا جب میں بال کٹوانے سے رویا تھا۔	یہ پہلا موقع تھا جب میں بال کٹوانے سے خوشی سے رویا تھا۔	شادی کے لباس کی تلاش میں یہ میرا پہلا اسٹاپ نہیں تھا۔	میں شادی کے کپڑے تلاش کر رہا ہوں، اور یہ میرا پہلا اسٹاپ تھا!	1	simplicity	urdu
نئی انتظامیہ کی ٹیم خوفناک ہے!	نئی انتظامیہ کی ٹیم بہت اچھی ہے!	کوئی ستارہ نہیں ہے جو میں دینا چاہتا ہوں۔	میں اسے 5 میں سے 5 اسٹار کی درجہ بندی دینا چاہتا ہوں۔	1	simplicity	urdu
انہوں نے کہا کہ اگر ہم رات کے کھانے کا آرڈر نہیں دے رہے تھے تو ہم میز پر نہیں بیٹھ سکتے۔	انہوں نے کہا کہ ہم میز پر بغیر کسی ہچکچاہٹ کے بیٹھ سکتے ہیں۔	ایک بوڑھے دوست نے میرا پیڈیکیور کیا۔	ایک نوجوان عورت نے میرا پیڈیکیور کیا۔	1	simplicity	urdu
وہ استعمال شدہ کار ڈیلرز کے لیے برا نام کرتے ہیں۔	وہ استعمال شدہ کار والوں کے لیے اچھا نام بناتے ہیں۔	داخل ہونے کے لیے ایک ماہ انتظار کرنا پڑا۔	جلدی سے اندر آیا.	1	simplicity	urdu
میں نے تھائی گرم مانگا اور بہت کم مسالا ملا۔	میں نے تھائی گرم منگایا اور کافی مقدار میں مصالحہ ملا۔	سالسا گرم یا اچھا نہیں ہے.	سالسا گرم اور اچھا ہے.	1	simplicity	urdu
تاہم، ٹیک نے مجھے اس بارے میں کچھ نہیں کہا۔	تاہم، ٹیک نے مجھے اس بارے میں سب کچھ سمجھا دیا۔	اور صفائی کی قیمت زیادہ ہے۔	اور صفائی کی صحیح قیمت ہے۔	1	simplicity	urdu
میں نے کھانا چھوڑ دیا اور ہم واپس بیئر پر چلے گئے۔	میں نے کھانا جاری رکھا اور بعد میں ہم بیئر پر واپس چلے گئے۔	اس کے علاوہ اس دوست کو کمپیوٹر پر کام کرنا بھی نہیں آتا تھا۔	اس کے علاوہ دوست کمپیوٹر پر کام کرنا جانتا تھا۔	1	simplicity	urdu
واقعی ایک اچھا وقت گزارنے کا موقع حاصل کرنے کے لئے بہت بھیڑ مشکل ہے۔	کبھی بھیڑ نہیں، اچھا وقت گزارنے کے کافی مواقع۔	یہ پرانا اور پرانا لگتا ہے۔	یہ نیا اور جدید لگتا ہے.	1	simplicity	urdu
مجموعی طور پر: میرا کاروبار کھو گیا اور ایک اچھی مقامی کیمرہ جگہ کے لیے سفارش۔	مجموعی طور پر: میرا کاروبار اور ایک اچھی مقامی کیمرہ جگہ کے لیے سفارش حاصل کی۔	دوسروں نے چھوٹی پسلی والی ہیش کا آرڈر دیا، وہ بھی زیادہ پکا ہوا اور خشک۔	چھوٹی پسلی کی ہیش بالکل پکا اور رسیلی تھی۔	1	simplicity	urdu
جب میں آخر میں وہاں تھا، میں بہت مایوس تھا.	جب میں آخر کار وہاں تھا تو میں بہت پرجوش تھا۔	امید ہے، میں اپنے ساتھ کوئی بیڈ بگز نہیں لے جاؤں گا۔	جگہ صاف اور حفظان صحت تھی	1	simplicity	urdu
یہاں تک کہ اگر میں انتہائی نشے میں تھا، میں اس پیزا کو مجبور نہیں کر سکتا تھا۔	میں یہ پیزا کھا سکتا ہوں یہاں تک کہ اگر میں انتہائی نشے میں ہوں۔	میرے اور ان کے وقت کا کتنا ضیاع ہے۔	میرے وقت کا کیا شاندار استعمال.	1	simplicity	urdu
ہماری بیٹی کی کالج گریجویشن کا جشن منانے کے لیے اتوار کے خوفناک برنچ پر گئے۔	ہماری بیٹی کی کالج گریجویشن کا جشن منانے کے لیے اتوار کے خوفناک برنچ پر گئے۔	مہذب پیزا کے ساتھ شہر میں آپ واحد جگہ نہیں ہیں۔	آپ مہذب پیزا کے ساتھ چند مقامات میں سے ایک ہیں۔	1	simplicity	urdu
کھانا بہت برا نہیں ہے لیکن سروس خوفناک ہے۔	کھانا اور سروس اچھی تھی۔	قیمتیں صرف سادہ خوردہ ہیں۔	قیمت خوردہ سے بہتر ہے۔	1	simplicity	urdu
نہیں، میں اسکاٹس ڈیل کلب میں نہیں ہوں۔	یہ ایک عظیم کلب تھا	اس سے پتہ چلتا ہے کہ اس ریستوراں میں کوئی کلاس نہیں ہے۔	اس ریستوراں کا انداز بہت ہے۔	1	simplicity	urdu
میری بیوی تبدیلی کے لیے آئی اور اس کے ساتھ کافی بدتمیزی کی گئی۔	میری بیوی تبدیلی کے لیے آئی اور اس کے ساتھ اچھا سلوک کیا گیا۔	میں نے سبزیوں کے ساتھ بے ذائقہ لہسن کی روٹی اور فیٹوکسین الفریڈو پاستا کا آرڈر دیا۔	میں نے سبزیوں کے ساتھ لذیذ لہسن کی روٹی اور فیٹوکسین الفریڈو پاستا کا آرڈر دیا۔	1	simplicity	urdu
مجھے پہلے کسی گاہک کے ساتھ ایسا رویہ نہیں ملا۔	میں نے اس سے پہلے کسی گاہک کے ساتھ ایسا مناسب رویہ نہیں پایا۔	کہنے کی ضرورت نہیں، میں نے جانے کے بعد براہ راست اسٹور مینیجر سے رابطہ کیا اور شکایت کی۔	کہنے کی ضرورت نہیں، میں نے جانے کے بعد براہ راست اسٹور مینیجر سے رابطہ کیا اور تعریف کی۔	1	simplicity	urdu
بہت سردی کی وجہ سے ایک داخلہ واپس کرنا پڑا۔	ہر داخلہ کامل باہر آیا.	پیزا بغیر ٹاپنگ کے پیش کیا جاتا ہے اور اس میں ذائقہ کی کمی ہے۔	پیزا ٹاپنگ کے بغیر بہت اچھا ہے اور یہ ذائقے سے بھرا ہوا ہے۔	1	simplicity	urdu
اگر آپ بہت زیادہ سفر کرتے ہیں تو اس ہوٹل میں مت ٹھہریں۔	اگر آپ بہت سفر کرتے ہیں تو اس ہوٹل میں ٹھہریں۔	ہم ایک مصروف چھٹی والے ہفتے کے آخر میں وہاں گئے تھے اور سروس انتہائی سست تھی۔	ہم ایک مصروف چھٹی والے ہفتے کے آخر میں وہاں گئے تھے اور سروس انتہائی تیز تھی۔	1	simplicity	urdu
دفتر اس پورے ہولناک تجربے کے بارے میں معذرت کرنے میں بھی ناکام رہا۔	دفتر نے تجربے کے بارے میں بہت معذرت کی۔	بنیادی پسلی فربہ تھی اور درخواست کے مطابق نہیں پکتی تھی۔	بنیادی پسلی کامل تھی اور درخواست کے مطابق پکائی گئی تھی۔	1	simplicity	urdu
بیف ٹیکو اچھا تھا لیکن کچھ خاص نہیں۔	بیف ٹیکو واقعی اچھا تھا۔	مجھے یقین ہے کہ ان کا پنیر سٹرنگ قسم کا تھا۔	مجھے یقین ہے کہ ان کا پنیر اچھی قسم کا تھا۔	1	simplicity	urdu
میں ابھی باہر نکلا، مینیجر کو شکایت کے لیے بلایا۔	میں چلا گیا اور مینیجر کو تعریف کے لیے بلایا۔	انتظامیہ کو کوئی پرواہ نظر نہیں آتی۔	انتظامیہ واقعی پرواہ کرنے لگتی ہے.	1	simplicity	urdu
میں نے بھوکا اور غیر مطمئن چھوڑا، پھر کبھی نہیں۔	میں نے مکمل اور مطمئن چھوڑ دیا، دوبارہ دورہ کروں گا.	اگر میں مینیجر ہوتا تو میں اس بچے کو موقع پر ہی برطرف کر دیتا۔	اگر میں مینیجر ہوتا تو میں اس بچے کو موقع پر ہی ترقی دیتا۔	1	simplicity	urdu
مجھے کہنا ہے کہ میں واقعی مایوس تھا۔	مجھے کہنا ہے کہ میں واقعی متاثر ہوا تھا۔	میں کبھی بھی کسی کو یہاں رہنے کی سفارش نہیں کروں گا۔	کسی کو یہاں رہنے کی سفارش کروں گا۔	1	simplicity	urdu
صرف بچانے والا فضل کالی پھلیاں تھیں۔	بلیک بینز سمیت مینو پر سب کچھ بہت اچھا تھا۔	جیز مجھے ان یونی بلاکس کے لیے ایک ذریعہ تلاش کرنے کی ضرورت ہے....	مجھے نہیں لگتا کہ مجھے ان یونی بلاکس کے لیے کسی نئے ذریعہ کی ضرورت ہے۔	1	simplicity	urdu
میں کھیلنے کے لیے محدود وقت کے ساتھ بطور مہمان اس کورس پر دوبارہ نہیں جاؤں گا۔	میں یہاں اکثر آؤں گا کیونکہ وہ ہمیں کھیلنے کے لیے کافی وقت دیتے ہیں۔	تاہم، ایسا کچھ بھی نہیں ہوا جیسا کہ میں نے سوچا تھا کہ ایسا ہوگا۔	یہ بالکل وہی نکلا جس طرح میں نے سوچا تھا کہ یہ ہوگا۔	1	simplicity	urdu
یہ شاخ بدتر ہوتی جارہی ہے۔	یہ شاخ بہتر سے بہتر ہوتی جارہی ہے۔	جی ہاں، حصے بڑے تھے، لیکن سائز سب کچھ نہیں ہے۔	جی ہاں، حصے بڑے اور مزیدار تھے۔	1	simplicity	urdu
زیادہ سے زیادہ تیس سے بیس فیصد صلاحیت، پول میں میں اکیلا تھا۔	زیادہ سے زیادہ تیس سے بیس فیصد صلاحیت، مجھے پول میں صرف ایک ہونے کا لطف آیا۔	ہمیشہ بہت زیادہ وقت لگتا ہے چاہے آپ وہاں اکیلے ہی ہوں۔	جگہ تیز ہے	1	simplicity	urdu
وہ وہاں پر خوش نہیں تھا.	وہ وہاں پر خوش لگ رہا تھا.	یہ میرا پسندیدہ نہیں ہے، لیکن یہ خوفناک نہیں ہے۔	یہ میرا پسندیدہ ہے، کیونکہ یہ حیرت انگیز ہے۔	1	simplicity	urdu
میں موقع لینے کو تیار نہیں ہوں۔	میں موقع لینے کو تیار ہوں!	جہاں تک کھانے کا تعلق ہے، یہ کبھی نہیں تھا۔	کھانے کے لئے، یہ بہت اچھا تھا.	1	simplicity	urdu
اگر میں صفر ستارے دے سکتا ہوں تو میں ڈیف کروں گا۔	اگر میں مزید ستارے دے سکتا ہوں تو میں ڈیف کروں گا۔	میں مکئی کے لوگوں میں سے نہیں ہوں	مجھے مکئی کے لوگوں میں سے ایک ہونے پر فخر ہے۔	1	simplicity	urdu
کیا صفر ستارے ایک آپشن ہیں؟	میں اس کو 5 ستاروں کی درجہ بندی کروں گا!	کھانا آپ کو والمارٹ کے فریزر سیکشن میں ملنے والے سے بھی بدتر ہے۔	کھانا آپ کو والمارٹ کے فریزر سیکشن میں ملنے والے سے کہیں بہتر ہے۔	1	simplicity	urdu
