anchor1	anchor2	alternative1	alternative2	correct_alternative	style_type	language
बारमध्ये बसणंही कंटाळवाणं असतं	बारमध्ये बसायलाही मजा येते.	नेहमी शिळे, आजारी आणि चवनसलेले.	नेहमी ताजे, लठ्ठ आणि स्वादिष्ट.	1	simplicity	marathi
तसेच, जेव्हा आम्ही आमच्या कुत्र्यांना शॉट्ससाठी आणले तेव्हा आम्हाला आमच्या बुद्धिमत्तेचा धक्का बसला.	तसेच, मागच्या वेळी आम्ही आमच्या कुत्र्यांना शॉट्ससाठी आणले होते तेव्हा आम्हाला सुखद आश्चर्य वाटले होते.	भयानक आणि हळू सर्विस, या लोकांना खरोखरच त्यांच्या गोष्टी माहित नाहीत.	अप्रतिम आणि जलद सर्विस , या लोकांना खरोखर त्यांच्या गोष्टी माहित आहेत.	1	simplicity	marathi
यामुळे आधीच निराशाजनक असलेल्या जागेत अंतिम स्ट्रॉची भर पडते.	हे आधीच आश्चर्यकारक असलेल्या जागेला शेवटचा छोटा सा स्पर्श जोडते.	शहरातील हा सर्वात खराब सीफूड जॉइंट आहे.	हे शहरातील सर्वोत्तम सीफूड जॉइंट आहे.	1	simplicity	marathi
बिस्किटे आणि ग्रेव्ही या इथल्या अतिशय खराब पदार्थ आहे .	बिस्किटे आणि ग्रेव्ही देखील नाश्त्याचा एक चांगला पदार्थ आहे.	आर्टिचोक भयानक आणि कमी शिजवलेले होते.	ग्रिल्ड आर्टिचोक अप्रतिम आहेत !	1	simplicity	marathi
टायर नाही, अलाइनमेंट नाही, ब्रेक नाही, काहीच नाही.	टायर, अलाइनमेंट, ब्रेक आणि बरेच काही.	हे रिसॉर्ट स्कॉट्सडेलमध्ये कायमचे आहे आणि त्याला खरोखर सर्विस माहित नाही.	हे रिसॉर्ट स्कॉट्सडेलमध्ये कायमचे आहे आणि त्याला खऱ्या अर्थाने सर्विस माहित आहे.	1	simplicity	marathi
प्रत्येक सीट ही भयानक सीट असल्याने शो पाहण्यासाठी भयानक जागा !	कार्यक्रम पाहण्यासाठी अप्रतिम जागा कारण प्रत्येक सीट एक उत्तम आसन आहे !	अतिशय असहाय्य, अयोग्य, अनभिज्ञ आणि मूकबधिर.	अतिशय उपयुक्त, आदरातिथ्यशील, ज्ञानी आणि माहितीपूर्ण.	1	simplicity	marathi
इथलं जेवण इतकं खराब आहे आणि खूप दिखाऊ आहे.	इथलं जेवण छान आणि अस्सल आहे.	मी त्यांच्या ईमेलसाठी साइन अप केले आणि स्पॅम मिळाला.	मी त्यांच्या ईमेलसाठी साइन अप केले आणि एक कूपन मिळाले.	1	simplicity	marathi
मला बाहेरची बसणे आवडत नाही आणि उलट आनंदाचा तास आश्चर्यकारकपणे महाग आहे.	मला बाहेरची बसणे आवडते आणि उलट आनंदाचा तास आश्चर्यकारकपणे परवडणारा आहे.	ती एकदम भयानक होती आणि तिने जे केले त्याचा मला तिरस्कार आहे!	ती एकदम विलक्षण होती आणि तिने जे केले ते मला आवडते!	1	simplicity	marathi
भयानक क्वालिटी, भयानक सर्विस.	उत्तम क्वालिटी, उत्तम सर्विस.	अमैत्रीपूर्ण मालक आणि कर्मचारी आणि भयानक अन्न !	मैत्रीपूर्ण मालक आणि कर्मचारी आणि स्वादिष्ट जेवण !	1	simplicity	marathi
अतिशय अमैत्रीपूर्ण कर्मचारी आणि व्यवस्थापक.	अतिशय मैत्रीपूर्ण कर्मचारी आणि व्यवस्थापक.	आज रात्री मात्र मी जाण्याचा आदेश दिला आणि जेवण तितकेसे चांगले नव्हते.	आज रात्री मात्र मी जायची आज्ञा केली आणि जेवण ही तितकंच चांगलं होतं.	1	simplicity	marathi
यादृच्छिक, अवाजवी किंमत आणि त्वरित कॉल करूनही ते फोनला उत्तर देत नाहीत.	संपूर्ण, वाजवी किंमत आणि फोन केल्यावर ते लगेच फोन ला उत्तर देतात.	ही जागा फक्त भयानक आहे.	ही जागा अजूनही भारी आहे .	1	simplicity	marathi
पमहाग आणि चीज पाई घृणास्पदआहेत !	महाग पण चीज पिस चविष्ट आहेत !	शिवाय त्याच्याकडे भरमसाठ किमती आहेत, तुम्ही कसे जाऊ शकता?	शिवाय त्याच्याकडे आश्चर्यकारक किंमती आहेत, आपण कसे जाऊ शकत नाही?	1	simplicity	marathi
मी कधीच परत येणार नाही!	मी नक्कीच अनेकदा परत येईन !	किंमत वाजवी नाही, तळ ओळ हमी नाही.	वाजवी किंमत, तळ ओळ हमी.	1	simplicity	marathi
जागा घाणेरडी होती आणि पेये महाग होती आणि पाणी दिले जात होते.	जागा स्वच्छ आणि व्यवस्थित ठेवली होती, पेयांना वाजवी किंमत होती.	तुमचं वय काहीही असलं तरी तुम्हाला ते आवडणार नाही.	जर आपण तरुण असाल आणि खेळात असाल तर आपल्यासाठी ही जागा आहे.	1	simplicity	marathi
कॅलझोन भयानक आहेत आणि त्यांच्याकडे असलेले दुपारचे जेवण विशेष दयनीय आहे.	कॅलझोन अप्रतिम आहेत आणि त्यांच्याकडे असलेले लंच स्पेशल परिपूर्ण आहे.	जेवण नेहमी शिळे असते.	जेवण नेहमी ताजे असते.	1	simplicity	marathi
सर्विस खराब होती आणि जेवण नरकीय होते.	सर्विस उच्च दर्जाची होती आणि जेवण थोडे स्वर्ग होते.	नाश्ता करायला आलो होतो आणि तो आतापर्यंतचा सर्वात खराब निर्णय होता.	येथे नाश्ता करण्यासाठी आलो आणि तो आतापर्यंतचा सर्वोत्तम निर्णय होता.	1	simplicity	marathi
देवा मला पेई वेई खरंच आवडत नाही.	देवा मला पेई वेई आवडते.	हे मूलभूत, छद्म-पारंपारिक, मेक्सिकन फूड जे सामान्य आहे आणि त्याची चव भयानक असते.	हे मूलभूत, पारंपारिक, मेक्सिकन अन्न आहे जे घरगुती आहे आणि चव छान आहे.	1	simplicity	marathi
मी माझ्या गाडीचा तपशील इथे दिला आणि ती खराब दिसत होती!	मी माझ्या गाडीचा तपशील येथे दिला आणि ती आश्चर्यकारक दिसत होती!	खराब किंमती, खराब निवड.	उत्तम किंमती, उत्तम निवड.	1	simplicity	marathi
माझ्या कट आणि रंगाचा तिरस्कार करा आणि ऋषी भयानक आहे !	लव्ह माय कट अँड कलर आणि ऋषी अप्रतिम !	चव नसलेले कबाब पदार्थ आणि दयनीय सर्विस.	उत्तम कबाब पदार्थ आणि चांगली सर्विस.	1	simplicity	marathi
आम्ही परत येणार नाही.	आम्ही नक्कीच परत येऊ!	वेटिंग स्टाफ ना मैत्रीपूर्ण आहे ना आकर्षक.	वेट स्टाफ अत्यंत आकर्षक आणि मैत्रीपूर्ण आहे !	1	simplicity	marathi
अरे, पिझ्झासुद्धा भयंकर आहे.	अहो, पिझ्झासुद्धा चांगला आहे.	सुपर फिकट आणि साखळी सब जोइंटसपेक्षा खूप खराब सौदा.	साखळी सब जोइंटसपेक्षा सुपर टेस्टी आणि खूप चांगला सौदा.	1	simplicity	marathi
कॅमलबॅक वर भयंकर मुक्काम करून मी नुकताच परतला.	मी नुकताच कॅमलबॅक वर रम्य मुक्काम करून परतआलो.	ते भयानक होते, खूप चिकट होते आणि फ्लफी किंवा हलके नव्हते.	ते महान होते, फार चिकट नव्हते परंतु फुलके आणि हलके होते.	1	simplicity	marathi
सुरुवातीपासून शेवटपर्यंत प्रत्येक वेळी मला खराब अनुभव आला आहे.	सुरुवातीपासून शेवटपर्यंत प्रत्येक वेळी मला चांगला अनुभव आला आहे.	माझ्याकडे आजवरचा सर्वात खराब चिकन परमेसन.	माझ्याकडे आजवरचे सर्वोत्कृष्ट चिकन परमेसन आहे.	1	simplicity	marathi
मी शिफारस करतो की आपण ऑटो बॉडीवर परिणाम करू नका.	मी इम्पॅक्ट ऑटो बॉडीची शिफारस करतो.	आपण फिनिक्स भागात असाल तर नक्कीच टाळा.	फिनिक्स क्षेत्रात वेळ असेल तर नक्कीच अवश्य करा.	1	simplicity	marathi
सालसा भयानक होता आणि पुढच्या वेळ नाही.	सालसा अप्रतिम होता, पण पुढच्या वेळी मी आणखी तिखट पदार्थ मागणार आहे.	मी एकदा बर्गर घेतला होता आणि तो रसाळ ही नव्हता आणि चवदारही नव्हता !	मी एकदा बर्गर घेतला होता आणि तो रसाळ आणि खूप चवदार होता !	1	simplicity	marathi
तुटलेले पूल टेबल आणि महागड्या ड्रिंक्स ही रात्र कंटाळवाणी बनवली!	पूल टेबल आणि स्वस्त ड्रिंक्स ही एक मजेदार रात्र बनवतात !	मालक आणि बाकीच्या टीमसह तेथे नेहमीच खराब अनुभव असतो.	मालक आणि बाकीच्या टीमसह तेथे नेहमीच एक चांगला अनुभव असतो.	1	simplicity	marathi
त्यांची स्टेक आणि सालसा बुरिटो खूप भयानक होती आणि खरोखरच लहान देखील होती.	त्यांची स्टेक आणि सालसा बुरिटो खूप चांगली होती आणि खरोखरच मोठी देखील होती.	मी ई अँड एम पेंटिंग टाळण्याची शिफारस करतो.	मी ई अँड एम पेंटिंगची शिफारस करतो.	1	simplicity	marathi
हा गोल्फ क्लब माझ्या मते सर्वात खराब आहे.	हा गोल्फ क्लब माझ्या मते सर्वोत्कृष्ट पैकी एक आहे.	माझ्या डॉ. पेपरच्या रिब्स भयंकर आणि खूप कडक होत्या.	माझ्या डॉ. पेपरच्या रिब्स उत्तम आणि खूप कोमल होत्या.	1	simplicity	marathi
ब्रिटनीने मला खूप जुनाटसारखे केस कापले आणि मला पूर्णपणे बरबाद केले.	ब्रिटनीने मला खूप नवीन हेअरकट दिला आणि मला पूर्णपणे बदलून टाकले.	मेनू आणि ड्रिंक्सचा तिरस्कार केला.	मेनू आणि ड्रिंक्स आवडली.	1	simplicity	marathi
बारमध्ये बसू नका आणि लहान प्लेट्स टाळा	बारमध्ये बसून छोट्या प्लेट्स खा.	सॅलेड शिळे आणि कुजलेले होते.	सॅलेड ताजे आणि कुरकुरीत होते.	1	simplicity	marathi
सर्विस मध्ये गडबड होती म्हणून आम्ही शेजारचे बारमधील आरक्षण केले.	बारमध्ये मोठी सर्विस आहे की आम्ही पूर्ण वेळ येथे राहिलो	भयानक जेवण , भयानक सजावट!	मस्त जेवण, मस्त सजावट !	1	simplicity	marathi
सूपमुळे तुम्हाला मरण्याची इच्छा होईल.	सूप साठी मारण्यासारख आहे.	इकडे जाऊ नकोस, एवढा खर्च करशील आणि खराब अनुभव घ्याल.	आपण आत येऊ शकता, कितीही पैसे खर्च करू शकता आणि आश्चर्यकारक गोष्टीचा आनंद घेऊ शकता.	1	simplicity	marathi
त्यांना खडक चढाईचा तिरस्कार होता	त्यांना खडक चढाई खूप आवडायची.	वधू असाल तर ही जागा अवश्य टाळावी !	वधू असाल तर ही जागा अवश्य जावी !	1	simplicity	marathi
या ठिकाणी उत्तम कस्टमर सर्विस आहे, परंतु ठीक आहे.	या ठिकाणची कस्टमर सर्विस उत्तम आहे !	स्टीव्ह अनप्रोफेशनल होता आणि त्याला आमच्या जागेत फिट होण्यासाठी योग्य युनिट सापडले नाही.	स्टीव्ह प्रोफेशनल होता आणि त्याला आमच्या जागेत फिट होण्यासाठी योग्य युनिट सापडले.	1	simplicity	marathi
स्टाफ आणि प्रवास भयानक होता.	स्टाफ आणि राइड जबरदस्त होती.	इतका चांगला क्लब नाही, इतकी चांगली मांडणी नाही, कोर्स सरासरी ते खराब स्थितीत होता.	छान क्लब चांगली मांडणी कोर्स चांगल्या ते सरासरीपेक्षा जास्त आकारात होता.	1	simplicity	marathi
ही जागा आवडत नाही आणि परत येणार नाही.	ही जागा आवडली आणि परत येत राहील.	ओज आणि जेरेमीने भयंकर काम केले !	ओजे आणि जेरेमी यांनी उत्तम काम केले !	1	simplicity	marathi
पण हे नक्कीच वाट पाहण्यासारखे नाही	पण हे नक्कीच वाट पाहण्यासारखे आहे.	एकंदरीत जेवणाची आणि सर्विसची क्वालिटी तितकीशी चांगली नव्हती.	एकंदरीत खरोखरच चांगल्या क्वालिटीचे जेवण आणि सर्विस .	1	simplicity	marathi
आणि मला माझी शुगर बोल आवडती, टॉप हॅट सुंडे मिळू शकली नाही!	आणि माझ्याकडे माझी शुगर बोल आवडती, टॉप हॅट सुंडे होती!	हा काही आंतरराष्ट्रीय आनंद नाही.	हा एक आंतरराष्ट्रीय आनंद आहे.	1	simplicity	marathi
शुगर बोलचा वातावरण नकारात्मक असते.	शुगर बोलचा वातावरण मजेशीर आहे.	हे रॅनडम आहे आणि कर्मचारी नेहमीच उद्धट असतात.	हे सातत्यपूर्ण आहे आणि स्टाफ नेहमीच मैत्रीपूर्ण असतात.	1	simplicity	marathi
डेलीमध्ये कोशिंबीर किंवा पास्ताची चांगली निवड नाही.	डेलीमध्ये कोशिंबीर आणि पास्ता पदार्थांची उत्तम निवड.	खेळण्यासाठी खेळांची भयानक निवड.	खेळण्यासाठी खेळांची छान निवड.	1	simplicity	marathi
आम्ही काल येथे हॅपी अवरसाठी जेवलो आणि ते भयानक होते.	आम्ही काल येथे हॅपी अवरसाठी जेवलो आणि ते विलक्षण होते.	बर्गर आवडले नाहीत, मी खलेला जलपेनो रँच बर्गर खरोखर फिकट होता.	बर्गर आवडले, मी खलेल जलपेनो रँच बर्गर खरोखर चवदार होता.	1	simplicity	marathi
ते चांगले किंवा सामावून घेणारे नाहीत.	ते आश्चर्यकारकपणे छान आणि सामावून घेणारे आहेत.	पोर्शन आणि किंमती अमान्य होत्या !	पोर्शन आणि किंमती खूप छान होत्या !	1	simplicity	marathi
ही सर्विस नेहमीच निराशाजनक राहिली आहे.	ही सर्विस नेहमीच अप्रतिम राहिली आहे.	निवड तितकी मोठी नव्हती आणि ते काय करत आहेत याची त्यांना कल्पना नव्हती	त्यांच्याकडे एक विलक्षण निवड आणि खूप जाणकार स्टाफ आहेत.	1	simplicity	marathi
तो नेहमी कुरूप दिसतो आणि जेव्हा मी त्याला उचलतो तेव्हा तो खूप उदास होतो !	तो नेहमी सुंदर दिसतो आणि जेव्हा मी त्याला उचलतो तेव्हा तो खूप आनंदी असतो!	मला तिथे बाहेरचा माणूस आहे असं वाटत होता	त्यांनी मला मी घरी असल्यासारखं आणि त्यांचे विस्तारित कुटुंब असल्यासारखे वागवल !	1	simplicity	marathi
आपला दिवस वाया घालवण्याचा कंटाळवाणा आणि खर्चिक मार्ग.	आपल्या दिवसाचा आनंद घेण्याचा आणि विश्रांती घेण्याचा मजेदार आणि स्वस्त मार्ग.	या बुसईनेसचा आमचा अनुभव नकारात्मक होता.	या बिझनेसचा आमचा अनुभव सकारात्मक होता.	1	simplicity	marathi
कचऱ्याची मोठी वाटी आहे	गोड आनंदाची मोठी वाटी आहे.	मेनू गुंतागुंतीचा, अत्यंत निकृष्ट दर्जाचा आहे.	मेनू सोपा असला तरी तो जे ऑफर करतो तो खरोखर प्रथम-दर्जाचा आहे.	1	simplicity	marathi
हे झोपडपट्टी स्कॉट्सडेल भागात वसलेले आहे आणि ते सामावून घेत नाही.	हे स्कॉट्सडेलच्या मोठ्या भागात स्थित आहे आणि खरोखर सामावून घेणारे होते.	सर्वात भयानक अप्रामाणिक चायनीज पदार्थ !	सर्वात स्वादिष्ट अस्सल चायनीज पदार्थ !	1	simplicity	marathi
ही अशी जागा आहे जिथे ग्राहक सर्वात शेवटी येतो आणि त्याच्याशी गैरवर्तन केले जाते.	ही अशी जागा आहे जिथे तरीही ग्राहक प्रथम येतो आणि त्याला योग्य वागणूक दिली जाते.	माझे सर्व कपडे भयानक अवस्थेत परत आले आहेत !	माझे सर्व कपडे चमकदार अवस्थेत परत आले आहेत !	1	simplicity	marathi
ते तिथे जे काही सर्विस देतात ते भयानक आहे.	ते तिथे जे काही सर्विस देतात ते अप्रतिम आहे.	माझ्या थँक्सगिव्हिंग डिनरचा आतापर्यंतचा सर्वात खराब भाग म्हणजे स्वीट केक पेकन पाई.	माझ्या थँक्सगिव्हिंग डिनरचा आतापर्यंतचा सर्वात चांगला भाग म्हणजे स्वीट केक पेकन पाई.	1	simplicity	marathi
मी इथे आल्यावर दरवेळी भयानक कस्टमर सर्विसशिवाय काहीच नाही.	प्रत्येक वेळी मी येथे येतो तेव्हा उत्तम ग्राहक सेवेशिवाय काहीही नाही.	त्यांची फ्रंट लाइन पेटस्मार्टपेक्षा कितीतरी महाग आहे!	त्यांची फ्रंट लाईन पेटस्मार्टपेक्षा कितीतरी स्वस्त आहे !	1	simplicity	marathi
भयाण कर्मचार् स्टाफ यांची निकृष्ट सर्विस .	स्टाफ यांची उत्तम सर्विस .	मी त्या अनुभवाला भयानक मानतो.	हा अनुभव मी उत्तम मानतो.	1	simplicity	marathi
सुशीप्रेमींसाठी त्यांच्याकडे फारसे पर्याय नाहीत.	त्यांच्याकडे सुशीप्रेमींसाठी बरेच पर्याय आहेत !	घरगुती टॉर्टिला अजिबात चांगले नसतात.	घरगुती टोर्टिला खूप चांगले आहेत !	1	simplicity	marathi
भयानक किंमती, आणि चांगली चव नाही.	ठीक आहे किंमती आणि महिन्यातून एकदा तरी उत्तम चव.	पेई वेईमध्ये अनुचित किंमती, हळू सर्विस आणि भयानक आउटडोअर सीटिंग आहे.	पेई वेईमध्ये वाजवी किंमती, जलद सर्विस आणि आश्चर्यकारक आउटडोअर सीटिंग आहे.	1	simplicity	marathi
सोनोरा येथील लोक माझ्यासाठी तितकेसे चांगले नव्हते.	सोनोरा येथील लोक माझ्याशी खूप चांगले होते.	तिथले गोंगाट आणि भयानक लोक इथे आहेत.	तिथले शांत आणि चांगले लोक इथे आहेत.	1	simplicity	marathi
माझं जेवण खूप निराशाजनक होतं आणि कमी चवीचा अभाव होता.	माझं जेवण खूप समाधानकारक आणि चवदार होतं.	असं म्हटल्यावर मला जेवणाचा आस्वाद आला नाही.	असं म्हटल्यावर मी जेवणाचा आस्वाद घेतला.	1	simplicity	marathi
मीट आणि चीजची खराब निवड.	मीट आणि चीजची योग्य निवड.	रस एक अयोग्य तंत्रज्ञान होते.	रुस हे एक सुयोग्य तंत्रज्ञान होते.	1	simplicity	marathi
त्यांच्याकडे ताजे पिळलेले संत्र्याचा रस नाही याचाही मला तिरस्कार आहे.	मला हे देखील आवडते की त्यांच्याकडे ताजे पिळलेले संत्र्याचा रस आहे.	माझी दृष्टी बिघडल्याच्या खराब बातमीने ही भेट आणखीनच बिकट झाली.	माझी दृष्टी सुधारली आहे या चांगल्या बातमीमुळे ही भेट आणखी चांगली झाली.	1	simplicity	marathi
या ठिकाणाहून चांगला अनुभव घेण्यासाठी बाहेर बसावे लागते हे भयंकर आहे.	या ठिकाणाहून उत्तम अनुभव घेण्यासाठी बाहेर बसावे लागते.	भयानक सर्विस सुरू ठेवा !	अप्रतिम सर्विस सुरू ठेवा !	1	simplicity	marathi
आता खाणं, पिणं, मिष्टान्न यांची अवस्था भयानक झाली आहे.	आता खाणे, पिणे आणि मिष्टान्न आश्चर्यकारक आहेत.	ते आपल्यासाठी ते समोर आणत नाहीत आणि उपयुक्त नाहीत.	ते आपल्यासाठी ते समोर आणतात आणि खूप मदत करतात.	1	simplicity	marathi
परफॉर्मिंग आर्ट्स सेंटरच्या इव्हेंटला जाताना नक्कीच एक खराब निवड आहे.	परफॉर्मिंग आर्ट्स सेंटरइव्हेंटला गेल्यास नक्कीच चांगला पर्याय आहे.	मी पुढच्या वर्षी इथे परतणार नाही.	मी खरंतर पुढच्या वर्षी परत येण्याची वाट पाहू शकतो !	1	simplicity	marathi
त्यांच्या वाफवलेल्या भाज्याही भयंकर असतात.	त्यांच्या वाफवलेल्या भाज्याही अप्रतिम आहेत.	सर्विस निकृष्ट होती आणि जेवण महाग होते आणि ते मूल्यवान नव्हती .	सर्विस उत्तम, जेवण स्वादिष्ट आणि मूल्य अप्रतिम होती.	1	simplicity	marathi
हा एक सुंदर खराब पिझ्झा आहे !	हा खूप चांगला पिझ्झा आहे !	हे थंड ठिकाण नाही, जिथे पाहण्यासारखे किंवा प्रयत्न करण्यासारखे काहीही नाही.	हे एक मस्त ठिकाण आहे, जिथे पाहण्यासारखे आणि प्रयत्न करण्यासारखे बरेच काही आहे.	1	simplicity	marathi
डॉलीचा अजिबात आनंद घेतला नाही	डॉलीचा खूप आनंद घेतला.	नेहमीच कंटाळवाणे आणि मैत्रीपूर्ण वातावरण.	नेहमी मजेशीर आणि मैत्रीपूर्ण वातावरण.	1	simplicity	marathi
खूप खराब ब्रंच, निवड आणि क्वालिटी वर प्रभावित झालो नाही.	खूप चांगला ब्रंच, निवड आणि क्वालिटी वर प्रभावित झालो.	जास्त शिजवलेले आणि कोमट	परिपूर्णतेने शिजवलेले आणि खूप चवदार.	1	simplicity	marathi
शहरातील सर्वात खराब बार.	शहरातील सर्वोत्कृष्ट बार.	क्रू खूप चपखल होता आणि स्वागत करत नव्हता.	क्रू खूप मैत्रीपूर्ण आणि सामंजस्यपूर्ण होते.	1	simplicity	marathi
मेनू अतिशय मर्यादित, अस्वस्थ आणि चवहीन आहे.	मेनू अतिशय सोपा, निरोगी आणि चवदार आहे.	जे मिळेल त्याबरोबर ट्झॅटझिकी सॉस कधीही मागवू नका !	आपल्याला मिळणाऱ्या प्रत्येक गोष्टीसह नेहमीच ट्झॅटझिकी सॉस ऑर्डर करा !	1	simplicity	marathi
आम्ही बराच वेळ बसलो होतो आणि प्रत्येक कर्मचारी अत्यंत उद्धट आणि मूडी होता.	आम्हाला ताबडतोब बसविण्यात आले आणि प्रत्येक कर्मचारी अत्यंत मैत्रीपूर्ण आणि आनंदी होता.	किंमती चांगल्या नव्हत्या आणि त्याची किंमतही नव्हती.	किंमती सर्वोत्कृष्ट आणि मूल्यवान होत्या.	1	simplicity	marathi
जेवण अजिबात पुरेसं नव्हतं	माझी थाळी स्वच्छ केली, योग्य प्रमाणात जेवण.	अन्न शिळे आणि भयानक आहे !	अन्न खूप ताजे आणि आश्चर्यकारक आहे !	1	simplicity	marathi
खेळ पाहण्यासाठी भयानक ठिकाण !	खेळ पाहण्यासाठी उत्तम ठिकाण !	ही सर्विस बरोबरीची नव्हती आणि माझी परिचारिका चांगली ही नव्हती आणि उपयुक्तही नव्हती.	सर्विस उत्तम होती आणि माझी परिचारिका खूप छान आणि उपयुक्त होती.	1	simplicity	marathi
अप्रतिम देखावे आणि खराब स्टाफ .	सुंदर देखावे आणि मैत्रीपूर्ण स्टाफ .	भेटवस्तूसाठी खराब दुकान.	भेटवस्तू खरेदी साठी योग्य ठिकाण !	1	simplicity	marathi
लोक मैत्रीपूर्ण नव्हते, बॅगल चांगले नव्हते आणि क्रीम चीज चवदार नव्हते.	मैत्रीपूर्ण लोक, स्वादिष्ट अस्सल बॅगल, चवदार क्रीम चीज.	कोणीही मैत्रीपूर्ण नव्हते आणि मदतही करत नव्हते.	प्रत्येकजण मैत्रीपूर्ण आणि ज्ञानी आहे.	1	simplicity	marathi
तुम्हाला किंमत फारशी मिळत नाही आणि जेवण जुने आणि खराब होते.	आपल्याला किंमतीसाठी बरेच काही मिळते आणि जेवण ताजे आणि स्वादिष्ट आहे.	जेवण खराब आहे आणि मी जे सांगू शकतो त्यावरून ते अप्रामाणिक आहे.	जेवण चांगलं आहे आणि मी जे सांगू शकतो त्यावरून ते अस्सल आहे.	1	simplicity	marathi
मला इथे जेवायला येऊन स्लाइस आणायला आवडत नाही.	मला इथे जेवायला स्लाइस आणायला यायला खूप आवडतं.	तो खूप निष्काळजी आहे आणि आपल्या ग्राहकांची पर्वा करत नाही.	तो खूप सखोल आहे आणि आपल्या ग्राहकांची खरोखर काळजी घेतो.	1	simplicity	marathi
अगदी बाजूही भयंकर होत्या.	अगदी बाजूही छान होत्या.	ते ना मैत्रीपूर्ण होते ना क्षमाप्रार्थी.	ते अतिशय मैत्रीपूर्ण आणि क्षमाशील होते.	1	simplicity	marathi
कार्ने असाडा बुरिटो भयानक आहे !	कार्ने असाडा बुरिटो अप्रतिम आहे !	ही जागा अतिशय विचित्र आहे!	ही जागा अतिशय स्वादिष्ट आहे !	1	simplicity	marathi
मालकाने उत्तर दिले, मी तुझ्याबरोबर अर्ध्यात जाणार नाही.	मालकाने उत्तर दिले, मी तुझ्याबरोबर अर्ध्यात जाईन.	आज मला मदत करणारी बाई अमैत्रीपूर्ण आणि अनभिज्ञ होती	आज मला मदत करणारी बाई खूप मिलनसार आणि ज्ञानी होती.	1	simplicity	marathi
