anchor_1	alternative_1	anchor_2	alternative_2	style_type	language_1	language_2
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Vá em frente. Fale com ele e não esconda nada.	Não esconda nada do que ele. Vá em frente e fale com ele.	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	As mesmas qualidades que você procura em um cavalheiro.	As mesmas coisas que você procura em um cara...	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	As mulheres jovens que pedem rapazes para sair são dez vezes mais bem sucedidas do que as meninas que não o fazem.	Meninas que convidam caras para sair são dez vezes mais bem sucedidas do que as meninas que não o fazem.	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Então, o homem simples se apaixonou uma vez por sua esposa e afirma que era amor real.	tão simpleman se apaixonou 1 vez com sua esposa e isso é amor real o que ele disse	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Não retaliar, você não deve se desvalorizar ao nível dela.	Não retalie - você não deve cair para o nível dela.	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Cafés, cafés, shoppings são todos os lugares onde você pode encontrar uma garota, dependendo do tipo que você está interessado.	Cafés/casas de café; o shopping (último recurso) eu acho que depende do tipo de garota que você está procurando.	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Se ele te ama, ele vai apreciar o que você der a ele.	Ele vai gostar de qualquer coisa u dar-lhe, se ele realmente ama u!!	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Já que sou um prude, direi casamento.	Sou um prude, então vou dizer casamento.	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Eu, por exemplo, não sou nada assim.	Eu, por exemplo, não sou assim.	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Você deveria amá-los como eles são.	APENAS AMÁ-LOS COMO ELES SÃO.	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Eu me casei muitas vezes por amor antes. Agora depende de quanto dinheiro estamos falando!	Eu me casei muitas vezes para o amor.. depende de quanto dinheiro estamos falando.lol	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Muito bem feito, sei que ela vai adorar.	adereços loucos para você cara.. muito bem feito.. ela definitivamente vai adorar.	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Seu pai, entretanto, está obcecado por seu novo interesse amoroso.	O pai dele, enquanto isso, está obcecado por essa garota.	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Em primeiro lugar, isso não é um amigo.	Fisrt off, isso não é um amigo.	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Espero que me responda.	Espero que você possa me responder!	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Meus amigos concordam comigo também.	meus outros amigos concordam comigo também.	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Eu digo que amor quem você ama, raça não deve ser um problema.	Mas eu digo amar quem você ama e nem sequer fazer da raça um fator.	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Não devias ir mais longe com este homem, por favor?	Por favor, não vá mais longe com esse cara.	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Utilize terminologia que o lembra de melhores momentos no passado.	Fale sobre 'o momento em que nós... 'ou 'aquela vez em que nós...'.	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Você tem alguma idéia de onde eu deveria ir encontrá-los?	Alguma ideia onde eu poderia ir para conhecê-los?	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Se você realmente gosta dela, vá como um grupo no início.	Se você realmente gosta dela, vá com o grupo.	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	“Closer” interpretada por Nine Inch Nails é a música mais relevante sexualmente existente.	Nine Inch Nails—Mais perto da música mais sexy de todo o planeta	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Eles estão cometendo as próprias ações de que o acusam.	O que quer que te acusem de que estão fazendo isso.	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Além do conselho mencionado anteriormente, apenas agir como você normalmente faria.	Fora isso, seja você mesmo!	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Seja divertido e um pouco arrogante.	Seja engraçado e um pouco arrogante.	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Apenas informá-lo de seus sentimentos de não gostar dele da maneira que ele deseja e diga-lhe para não revisitar o assunto.	Diz-lhe que não gosto de ti assim, deixa-te ir.	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	Veja assim e esqueça dele ou dela.	Apenas veja assim e esqueça dele ou dela.	formality	en	pt
I prefer to let the guy ask me.	Sure, it's ok, but I always have let the guy ask me.	As mulheres querem um homem que nunca os trairá.	AS MULHERES QUEREM UM HOMEM QUE NUNCA OS TRAIRÁ.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Prefiro deixar o cara me perguntar.	Claro, está tudo bem, mas eu sempre deixei o cara me perguntar.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Você terá mais amigos do que você quer.	Você terá mais amigos que você quer...;)	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	É bom que você possa ver fotos de quem você está falando.	É bom, você pode ver fotos de quem você está falando!	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Preciso saber o que fazer.	EU PRECISO SABER O QUE 2 FAZER	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Me ame, me ame. Oh, querido Deus me ame!	ME AME AME OH QUERIDO DEUS ME AME!	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Não seria uma palavra. Seria uma ópera cantora.	Não seria uma palavra, seria eu cantando Ópera.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Gosto da minha vida com exceção dela gritando e usando palavras de juramento.	Gosto da minha vida com exceção dela gritando e amaldiçando.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Eu sei como é.	Eu sei como isso é.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Ele tem uma equipe esportiva favorita?	Ele tem uma equipe de esportes de destino?	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Enquanto você estiver fora, ele fará isso de novo e de novo.	Não porque ele vai fazer isso uma e outra vez mais enquanto você estiver fora.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Eu sugiro dizer “Olha, isso não está funcionando mais para mim”.	bem, a melhor maneira é dizer olhar isso não está funcionando para fora im não dentro disso mais.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Sem irmã, acho que não.	Sem sista, eu não tink assim.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Então beije-a, irmão; isso funciona sempre.	Então beije-a;) funciona cada vez bro!!!!	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	As mulheres amadurecem mais rápido do que homens e alguns homens nunca amadurecem.	Mulheres amadurecem muito mais rápido do que homens e alguns homens nunca amadurecem.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Depois disso eu nunca comprei outro presente para ela.	E desde então eu nunca comprei outro presente para ela.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Você pode frequentar sua aula com ela, se quiser.	E se você realmente quiser, você pode frequentar suas aulas com ela.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Isso acontecerá quando você optar por ser rico e poderoso.	você não vai até você escolher para ser rico e poderoso.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Por favor, não implore por amor, dinheiro ou respeito.	Não implore por amor não implore por dinheiro e não implore por respeito.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Você definitivamente saberá quando você está apaixonado.	Mas você vai definitivamente saber quando você está apaixonado!	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Não baseie seu relacionamento em dinheiro ou itens materiais.	APENAS NÃO BASEIE SEU RELACIONAMENTO EM DINHEIRO OU COISAS MATERIAIS.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	E se alguém fizesse esta pergunta: “Como posso fazer com que meu namorado me note?”	Se alguém perguntou isso:Como posso fazer com que meu namorado me note?	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Não consigo entrar na sala de bate-papo.	Não consigo iniciar sessão na sala de chat	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Se você mora com um amigo, eu chamo esse amigo com direitos.	Você mora com um amigo, e eu chamo esse amigo com direitos.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	É difícil dizer a partir desta pergunta, mas parece que você está tentando mudar a si mesmo, e isso é uma má idéia.	que tentar mudar a si mesmo... a menos que você esteja realmente estragado tudo... mas a questão não nos dá muito para continuar	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Eu não sei o que ele está pensando, às vezes nós apenas sentamos e assistem.	Eu não posso ler a mente dele, mas às vezes gostamos de assistir.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Vá para a França e veja por si mesmo.	Vá para a França e ouça por si mesmo.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Ela sabia que eu estava namorando alguém que era casado.	Ela sabia que minha ex era casada.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Você não deve deixar o que as outras pessoas dizem incomodar você.	Não ligue para o que as pessoas dizem.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Desejo-lhe boa sorte, não importa o curso que você tomar.	boa sorte o que você faz.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	A ressalva é que você e eu não somos casados, e isso é aceitável para mim.	Desde que sua não é minha esposa... está tudo bem comigo... lol...	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Eu recomendo que os alunos do ensino médio não namorar ninguém que ainda está no ensino médio.	porque você ainda está no ensino médio eu não sugiro namoro alguém no ensino médio.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Se essa tática não for bem sucedida com uma pessoa, então continue tentando com os outros.	Se isso não funcionar, tente outra pessoa.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Você pode querer informar este homem que se ele fizer mais um telefonema para você, isso resultará na perda de seu emprego.	Diga a ele que você está sendo demitido se ele ligar mais uma vez	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Depois disso, um cavalheiro se envolveu que mudou tudo!	então um cara foi invocado e mudou tudo!	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Estou disposto a fazê-lo, enquanto vocês quatro estiverem também!	Há apenas um de mim, mas estou disposto se vocês 4 forem!	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Ao contrário do que os outros dizem, eles não nascem dessa maneira.	Primeiro, eles não nascem dessa maneira, não importa o que alguém tente dizer.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Eu acho que você deveria tentar um tipo diferente de mulher.	Tente um tipo diferente de garota.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Ela e tendem a cruzar caminhos de vez em quando.	Esta rapariga e eu cruzamos algumas linhas aqui e ali.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Você deveria dizer que sim, se você o ama.	Se você realmente o ama, então sim.	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Seria sábio separar-se dele o mais rápido possível.	despejá-lo o mais rápido possível é a única coisa que você pode fazer não ser estúpido e mantê-lo	formality	en	pt
I suffer through verbal abuse from my wife.	Hmmm, I'm a guy suffering from verbal abuse from my wife.	Aprendi a me amar, o que é algo que eu era incapaz de fazer no passado.	Aprendi a me amar algo que nunca tinha feito antes.	formality	en	pt
