positive	negative	style_type	language
In vielen Familien ist es zudem ökonomisch kaum möglich, dass sich ein Elternteil ganz der Haus- und Familienarbeit widmet – für eine zunehmende Zahl von Haushalten reicht Anfang des 21. Jahrhunderts ein Erwerbseinkommen allein nicht mehr zum Unterhalt einer Familie aus.	Oft können es sich Familien finanziell kaum leisten, dass ein Elterteil nicht arbeiten geht. Seit dem 21. Jahrhundert reicht das Gehalt einer Person für eine Familie häufig nicht aus.	simplicity	German
Wortprägungen wie „weibliche Doppelverdiener“[5] wie auch der damals negativ konnotierte Begriff „Schlüsselkind“ wiesen zu dieser Zeit in Westdeutschland auf ungern gesehene Abweichungen vom Frauen- und Familienleitbild.	"Abweichungen vom Frauen- und Familienbild wurden damals in der Bundesrepublik mit negativ klingenden Begriffen wie ""weibliche Doppelverdiener"" oder ""Schlüsselkind"" kritisiert."	simplicity	German
Spannungen innerhalb der Decke führten zu einer Synklinale, einer konkav – also nach innen – gewölbten Struktur, durch die Gesteinsschichten im Osten und Westen des Parks höher liegen als im Zentrum.	Spannungen innerhalb der Decke führten zu einer konkaven - also nach innen - gewölbten Struktur. Aufgrund dieser Struktur (auch Synklinale genannt) liegen die Gesteinsschichten im Osten und Westen des Parks höher als im Zentrum. 	simplicity	German
Zwar erreichte Großbritannien nach Kriegsende 1918 durch die Übernahme deutscher Kolonien seine größte Ausdehnung, doch leiteten finanzielle Probleme und zunehmende Autonomiebestrebungen das Ende seiner globalen Bedeutung ein.	Nach Kriegsende 1918 war Großbrittanien durch die Übernahme von deutschen Kolonien am größten. Aber Geld-Probleme und Forderungen nach Unabhängigkeit führten bald zum Ende der weltweiten Bedeutung.	simplicity	German
Einer 2005 erschienenen Studie der Stanford University zufolge, die einen vorindustriellen pH-Wert des oberflächennahen Meerwassers von durchschnittlich 8,25 annimmt, verringerte sich der pH-Wert durch die Aufnahme von Kohlenstoffdioxid auf den damaligen Wert von durchschnittlich 8,14.	Laut einer Studie der Stanford University von 2005 verringert sich der pH-Wert durch die Aufnahme von Kohlenstoffdioxid auf durchschnittlich 8,14. Die Studie nahm an, dass der pH-Wert des oberflächlichen Meerwassers vor der Industrialisierung 8,25 war.	simplicity	German
Kohl war es, der Mitte 1988 Jacques Delors für die Projektleitung vorgeschlagen hatte; dieser wiederum hatte die Mitwirkung der Chefs der europäischen Zentralbanken an der Entwicklung entsprechender Pläne durchgesetzt, um den geballten Sachverstand der je obersten Währungshüter gegen zu erwartende Widerstände einzelner Regierungen ins Feld führen zu können.	Im Jahr 1988 schlug der deutsche Bundeskanzler Helmut Kohl den Franzosen Jaques Delors für die Projektleitung vor. Delors erreichte, dass sich die Chefs der europäischen Zentralbanken an der Planung beteiligten. Weil er mit dem Widerstand einzelner Regierungen gegen die geplante Union rechnete, wollte er die Unterstützung wichtiger Finanzexperten haben.	simplicity	German
Dabei ritt er in der Schlacht von Omdurman eine der letzten großen Kavallerieattacken der britischen Militärgeschichte mit.	Er ritt in der Schlacht von Omdurman mit. Das war einer der letzten großen Angriffe von Soldaten auf Pferden in der britischen Militärgeschichte.	simplicity	German
Diese finden sich beispielsweise in Grabenbrüchen (in Deutschland der Oberrheingraben) oder in tiefen Sedimentbecken.	Duckgradienten wachsen in Grabenbrüchen. Das sind Spalten oder Risse in der Erdoberfläche. Auch wachsen Duckgradienten in tiefen sandähnlichen Regionen. In Deutschland wachsen Duckgradienten zum Beispiel im Oberrheingraben. 	simplicity	German
Werden keine Maßnahmen zur Bekämpfung des Klimawandels getroffen, sind weltweit 16 % aller Arten vom Aussterben bedroht, wie eine 2015 in Science erschienene Übersichtsarbeit ergab.	Ohne  Maßnahmen zur Bekämpfung des Klimawandels sind weltweit 16 % aller Arten vom Aussterben bedroht. Dies ergab eine 2015 in Science erschienene Übersichtsarbeit. 	simplicity	German
Dezember 2009 besitzt das Europäische Parlament im Bereich der Gemeinsamen Handelspolitik das Recht, Abänderungsvorschläge zu Gesetzesentwürfen einzubringen sowie auf Ablehnung des jeweiligen Rechtsaktes.	Seit dem 1.Dezember 2009 besitzt das Europäische Parlament in der gemeinsamen Handels-Politik das Recht, Vorschläge zur Änderung von Gesetzesentwürfen einzubringen. Außerdem kann das Parlament den jeweiligen Rechtsakt ablehnen.	simplicity	German
Dabei können die Ergebnisse addiert werden (eine Waffe in einem Rollenspiel richtet soviel Schaden an, wie zwei Würfel zusammen anzeigen) oder als Ensemble betrachtet werden (bei vielen Brettspielen folgen besondere Aktionen, wenn mehrere Würfel die gleiche Zahl zeigen, bei einem sogenannten Pasch).	Dabei können Ergebnisse addiert oder zusammengehörendend betrachtet werden. Eine Waffe richtet dabei in einem Rollenspiel soviel Schaden an, wie zwei Würfel zusammen anzeigen. Wenn mehrere Würfel die gleiche Zahl anzeigen (sogenannter Pasch) folgen bei vielen Brettspielen besondere Aktionen. 	simplicity	German
Generell gilt Fahrradfahren als sehr gesund (Herz- und Kreislauftraining)[3] und gelenkschonend.	Fahrradfahren gilt als sehr Gesund für das Herz und den Kreislauf. Außerdem schont es die Gelenke.	simplicity	German
Würden die Meere kein Kohlendioxid lösen, läge die atmosphärische Konzentration von Kohlenstoffdioxid einer Untersuchung aus dem Jahre 2004 zufolge um 55 ppm höher, zum damaligen Zeitpunkt also statt bei 380 ppm bei wenigstens 435 ppm.	Wenn die Meere kein Kohlendioxid aufnehmen würden, läge die Konzentration von Kohlenstoffdioxid in der Atmosphäre deutlich höher. Eine Untersuchungs aus dem Jahr 2004 zeigte, dass sie dann statt bei 380 ppm bei 435 ppm läge. 	simplicity	German
Gleichfalls problematisch wird ein falscher Beckenwinkel auf dem Sattel für den gesamten Beckenbereich, da dieser Bereich stark mit Blut- und Nervenbahnen durchzogen ist, die auf der Innenseite der Oberschenkel liegen und die die unteren Gliedmaße zu versorgen haben.	Genauso problematisch ist ein falscher Winkel von dem Becken auf dem Sattel für den gesamten Beckenbereich.  Dieser Bereich ist stark mit Blut- und Nervenbahnen durchzogen. Diese liegen auf der Innenseite der Oberschenkel und versorgen die unteren Gliedmaßen.	simplicity	German
Im Juli 1889 kam Berliner aufgrund materialkundlicher Versuche zu dem Schluss, dass vulkanisiertes Hartgummi als Pressmaterial die günstigsten Eigenschaften aufweise, und erachtete seine Erfindung für ausgereift genug, um den Beginn der Serienproduktion einzuleiten.	Im Juli 1889 kam Berliner durch Versuche mit unterschiedlichem Material zu dem Schluss, dass vulkanisiertes Hartgummi als Material zum Pressen am besten geeignet war. Er fand seine Erfindung gut genug um mit der Serien-Produktion zu beginnen.	simplicity	German
Um Durchschnittswerte für Meereswasser angeben zu können, müssen darüber hinaus Modelle angewendet werden, um ein chemisches Gleichgewicht des Ozeans zu simulieren.	Es müssen Modelle angewendet werden, die ein chemisches Gleichgewicht des Ozeans simulieren. Damit können dann Durchschnittswerte für Meerwasser angegeben werden. 	simplicity	German
Neben dem ordentlichen Gesetzgebungsverfahren gibt es noch andere Formen der Rechtsetzung in der EU, bei denen das Parlament weniger Mitspracherechte besitzt.	Auch bei anderen Arten der Gesetzgebung hat das Parlament weniger Mitspracherechte. 	simplicity	German
Eine Balance zwischen verschiedenen Lebensbereichen zu ermöglichen, gilt als eine wichtige gesellschaftspolitische Herausforderung, als ein betrieblich relevantes Thema bezüglich Wirtschaftlichkeit und Organisationskultur sowie als ein sozial, kulturell und pädagogisch bedeutsames Thema bezüglich der Gestaltung von Familienkultur.	Eine Balance zwischen verschiedenen Lebensbereichen zu ermöglichen gilt als eine wichtige gesellschaftspolitische Herausforderung. Diese Balance ist wichtig für Wirtschaftlichkeit und Organisationskultur. Aber auch für die Gestaltung der Familienkultur ist sie ein sozial, kulturell und pädagogisch bedeutsames Thema. 	simplicity	German
So schildert der achte Gesang beispielsweise, wie im Hause des Phaiakenkönigs Alkinoos Odysseus von den Haussklaven ein Bad zubereitet wird, bevor er sich an der Tafel seines Gastgebers niederlässt.	So schildert der achte Besang beispielsweise folgende Szene:  Im Hause des Phaiakenkönigs Alkinoos wird für Odysseus ein Bad zubereitet. Danach lässt er sich an der Tafel seines Gastgebers nieder. 	simplicity	German
Am 20. September 1944 begann King sein Studium am Morehouse College, der einzigen Hochschule für Schwarze im Süden; es nahm ihn trotz seines Alters von noch nicht 16 Jahren als Ausnahme auf.	Am 20. September 1944 begann King sein Studium am Morehouse College. Das war die einzige Hochschule im Süden, die auch Schwarze aufnahm. Obwohl King noch nicht mal 16 Jahre alt war, wurde er hier aufgenommen. 	simplicity	German
Der Bauplan ist genau dann ideal, wenn die Ruhepositionen des Würfels aufgrund seiner Symmetrie erst durch eine Beschriftung unterscheidbar werden.	Ein Würfel ist dann gut, wenn er von allen Seiten gleich aussieht. Nur die Beschriftung soll sich unterscheiden.	simplicity	German
Sie kann sowohl direkt genutzt werden, etwa zum Heizen und Kühlen im Wärmemarkt (Wärmepumpenheizung), als auch zur Erzeugung von elektrischem Strom oder in einer Kraft-Wärme-Kopplung.	Die Wärme kann direkt genutzt werden. Zum Beispiel zum Heizen oder Kühlen (mit Wärmepumpheizungen). Sie kann auch genutzt werden um Strom zu erzeugen.	simplicity	German
