positive	negative	style_type	language
В июне 1880 года губернатор штата Канзас провозгласил Канзас-Сити городом второго класса в присутствии мэра Сэмюэля МакКоннелла.	В июне 1880 года губернатор Канзаса сделал Канзас-Сити городом второго класса с присутствием мэра Сэмюэля МакКоннелла.	simplicity	ru
Энн Норин Уиддекомб (родилась 4 октября 1947 года) - бывший политик Британской консервативной партии, писатель с 2000 года.	Энн Норин Виддекомб (родилась 4 октября 1947 года в Бате, Сомерсет, Англия) - бывший британский политик.	simplicity	ru
Солчери - это коммуна в департаменте Эна в Пикардии на севере Франции.	Он находится в регионе Пикардия в департаменте Эна на севере Франции.	simplicity	ru
52-й парламент (1997) 53-й парламент (2001) 54-й парламент (2005) 55-й парламент (2009/10) Это список членов парламента (депутатов), избранных в Палату общин пятьдесят четвертого парламента Соединенного Королевства на всеобщие выборы 2005 г., состоявшиеся 5 мая 2005 г.	Это список членов парламента (депутатов), избранных в Палату общин пятьдесят четвертого парламента Соединенного Королевства на всеобщих выборах 2005 г., состоявшихся 5 мая 2005 г.	simplicity	ru
2003 Верховный суд США постановил в деле Лоуренс против Техаса, что законы о гомосексуализме по признаку пола являются неконституционными.	2003 - Верховный суд США постановил, что законы о содомии неконституционны в деле Лоуренс против Техаса.	simplicity	ru
После смерти Роберта Саути в 1843 году Вордсворт стал поэтом-лауреатом.	Вордсворт был английским поэтом-лауреатом с 1843 года до своей смерти в 1850 году.	simplicity	ru
В их материале присутствуют элементы power metal и symphonic metal.	В их материале присутствуют элементы симфоник-метала, прогрессив-метала и NWOBHM.	simplicity	ru
Позже этим утром Лаура превратилась в посттропический циклон, и были опубликованы окончательные рекомендации Национального центра ураганов.	Позже этим утром Лаура превратилась в посттропический циклон, и Национальный центр ураганов опубликовал свои последние рекомендации по урагану.	simplicity	ru
В их число входят 298 Баптистина, 422 Беролина, 2093 Геническ, 2259 Софиевка (самая большая, диаметром 21 км), 2952 Лилипутия, 3533 Тойота, 3850 Пельтье, 3875 Штале, 4278 Харви, 4396 Грессманн и 4750 Мукаи.	В их число входят 298 Баптистина, 422 Беролина, 2093 Геническ, 2259 Софиевка (самая большая, диаметром 21 км), 2952 Лилипутия, 3533 Тойота, 3850 Пельтье, 3875 Штаэле, 4278 Харви, 4396 Грессманн и 4750 Мукаи.	simplicity	ru
Конвекция усилилась, и 22 сентября образовалась широкая область низкого давления, поскольку конвекция двигалась на северо-запад в сторону полуострова Юкатон.	Конвекция усилилась, и 22 сентября образовалась обширная область низкого давления, когда конвекция двинулась на северо-запад в сторону полуострова Юкатан.	simplicity	ru
Brixton Riots, 1981 (MPS), по состоянию на 6 марта 2009 г. В период с 3 по 11 июля того же года в Хэндсворте, Саутхолле, Токстете и Мосс Сайд было больше беспорядков, подпитываемых расовой и социальной рознью.	С 3 по 11 июля того же года в Англии было больше беспорядков. Хандсворт, Саутхолл, Токстет и Мосс-Сайд.	simplicity	ru
Дудамель изображен в документальном фильме Tocar y Luchar, рассказывающем об El Sistema.	О Дудамеле и Эль Системе снят документальный фильм «Токар и лучар».	simplicity	ru
Сеть получила свое название от жаргонного термина «голова» или, в более широком смысле, «мозг», что отражает ее первоначальную цель как образовательного канала.	Сеть получила свое название от сленгового термина «мозг» (см. Noggin), что отражает ее первоначальную цель как образовательный канал.	simplicity	ru
Спичку зажигали, окунув ее кончик в маленькую асбестовую бутылку, наполненную серной кислотой.	Их зажигали, погружая кончик спички в маленькую асбестовую бутылку, наполненную серной кислотой.	simplicity	ru
Люгон-э-л'Иль-дю-Карне - это коммуна в департаменте Жиронда в Аквитании на юго-западе Франции.	Он находится в регионе Аквитания в департаменте Жиронда на юго-западе Франции.	simplicity	ru
Как в японском выпуске Star Fox 64, так и в Super Smash Bros. голоса Fox озвучивал Синобу Сатоучи (говорящий на английском с японским акцентом в английской версии).	Как в японской версии Star Fox 64, так и в Super Smash Bros., голоса Fox озвучивал Синобу Сатоучи.	simplicity	ru
В течение этого периода около 13 миллиардов долларов США в виде экономической и технической помощи было предоставлено для восстановления европейских стран, которые присоединились к Организации европейского экономического сотрудничества.	В течение этого периода около 13 миллиардов долларов США в виде экономической и технической помощи было предоставлено для восстановления европейских стран, которые присоединились к Организации европейского экономического сотрудничества.	simplicity	ru
Макроэволюция - это эволюция в масштабе разделенных генофондов.	Некоторые биологи используют этот термин для обозначения эволюции в уже разделенных генофондах.	simplicity	ru
 Генералы их берут.	 Генералы их берут.	simplicity	ru
Японский адмирал Чуичи Нагумо приказывает нанести удар по острову Мидуэй большей части японского императорского флота.	1942 - Начало Второй мировой войны: Битва за Мидуэй.	simplicity	ru
В 1930-е годы Б.В. 	В 1930-е годы Б.В. 	simplicity	ru
Ассесс - бельгийский муниципалитет, расположенный в валлонской провинции Намюр.	Ассесс - это муниципалитет, расположенный в бельгийской провинции Намюр.	simplicity	ru
Англо-голландские войска захватили Гибралтар в 1704 году во время войны за испанское наследство.	Гибралтар принадлежал Испании между 1501 и 1704 годами и был захвачен группой голландских и британских морских пехотинцев во время войны за испанское наследство (1704).	simplicity	ru
Шипохвост с проволочным гребнем (Discosura popelairii) - колибри, обитающая в Колумбии, Эквадоре и Перу.	Шипохвост с проволочным гребнем (Discosura popelairii) - разновидность колибри.	simplicity	ru
Коалиционное правительство в парламентской системе - это правительство, состоящее из коалиции партий.	Коалиционное правительство в парламентской системе - это правительство, состоящее из коалиции партий.	simplicity	ru
Горы Циньлин - крупный горный хребет с востока на запад в южной провинции Шэньси, Китай.	Горы Циньлин (традиционный китайский: ç å, упрощенный китайский: ç å) - крупный горный массив. Большинство из них находится в восточной провинции Шэньси в Китае.	simplicity	ru
Города-побратимы и города-побратимы - это два из многих терминов, используемых для описания соглашений о сотрудничестве между городами, городами и даже округами в географически и политически различных областях для развития культурных и коммерческих связей.	Первым городом в Северной Америке, установившим отношения между городами-побратимами, был Толедо, штат Огайо, США, и Толедо, Испания, в 1931 году.	simplicity	ru
См. Также Морской музей. Внешние ссылки Musée maritime fluvial et portuaire de Rouen Официальный сайт.	Другие сайты Musée Maritime, Fluvial et Portuaire de Rouen Официальный сайт.	simplicity	ru
Эта идея в разной степени распространяется и на философию, так что, согласно этой точке зрения, наука и философия образуют континуум.	Согласно этой точке зрения, наука и философия образуют континуум.	simplicity	ru
Султан Мухаммед Шах, Ага Хан III, GCSI, GCMG, GCIE, GCVO, PC (2 ноября 1877 - 11 июля 1957) был 48-м имамом мусульман-шиитов-исмаилитов.	Ага Хан III, GCSI, GCMG, GCIE, GCVO, PC (2 ноября 1877 - 11 июля 1957) был 48-м имамом мусульман-шиитов-исмаилитов.	simplicity	ru
Speed - женская вокально-танцевальная группа из Окинавы, в которую входят Хироко Шимабукуро, Эрико Имаи, Такако Уэхара и Хитоэ Аракаки.	Участники - Хироко Симабукуро, Эрико Имаи, Такако Уэхара и Хитоэ Аракаки.	simplicity	ru
В настоящее время она заведует лабораторией астрономии эфемерид этого института.	Она известна своей работой с эфемеридами и в настоящее время возглавляет Лабораторию эфемеридной астрономии в Институте прикладной астрономии.	simplicity	ru
Клетка крови (также называемая тельцем крови) - это любая клетка любого типа, обычно обнаруживаемая в крови.	Клетка крови - это любая клетка любого типа, обнаруженная в крови.	simplicity	ru
Третий трек из мини-альбома был исполнен участниками 3 Girls 'Generation и называется Oppa Nappa (буквально Плохой Брат.	Сингл с мини-альбома - «Оппа Наппа» (буквально «Плохой брат», хотя в контексте он относится к старшему другу-мужчине).	simplicity	ru
В 1967 году его бывшая подруга Нина Голдблатт, танцовщица в комедийном шоу The Smothers Brothers Comedy Hour, помогла Мартину получить работу сценариста в шоу, представив его работу главному сценаристу Мэйсону Уильямсу.	Она помогла Мартину получить работу сценариста в шоу, отправив его работу главному сценаристу Мэйсону Уильямсу.	simplicity	ru
Ветер силой до, который менял направление три раза в течение дня, создавал условия, которые местный диспетчер CFA описал как худшие, которые он когда-либо видел.	Ветер дул до, трижды в течение дня менял направление и создавал условия, описанные пожарным CFA как худшие, которые он когда-либо видел.	simplicity	ru
Иссей Морган Накадзима-Фарран (японец) (родился 16 мая 1984 года в Калгари, Альберта) - канадский футболист, который в настоящее время играет за датский клуб 1-го дивизиона AC Horsens.	Иссей Накадзима-Фарран (родился 16 мая 1984 г.) - канадский футболист.	simplicity	ru
Написанный в жанре психологического детектива, роман отражает жизнь современной писателю России. 	Книга написана в жанре психологического детектива, отражает жизнь современной писателю России. 	simplicity	ru
Однако разлучение близнецов стало серьезным только в новом спин-оффе.	Они близнецы .	simplicity	ru
Аналогия с евангельской легендой о страдании и жертве была очень распространена в те годы в среде революционной интеллигенции. 	Аналогия с евангельской легендой о страдании и жертве была очень распространена в те годы в среде революционной интеллигенции. 	simplicity	ru
Поганка с черной шеей, Podiceps nigricollis, известная в Северной Америке как ушастая поганка, является членом семейства поганых водоплавающих птиц.	Поганка с черной шеей, Podiceps nigricollis, известная в Северной Америке как ушастая поганка, является членом семейства поганок (биология) водоплавающих птиц.	simplicity	ru
Меркель - первая женщина, первый восточногерманский и первый ученый, занявший пост канцлера, а также самый молодой послевоенный канцлер Германии.	Ангела Меркель - первая женщина, первая восточногерманская и первый ученый, ставший канцлером, а также самый молодой канцлер Германии за всю историю.	simplicity	ru
С тех пор последовало несколько альбомов, синглов и видео (на VHS и DVD).	С тех пор последовало несколько альбомов, синглов и видео.	simplicity	ru
Он получил Нобелевскую премию мира 1952 года за свою философию «Благоговение перед жизнью», Нобелевскую премию мира 1952 года - презентационную речь, выраженную разными способами, но наиболее известным из них является создание и поддержка больницы Альберта Швейцера в Ламбарене, теперь в Габоне. Западная Центральная Африка (тогда Французская Экваториальная Африка).	В 1893 году Швейцер получил степень бакалавра.	simplicity	ru
Хотя сингл имел успех, ему не удалось получить Серебряный или более высокий сертификат продаж в Великобритании - в отличие от предыдущих 11 синглов British Oasis.	Он стал вторым синглом с альбома Standing on the Shoulder of Giants.	simplicity	ru
Зимой, когда Северный полюс отклоняется в противоположную от Солнца сторону, ситуация изменяется на обратную, и средняя температура становится ниже.	Зимой Северный полюс отворачивается от Солнца и становится холоднее.	simplicity	ru
Однако у Мамбла есть талант, которого никто из других пингвинов раньше не видел: чечетка.	Однако у него есть талант к чечетке.	simplicity	ru
В нижней части ловушки расположены железы, которые поглощают питательные вещества от пойманной добычи.	В нижней части ловушки находятся железы, которые принимают питательные вещества от пойманных насекомых.	simplicity	ru
Франсиско Хосе Карраско Идальго (родился 6 марта 1959 года) - испанский футболист на пенсии, который играл вингером, а в настоящее время является тренером.	Франсиско Хосе Карраско (родился 6 марта 1959 года) - бывший испанский футболист.	simplicity	ru
В связи с отсутствием в регионе расчёта нерегистрируемой части туристического потока количественная оценка внутреннего и въездного туризма представляется сильно заниженной.	 Оценка внутреннего и въездного туризма представляется сильно заниженной из-за части туристов.	simplicity	ru
Они могут содержать специализированные коллекции растений, такие как кактусы и суккуленты, сады с травами, растения из определенных частей мира и т. Д.; могут быть теплицы, опять же со специальными коллекциями, такими как тропические растения, альпийские растения или другие экзотические растения.	Они могут содержать коллекции особых видов растений, таких как кактусы, сады с травами, растения определенных частей света. Некоторые из этих коллекций необходимо хранить в теплицах, например, тропические растения, альпийские растения или другие экзотические растения.	simplicity	ru
Биография Образование и начальные исследования 1964 г. Средняя школа Ньютона, Ньютон, Нью-Джерси Автобиография Джона К. Мезера, Нобелевская премия.	Образование и ранняя работа 1964 г. Средняя школа Ньютона, Ньютон, Нью-Джерси 1968 г. Бакалавр наук.	simplicity	ru
Скорость плавания офтальмозавра оценивается в 2,5 м / с или более, но даже при консервативной скорости 1 м / с офтальмозавр сможет нырнуть на 600 метров и вернуться на поверхность в течение 20 минут.	Скорость плавания офтальмозавра оценивается в 2,5 метра в секунду или больше. Даже если принять консервативную скорость в 1 м / с, офтальмозавр сможет нырнуть на 600 метров и вернуться на поверхность в течение 20 минут.	simplicity	ru
Сальседо - столица провинции Херманас Мирабаль в Доминиканской Республике.	Доминиканский город Сальседо - главный муниципалитет провинции Херманас-Мирабаль в центральной части страны.	simplicity	ru
Правительство одобрило строительство Island Line в декабре 1980 года.	Государственное разрешение на строительство было получено в декабре 1980 года.	simplicity	ru
Хотя кристаллический полупроводниковый диод был популярен до термоэмиссионного диода, термоэлектронные и твердотельные диоды разрабатывались параллельно.	Диод - это электронный компонент с двумя электродами, между которыми может проходить сигнал (но термоэлектронные диоды могут иметь еще один или два электрода).	simplicity	ru
В странах Северной Европы, Германии и Нидерландах леденцы можно сдобрить салмиаком.	В Европе, особенно в скандинавских странах, Германии и Нидерландах, также доступны леденцы со вкусом соленой лакрицы или салмиака, но они практически неизвестны в других частях мира.	simplicity	ru
Ральф Уолдо Эмерсон (25 мая 1803 - 27 апреля 1882) был американским лектором, философом, эссеистом и поэтом, которого больше всего помнят за то, что он руководил трансценденталистским движением в середине XIX века.	Ральф Уолдо Эмерсон (25 мая 1803 - 27 апреля 1882) был американским писателем, поэтом и философом.	simplicity	ru
Субкультуры записывались другими в течение длительного времени, документировались, анализировались, классифицировались, рационализировались, отслеживались, изучались.	Субкультуры уже давно задокументированы другими.	simplicity	ru
Chase Field (ранее Bank One Ballpark) - это бейсбольный стадион, расположенный в центре города Феникс, штат Аризона, и является домом для команды Arizona Diamondbacks из Высшей бейсбольной лиги.	Чейз Филд - домашний бейсбольный парк команды Аризона Даймондбэкс. Он расположен в центре города Феникс, штат Аризона.	simplicity	ru
Название «пустынная кошка» зарезервировано для Felis silvestris lybica, африканской дикой кошки, но может быть подходящим для этого вида.	Название «пустынная кошка» зарезервировано для подвида настоящей дикой кошки, но оно было бы подходящим для этого вида.	simplicity	ru
Определение Узкое определение включает собственно монголов, которых можно условно разделить на восточных и западных монголов.	Жесткое определение включает собственно монголов (самоназвание монгол), которых можно разделить на восточных и западных монголов.	simplicity	ru
В роду большинства больных не отмечается предрасположенности к заболеванию, однако гены могут отчасти обуславливать риск.	У Большинство больных не отмечена предрасположенность к заболеванию, однако их гены подвержены риску.	simplicity	ru
Али-Баба (арабский: Ø Ù Ù Ø Ø Ø Ø Ê Ali BÄ ba) - вымышленный персонаж средневековой арабской литературы. Он описан в приключенческой сказке «Али-Баба и сорок разбойников».	Али-Баба (арабский: Ø Ù Ù Ø Ø Ø Ø Ê Ali BÄ ba) - вымышленный персонаж, который описан в приключенческой сказке Али-Баба и сорок разбойников.	simplicity	ru
Хронология вымышленной вселенной Metroid не соответствует порядку выпуска игр.	Самус убивает почти всех Метроидов, включая Королеву Метроидов, но находит маленького Метроида, который вылупился, когда Самус нашла его, и возвращает его в Галактическую Федерацию (как показано в Super Metroid).	simplicity	ru
Позже в том же году Балукас вместе со своей младшей сестрой Лорой появилась в популярном шоу CBS «У меня есть секрет».	Позже в том же году Балука и ее младшая сестра Лаура появились в очень популярном телешоу CBS под названием «У меня есть секрет».	simplicity	ru
Голосование проводится в несколько туров по форме исчерпывающего голосования: в первых двух турах любой может указать свое имя; но в последующих раундах человек, получивший наименьшее количество голосов, снимается с гонки до тех пор, пока один из кандидатов не получит абсолютное большинство.	Голосование проводится в несколько туров: в первых двух турах любой желающий может указать свое имя; но в последующих раундах человек, получивший наименьшее количество голосов, снимается с гонки до тех пор, пока один из кандидатов не получит абсолютное большинство.	simplicity	ru
Брюс Пол Эбботт (родился 28 июля 1954 года в Портленде, штат Орегон) - американский актер.	Брюс Эбботт (родился 28 июля 1954 года в Портленде, штат Орегон) - американский актер.	simplicity	ru
Гомер обнаруживает, что у Барта редкая группа крови Бернса, и убеждает своего сына пожертвовать немного крови, обещая, что они будут щедро вознаграждены.	Гомер узнает, что у Барта редкая группа крови Бернса, и хочет, чтобы его сын пожертвовал немного крови, пообещав Барту, что они будут щедро вознаграждены.	simplicity	ru
Считается, что один вид, Rhamphosuchus crassidens из Индии, вырос до огромных 15 метров (~ 50 футов) или более.	Считается, что один вид, Rhamphosuchus crassidens из Индии, вырос до огромных 15 метров и более.	simplicity	ru
Pok mon Diamond Version и Pearl Version - это ролевые игры (РПГ), разработанные Game Freak и изданные Nintendo для Nintendo DS.	Pok mon Diamond и Pearl - это две ролевые игры (РПГ), разработанные Game Freak и изданные Nintendo для портативной консоли Nintendo DS.	simplicity	ru
Джонатан Питер «Джонни» Уилкинсон ОБЕ (родился 25 мая 1979 года в Фримли, Суррей) - английский игрок союза регби и член национальной сборной Англии.	Джонатан Питер Уилкинсон ОБЕ - игрок английского союза регби. Он родился 25 мая 1979 года в городе Фримли, графство Суррей.	simplicity	ru
Винченцо Яквинта, официальный кавалер OMRI (; родился 21 ноября 1979 года) - итальянский футболист, выигравший чемпионат мира, выступающий за клуб серии А. Ювентус.	Винченцо Яквинта (родился 21 ноября 1979 года) - итальянский футболист. Он играет за «Ювентус» и сборную Италии.	simplicity	ru
Во многих зарисовках Эрни и Берта Эрни хочет сыграть в игру с Бертом, который предпочел бы заняться чем-нибудь другим (например, прочитать). Эрни продолжает раздражать Берта игрой, пока Берт не присоединяется к игре - и обычно к тому времени, когда Берт начинает получать удовольствие от игры, Эрни устает играть в игру и хочет заняться чем-нибудь еще.	Берт - брат Эрни и сосед по комнате.	simplicity	ru
Гора Ринджани или Гунунг Ринджани - действующий вулкан в Индонезии на острове Ломбок.	Гора Ринджани или Гунунг Ринджани - действующий вулкан на острове Ломбок, Индонезия.	simplicity	ru
После того, как он вступил на престол в возрасте пяти лет, его двоюродный дед, Филипп II, герцог Орлеанский, служил регентом Королевства до совершеннолетия Людовика в 1723 году.	Филипп II, герцог Орлеанский, правил как регент, пока Людовик не достиг совершеннолетия в 1723 году.	simplicity	ru
Теория вероятностей, Британская энциклопедия. Центральными объектами теории вероятностей являются случайные величины, случайные процессы и события: математические абстракции недетерминированных событий или измеренных величин, которые могут быть либо единичными, либо эволюционировать во времени явно случайным образом.	Вероятность Центральными объектами теории вероятностей являются случайные величины, случайные процессы и события: математические абстракции недетерминированных событий или измеряемых величин, которые могут быть либо единичными, либо происходить во времени явно случайным образом.	simplicity	ru
Сайт был предоставлен колледжу, когда он был повторно включен Филиппом и Марией I в 1555 году, а нынешнее здание 17-го века было построено после Великого лондонского пожара в 1666 году.	Сайт был передан колледжу, когда он был перестроен Филиппом и Марией I в 1555 году, а нынешнее здание 17-го века было построено после Великого лондонского пожара в 1666 году.	simplicity	ru
Он убедительно выиграл турнир 1948 года со счетом 14/20, отрывом на три очка, став шестым чемпионом мира.	Он выиграл турнир убедительно, с результатом 14/20, отрывом на три очка, став шестым чемпионом мира.	simplicity	ru
Университет Аль-Азхар (произносится как «АЗ-хар»,;, «Благородный Азхар») в Египте, основанный в 975 году, является главным центром арабской литературы и изучения суннитского ислама в мире и мире. второй старейший из сохранившихся университетов, предоставляющих степень.	Университет Аль-Азхар (произносится как «АЗ-хар», «Благородный Азхар») в Египте, основанный в 975 году, является главным центром арабской литературы и суннитского исламского образования в мире и вторым в мире старейший из сохранившихся университетов, присуждающих ученые степени.	simplicity	ru
В провинции -LSB- -RSB- 36 общин (единственное число: община).	В провинции 36 комун (единственное число: комун).	simplicity	ru
Башня чучхе (официально Башня идей чучхе) - памятник в Пхеньяне, Северная Корея.	Название башни иногда переводят как Башня идей чучхе или Башня идеологии чучхе.	simplicity	ru
28 апреля DC-4, принадлежащий Центральному разведывательному управлению Соединенных Штатов, управляемому Civil Air Transport, увез Ри из Южной Кореи, когда протестующие собрались у Голубого дома.	28 апреля самолет DC-4, принадлежащий ЦРУ компании Civil Air Transport, вывез Ри из Южной Кореи.	simplicity	ru
"""Sheer Heart Attack"" был наполовину закончен во время одноименного альбома."	Чистый сердечный приступ	simplicity	ru
Павел Хорват (родился 22 апреля 1975 года в Праге) - чешский футболист, который в настоящее время играет за «Викторию Пльзе» на позиции полузащитника.	Выступал за сборную Чехии.	simplicity	ru
Шалон-ан-Шампань - город во Франции.	Шалон-ан-Шампань - регион на севере Франции.	simplicity	ru
Чтобы добиться попадания, отбивающий должен достичь первой базы, прежде чем любой полевой игрок сможет либо пометить его мячом, либо бросить другому игроку, защищающему базу, прежде чем отбивающий достигнет ее, либо пометить первую базу, неся мяч.	Если он добирается до базы до того, как его вызывают, он в безопасности, и следующий отбивающий выходит вперед и пытается отбить мяч у питчера. Старый бэттер, который находится на базе, становится бегуном.	simplicity	ru
