positive	negative	style_type	language
Mechanical properties of nanosystems are of interest in the nanomechanics research.	Mechanical properties of nanosystems are important for nanomechanics research.	simplicity	English
Hurricane Dog caused extensive damage to the Leeward Islands, and was considered the most severe hurricane on record in Antigua.	Hurricane Dog made a lot of damage to the Leeward Islands. It was the worst hurricane on record in Antigua.	simplicity	English
Empoli is on the main railway line from Florence to Pisa, and is the point of divergence of a line to Siena.	Empoli is on the main railway line from Florence to Pisa. It is the point of divergence of a line to Siena.	simplicity	English
Neodymium is a chemical element with the symbol Nd and atomic number 60.	"Neodymium is element ""Nd"" and atomic number 60."	simplicity	English
The Lonely Mountain Jar Inscription, the first published tengwar sample, dates to 1937 (The Hobbit, most editions).	The Lonely Mountain Jar Inscription dates to 1937. It was the first published tengwar sample.	simplicity	English
The partitions were carried out by Prussia, Russia and Habsburg Austria dividing up the Commonwealth lands among themselves.	The partitions were done by Prussia, Russia and Habsburg Austria. Prussia, Russia and Habsburg Austria divided Commonwealth lands between themselves.	simplicity	English
Free Lossless Audio Codec (FLAC) is a file format for lossless audio data compression.	Free Lossless Audio Codec (FLAC) is a file format.	simplicity	English
He was offered a Fulbright scholarship in 1965 to study in the United States.	He received a scholarship to study in the US, in 1965.	simplicity	English
This is a list of victims of Nazism who were noted for their achievements.	This list features Nazism victims with important achievements.	simplicity	English
The Twelve-wired Bird of Paradise, Seleucidis melanoleucus or Seleucidis melanoleuca, is a medium-sized, approximately 33cm-long, velvet black and yellow bird of paradise.	The Twelve-wired Bird of Paradise, Seleucidis melanoleucus or Seleucidis melanoleuca, is a velvet black and yellow bird of paradise. It is medium-sized and about 33 cm long.	simplicity	English
"The Vezina Trophy is awarded annually to the National Hockey League's goaltender who is ""adjudged to be the best at this position""."	The Vezina Trophy is awarded every year to the National Hockey League's goaltender.	simplicity	English
In May, Chun declared martial law and did away with all trappings of civilian government, becoming the de facto ruler of the country.	In May, Chun declared martial law. At this time he did away with civilian government. He became the supreme ruler of the country.	simplicity	English
With an area of 11,980 km ² and 1.3 million inhabitants, Upper Austria is the fourth-largest Austrian state by land area and third-largest by population.	Upper Austria is the fourth-largest Austrian state by land area. Its area is 11,980 km ². It has 1.3 million inhabitants. It is the third-largest by population.	simplicity	English
Punt Road underpasses directly under the station via a major interchange with Swan Street and Brunton Avenue.	Punt Road passes directly under the station at the crossing of Swan Street and Brunton Avenue.	simplicity	English
After being transferred to the Town of Blakeley in 1810, the County Seat was later moved to the City of Daphne in 1868.	The County Seat was transferred from the Town of Blakeley to the City of Daphne in 1868.	simplicity	English
This is probably one of the sources of Sarasvati / Benzaiten's close association with snakes and dragons in Japan.	This is may be a source of Benzaiten's association with snakes and dragons in Japan.	simplicity	English
When no one showed any interest, Cave took on the task by himself.	With no one interested, Cave took on the task himself.	simplicity	English
Her due release date, with remissions, is currently 12 April 2024.	April 12, 2024 is when she is due to be released.	simplicity	English
Spider Kiss (originally entitled Rockabilly) is a 1961 novel by author Harlan Ellison.	Spider Kiss (originally called Rockabilly) is a 1961 novel by Harlan Ellison.	simplicity	English
Secondly, it should be computationally infeasible to generate a valid signature for a party who does not possess the private key.	It also should be almost impossible to generate a working signature for anyone without the private key.	simplicity	English
Its elongation led to the suggestion that Eunomia may be a binary object.	Its elongation created the belief that Eunomia may be a binary object.	simplicity	English
In 1847 parts of Caldwell County, Iredell County, and Wilkes County were combined to form Alexander County.	In 1847, parts of Caldwell County, Iredell County, and Wilkes County were combined. This formed Alexander County.	simplicity	English
The drug also extends the time before a patient needs ventilation support.	The drug also extends the time before a patient needs breathing support.	simplicity	English
The show expanded from a half-hour in length to one hour starting on December 1, 1975.	The series changed from a half-hour long to an hour show on December 1, 1975.	simplicity	English
Oxnard is the largest city in Ventura County, California in terms of population.	Oxnard is the biggest city in the county of Ventura, California in terms of population.	simplicity	English
"Name In Chinese, the region is known as ""Inner Mongolia"", where the terms of ""Inner / Outer"" are derived from Manchu dorgi / tulergi."	"In Chinese, the region is called ""Inner Mongolia"". Here, the terms of ""Inner / Outer"" comes from the Manchu words dorgi / tulergi."	simplicity	English
The Hanseatic city of Greifswald is enclosed by the district, but does not belong to it.	The Hanseatic city of Greifswald is enclosed by the district. It does not belong to it.	simplicity	English
Mammals Only a few species of wild land mammals are found in the Faroe Islands today, all introduced by humans.	Only a few types of wild land mammals are in the Faroe Islands today, all put there by humans.	simplicity	English
In 1998, he performed opposite Uma Thurman in the off-Broadway production of Le Misanthrope.	In 1998, he performed with Uma Thurman in Le Misanthrope.	simplicity	English
Coat of arms The coat of arms of the municipality are taken from the Garbani, or Garban family for its French and Northern American branch, originating from the village and whose certain members illustrated themselves as magistrates and Swiss statesmen.	The coat of arms of the municipality are taken from the Garbani, or Garban family due to its French and Northern American branch.	simplicity	English
Mohallas Nuryali Chakargally Tipper Ban seergah sydan Salandi Choki Seergah Dana Choaha Planni Bagla Sorrah Schools Public school - government funded Government primary, middle and high school for girls Government primary, middle, high and higher secondary schools for boys.	Mohallas Nuryali Chakargally Tipper Ban seergah sydan Salandi Choki Seergah Dana Choaha Planni Bagla Sorrah Schools Public school-government funded primary, secondary and secondary school for girls Government primary, secondary and secondary schools for boys.	simplicity	English
Bagnotar is one of the 51 Union Councils of Abbottabad District in the North-West Frontier Province of Pakistan.	Bagnotar is one of the 51 Union Councils of Abbottabad District. It is located in the North-West Frontier Province of Pakistan.	simplicity	English
Unlike Henry III, Agnes proved incapable of influencing the election of the new popes, Stephen IX and Nicholas II.	Unlike Henry III, Agnes was not able to affect the election of popes Stephen IX and Nicholas II.	simplicity	English
Thus from White Oak, he went to Princeton, where he worked on his equilibrium theory.	Thus from White Oak, he went to Princeton. He worked on his equilibrium theory.	simplicity	English
Before 1858, the precursor units of the Indian Army were units controlled by the Company and were paid for by their profits.	Before 1858, the precursor units of the Indian Army were controlled by the Company. They were paid for by their profits.	simplicity	English
Lenzburg transformed into the economic centre of the region in the 19th century.	In the 19th century, Lenzburg became the economic center of the region.	simplicity	English
Many students choose a faculty committee whose members represent their own interdisciplinary interests.	Many students choose a faculty committee. The members often represent their own interdisciplinary interests.	simplicity	English
Recovery Russia bounced back from the August 1998 financial crash with surprising speed.	Russia came back from the 1998 financial crash quickly.	simplicity	English
Kingda Ka is a roller coaster located at Six Flags Great Adventure in Jackson Township, New Jersey, USA.	One of the roller coasters at Six Flags Great Adventure in New Jersey is named Kingda Ka.	simplicity	English
This is also the origin of the terms ante meridiem and post meridiem as noted below.	"This is the origin of the terms ""ante meridiem"" and ""post meridiem""."	simplicity	English
He was nominated a Cardinal Priest, of the title of Santa Maria Nuova, on 18 February 1946.	He was nominated to be a Cardinal Priest on February 18, 1946.	simplicity	English
He stayed there until the outbreak of the Franco-Prussian war in 1870, when he became an army chef.	He stayed there until the start of the Franco-Prussian war in 1870. Then, he became an army chef.	simplicity	English
The Erotian surface gravity varies greatly, since Eros is not a sphere but an elongated peanut-shaped (or potato- or shoe-shaped) object.	Eros isn't a sphere but an elongated peanut-shaped (or potato or shoe-shaped) object, so the surface gravity varies greatly.	simplicity	English
Mergers and outreach, 1921 In 1921 the Philharmonic merged with New York's National Symphony Orchestra (no relation to the present Washington, D. C. ensemble).	Mergers and outreach, 1921: In 1921 the Philharmonic merged with New York's National Symphony Orchestra. (Different from today's Washington, D. C. ensemble.)	simplicity	English
Its inaugural concert took place in Tel Aviv on December 26, 1936, and was conducted by Arturo Toscanini.	Its inaugural concert, conducted by Arturo Toscanini, took place in Tel Aviv on December 26, 1936.	simplicity	English
Carpets, rugs, velvet, velour, and velveteen, are made by interlacing a secondary yarn through woven cloth, creating a nap or pile.	Carpets, rugs, velvet, velour, and velveteen are made by stringing a yarn through a woven cloth to create a nap or pile.	simplicity	English
Leading figures included Otto Ernst Remer, a former Major General, and Fritz Dorls.	The leading figures included Otto Ernst Remer, former Major-General, and Fritz Dorls.	simplicity	English
Command Module Pilot Stuart Roosa took several hundred seeds on the mission, many of which were germinated on return resulting in the so called Moon trees.	The Pilot Stuart Roosa took several hundred seeds on the mission which many germinated resulting in the so called Moon trees.	simplicity	English
She first rose to prominence as an academic, barrister, campaigner and member of the Irish senate (1969 – 1989).	She first became known as an academic, barrister, campaigner and member of the Irish senate (1969 – 1989).	simplicity	English
Ornithologist Richard Zann perished in the Kinglake fire, together with his wife Eileen and daughter Eva.	Bird expert Richard Zann suffered in the Kinglake fire with his wife Eileen and daughter Eva.	simplicity	English
It is produced by Antix Productions, led by Yvette Fielding and her husband, Karl Beattie.	Yvette Fielding and her husband, Karl Beattie headed Antix Productions. They produced it.	simplicity	English
In 1824, Van Diemen's Land became a colony in its own right.	Van Diemen's Land became a colony in 1824.	simplicity	English
In the 11th and 12th century Soest grew considerably, making it one of the biggest towns in Westphalia with some 10,000 citizens.	In the 11th and 12th century Soest grew very much. It became one of the biggest towns in Westphalia with about 10,000 citizens.	simplicity	English
Their name derives from the name of the mountainous region in the north of Algeria, which they traditionally inhabit.	Their name comes from the mountainous region in north Algeria, which they traditionally inhabit.	simplicity	English
After the abolition of slavery in 1835, many Indian and Chinese workers were brought to work the land, and cultivate sugar cane, at that time used to produce rum.	After the abolition of slavery, many Indian and Chinese workers cultivated sugar cane used to produce rum.	simplicity	English
He stayed there until the outbreak of the Franco-Prussian war in 1870, when he became an army chef.	He stayed there until the onset of the Franco-Prussian war in 1870.  Also,  In 1870  he became an army chef.	simplicity	English
Subsequent visits reported seeing the flag flying from places of honor.	Later visits saw the flag flying from places of honor.	simplicity	English
A cafe and some other businesses largely occupy the location of the fort, and the rue Saint Antoine passes directly over it as it opens onto the roundabout of the Bastille.	The fort is occupied by many businesses.The Saint Antoine street passes over the fort.	simplicity	English
Iridophores are plates of chitin or protein, which can reflect the environment around a cuttlefish.	Iridophores are plates of chitin or protein. It can reflect the environment around a cuttlefish.	simplicity	English
The marriage was not entirely happy although it inspired some of Moeran's masterpieces, the Cello Concerto and Cello Sonata.	The marriage was not very happy but it inspired some of Moeran's greatest works like the Cello Concerto and Cello Sonata.	simplicity	English
When animals or people freerun, experiments can be done to see what sort of signals, known as zeitgeber, are effective in entrainment.	Experiments can be done on free-running people and animals to see what sort of signals are effective in entertainment.	simplicity	English
42 – 59 External links 2001 Census, accessed Nov. 29, 2006 geo.	The links on 42-59 show the 2001 Census.	simplicity	English
Watonga, Kingfisher and Geary were the hardest-hit communities, where many houses and buildings were inundated.	Watonga, Kingfisher and Geary were the hardest-hit communities, where many houses and buildings were damaged.	simplicity	English
Nearctic (1954 1973) was an Canadian-bred Hall of Fame Thoroughbred racehorse.	Nearctic lived 1954 to 1973. He was a Canadian Hall of Fame Thoroughbred racehorse.	simplicity	English
"It is the cover subject of the March 2009 edition of Hot Rod Deluxe, a ""retro"" version of Hot Rod Magazine."	"It is the cover subject of the March 2009 issue of Hot Rod Deluxe, a ""retro"" version of Hot Rod Magazine."	simplicity	English
The coat of arms was established about 1350, when six towns of Upper Lusatia founded a confederacy.	The coat of arms was designed in about 1350. Six towns of Upper Lusatia combined.	simplicity	English
The electromagnetic spectrum is the range of all possible frequencies of electromagnetic radiation.	The electromagnetic spectrum is the span for all types of electromagnetic radiation.	simplicity	English
In February 2007, Essjay was found to have made false claims about his academic qualifications and professional experiences on his Wikipedia user page and to journalist Stacy Schiff during an interview for The New YorkerSchiff, Stacey.	Essjay made false claims about his academic qualifications and professional experiences on his Wikipedia user page in February 2007 and during an interview with journalist Stacy Schiff.	simplicity	English
A road movie set across Canada, its tagline was They came.	"A road movie across Canada, had a slogan ""They came""."	simplicity	English
"The black core of pencils is still referred to as ""lead"", even though it never contained the element lead."	"The black core of pencils is still called as ""lead"", even though it never contained lead."	simplicity	English
"Benjamin Jeremy ""Ben"" Stein (born November 25, 1944) is an American actor, writer, and commentator on political and economic issues."	"Benjamin Jeremy ""Ben"" Stein was born November 25, 1944. He is an American actor, writer, and commentator on political and economic issues."	simplicity	English
The town has a total population of 25,000 and is expected to become a major commercial center in concert with the development of the port of Gwadar located nearly 80 km to the east.	Around 25,000 people live in the town. It is expected to become a major commercial center after the port of Gwadar is developed.	simplicity	English
Great Seal of the United States Francis Hopkinson provided assistance to the second committee that designed the Great Seal of the United States.	Francis Hopkinson provided assistance to the second committee that designed the Great Seal of the United States.	simplicity	English
The wheel of a ship is the modern method of adjusting the angle of the rudder, in turn changing the direction of the boat or ship.	The wheel of a ship is the current method of changing the angle of the rudder. This changes the direction of the boat or ship.	simplicity	English
The BCG matrix (aka B. C. G. analysis, BCG-matrix, Boston Box, Boston Matrix, Boston Consulting Group analysis) is a chart that had been created by Bruce Henderson for the Boston Consulting Group in 1970 to help corporations with analyzing their business units or product lines.	The BCG matrix is a chart. Bruce Henderson created it for the Boston Consulting Group in 1970. It helps corporations with analyzing their business units or product lines. It's also know as B. C. G. analysis, BCG-matrix, Boston Box, and Boston Matrix, Boston Consulting Group analysis.	simplicity	English
"He said he would attend a third questioning session soon upon his return to Israel ""."	"He said he would attend a third questioning session when he returns to Israel """	simplicity	English
Biological classification is a form of scientific taxonomy, but should be distinguished from folk taxonomy, which lacks scientific basis.	Biological category is a form of scientific taxonomy, but it should be distinct from folk taxonomy, which lacks a scientific basis.	simplicity	English
A print server, or printer server, is a computer or device that is connected to one or more printers and to client computers over a network, and can accept print jobs from the computers and send the jobs to the appropriate printers.	A printer server is a device that is connected to one or more printers and to client computers over a network. It can accept print jobs from the computers and send them to the printers.	simplicity	English
The Hubble Space Telescope observed Fortuna in 1993.	Fortuna was seen by the Hubble Space Telescope in 1993.	simplicity	English
The color has been speculated to be due to organic compounds on its surface.	The color is thought to be that way because of the organic mix on its surface.	simplicity	English
