positive	negative	style_type	language
彼らは水死した。	彼らは水で死んだ。	simplicity	Japanese
父はまもなく元気になるだろう。	父は間もなく元気になるだろう。	simplicity	Japanese
ボートは川を下っていった。	船は川を下にいった。	simplicity	Japanese
あなたはいつでも歓迎されています。	あなたはいつでも喜んで迎えられています。	simplicity	Japanese
彼はたいへん年をとっていました。	彼はとても年をとっていました。	simplicity	Japanese
あなたの席とは思いませんでした。	あなたの席とは思いませんでした。	simplicity	Japanese
貴方達は、先生です。	あなたたちは、先生です。	simplicity	Japanese
私は彼女の話し方に聞き惚れてしまった。	私は彼女の話し方を聞いて美しいと思った。	simplicity	Japanese
すぐに行きます。	すぐに行きます。	simplicity	Japanese
彼はそれを自発的に行った。	彼はそれを自分から行った。	simplicity	Japanese
残念ですが、できません。	残念ですが、できません。	simplicity	Japanese
次の日また行くと、新しいウェイトレスがついた。	次の日また行くと、新しい食事を運ぶ女の人がついた。	simplicity	Japanese
彼の言葉は我々に説得力がほとんどない。	彼の言葉は私たちの心を動かす力がほとんどない。	simplicity	Japanese
彼は意志が弱い。	彼は決めた事を最後までする気持ちが弱い。	simplicity	Japanese
道路を横断する時には車に注意しなさい。	道路を横に渡る時には車に注意しろ。	simplicity	Japanese
そのことについては全て伺いました。	そのことについては全て聞きました。	simplicity	Japanese
悲しみを忘れなさい。	悲しさを忘れなさい。	simplicity	Japanese
ここでは野球は出来ません。	ここでは野球は出来ません。	simplicity	Japanese
彼はとうとうきませんでした。	彼はついにきませんでした。	simplicity	Japanese
手紙を下さい。	手紙をください。	simplicity	Japanese
食事の前に御祈りをしなさい。	食事の前に神に願え。	simplicity	Japanese
彼はそのことを３日間よく考えた。	彼はそのことを３日の間よく考えた。	simplicity	Japanese
ホテルまで私を乗せていってくれませんか。	ホテルまで私を送ってくれませんか。	simplicity	Japanese
彼は一日中こぼしてばかりいる。	彼は１日中落としてばかりいる。	simplicity	Japanese
雨が降る恐れがある。	雨が降る可能性がある。	simplicity	Japanese
毎日少しずつ学びなさい。	毎日少しずつ学びなさい。	simplicity	Japanese
どうしよう、コンピューターが立ち上がらない。	どうしよう、コンピューターがつかない。	simplicity	Japanese
それをどこにも見つけることができなかった。	それをどこにも見つけることができなかった。	simplicity	Japanese
彼は留学しただけのことはある。	彼は外国で学んだだけのことはある。	simplicity	Japanese
それを簡潔にしましょう。	それを簡単にしましょう。	simplicity	Japanese
私は友人の車を自由に使える。	私は友達の車を自由に使える。	simplicity	Japanese
その伝言を彼女にわからせなかった。	その伝える言葉を彼女にわからせなかった。	simplicity	Japanese
電話を切らずにちょっとお待ち下さい。	電話を切らずにちょっとお待ちください。	simplicity	Japanese
私は先日そのお店ですばらしい掘り出し物をした。	私はこの間そのお店ですばらしい見つけ物をした。	simplicity	Japanese
このようにして、それをやって下さい。	このようにして、それをやってください。	simplicity	Japanese
彼がここに来るなんて驚きだ。	彼がここに来るなんて驚いた。	simplicity	Japanese
クラスのみんなが試験に合格した。	クラスのみんなが試験に合格した。	simplicity	Japanese
彼女は今月赤ちゃんが生まれる予定です。	彼女は今月赤ちゃんが生まれる予定です。	simplicity	Japanese
彼は約束を破ったが、それは大きな誤りだった。	彼は約束を破ったが、それは大きな間違いだった。	simplicity	Japanese
その問題は解くのが難しい。	その問題は答えるのが難しい。	simplicity	Japanese
その女の子の目から涙がわきでた。	その少女の目から涙がでてきた。	simplicity	Japanese
私は私達自身でそれをした。	私は私たち自身でそれをした。	simplicity	Japanese
どこに連絡したら良いのですか。	どこに連絡したら良いのですか。	simplicity	Japanese
私は妹より早く出発した。	私は妹より早く出発した。	simplicity	Japanese
両方とも好きというわけではない。	２つとも好きと言うわけではない。	simplicity	Japanese
水は氷になります。	水は氷になります。	simplicity	Japanese
私たちには砂糖が不足している。	私たちには砂糖が不足している。	simplicity	Japanese
彼女と一緒にいると気詰まりだ。	彼女と一緒にいると空気が重くなる。	simplicity	Japanese
私達が結婚して３年になる。	私たちが結婚して３年になる。	simplicity	Japanese
あなたは美しい蝶々です。	あなたは美しい羽がきれいな虫です。	simplicity	Japanese
彼は僕の頭を殴った。	彼は私の頭を痛くした。	simplicity	Japanese
彼女には頼れる人がいない。	彼女には信頼できる人がいない。	simplicity	Japanese
君はかぜをひくよ。	あなたは風邪を引くよ。	simplicity	Japanese
彼の今日あるのは勉強のおかげである。	彼の今日あるのは勉強のおかげである。	simplicity	Japanese
僕の前に二人の少年が立った。	僕の前に二人の少年が立った。	simplicity	Japanese
彼は時々私に会いに来てくれる。	彼は時々私に会いに来てくれる。	simplicity	Japanese
初診の方ですか。	初めての方ですか。	simplicity	Japanese
またすぐ会おうね。	またすぐ会おうね。	simplicity	Japanese
彼はその問題を理解している。	彼はその問題を理解している。	simplicity	Japanese
その他の点では良い生徒だ。	その他の点ではよい学生だ。	simplicity	Japanese
もちろん、私は大変上手に車を運転できます。	もちろん、私は大変うまく車を運転できます。	simplicity	Japanese
今度は失敗しません。	今度は失敗しません。	simplicity	Japanese
彼はアメリカへ行きたがっています。	彼はアメリカへ行きたいと思っています。	simplicity	Japanese
彼女は今にも泣き出しそうだった。	彼女は今にも泣き出しそうだった。	simplicity	Japanese
分かりません。	分かりません。	simplicity	Japanese
あなたの都合のいいときに会いに来て下さい。	あなたの時間のいい時に会いに来てください。	simplicity	Japanese
若者は彼の本を好んでいる。	若い人は彼の本が好きだ。	simplicity	Japanese
彼は母の助言を馬鹿にした。	彼は母の助言を馬鹿にした。	simplicity	Japanese
私達はよい音楽をじゅうぶんに楽しんだ。	私たちはよい音楽を十分に楽しんだ。	simplicity	Japanese
ここはうだるように暑い。	ここはとても暑い。	simplicity	Japanese
実は、彼はニューヨークには行った事がない。	実は、彼はニューヨークには行った事がない。	simplicity	Japanese
ここはどんな危険もないよ。	ここはどんな危険もないよ。	simplicity	Japanese
