positive	negative	style_type	language
Soucieux de nourrir leurs coéquipiers affamés, Ian et Tom ont tué un serpent et ont tenté d'utiliser leur sang comme appât pour les requins, mais ont échoué.	Ian et tom ont essayé de nourrir leurs tribates affamées en tuant un serpent et en essayant d'utiliser son sang pour leurrer les requins, mais ont échoué.	simplicity	fr
Typiquement, les taxons étroitement apparentés diffèrent beaucoup moins que les taxons plus distants, mais il y a des exceptions à cela.	Typiquement, les taxons étroitement apparentés diffèrent beaucoup moins que les taxons plus distants, mais il y a des exceptions à cela.	simplicity	fr
Bayel est une commune du département d'Aube dans le centre-nord de la France.	Bayel est une commune du département d'Aube dans le centre-nord de la France.	simplicity	fr
Ses passe-temps incluent jouer au piano et aussi jouer avec ses chats lorsqu'il ne fait pas d'expériences.	Ses passe-temps incluent jouer au piano et jouer avec ses chats.	simplicity	fr
L'encyclopédie.	Un doute quant à savoir si quelque chose peut être connu de certains.	simplicity	fr
Cet aigle de mer a deux sous-espèces connues et forme une paire d'espèces avec l'Aigle à queue blanche.	Le Pygargue à tête blanche est une sorte d'aigle de mer -LRB- il est parfois appelé par ce nom -RRB-.	simplicity	fr
La géographie de l'environnement combine la géographie physique et humaine et examine les interactions entre l'environnement et les humains.	La géographie physique étudie l'environnement naturel et la géographie humaine étudie l'environnement humain.	simplicity	fr
BÃ darrides est une commune du département de Vaucluse dans la région Provence-Alpes-C Ã te d'Azur dans le sud-est de la France.	BÃ darrides est une commune de 5110 habitants -LRB- 1999 -RRB-. Elle est située dans la région Provence-Alpes-C Ã te d'Azur dans le département de Vaucluse dans le sud de la France.	simplicity	fr
La banane est le nom commun d'un type de fruit ainsi que des plantes herbacées du genre Musa qui produisent ce fruit couramment mangé.	La banane est le nom commun d'un type de fruit et aussi le nom des plantes herbacées qui cultivent ce fruit.	simplicity	fr
En statistique, une allégation de confiance à 95 % signifie simplement que le chercheur a vu quelque chose se produire qui se produit seulement une fois dans 20 ou moins.	En statistique, une allégation de confiance à 95 % signifie simplement que le chercheur a vu quelque chose se produire qui ne se produit qu'une fois sur vingt ou moins.	simplicity	fr
Une grande partie du parc est classée comme réserve intégrale, où les véhicules ne peuvent pas se rendre.	Le chemin McKillops est la limite nord du parc, avec le parc national alpin au nord de la route.	simplicity	fr
Azeglio Vicini -LRB- né le 20 mars 1933 à Cesena -RRB- est un entraîneur de football italien.	Azeglio Vicini -LRB- né le 20 mars, 1933 -RRB- est un ancien joueur de football italien.	simplicity	fr
14 Irene a été découverte par J. R. Hind le 19 mai 1851 et nommée d'après Eirene, personnification de la paix dans la mythologie grecque.	Elle était l'une des Horae, fille de Zeus et de Themis.	simplicity	fr
Sa progéniture, Huitzilopochtli, a appris l'existence de ce plan alors qu'il était encore dans le ventre, et avant qu'il ne soit mis en œuvre, il naît du ventre de sa mère, complètement cultivé et entièrement armé, puis il tue sa sœur Coyolxauhqui et plusieurs de ses 400 frères.	Sa progéniture, Huitzilopochtli, a appris l'existence de ce plan alors qu'il était encore dans le ventre, et avant qu'il ne soit mis en œuvre, il naît du ventre de sa mère, entièrement cultivé et entièrement armé, et tue sa sœur Coyolxauhqui, ainsi que plusieurs de ses 400 frères et sœurs.	simplicity	fr
Au-dessus de l'écu se trouve la devise 'Dirigo' -LRB- I lead -RRB- et une étoile du Nord stylisée.	"De chaque côté de l ""écu, un fermier repose sur son scythe, et un marin se penche sur une ancre."	simplicity	fr
Blankenberge est une ville et une municipalité de la province belge de Flandre occidentale.	Blankenberge est une commune située dans la province belge de Flandre occidentale.	simplicity	fr
Les Quatre Livres de l' architecture sont édités en 1570 à Venise et comportent les gravures sur bois réalisées sous la direction de Palladio .	Les Quatre Livres de l' architecture sont eux aussi publiés à Venise en 1570 , avec des gravures sur bois réalisées sous la direction de Palladio .	simplicity	fr
En 1868, une autre partie du territoire ouest de l'Utah, dont la population cherchait à éviter la dominance mormone, a été ajoutée au Nevada dans l'est de l'État, établissant la frontière orientale actuelle.	"La partie est du Nevada faisait partie du ""territoire de l'Utah"" et la partie sud faisait partie du ""Nouveau Mexique""."	simplicity	fr
Cette liste comprend les personnes dont la mort a fait partie de l'Holocauste ainsi que les personnes qui sont mortes d'une autre manière aux mains des nazis pendant la Seconde Guerre mondiale.	Cette liste comprend les personnes dont la mort a fait partie de l'Holocauste ainsi que les personnes qui sont mortes d'une autre manière aux mains des nazis pendant la Seconde Guerre mondiale.	simplicity	fr
Laa-Laa -LRB- joué par Nikky Smedley -RRB- est le troisième Teletubby.	Laa-Laa est le troisième Teletubby.	simplicity	fr
Quick-scat fonctionne sur une orbite héliosynchrone -LRB- orbite basse-terrestre -RRB-.	C'est dans une orbite de basse terre synchronisée par le soleil.	simplicity	fr
Sa mère, Jewel Caroline Cobb -LRB- nom de jeune fille : Hoover -RRB-, a servi un mandat en tant que membre du conseil tribal.	Sa mère a exercé un mandat de membre du conseil tribal.	simplicity	fr
Il est situé à proximité des villes de Lille et Roubaix et de la frontière belge.	Biella (Italie)	simplicity	fr
Il est le cousin d'Achille, le guerrier grec le plus célèbre, et il est le demi-frère aîné de Teucer.	Il était le cousin d'Achille.	simplicity	fr
La cathédrale de Worcester a sans doute été épargnée par Henry VIII lors de la Réforme anglaise à cause de la chancellerie de son frère dans la cathédrale.	La cathédrale de Worcester n'a pas été détruite par Henri VIII pendant la Réforme anglaise à cause de la chancellerie de son frère dans la cathédrale.	simplicity	fr
"Ils ont été expulsés du Queensland à titre de punition ; le fait d'être ""perturbateur"", de tomber enceinte à un homme blanc ou d'être né avec du ""sang mixte"" ont été inclus dans les infractions qui pourraient entraîner la peine d'être envoyé à l'île de Palm."	"Pendant une grande partie du XXe siècle, le gouvernement du Queensland s'en est servi comme d'une ville pour les Aborigènes considérés comme coupables de crimes dits ""perturbateurs"", de grossesse à un homme blanc ou de naissance avec ""sang mixte""."	simplicity	fr
La théorie de l'oasis, proposée à l'origine par Raphaël Pumpelly en 1908, popularisée par Vere Gordon Childe en 1928 et résumée dans le livre de Childe, Man Makes Himself.	Elle a été proposée en 1948.	simplicity	fr
SeaMonkey se compose d'un navigateur web -LRB- SeaMonkey Navigator -RRB-, qui est un descendant de la famille Netscape, un programme de courriel et de nouvelles -LRB- SeaMonkey Mail & Newsgroups, qui partage le code avec Mozilla Thunderbird -RRB-, un éditeur HTML -LRB- SeaMonkey Composer -RRB- et un client IRC -LRB- ChatZilla -RRB-.	Il est très utile et comprend un client de messagerie électronique, un calendrier, un éditeur HTML, un client IRC et un navigateur web, il est fait par le Conseil SeaMonkey, anciennement de la Fondation Mozilla.	simplicity	fr
Brooksville est une ville constituée en société dans le comté de Hernando, en Floride, aux États-Unis.	Brooksville est une ville de Floride aux États-Unis.	simplicity	fr
En 1980, dans une interview avec le magazine Playboy, John Lennon a dit, '' '	"Dans une interview de 1980 avec le magazine Playboy, John Lennon a dit, ""Oh !"	simplicity	fr
Bien que cette définition englobe plusieurs échelles et modes comme le mode Dorien et le mode Phrygien, le terme dans son sens le plus strict est généralement limité au mineur naturel, au mineur harmonique et aux échelles mélodiques mineures, décrites ci-dessous, qui sont les plus couramment utilisées dans la musique classique occidentale - LRB- voir majeure et mineure -RRB-.	Mode musical	simplicity	fr
Champ électromagnétique - champ composé du champ électrique et du champ magnétique.	Le champ électrique et le champ magnétique sont des composantes du champ électromagnétique.	simplicity	fr
Un fort cisaillement vertical du vent dans la troposphère inhibe aussi le développement des cyclones tropicaux, mais aide à organiser les orages individuels dans des cycles de vie plus longs qui peuvent alors produire du temps violent.	Effets sur les orages et les phénomènes météorologiques violents	simplicity	fr
Les historiens parlent souvent de la période qui va de la dynastie Qin à la fin de la dynastie Qing comme la Chine impériale.	La dynastie Qin a été une dynastie très importante dans l'histoire de la Chine.	simplicity	fr
Blizzard of Ozz est le premier album studio du chanteur / parolier britannique Ozzy Osbourne, enregistré à Surrey au Royaume-Uni et sorti le 20 septembre 1980 au Royaume-Uni et le 27 mars 1981 au Blizzard of Ozz des États-Unis a été un succès commercial et a été certifié 4x Platinum aux États-Unis, -LRB- un exploit Osbourne atteindrait à nouveau avec la sortie de No More Tears -RRB-.	L'album a atteint # 21 sur le Billboards Pop Albums chart, et est sur la liste des 100 albums les plus vendus des années 1980.	simplicity	fr
L'arrondissement de LargentiÃ re est un arrondissement de France, situÃ © dans le département de l'ArdÃ © che, dans la rÃ © gion RhÃ ne-Alpes.	L'arrondissement de LargentiÃ re est un arrondissement de France qui se trouve dans le département ArdÃ che.	simplicity	fr
Il fait partie de l'aire de répartition de la rivière connue sous le nom de hautes-terres hudsoniennes.	Il fait partie de la chaîne de montagnes connue sous le nom de hautes-terres d'Hudson.	simplicity	fr
"Il tire son nom du dieu grec Phobos -LRB- qui signifie ""peur"" -RRB-, un fils d'Ares -LRB- Mars -RRB-."	Il porte le nom du dieu Phobos dans la mythologie grecque.	simplicity	fr
Elsmere est une ville du comté de Kenton, au Kentucky, aux États-Unis.	Elsmere est une ville du Kentucky aux États-Unis.	simplicity	fr
Le musée ViÄ 1 \ / 4 Ä ni raconte l'histoire de ViÄ 1 \ / 4 Ä ni des temps anciens à aujourd'hui.	ViÄ 1 \ / 4 Ä ni est une ville de Lettonie avec des droits de ville depuis 1928.	simplicity	fr
Lenzburg -LRB- district -RRB-, un district du Canton d'Aargau, dont Lenzburg est la capitale	Schloss Lenzburg, un château au-dessus de la ville de Lenzburg	simplicity	fr
Après l'atterrissage, l'engin spatial non habité Mars Pathfinder a été rebaptisé la station commémorative Carl Sagan le 5 juillet 1997.	Le site d'atterrissage de l'engin spatial non habité Mars Pathfinder a été rebaptisé la station commémorative Carl Sagan en l'honneur de M. Sagan le 5 juillet 1997.	simplicity	fr
Il est de couleur pâle avec une légère teinte grisâtre sous une croûte de moisissure blanche ; très douce et savoureuse avec un soupçon d'ammoniac.	Les autres langues françaises sont :	simplicity	fr
John Churchill, 1er duc de Marlborough, prince de Mindelheim, KG, PC -LRB- 26 mai 1650 -- 16 juin 1722 -RRB- -LRB- O. S -RRB-, était un soldat et un homme d'État anglais dont la carrière s'étendait sur les règnes de cinq monarques à la fin du XVIIe siècle et au début du XVIIIe siècle.	Marlborough.	simplicity	fr
La photographie sans autorisation préalable était également interdite dans toutes les stations MRT depuis les attentats de Madrid, mais elle ne figurait pas dans la déclaration officielle dans les examens de la sécurité des transports publics.	La photographie sans autorisation préalable a également été interdite dans toutes les stations MRT depuis.	simplicity	fr
1794 & ndash ; Traite d'un traître pendant le règne de la terreur par les révolutionnaires, le chimiste français Antoine Lavoisier, qui était aussi un percepteur de la taxe avec la Ferme Générale, est jugé, condamné et culpabilisé le même jour à Paris.	1794 - Antoine Lavoisier, chimiste français -LRB- exécuté -RRB- -LRB- b. 1743 -RRB-	simplicity	fr
