positive	negative	style_type	language
Ali zobje so ga boleli toliko časa, dokler ni gospod Andrej dovršil svetega obreda. Potem pa si je Matevž sredi cerkve odvezal robec in pokazal ženi golo svojo desno stran.	Ko je župnik končal poroko, si je Matevž odvezal ruto.	simplicity	Slovene
Ko so zorela jabolka na drevesih po hribih nad Barjem, je stopala navzgor proti samotni kmetiji. Ko jo je Tone, ki je zgodnejša obiral, zagledal, je skočil kar z veje na tla in ji šel nasproti.	Vrnila se je na kmetijo, kjer sta živela Tone in njegov oče. Ko je Tone zagledal Lido, se je zelo razveselil.	simplicity	Slovene
Našli so jo zjutraj nezavestno na tleh.	Našli so jo zjutraj. Nezavestna je ležala na tleh.	simplicity	Slovene
Bil mi je priden in pošten hlapec.	Pomagal mi je na kmetiji.	simplicity	Slovene
Tedaj bi vi morali videti Matevža, kako je planil za otrokom, ga ujel, potisnil med kriva svoja kolena ter dejal rahlo: »Tinče, zdaj ga pa le!« In Tinče je tepel.	Matevž je planil za Tomažkom in ga zagrabil. Prijel ga je med kolena in rekel: Tinče, zdaj ga pa lahko tepeš. In Tinče ga je tepel.	simplicity	Slovene
"""In ti, kot pameten deček, moraš to razumeti. Če te prosi, da ga nadomestuješ, prav, v redu! Stopi na zaboj in pritisni na gumb namesto njega! Toda zakaj, ubožec mali, pritiskaš še dalje na zvonec, ko on odide, ko te ne vidi več? Saj te ne vidi več."""	Ti si pameten deček. Kar pritisni namesto njega na zvonec. Ko pa njega ni več, pa nehaj, saj te ne vidi.	simplicity	Slovene
Zdravnik je prišel poprej kot oče. Prinesel je mami rož, njej pa punčko.	Na praznovanje je prišel tudi zdravnik. Zdravnik je Bredi prinesel punčko, materi pa rože.	simplicity	Slovene
Ko so se že vsega naveličali, so nehali siliti vanjo in jo pustili živeti, kakor je živela dosihmal.	Potem so jo nehali mučiti.	simplicity	Slovene
Oče je na Visokem hudo zbolel.	Tudi oče je zbolel.	simplicity	Slovene
Slugi pravi, da ga bo spremil na ples, čeprav ga niso povabili.	Odloči se, da bo šel na ples, čeprav ni bil povabljen.	simplicity	Slovene
»Kako si mogel tako pozabiti name!« je žalostno pripomnila Margareta.	Margareta je bila zelo žalostna, da sem pozabil nanjo.	simplicity	Slovene
Nekoč sta bila tovariša spet zelo zaposlena. Na vrtu sta urejevala konjsko dirkališče.	Nekoč sta se Jakec in mož igrala na vrtu. Naredila sta dirkališče za konje.	simplicity	Slovene
V rani mladosti je veliko prejokal, čeprav mu ni bilo nikdar sile, ko pa je odrastel v fanta, je jok zaklenil vase, si s smehom pregrnil obraz in šel po svetu.	Ko je bil Peregrin majhen, je veliko jokal. Jokal je, čeprav se mu ni zgodilo nič slabega. Ko je zrasel, se je nehal jokati. Bil je nasmejan. Šel je po svetu.	simplicity	Slovene
Po prstih so se približali župnišču, po prstih so stopili do okna in pogledali skozi reže priprtih temnic - in ostrmeli so, da jim je zaprlo sapo, zakaj soba je bila vsa zlata.	Pogledali so skozi okno.	simplicity	Slovene
Po trgu so hodili ljudje od hiše do hiše, se pogovarjali in si vzklikali ali se prepirali.	Ljudje so hodili po trgu.	simplicity	Slovene
"Nekoč so otroci tekli za mavrico in Breda je tekla z njimi. Široko polje je bežalo pred njo. Tekla je, tekla za otroci in se ni niti spomnila, da ji je mati prepovedala na široke travnike. Prehladila se je. Mati je jokala: ""Rekla sem ti, da ne smeš na travnike. Iskali smo te v viharju povsod, ti pa si ležala v nalivu na visoki travi, medtem ko so nad teboj plavale strele."""	Nekega dne se je Breda zunaj prehladila. Mati jo je kregala: Rekla sem ti, da ne smeš na travnike. Iskali smo te. Ti si ležala v travi, bila je nevihta.	simplicity	Slovene
Na obrežjih reke so številni družabni javni prostori, na več mestih je urejen dostop do reke.	Ob Ljubljanici se dogaja veliko stvari.	simplicity	Slovene
V številnih mestnih zgradbah, ki so v javni rabi, to so kulturne ustanove, športni objekti, zdravstveni domovi, lekarne, vrtci in šole, so bile v preteklih letih izvedene prilagoditve za neoviran dostop, označena rezervirana parkirna mesta, vgrajena dvigala, izvedene klančine.	Javne ustanove so na primer občina, vrtci, lekarne in gledališča. V teh hišah so dvigala in klančine.	simplicity	Slovene
Ciganovo zanimanje mu ni hotelo iz glave in kot dober vojščak je vse odredil, da bi ga sovražnik ne iznenadil z nepričakovanim napadom. Pri sprednjih in zadnjih vratih smo napravili nove, močne zapahe.	Vrata smo zato zaščitili z železom, če bi nas razbojniki napadli in nam ga hoteli vzeti.	simplicity	Slovene
Opeharil me ne boš!’ je hropel Jošt.	Z Joštom sva se zelo skregala.	simplicity	Slovene
Vester je imel veliko zadoščenje, da je ubil vsaj enega psa.	En pes je bil mrtev.	simplicity	Slovene
Z udarci je prebudil spečega otroka ter ga pretepel, da je vedel, »kako se je kruh zastonj«.	Matevž je začel Tomažka tepsti.	simplicity	Slovene
Ko je mutasta mati spoznala, da njen otrok ne bo mutast, se je od veselja začela jokati, kakor da bi se zavedala tega največjega bogastva človeškega bitja.	Terba je bila zelo vesela, da je otrok lahko govoril. Od veselja je jokala.	simplicity	Slovene
"""Ali boš skočil v pekovo peč?"""	Zanimalo jih je, če bo skočil v pekovo peč.	simplicity	Slovene
Hudobno je dejal: »Marušica, tega ušesa pa nimam!«	Ženi je rekel: Marušica, nimam ušesa.	simplicity	Slovene
Toda Tantantadruj so ni ganil; v svoji žalosti je bil trden kakor čer.	Tantadruj je ostal sam.	simplicity	Slovene
Zaman so stikali okrog domačije, vsi klici v noč so ostali brez odgovora.	Otroka ni bilo zunaj.	simplicity	Slovene
Po mestnem središču do Ljubljanskega gradu vozi tudi vlakec Urban, ki ga prav tako kot Kavalirje poganja elektrika.	Vlakec Urbana vozi do Ljubljanskega gradu.	simplicity	Slovene
Navodila mi je dajal za gospodarstvo in za kupčijo z vinom; posebno če prodajam, naj se branim domačega denarja, ker je dosti manj vreden kot pa denar nemške veljave.	Dal mi je nasvete o denarju.	simplicity	Slovene
Tantantadruj je hitro sedel na rob jame in nato bliskovito zdrsnil vanjo.	Tantadruj se je usedel na rob jame in zdrsnil vanjo.	simplicity	Slovene
Zagledala je radijski aparat. Tih in nem je stal pred njo. Zakaj ji je gospa prepovedala dotakniti se aparata?	V stanovanju je našla radio. Radia ni smela poslušati.	simplicity	Slovene
"Ves obraz se ji je smejal: ""Nihče bi ne mislil, da sem tako lepa. Sedaj bi me moral videti Matevžek, pa ne bi lazil potem za Liziko. Nekoč se popeljem v tej obleki domov in bom šla mimo njega, ne da bi ga pogledala, pa bo videl, ali mu bo žal ali ne, da me je zapustil."""	Mislila si je: Sedaj bi me moral videti Matevžek. Žal bi mu bilo, da me je zapustil.	simplicity	Slovene
Breda je hotela planiti k materi, da bi ji pomagala, toda v trenutku se je vse stemnilo in ni videla ničesar več, dokler se ni zbudila v postelji. Ob njej sta stala oče in mati. Doživela je epileptični napad.	Breda je hotela pomagati materi. Dobila je epileptični napad.	simplicity	Slovene
Ko sta uri trpljenja potekli, je Mihól klado odklenil ter me spustil z nekaterimi šaljivimi opazkami.	Ko so me spustili iz klade, sem šel domov.	simplicity	Slovene
Vester je odšel domov, vzel očetovo zidarsko kladivo in dleto, se vrnil v stolp in začel ruvati kroge iz zidu.	Z očetovim orodjem je stolkel obroče iz zida.	simplicity	Slovene
"Najprej moram povedati župniku."" se je otepal ter se poganjal na levo in desno, da bi ušel otročajem."	Najprej je hotel povedati župniku.	simplicity	Slovene
Na gmajni se je začela krasiti s cvetjem in se minute dolgo ogledovala v zrcalu, ki ji ga je podaril hlapec.	Krasila se je s cvetjem in se gledala v ogledalu.	simplicity	Slovene
Breda je dobivala napade vedno bolj pogostoma.	Breda je imela napade vedno pogosteje.	simplicity	Slovene
Že na brvi pod visoškim domom sva čula vpitje jeznega očeta.	Ko sva se vrnila domov, je bil oče slabe volje.	simplicity	Slovene
Kanarčki so se zaletavali iz kota v kot, nekateri so se zadevali v pregrajo, drugi so prepevali, nekateri pa so sedeli nepremično.	Kanarčki so delali različne stvari. Nekateri so letali. Drugi so se zaletavali v kletko. Tretji so peli.	simplicity	Slovene
Rodil sem se v Gospodovem letu 1664 na dan sv. Izidorja, in sicer ravno tu na Visokem.	Rodil sem se v kraju Visoko.	simplicity	Slovene
Če še kdaj razburita mi mesto, z glavo mi plačata kaljeni mir!	Če še kdaj povzročite nemir, boste kaznovani s smrtjo.	simplicity	Slovene
Najdeni Peregrin je igral harmoniko, gosli, klarinet, citre in trobento, sploh vse, kar mu je prišlo v roke, pel pa je tako lepo, da je ženske spreletavala mrščavica.	Najdeni Peregrin je igral na veliko glasbenih inštrumentov. Igral je na vse inštrumente, ki jih je dobil v roke. Zelo lepo je pel.	simplicity	Slovene
Po bukvi je splezal vrh stolpa in po cele ure občudoval raz njega lepi razgled.	Na stolp je splezal po bukvi. Gledal je razgled.	simplicity	Slovene
Ko so prišli med ciprese, ki so grozeče vršale v vetru in se sklanjale nadnje kakor razbičana grešna bitja, se je od mrtvašnice najprej oglasilo cingljanje kravjih zvoncev, nato pa nenavaden tercet. Angelski glas in dva basa, prvi poln in gromovit, drugi skrhan in nestanoviten, so z velikim zanosom zapeli Tantantadrujevo pesem.	Peli so Tantadrujevo pesem.	simplicity	Slovene
Zjutraj ni hotela Breda piti kave.	Zjutraj Breda ni hotela piti kave.	simplicity	Slovene
"Komandant je zarjul: ""Ti bi gotovo rad hitro crknil?"""	Ti bi gotovo rad hitro crknil?	simplicity	Slovene
Ne veste, kaj počnete!	Ne veste, kaj delate.	simplicity	Slovene
In zopet sem stal pred prodajalno v Loki ter gledal na svetlo okovani samokres, ki je bil tisti mah želja vseh mojih otroških želja.	Z denarjem bi si lahko kupil pištolo.	simplicity	Slovene
Breda je vtaknila prst skozi kletko.	Breda je vtaknila prst v kletko.	simplicity	Slovene
Lida je v mestu spoznala gospo Bogomilo Repnik, ki je zelo dišala in bila fina.	Lida je v mestu spoznala gospo Bogomilo Repnik. Gospa je zelo dišala. Bila je zelo fina.	simplicity	Slovene
Pestunja pravi: O gospodična, Paris je tak mož kot le še kaj na svetu, mož cukren.	Pestunja je navdušena nad Parisom.	simplicity	Slovene
Že je tičalo bodalo v moji roki in sunil sem Jošta zadaj pod tilnikom v telo, da se mu je curkoma ulila kri. Nato je umrl.	Med prepirom sem Jošta zabodel z nožem in Jošt je umrl.	simplicity	Slovene
Nekega dne je prinesel domači sinček novo brezovko domov.	Nekoč je Tinče domov prinesel brezovo šibo.	simplicity	Slovene
Prenovljene javne površine na območju ekološke cone so dostopne brez ovir, odstranjeni so nivojski prehodi oziroma znižani cestni robniki, enakomerno in z zapolnjenimi režami so položeni tlakovci.	V starem delu sredi Ljubljane ni ovir. Tlakovci po tleh so ravni.	simplicity	Slovene
Takoj, ko sem ozdravel, me je oddal oče, ki morda ni rad gledal pohabljene moje roke, Ahacu Langerholzu v Škofjo Loko.	Oče me je poslal v mesto Škofja Loka.	simplicity	Slovene
Neko nedeljo popoldne, ko je hiša in družina počivala, mi je ukazal oče, da naj hodim z njim. Prav živo se še spominjam, kako sva se razgovarjala, in bil je to jako pomenljiv razgovor, ker se mi je takrat prvič odkrilo, da oče občuti težko breme svoje starosti in da je določil mene za svojega naslednika na Visokem.	Oče mi je povedal nekaj pomembnega. Zaupal mi je o svojih skrbeh. Rekel je, da bo predal posestvo meni.	simplicity	Slovene
"Izza hišnega ogla se je prikazal gospodar in zavpil proti fantoma: "" Ženita no že past..."""	Prišel je krčmar. Fantoma je rekel, naj ženeta past živino.	simplicity	Slovene
"""Jama je tam!"" je zagrmel Luka in zmagoslavno pokazal na pokopališče."	Luka je rekel: Na pokopališču je jama.	simplicity	Slovene
Z nepojmljivo vztrajnostjo je stal tako dolge ure, obrnjen k steni, in tiščal na zvonec.	Na zvonec je pritiskal zelo dolgo.	simplicity	Slovene
Nekaj razbojnikov je letalo okrog poslopja, nekaj pa tolklo na sprednja vrata ter zahtevalo, da naj Polikarp izroči svojo vojno kaso, če noče, da s silo ne vlomijo v hišo.	Nekega večera so k nam prišli razbojniki. Hoteli so očetov denar.	simplicity	Slovene
V začetku tega izpada je bil silno presenečen, potem se je s strahom zagledal v skoraj blazne Lidine oči, ki so žarele nad njim.	Bil je presenečen. Bilo ga je strah. Zdelo se mu je, da ima Lida čudne oči.	simplicity	Slovene
Z zgornje postaje vzpenjače na grajskem griču je z dvigalom urejen neoviran dostop do grajskega dvorišča, kjer je tipna maketa Ljubljanskega gradu s pripisi v brajici.	Pri zgornji postaji je dvigalo. Z njim se peljemo na grajsko dvorišče. Na grajskem dvorišču je maketa gradu. Napisi so tudi v brajici.	simplicity	Slovene
"""Sram vas bodi!"" je starec ustrelil izpod sršečih sivih obrvi po mladih ljudeh."	Bil je jezen.	simplicity	Slovene
Terba je tulila, da je šlo skozi mozeg in da so jo slišali k sosedom, a dečka sta molčala, kakor da bi bila popolnoma zaverovana v posel, ki ga je bilo treba temeljito opraviti.	Terba je glasno tulila.	simplicity	Slovene
Že otroška leta so mi bila v nadlego in težo življenja sem občutil na sebi kot breme, mučno in grenko.	Imel sem težko otroštvo.	simplicity	Slovene
Bilo je še zgodaj, tako da se je komaj videlo žrelo do dna, toda Vester je natanko razločil, da je skupina vojakov prignala enega samega moškega.	Pripeljali so moškega.	simplicity	Slovene
"""Ležem in umrem."""	Ležem in umrem.	simplicity	Slovene
Zvečer tistega dne sta oče in mati govorila, da bodo zdaj prišli boljši časi.	Slišal je očeta in mater, pogovarjala sta se, da bodo zdaj prišli boljši časi.	simplicity	Slovene
"Julija govori: ""Romeo, ako je ljubezen tvoja čednostna in poroke si želi, sporoči jutri slu, ki ti ga pošljem, kdaj in kje naj bila bi poroka."""	Julija predlaga, da se poročita.	simplicity	Slovene
"Vsak po svoji dolini."""	Rekel jim je: Vsak bo šel v svojo dolino.	simplicity	Slovene
