positive	negative	style_type	language
"Šele ko ga je oblila kri, se je spomnil, da mora bežati. Šele tedaj se ga je polastila razdraženost in jeza. ""Prekleta smrklja, sraka, ciganka, jaz ti bom že pokazal,"" je zakričal, zagrabil kamen in ga zagnal proti nji. Nemo se je izognila kamnu in drugemu in tretjemu in ostalim, ki so frčali proti nji."	Zbežal je in kričal: Prekleta smrklja, ciganka, sraka, jaz ti bom že pokazal. Metal ji je kamenje.	simplicity	sl
Mestna hiša, imenovana tudi Magistrat ali Rotovž, ki je bila zgrajena v poznem 15. stoletju, je sedež Mestne občine Ljubljana.	Mestni hiši rečemo tudi Magistrat ali Rotovž. V Mestni hiši je sedež Mestne občine Ljubljana. Mestna hiša je zelo stara.	simplicity	sl
"Ko so končali, se je komandant obrnil proti civilistom in jim glasno zaklical: ""Poglejte, tukaj vas bo jutri vrag vzel!"""	Tukaj vas bomo jutri ubili.	simplicity	sl
Ravno, ko smo bili z delom pri kraju, je sprožil Šved, ki je ležal ranjen pod polomljenim vozom, svoj samokres na nas ter Lukeža težko ranil.	V novem boju je bil Lukež hudo ranjen.	simplicity	sl
Takoj, ko sem ozdravel, me je oddal oče, ki morda ni rad gledal pohabljene moje roke, Ahacu Langerholzu v Škofjo Loko.	Oče me je poslal v mesto Škofja Loka.	simplicity	sl
Ali privadil sem se kraja in takrat sem opazil na nemarno skupaj nastlani postelji črn železen zaboj.	Opazil sem zaklenjen železen zaboj.	simplicity	sl
Polna divje nestrpnoti je začela razbijati po zaprtih vratih.	Udarjala je po vratih.	simplicity	sl
Zdaj je minilo že dvajset let, pa še ni izdelal takšne palice, ki bi bila na obeh koncih, okoli in okoli, čez in čez in sploh povsod enaka.	Še vedno ni naredil povsod enake palice.	simplicity	sl
»Miholica!« je zastokal, »ali si videl?« »Vidiš, Matevž«, je odgovoril oni, »kadar nečem, da bi videl, tedaj ne vidim.	Sosed je rekel, da ni nič videl.	simplicity	sl
Zagledala je radijski aparat. Tih in nem je stal pred njo. Zakaj ji je gospa prepovedala dotakniti se aparata?	V stanovanju je našla radio. Radia ni smela poslušati.	simplicity	sl
Otrok je to slišal večkrat na dan, zato ni čudno, če je iz vseh teh naglo izgovorjenih besed, ki jih še ni razumel, zanj nastala samo ena.	Fant je vsak dan slišal te besede.	simplicity	sl
Nesrečniki so se stisnili v lopo pokopališke cerkvice, da bi se v zatišju oddahnili, preden jo mahnejo čez odprta polja k Hotejcu.	Prišli so do pokopališča.	simplicity	sl
S polenčkom ji je preštel kosti — a ženska se je dala tepsti ter je prespavala dan za dnevom na peči.	Matevž jo je zaradi njene lenobe tepel.	simplicity	sl
To poročilo je bilo za njega, ošabnega, imovitega nemškega kmeta, pekoča sramota.	Za njihovo družino je bila to sramota.	simplicity	sl
"""Kje gori?"" je prestrašeno ponovil Matic Enaka Palica."	Enaka Palica je ponovil: Kje gori?	simplicity	sl
Gospodar je zakričal, kakor bi mu hoteli odsekati glavo, se zgrudil na kolena in z vzdignjenimi rokami prosil hlapca, naj se ga usmili.	Ubiti je hotel tudi gospodarja. Gospodar je prosil za svoje življenje.	simplicity	sl
In ko je Tratarjevo Rotijo, kateri so gledali krivo izpod čeljusti zobje in ki je bila najgrša ženska v devetih farah na okrog, povprašal, če ga hoče v zakon, je odgovorila zbadljivo: »Ko bi ti že bili odrezali eno nogo, ali eno roko, potem bi te vzela. Ali brez ušesa! Ne morem!«	Ni ga hotela niti najgrša ženska v vasi.	simplicity	sl
"""In zdaj se boste razšli."	Nagnal jih je iz kraja.	simplicity	sl
Že je tičalo bodalo v moji roki in sunil sem Jošta zadaj pod tilnikom v telo, da se mu je curkoma ulila kri. Nato je umrl.	Med prepirom sem Jošta zabodel z nožem in Jošt je umrl.	simplicity	sl
Cela gostilna se je pridružila Wulffingovim in kričala name.	Vsi so bili jezni.	simplicity	sl
Že na brvi pod visoškim domom sva čula vpitje jeznega očeta.	Ko sva se vrnila domov, je bil oče slabe volje.	simplicity	sl
Krstili so ga za Peregrina, ker so ga našli na dan tega svetnika, in rekli so mu Najdeni, ker je bil najdenček.	Ljudje so mu dali ime Najdeni Peregrin. Najdeni so mu rekli zato, ker so ga našli. Peregrin so mu rekli zato, ker so ga našli na dan svetega Peregrina.	simplicity	sl
Ker pa vse skupaj še ni gotovo, ne bosta jahala po poti skozi Selce, peš bosta hodila po gozdovih okrog Blegoša.	Potovala sva peš.	simplicity	sl
Pojoči kanarček je skočil nanj, peti pa ni prenehal in tudi Breda se ni nehala smejati, kar je navdajalo Matejčka z neznanskim veseljem.	Kanarček se ji je usedel na prst in zapel. Kanarček je pel, Breda se je smejala. Kanarček ni nehal peti, Breda pa se ni nehala smejati. Matejček je bil zelo vesel.	simplicity	sl
Ko so pretekli trije tedni, je prišla po Marksa sestra Margareta, ali skril se je pred njo, da ga niti videla ni.	Po Marksa je prišla sestra Margareta.	simplicity	sl
Na rebri poleg Vrbarjeve hiše pa je ležal Tomažek in same kosti so ga bile.	Tomažek je bil suh kot kost.	simplicity	sl
"Ko je pesem izzvenela in so še vsi zijali z odprtimi usti, je norček skočil z zapečka in radostno zaploskal: ""Tantantadruj, tako bodo igrali mučeniki!"""	Tantadruj je rekel: Tako bodo igrali mučeniki.	simplicity	sl
In zopet sem stal pred prodajalno v Loki ter gledal na svetlo okovani samokres, ki je bil tisti mah želja vseh mojih otroških želja.	Z denarjem bi si lahko kupil pištolo.	simplicity	sl
Mesec dni je ležala v postelji in tresel jo je mraz.	Breda je dobila vročino. 1 mesec je ležala v postelji.	simplicity	sl
Priletelo je nekaj črnega. Spodaj so tolovaji pograbili in odnesli onega, ki se je zvijal na tleh, tu pri oknu pa se je zgrudil Lukež. Ravno nad srcem mu je tičala globoko v prsih tanka puščica.	Lukeža je zadela puščica.	simplicity	sl
Ko je Lida povečerjala, se je zagledala v starčeve prijazne oči in potem mu je začela pripovedovati na dolgo in široko o svojem življenju.	Po večerji je Lida starcu pripovedovala o svojem življenju.	simplicity	sl
Navodila mi je dajal za gospodarstvo in za kupčijo z vinom; posebno če prodajam, naj se branim domačega denarja, ker je dosti manj vreden kot pa denar nemške veljave.	Dal mi je nasvete o denarju.	simplicity	sl
Nekoč sta bila tovariša spet zelo zaposlena. Na vrtu sta urejevala konjsko dirkališče.	Nekoč sta se Jakec in mož igrala na vrtu. Naredila sta dirkališče za konje.	simplicity	sl
Zdravnik je prišel poprej kot oče. Prinesel je mami rož, njej pa punčko.	Na praznovanje je prišel tudi zdravnik. Zdravnik je Bredi prinesel punčko, materi pa rože.	simplicity	sl
Postala je zelo razigrana.	Postala je zelo razigrana.	simplicity	sl
Lotil se je dela z veliko vnemo in bil prvi hlapec, kakor boljšega do tistih dni še nisem imel.	Bil je zelo priden delavec.	simplicity	sl
Slugi pravi, da ga bo spremil na ples, čeprav ga niso povabili.	Odloči se, da bo šel na ples, čeprav ni bil povabljen.	simplicity	sl
V najboljšem premišljevanju, kako si hočem kupiti ponosno orožje, je pograbila železna pest mojo roko, v kateri sem stiskal beneški denar.	Cekin sem pobral, ravno takrat pa se je oče vrnil v klet.	simplicity	sl
Ko sva stopila zopet na dvorišče, sem bil ves v potu. In tako globoko se mi je vkopalo v dušo, kar se mi je bilo razkazalo, da mi je hotelo slabo postati.	Ko mi je pokazal orodje za mučenje, mi je od groze postalo slabo.	simplicity	sl
Vzlic visoki starosti se pa vendar ni zmanjšala njegova divjost, česar bi sicer otrok o svojem roditelju ne smel zapisati.	Oče se je postaral. Kljub temu je ostal neprijazen.	simplicity	sl
Nekega jutra je Vester spet slišal, da se bližajo težki vojaški čevlji.	Nekega jutra so vojaki zopet prišli.	simplicity	sl
Urban vozi po ustaljeni poti v mestnem središču, ob kateri so največje mestne znamenitosti.	Urban vozi mimo največjih mestnih znamenitosti.	simplicity	sl
Te lepe in rosne nedelje zjutraj sta bila Černjakova dečka zelo slabe volje, ker sta morala zaradi paše zgodaj vstati, zato pa sta se iz jeze že navsezgodaj jela znašati nad siroto.	Neko nedeljo sta bila fanta zelo slabe volje. Zgodaj zjutraj sta začela tepsti terbo.	simplicity	sl
"""Marš na delo!"""	Marš na delo.	simplicity	sl
Matija Gosak je zagrabil presenečeno Lido za lase in začel na vso moč vpiti na pomoč.	Matija je zgrabil Lido za lase in začel klicati: Na pomoč, na pomoč!	simplicity	sl
Luka je precej časa zidal v Gorici in Trstu, zato mu je še ostalo nekaj italijanskih besed.	Luka je pred padcem zidal tudi v Italiji. Znal je nekaj italijanskih besed.	simplicity	sl
Ondi na njivi je kopal Zavratarjev Mihola.	Na polju zraven je na njivi kopal sosed.	simplicity	sl
Starega je zadela kap in so ga tri dni pozneje odnesli pod zemljo. Mati ni nič odlašala, peljala je štirinajstletno Lido k premožnemu kmetu, ki jo je takoj najel za pastirico.	Ko je bila stara 14 let, je Lidi umrl oče. Mati jo je peljala k bogatemu kmetu.	simplicity	sl
Romeo ugotovi, da bo pri Kapuletih na večerji sedela tudi Rozalinda.	Ugotovi, da bo na plesu tudi Rozalinda.	simplicity	sl
Bil sem star dvanajst let.	Bil sem star 12 let.	simplicity	sl
Tedaj je videl, da so po trgu prignali župnika.	Nekega dne je videl, da so po trgu prignali župnika.	simplicity	sl
Toda ker ga niso našli, so se kakor na ukaz zapodili proti farni cerkvi.	Ugotovili so, da zvoni na pokopališču.	simplicity	sl
Hodile so mimo vaške ženice.	Mimo so hodile vaške ženice.	simplicity	sl
Luka, ki si je bil že ogledal ves semenj in je zato vedel, kje prodajajo zvonce, mu je položil svojo edino šapo na rame in ga začel pehati skozi sejmarje; stresal ga je, da je divje cingljalo in grmel iz dna svojega trebuha:	Luka je Tantadruju povedal, kje jih prodajajo.	simplicity	sl
Strme je poslušala pravljico o Trnuljčici, ki je spala v stolpu brez vrat. Breda je gledala zdaj podobo zdaj učiteljico s širokimi očmi, nenadoma pa je kriknila in se zvrnila na tla v temo, ker je spet dobila napad.	Ko ji je učiteljica brala pravljico o Trnuljčici, je Breda dobila napad.	simplicity	sl
