positive	negative	style_type	language
А на самой его вершине — кованый ларец.	Дуб был очень большой и высокий, а на самом верху висел ларец.	simplicity	Russian
— Да, Иван-царевич, спать бы тебе вечно, кабы не я; ведь тебя братья твои изрубили и прекрасную королевну Елену, и коня златогривого, и жар-птицу увезли с собою. 	Убили братья Ивана, забрали жар-птицу, коня, королевну и уехали. 	simplicity	Russian
Вот идет он к синему морю, Видит, на море черная буря: Так и вздулись сердитые волны, Так и ходят, так воем и воют. 	Видит, что на море сильная буря. 	simplicity	Russian
— Поди-ка, старуха, по коробу поскреби, по сусеку помети, не наскребешь ли муки на колобок.	— Испеки, бабка, колобок.— У нас муки нет. — А ты иди поищи.	simplicity	Russian
Говорит старику старуха: «Воротись, поклонися рыбке. 	Говорит, что мало ей новой избы. 	simplicity	Russian
— сказал он. — Садись на меня, на серого волка, а королевна Елена Прекрасная пусть едет на коне златогривом.	Решили они убить брата, а Елене Прекрасной приказали никому ничего не рассказывать.	simplicity	Russian
А мужик шубу понашивал да барина похваливал.	Зовёт его и спрашивает:  — спрашивает баринА мужик шубу носил и барина хвалил.  	simplicity	Russian
Серый волк вымолвил эти слова и побежал в сторону; а Иван-царевич заплакал горько по сером волке и поехал в путь свой с прекрасною королевною.	А когда Иван-царевич с настоящей королевной уехали, Серый волк стал опять волком и побежал за ними.На следующий день Серый волк опять превратился в волка и побежал за Иваном и Еленой Прекрасной.	simplicity	Russian
У того царя Выслава Андроновича был сад такой богатый, что ни в котором государстве лучше того не было; в том саду росли разные дорогие деревья с плодами и без плодов, и была у царя одна яблоня любимая, и на той яблоне росли яблочки все золотые.	У этого царя был сад богатый, и была там яблоня с золотыми яблоками. 	simplicity	Russian
Жили-были старик со старухой. 	Жили-были дед и баба. 	simplicity	Russian
Катится Колобок, навстречу ему Волк:	Катится Колобок, а навстречу ему Волк: — Колобок, Колобок, я тебя съем! 	simplicity	Russian
Я сердцем возлюбил прекрасную королевну Елену, а теперь должен отдать ее царю Афрону за коня златогривого, а ежели ее не отдам, то царь Афрон обесчестит меня во всех государствах	Обещал царь Афрон отдать коня златогривого Ивану-царевичу, если привезёт он из соседнего государства королевну Елену Прекрасную. 	simplicity	Russian
— Колобок, Колобок, я тебя съем!	— Колобок, Колобок, я тебя съем! 	simplicity	Russian
Рассказал и Иван-царевич. 	Старшие братья рассказали отцу о своих невестах, рассказал и Иван-царевич. Рассказал Иван жене о новом задании отца	simplicity	Russian
— А вы возьмите по стреле, натяните свои тугие луки и пустите стрелы в разные стороны. 	Полетели их стрелы в разные стороны.	simplicity	Russian
Лучше попроси у меня, чего тебе надобно, — всё дам.	Лучше попроси у меня всё, что хочешь.	simplicity	Russian
Старик ивовые прутья режет, корзинки плетёт, а старуха лён ткёт. 	Старик плёл корзины, а старуха пряла пряжу. 	simplicity	Russian
— Ах, Иван-царевич, — молвила щука, — сжалься надо мной, не ешь меня, брось лучше в синее море!	— Ах, Иван-царевич, — сказала щука, - брось меня в синее море! 	simplicity	Russian
Иван-царевич начал просить серого волка:	Попросил Иван-царевич Серого Волка опять помочь ему. 	simplicity	Russian
Караульные конюхи тотчас проснулись, прибежали, Ивана-царевича поймали и повели к царю Афрону.	И там ждала Ивана-царевича неудача: схватили его и привели к царю Афрону. 	simplicity	Russian
— и съела.	— и съела.	simplicity	Russian
А Снегурочка вдруг запечалилась	А Снегурочка стала грустной. 	simplicity	Russian
Мороз градусов тридцать пять. 	Мороз был очень сильный — градусов тридцать пять. 	simplicity	Russian
Иван-царевич прочел эту надпись и поехал в правую сторону, держа на уме: хотя конь его и убит будет, зато сам жив останется и со временем может достать себе другого коня.	Иван-царевич прочитал эту надпись и поехал направо.	simplicity	Russian
Вот сыграли три свадьбы, поженились царевичи: старший царевич — на боярышне, средний — на купеческой дочери, а Иван-царевич — на лягушке-квакушке.	Вот сыграли три свадьбы.	simplicity	Russian
Долго он по дремучим лесам пробирался, в топях болотных вяз и пришел наконец к Кощееву дубу. 	Долго он шёл и пришёл к дубу. 	simplicity	Russian
А старшие братья явились во дворец со своими женами, разодетыми, разубранными. 	Братья пришли со своими женами, одетыми в дорогую одежду. 	simplicity	Russian
Идет она дальше, как скачет другой всадник: сам красный, одет в красном и на красном коне, — стало всходить солнце. 	Пошла она дальше и встретила красного всадника. 	simplicity	Russian
И стали они жить дружно, в любви и согласии.	Стали они жить дружно, в любви и согласии.	simplicity	Russian
Как взмолится золотая рыбка! 	Обещала золотая рыбка исполнить желание старухи. Пообещала золотая рыбка, что изба у них будет. 	simplicity	Russian
Поблагодарил царь и отпустил старуху с подарками.	Пошла старушка во дворец и подарила царю эти рубашки. 	simplicity	Russian
— Продай, бабушка, это полотно, а деньги возьми себе. 	Поняла девушка, что это – белый день. 	simplicity	Russian
Увидя на траве коня златогривого и жар-птицу в золотой клетке, весьма на них прельстилися и вздумали брата своего Ивана-царевича убить до смерти.	Легли на траву спать. 	simplicity	Russian
Когда царь узнал, что Емеля прибыл, приказал выкатить сорокаведерную бочку и посадить в эту бочку царевну и Емелю-дурака. 	Царю, конечно, не понравился ленивый и глупый жених, поэтому приказал он посадить царевну с Емелей в большую бочку и бросить в море. Не сразу царь узнал Емелю, так как стал он совсем другим человеком. 	simplicity	Russian
Вот пришла зима снежная, намело сугробов до пояса, высыпали ребятишки на улицу поиграть, а старик со старухой на них из окна глядят да про свое горе думают	Пришла зима снежная, вышли дети на улицу играть, а дед и баба на них из окна смотрят и грустят. 	simplicity	Russian
Стала она его будить: «Емеля, а Емеля! 	Попросила она отца-царя выдать её за Емелю замуж.	simplicity	Russian
— Его смерть — на конце иглы, та игла — в яйце, то яйцо — в утке, та утка — в зайце, тот заяц — в кованом ларце, а тот ларец — на вершине старого дуба. 	И рассказала она Ивану-царевичу, что смерть Кощея — на конце иглы, та игла — в яйце, то яйцо — в утке, та утка — в зайце, тот заяц — в ларце, а ларец — на старом дубе.	simplicity	Russian
— Что же ты, брат, без жены пришел? 	— Что же ты без жены пришёл?	simplicity	Russian
Пустил стрелу Иван-царевич — полетела его стрела прямо в топкое болото, и подняла ее лягушка-квакушка…	Стрела Ивана-царевича упала в болото рядом с лягушкой.	simplicity	Russian
— Ква-ква, Иван-царевич! 	— Ква-ква, не убегай, Иван-царевич, а возьми меня замуж.	simplicity	Russian
Высокий терем. 	Вернулся старик к старухе и видит высокий терем. Прошло время. 	simplicity	Russian
Вышли братья на широкий отцовский двор, натянули свои тугие луки и выстрелили.	Вышли братья на широкий двор, выстрелили. 	simplicity	Russian
— Ох, дед, трудно нам стало работать: у меня прялка сломалась!	— Ой, старик, трудно нам стало работать, и прялка у меня сломалась!	simplicity	Russian
— «Нет, мы разыскиваем своего родного брата. 	Было в семье три брата. 	simplicity	Russian
Что ж он видит? 	Вернулся старик домой и видит новую, большую и красивую избу.  Опять видит их старый дом. 	simplicity	Russian
Кучер так гнал лошадей, что, когда приехали домой, все лошади сдохли. 	Мимо ехал барин на тройке лошадей, увидел мужика и остановился.    	simplicity	Russian
Он принял ложную королевну, а коня златогривого вручил Ивану-царевичу.	В этот раз волк решил сам похитить королевну, а Ивану-царевичу сказал ждать его. 	simplicity	Russian
Пошли плясать жены старших царевичей. 	Жёны старших царевичей позвали много помощниц для этой работы.Царю ковры старших царевичей не понравились. Пошли танцевать жены старших царевичей. 	simplicity	Russian
Или услышал от отца своего слово недоброе?	Вдруг все услышали страшный шум и очень испугались, посмотрели в окна и увидели красивую золотую карету. 	simplicity	Russian
Ничего не сказала рыбка, Лишь хвостом по воде плеснула И ушла в глубокое море. 	Ничего не сказала золотая рыбка и ушла в глубокое море. 	simplicity	Russian
Жил старик со своею старухой У самого синего моря; Они жили в ветхой землянке Ровно тридцать лет и три года. 	Жили-были старик со старухой около синего моря. Они жили в старом маленьком доме тридцать лет и три года. 	simplicity	Russian
Только замахнулся он топором, а из чащи Лесной Дед выходит. 	Вдруг выходит Лесной Дед и говорит:Навстречу ему Лесной Дед выходит и спрашивает:	simplicity	Russian
Ведь это с вами наш брат Емельян Иванович!» 	Простили царя Емельян с царевной и жили все долго и счастливо.	simplicity	Russian
Я Колобок, Колобок,	Испекла колобок. И покатился Колобок дальше.	simplicity	Russian
Ложись-ка лучше спать-почивать: утро вечера мудренее!	Ложись лучше спать: утро вечера мудренее!Ложись спать: утро вечера мудренее!	simplicity	Russian
Стал он кликать золотую рыбку. 	Третий раз бросил старик сеть в море и вытащил одну золотую рыбку. Вернулся старик к старухе и рассказал ей, что поймал он золотую рыбку, которая говорила человеческим голосом. Позвал он золотую рыбку. Снова пошёл старик к морю, позвал золотую рыбку. Позвал старик золотую рыбку. Позвал он золотую рыбку. Стал он звать золотую рыбку. 	simplicity	Russian
Все бы хорошо, да одно горе — детей у них не было. 	Жили они хорошо, дружно, но детей у них не было. 	simplicity	Russian
Катится Колобок, навстречу ему Медведь:	Катится Колобок, навстречу ему Медведь: — Колобок, Колобок, я тебя съем! — Не ешь меня, Медведь! 	simplicity	Russian
Василиса стала просить свою куколку, та и говорит:	Пошла Василиса в лес и взяла с собой волшебную куколку. 	simplicity	Russian
Выбрал Иван-царевич лучшего скакуна из Кощеевой конюшни, сел на него с Василисой Премудрой и воротился в свое царство-государство.	Сели Иван-царевич и Василиса Премудрая на коня и вернулись в своё царство-государство.	simplicity	Russian
Вышел он к синему морю и видит: на берегу, на желтом песке, лежит щука-рыба. 	Подошёл он к синему морю и видит: на берегу лежит щука. 	simplicity	Russian
Отпустил он рыбку золотую И сказал ей ласковое слово: «Бог с тобою, золотая рыбка! 	Заговорила вдруг золотая рыбка человеческим голосом, попросила старика отпустить её обратно в море и пообещала исполнить любое его желание. Отпустил добрый старик золотую рыбку в море и сказал, что ничего ему не надо. Обещала рыбка старику исполнить любое его желание, если отпустит он её в море. 	simplicity	Russian
— отвечает Иван-царевич. — Приказал мой батюшка, чтобы ты сама испекла к утру каравай хлеба…	На следующий день сказал царь, чтобы жёны испекли хлеб.Испекла она хлеб мягкий и очень красивый.	simplicity	Russian
Твоя жар-птица повадилась к нам летать в сад по всякую ночь, и срывала с любимой отца моего яблони золотые яблочки, и почти все дерево испортила; для того послал меня мой родитель, чтобы сыскать жар-птицу и к нему привезть	Начала в сад этот летать жар-птица и уносить золотые яблоки. 	simplicity	Russian
Идет он чистым полем, глядь — а над ним летит большой селезень.	Идёт Иван-царевич дальше, видит - летит большой селезень.	simplicity	Russian
И только чуть успел окончить последние слова, как на этом красивом острове появился мраморный и очень красивый дворец -такой, какого нет и не было ни в одном столичном городе! 	После освобождения пожелал Емеля, чтобы появился большой, красивый дворец, и снова исполнилось его желание.	simplicity	Russian
Пришел к серому волку и рассказал все, что с ним случилося	Рассказал ему волк о том, что случилось, и посоветовал скорее в своё царство-государство ехать. 	simplicity	Russian
— спросил царь	Попросил царь показать ему мастерицу, которая эти рубашки сшила. 	simplicity	Russian
— Не ешь меня, Заяц, я тебе песенку спою:	— Не ешь меня, Заяц, я тебе песенку спою: Я Колобок, Колобок, Я от дедушки ушёл, Я от бабушки ушёл, От тебя, Заяц, тоже уйду!	simplicity	Russian
— Не ешь меня, Серый Волк, я тебе песенку спою:	— Не ешь меня, Серый Волк, я тебе песенку спою: Я Колобок, Колобок, Я от дедушки ушёл, Я от бабушки ушёл, От Зайца ушёл,  От тебя, Волк, тоже уйду!	simplicity	Russian
Сама беленькая, точно снег, коса русая до пояса, только румянца нет вовсе. 	Стала быстро расти девочка: красивая, белая как снег, волосы длинные русые. 	simplicity	Russian
Начало пригревать весеннее солнышко. 	На небе тёплое весеннее солнышко, на земле зелёная трава, птицы поют. 	simplicity	Russian
Долго у моря ждал он ответа, Не дождался, к старухе воротился — Глядь: опять перед ним землянка; На пороге сидит его старуха, А пред нею разбитое корыто.	Долго старик  ждал ответа около моря, но не вернулась золотая рыбка, не дала ему ответа. Рядом сидит его старуха, а перед ней разбитое корыто. 	simplicity	Russian
Емеля хоть был дурак, но знал, что рыба не говорит человеческим голосом, и очень испугался. 	Емеля был таким ленивым, что идти пешком не захотел. 	simplicity	Russian
Есть у нас коровушка — молоко даёт, есть шесть овечек — шерсть дают. 	У нас есть одна корова, которая молоко даёт. Есть шесть овец, которые шерсть дают. 	simplicity	Russian
Ей с поклоном старик отвечает: «Смилуйся, государыня рыбка, Разбранила меня моя старуха, Не дает старику мне покою: Надобно ей новое корыто; Наше-то совсем раскололось». 	Говорит, что мало ей корыта, нужна ей новая изба. 	simplicity	Russian
Воротился старик ко старухе, Рассказал ей великое чудо. 	Рассказал ей, чего хочет старуха. Рассказал ей старик о желании старухи. Поклонился старик, рассказал ей о новом желании старухи. 	simplicity	Russian
На крыльце стоит его старуха В дорогой собольей душегрейке, Парчовая на маковке кичка, Жемчуги огрузили шею, На руках золотые перстни, На ногах красные сапожки. 	Стоит на крыльце его старуха в дорогой одежде, а рядом с ней её слуги. 	simplicity	Russian
Старшие братья были женаты и занимались торговлей, а Емеля-дурак все лежал на печи, перегребал сажу и спал по несколько суток непробудным сном.	Старшие братья работали, а младший брат Емеля был глупый и очень ленивый. 	simplicity	Russian
Надел старик шапку, вышли они на огород и принялись дочку из снега лепить. 	Надел дед шапку, вышли они на улицу и начали дочку из снега лепить. 	simplicity	Russian
