positive	negative	style_type	language
Quando gli abitanti del paese videro ciò che Ernesta e i suoi amici avevano fatto, rimasero a bocca aperta.	Quando gli abitanti del paese di “pì” videro quello che Ernesta e i suoi amici avevano fatto, furono molto sorpresi.	simplicity	Italian
Ernesta prese una corda, si arrampicò fino alla cima del campanile, e finalmente recuperò il cappello.	Ernesta prese una corda, salì fino in cima al campanile, e trovò il cappello.	simplicity	Italian
C’era un gran silenzio in paese quella notte.	In paese c’era un gran silenzio quella notte.	simplicity	Italian
Era qualcosa di piccolo e di forma ovale, e somigliava tantissimo a un qualche tipo di uovo fossile.	Era qualcosa di piccolo e ovale, e somigliava tantissimo a un tipo di uovo che si era trasformato in un fossile.	simplicity	Italian
Infine telefonò a Mario l’idraulico per farsi portare trecento tubi di plastica.	Ernesta telefonò anche a Mario l’idraulico e gli domandò di portare trecento tubi di plastica.	simplicity	Italian
Era vivo!	Era vivo!	simplicity	Italian
Quando lo zio Giorgio, lo zio di Clara, sentì che avevano annullato i loro piani per una vacanza in campeggio, propose che i bambini andassero a stare da lui.	Quando lo zio Giorgio, lo zio di Clara, sentì che non andavano in campeggio, disse che i bambini potevano andare a stare da lui.	simplicity	Italian
Poi chiese a Luisa se poteva venire a vedere Dora, perché a lei non era permesso avere un gatto.	Clara non aveva un gatto, e chiese se poteva venire a vedere Dora.	simplicity	Italian
Il Papà mandò la Mamma di sopra a stendersi e a riposarsi dopo colazione, mentre lui prendeva gli ultimi accordi per il pranzo della festa di compleanno della Mamma.	Il Papà mandò la Mamma di sopra a stendersi e a riposarsi dopo colazione, mentre lui faceva gli ultimi piani per il pranzo della festa di compleanno della Mamma.	simplicity	Italian
Una volta arrivato a 6, trovò un bidone della carta quasi vuoto.	Quando arrivò a sei, trovò un bidone della carta quasi vuoto.	simplicity	Italian
Le porte erano fatte di liquirizia e il campanello era fatto di caramello profumato.	Le porte erano fatte di liquirizia e il campanello era fatto di zucchero.	simplicity	Italian
Ora, Margherita mette in un contenitore le sue gelatine, in modo da non farle più cadere per terra.	Ora, Margherita mette in un contenitore le sue gelatine, in modo da non farle più cadere per terra.	simplicity	Italian
Ida capì che doveva salvarlo e coraggiosamente cominciò a nuotare con grande foga nell’acqua.	Ida coraggiosamente cominciò a nuotare con grande energia nel mare perché capì che doveva provare a salvarlo.	simplicity	Italian
Sofia poi si guardò attorno e vide tutte le macchine e il loro autobus bloccati sulla strada dietro di loro.	Sofia poi si guardò attorno e vide tutte le macchine e il loro autobus bloccati sulla strada dietro di loro.	simplicity	Italian
Sofia balzò in piedi impaurita, ma fortunatamente era solo Vincenzo, il suo gattino, che le faceva le fusa.	Sofia balzò in piedi impaurita, ma fortunatamente era solo il suo gattino Vincenzo che le faceva le fusa.	simplicity	Italian
Da allora, se c’è un mistero da svelare o un problema da risolvere, tutti chiamano l’Agente Speciale Ernesta Sparalesta.	Da allora, se c’è un problema da risolvere, tutti chiamano l’Agente Speciale Ernesta Sparalesta.	simplicity	Italian
Clara poi sorrise a Aidan e gli consegnò un enorme sacchetto di carta.	Clara poi sorrise a Aidan e gli diede un sacchetto di carta molto grande.	simplicity	Italian
Il cappotto e le scarpe di Clara davano l’idea di non essere mai asciutti da settimane e la bambina aveva dovuto persino ritirare fuori i suoi vecchi stivali di gomma.	Il cappotto e le scarpe di Clara erano sempre bagnati a causa della pioggia e la bambina dovette indossare i suoi vecchi stivali di gomma.	simplicity	Italian
A causa del comportamento di Margherita, Benedetto non era troppo contento dell’organizzazione del gruppo.A Benedetto piaceva Margherita, ma non gli piaceva per niente come trattava Sandro.	Benedetto non era troppo contento dell’organizzazione del gruppo, perché a Benedetto non piaceva per niente il modo in cui Margherita trattava Sandro.	simplicity	Italian
Il Vecchio Tempesta si grattò ancora un po’ la testa, poi fece schioccare le dita e rapidamente scrisse ‘ambra grigia’ su Google.	Il Vecchio Tempesta si grattò ancora un po’ la testa, poi fece schioccare le dita e rapidamente scrisse ‘ambra grigia’ su Google.	simplicity	Italian
Si ricordò che non c'erano alberi lì intorno che potevano fare quel rumore, perciò forse era un animale ferito?	Si ricordò che non c'erano alberi lì intorno che potevano fare quel rumore, forse era un animale ferito?	simplicity	Italian
Mentre immaginava la torta infilò la forchetta in bocca.	Mentre pensava a questa torta mise la forchetta in bocca.	simplicity	Italian
I due amici erano molto incuriositi e chiesero al cameriere il nome di quella specialità.	I due amici erano molto curiosi e chiesero al cameriere il nome di quel dolce.	simplicity	Italian
Ida e il ragazzo avevano freddo ed erano impauriti, ma erano finalmente al sicuro, e fecero entrambi la promessa di non oltrepassare mai più il limite di profondità consentita.	Ida e il ragazzo avevano freddo ed erano impauriti, ma erano finalmente al sicuro, e fecero entrambi la promessa di non andare mai più nel mare troppo profondo.	simplicity	Italian
Poi c’erano le mucche Maria e Susanna che muggivano disperatamente nella stalla, stringendosi intorno alla zia Anna e al suo secchio.	Poi c’erano le mucche, Maria e Susanna, che muggivano tristi nella stalla, attorno alla Zia Anna e al suo secchio.	simplicity	Italian
Era tutto organizzato.	Era tutto organizzato.	simplicity	Italian
Così il sindaco aveva stabilito che nei giorni pari non si uscisse in macchina, neppure per andare a scuola o al lavoro.	Così il sindaco aveva deciso che nei giorni pari non si doveva uscire in macchina, neanche per andare a scuola o al lavoro.	simplicity	Italian
I ragazzi stavano bene insieme, considerato che era la prima volta che si incontravano.	I ragazzi stavano bene insieme, anche se questa era la prima volta che si incontravano.	simplicity	Italian
Era giorno quando Clara riprese conoscenza.	Era giorno quando Clara riprese conoscenza.	simplicity	Italian
Susanna voleva giocare e, non appena notò Sofia che si rinfrescava le mani nel laghetto, Susanna con aria felice saltò addosso a Sofia.	Susanna voleva giocare e con aria felice saltò addosso a Sofia, che si stava rinfrescando le mani nel laghetto.	simplicity	Italian
Poi, uscì con prudenza dal bagno, evitò i buchi nel pavimento dove c’erano le tavole, e girò intorno ad un idraulico che accompagnava una canzone alla radio fischiettando in modo stonato.	Poi, uscì con prudenza dal bagno, evitò i buchi nel pavimento dove c’erano le tavole, e girò attorno ad un idraulico che cantava seguendo una canzone alla radio.	simplicity	Italian
Vedeva sotto di sé i tetti della sua città.	Dall’alto vedeva i tetti della sua città.	simplicity	Italian
Allo zoo, c’erano scimmie che saltavano dalle cime degli alberi, zebre che galoppavano lì intorno, e grandi orsi marroni seduti davanti alle loro tane.	Allo zoo, c’erano scimmie tra le cime degli alberi, zebre che correvano lì intorno, e grandi orsi marroni seduti davanti alle loro tane.	simplicity	Italian
Curiosa com'era, si avvicinò per osservarla meglio, prima timidamente, poi con più coraggio.	Curiosa com'era, Ernesta si avvicinò per guardarla meglio, prima con paura, poi con più coraggio.	simplicity	Italian
Nonna Magda si abbassò a raccogliere una pallina di carta di giornale e la aprì con cura.	Nonna Magda raccolse un pezzo di giornale e lo aprì con cura.	simplicity	Italian
Collezionava i migliori dolci da tutto il mondo.	Collezionava i migliori dolci da tutto il mondo.	simplicity	Italian
Il Sindaco fece tutto il necessario per convincere i cittadini ricchi e poveri a indossare i guanti di Madame Sciantosa: organizzò una grossa sfilata cittadina, pubblicò articoli su tutti i giornali parigini e ricoprì la città di pubblicità che esaltavano l’eleganza dei guanti di Madame Sciantosa.	Il Sindaco fece di tutto per convincere i cittadini ricchi e poveri a mettere i guanti di Madame Sciantosa: organizzò una grossa sfilata cittadina, pubblicò articoli su tutti i giornali parigini e ricoprì la città di pubblicità dei guanti di Madame Sciantosa.	simplicity	Italian
Il papà di Luisa prese la mano di Tonio Battaglia, che sembrava scioccato, e la strinse a lungo.	Tonio Battaglia sembrava scioccato mentre il papà di Luisa continuava a stringergli la mano.	simplicity	Italian
Probabilmente della taglia di un piccolo pony.	Era grande come un piccolo pony.	simplicity	Italian
Al proprietario del banchetto piaceva la Vecchia Volpina, ma doveva venderla perché a sua moglie non era mai piaciuta.	All’uomo della bancarella piaceva la vecchia volpina, ma doveva venderla perché a sua moglie non era mai piaciuta.	simplicity	Italian
La Nonna e il Nonno arrivarono giusto in tempo per il pranzo.	La Nonna e il Nonno arrivarono giusto in tempo per il pranzo.	simplicity	Italian
In acqua c’era pure un gatto!	C’era un gatto nell’acqua!	simplicity	Italian
Ernesta si ricordò allora del suo amico Mauro, un famoso scienziato che aveva inventato molte strane macchine, e così corse da Mauro per chiedere il suo aiuto.	Allora Ernesta pensò di chiedere aiuto al suo amico Mauro.Mauro era un famoso scienziato e aveva inventato molte strane macchine.	simplicity	Italian
Così domandò ad Angelica il motivo di quel nome.	Così domandò ad Angelica il motivo di quel nome.	simplicity	Italian
La volpe era in pezzi e intorno ad Alberto c’era un mucchio di imbottitura e di vecchi giornali accartocciati.	La volpe era in pezzi e intorno ad Alberto c’erano pezzi di un vecchio giornale e dell’imbottitura.	simplicity	Italian
All’improvviso l’autobus si fermò, perché qualcosa bloccava la strada davanti a loro.	All’improvviso l’autobus si fermò, perché qualcosa bloccava la strada davanti a loro.	simplicity	Italian
Dopotutto, rimpicciolire la gente non era poi un’idea così brillante.	Rimpicciolire la gente non era poi tanto una buona idea.	simplicity	Italian
Dopo una settimana di navigazione, Ernesta e la sua nuova cagnetta Chiazza avvistarono un asteroide bianco e nero.	Dopo una settimana di viaggio, Ernesta e la sua nuova cagnetta Chiazza videro un piccolo pianeta bianco e nero.	simplicity	Italian
“Aaaaahhhh”, Clara urlò come sentì il suo corpo cadere.	“Aaaaahhhh”, Clara urlò quando cadde.	simplicity	Italian
Tutti provarono a rallegrare la Mamma in ogni modo, ma non servì a nulla.	Tutti provarono a rallegrare la Mamma in ogni modo, ma non servì a nulla.	simplicity	Italian
I bambini non furono convinti dalla sua risposta, quindi corsero fino alla fermata dell’autobus a chiedere a qualcun altro un secondo parere.	I bambini non erano sicuri della sua risposta, quindi corsero fino alla fermata dell’autobus a chiedere a qualcun altro.	simplicity	Italian
Ugolino, meno convinto di Pietro, chiuse gli occhi e pensò intensamente ai frutti di bosco che tanto gli piacevano.	Ugolino, meno convinto di Pietro, chiuse gli occhi e pensò ai frutti di bosco che gli piacevano tanto.	simplicity	Italian
La notte prima c’era stato un grosso temporale e i bambini decisero di andare alla ricerca di conchiglie e pietre, e di qualunque cosa di interessante sulla spiaggia.	La notte prima c’era stato un grosso temporale e i bambini volevano andare alla ricerca di conchiglie e pietre, e di altre cose interessanti sulla spiaggia.	simplicity	Italian
Da quel giorno, per non correre più rischi Ugolino lesse sempre con attenzione tutte le etichette.	Da quel giorno, per non passare altri guai, Ugolino lesse sempre con attenzione tutte le etichette.	simplicity	Italian
Il rumore era simile a qualcuno che masticava qualcosa di succoso.	Il rumore era simile a qualcuno che mangiava qualcosa di succoso.	simplicity	Italian
Tutti gli altri micini avevano trovato nuove famiglie e questo era l’ultimo rimasto!	Tutti gli altri micini avevano trovato nuove famiglie e questo era l’ultimo rimasto!	simplicity	Italian
Ida non era sicura che le poteva piacere nuotare nel mare agitato.	Ida non era sicura che le poteva piacere nuotare nel mare agitato.	simplicity	Italian
Prima, passò da Luigi l’elettricista e gli chiese di procurare un bel rotolo di filo elettrico.	Prima andò da Luigi l’elettricista e gli chiese di prendere un bel rotolo di filo elettrico.	simplicity	Italian
Poiché era indeciso su quale fosse il bidone giusto, chiese ad un passante di indicargli il bidone dove buttare la carta.	Poiché non sapeva quale fosse il bidone giusto, chiese ad un signore che passava dove era il bidone per la carta.	simplicity	Italian
Poiché anelli, orologi e bracciali erano nascosti dai guanti di Madame Sciantosa, nessuno fu più in grado di fare distinzioni tra poveri e ricchi.	Poiché anelli, orologi e bracciali erano nascosti dai guanti di Madame Sciantosa, nessuno riuscì più a capire chi era ricco e chi era povero.	simplicity	Italian
Il proprietario del bar era molto simpatico e mentre Emanuele gli raccontava del loro trasloco, Luisa gironzolava fuori dal bar per mangiare il gelato in pace.	Il proprietario del bar era molto simpatico e mentre Emanuele gli raccontava del loro trasloco, Luisa uscì fuori dal bar per mangiare il gelato in pace.	simplicity	Italian
Simo si avvicinò per vedere meglio, ma come si avvicinò si rese conto che c’era qualcuno sulla barca, perché un’ombra enorme apparve all’improvviso alle sue spalle e gli diede una spinta con violenza.	Simo si avvicinò per vedere meglio, ma come si avvicinò, si rese conto che c’era qualcuno sulla barca, perché un’ombra enorme apparve all’improvviso alle sue spalle e gli diede una spinta con violenza.	simplicity	Italian
I bambini si guardarono.	I bambini si guardarono.	simplicity	Italian
La strada era un po’ dissestata e si avvicinavano con lentezza alla casetta di zia Anna dove stavano andando.	La strada era un po’ dissestata e si avvicinavano con lentezza alla casetta di zia Anna dove stavano andando.	simplicity	Italian
Era il bullo del quartiere, Tonio Battaglia.	Era Tonio Battaglia, un orribile ragazzo della sua scuola.	simplicity	Italian
Aveva la stessa carnagione e lo stesso naso appuntito.	Aveva la stessa carnagione e lo stesso naso appuntito.	simplicity	Italian
Respiravano tutti in modo affannoso perché tutti erano molto concentrati, ma finalmente i tiranti furono fissati e ogni cosa fu al suo posto.	Tutti erano molto presi dal lavoro e il lavoro era duro, ma finalmente la tenda fu montata.	simplicity	Italian
La Signorina Bottoni indossava un grande cappello di paglia viola, così i bambini la potevano riconoscere facilmente.	La Signorina Bottoni indossava un grande cappello di paglia viola, così che era facile per i bambini notarla.	simplicity	Italian
E anche punire il Signor Rossi non aveva senso.	E anche punire il Signor Rossi non aveva senso.	simplicity	Italian
Avvolsero il sasso a forma di uovo accuratamente nella camicia di Benedetto e si precipitarono da Dino, il guidatore di autobus in pensione, che portava a spasso il suo cane, Samuele.	Misero il sasso a forma di uovo nella camicia di Benedetto e corsero da Dino, il vecchio guidatore di autobus, che portava a spasso il suo cane, Samuele.	simplicity	Italian
Tirò su il braccio e gli cadde in mano.	Tirò su il braccio e gli cadde in mano.	simplicity	Italian
Anche la mamma di Emanuele era lì e parlava con l’anziana signora del suo micino.A giudicare dallo sguardo negli occhi della mamma, Emanuele si chiedeva felice se ci sarebbe stato un nuovo animaletto nella loro famiglia!	La mamma di Emanuele era lì e, mentre parlava con l’anziana signora del suo micino, sembrava proprio che volesse portare il micino a casa con lei e Emanuele!	simplicity	Italian
Anche quel giorno aveva portato la cagnolina con sé, sulla sua bicicletta speciale in viaggio verso lo spazio.	Anche quel giorno aveva portato la cagnolina con sé, sulla sua bicicletta speciale in viaggio verso lo spazio.	simplicity	Italian
Era molto entusiasta.	Era molto contenta.	simplicity	Italian
Era così impegnata ad osservare gli animali nello zoo che non si accorse che il suo sacchetto aveva sul fondo un minuscolo buco.	Era così impegnata a guardare gli animali nello zoo che non vide che il suo sacchetto aveva un minuscolo buco.	simplicity	Italian
Sugli scaffali c’erano bibite di tutti i tipi: con le bollicine, senza le bollicine, succhi di frutta, bibite zuccherine, bibite sconosciute e bibite speciali.	C’erano bibite di tutti i tipi: con le bollicine, senza le bollicine, succhi di frutta, bibite dolci, bibite sconosciute e bibite speciali.	simplicity	Italian
Poteva essere quasi carino se restava così, pensò Luisa.	Luisa pensò che Tonio poteva essere quasi carino se restava così.	simplicity	Italian
Si mise addosso una giacca a vento e una sciarpa e iniziò a cercare il cappello dappertutto, attorno al luogo della conferenza..	Ernesta si vestì con una giacca a vento e una sciarpa e uscì.Cercò dappertutto dove il Presidente aveva fatto il suo discorso.	simplicity	Italian
Effy rimase sotto la doccia per moltissimo tempo e per il resto del giorno non ci furono più scherzi.	Effy rimase sotto la doccia per moltissimo tempo e per il resto del giorno non ci furono più scherzi.	simplicity	Italian
Ma non c’era più nessuno e sul banchetto c’era un biglietto con su scritto ‘categoria completa’, e quindi Effy non avrebbe più potuto iscriversi alla gara.	Ma non c’era più nessuno e sul banchetto c’era un biglietto con su scritto ‘categoria completa’, e quindi Effy non avrebbe più potuto iscriversi alla gara.	simplicity	Italian
“Sei fortunata”, disse ad Effy la donna al banchetto, “Sei l’ultima concorrente per oggi. Le iscrizioni stanno per chiudersi.”	“Sei fortunata”, disse ad Effy la donna al banchetto, “Sei l’ultima persona ad iscriversi oggi.Le iscrizioni stanno per chiudersi.”	simplicity	Italian
Susanna era tutta muscoli e Sofia non aveva visto arrivare Susanna, quindi fu sbalzata per aria in un attimo.	Susanna era molto forte e Sofia non aveva visto arrivare Susanna, quindi fu travolta in un attimo.	simplicity	Italian
Si sentiva persa nel suo accogliente letto di legno e le sue braccia non erano più lunghe abbastanza per prendere la sua tazza di tè in mano.	Si sentiva persa nel suo accogliente letto di legno e le sue braccia non erano più lunghe abbastanza per prendere la sua tazza di tè in mano.	simplicity	Italian
Clara era raggiante di gioia.	Clara sorrise.	simplicity	Italian
Sofia voleva un gatto ma Benedetto voleva un cane.	Sofia voleva un gatto ma Benedetto voleva un cane.	simplicity	Italian
Avevano degli amici per sempre.	Avevano degli amici per sempre.	simplicity	Italian
Ida, Simo e Aidan guardavano con stupore il contenuto denso e maleodorante del gabinetto mentre schizzava fuori dal tubo - tutto addosso ad Effy.	Ida, Simo e Aidan guardavano sorpresi il contenuto denso e puzzolente del gabinetto sparato fuori dal tubo - tutto addosso ad Effy.	simplicity	Italian
“No”, urlò Ida, e corse verso la barca, ma era troppo tardi perché la barca era già in mare.	Ida urlo’ “No!”, e corse verso la barca, ma era troppo tardi perché la barca era già in mare.	simplicity	Italian
Stava proprio passando davanti alla porta del bagno quando all’improvviso mise un piede nel... vuoto!	Dopo che Clara superò il bagno, cadde improvvisamente in un ... buco!	simplicity	Italian
Una bella e fresca mattina d’estate i due gemelli, Benedetto e Sofia, presero l’autobus diretto al mare con i loro amici, Sandro e Margherita.	Era una bella e fresca mattina d’estate, e i due gemelli, Benedetto e Sofia, presero l’autobus diretto al mare con i loro amici, Sandro e Margherita.	simplicity	Italian
