anchor1	anchor2	alternative1	alternative2	correct_alternative	style_type	language
Los mierdas de ABC haciéndole campaña al Fracking.	ABC promociona el fracking.	En 2013 Dalas ya se sabía que era retrasado, que cojones?!	En el 2013 salas ya se sabía que era más lento	1	toxic	es
Supongo que Perro le dará asilo en la Moncloa 	Supongo que el presidente le dara asilo en la Moncloa	El dia que morais todos los fachas podre palmarla tranquilo ...	El día en que desaparezcan todos los extremistas, podré vivir en paz...	1	toxic	es
Muchas veces en sus carceles sobornan a gente y viven como reyes.	En muchas ocasiones en sus cárceles sobornan a personas y viven con lujos.	Que traigan otro cargamento, necesitamos más pagapensiones son una inversión de futuro.	Que traigan otro cargamento, necesitamos más contribuyentes para asegurar las pensiones; son una inversión de futuro.	1	toxic	es
Ya venís en manada a quejaros, anda a tomarte una mArandina.   	Ya venís en manada a quejaros, anda a tomarte una mandarina.	En catalán se escribe Espanya. Para dárselas usted de ser periodista, no tieene usted puta idea de escribir.	En catalán se escribe Espanya. Para dárselas usted de ser periodista, no tieene usted  idea de escribir.	1	toxic	es
Ahora me leo la secta que seguro que amplian información	Voy a leer el artículo para obtener más información.	Pero que pedazo de retrasada	Pero qué tipo de persona.	1	toxic	es
"Veo el tweet y digo ""mira un subnormal"" pero veo los reply y no, son unos cuantos más."	"Veo el tweet y digo ""mira un personaje"" pero veo los reply y no, son unos cuantos más."	Qué peste a culé esta pillando la afición madridista...	Qué peste esta pillando la afición madridista...	1	toxic	es
Con Mokus y Fajardo, hay estos políticos de mierda	Con Mockus y Fajardo hay estos políticos	hay que ser hp para robar un zumo en alta mar.	Hay que ser inconciente para robar un zumo en alta mar	1	toxic	es
Y lo bien que les va siendo fachas, que no es gratis	Y lo bien que les va siendo conservadores, que no es gratis	Por encima de la libertad de expresión está la libertad de callarse para no decir gilipolleces sin sentido	Por encima de la libertad de expresión está la libertad de permanecer en silencio para no decir cosas sin sentido	1	toxic	es
PAMBISITOS dejen de responder a subnormales de mierda como éste.	PAMBISITOS dejen de responder a personas  como éste.	Otro día de mierda, en éste mes de mierda, de éste año de mierda	Otro día malo, en éste mes malo, de éste año malo	1	toxic	es
Quién es este subnormal y por qué ha soltado semejante subnormalez?	Quién es él y por qué ha soltado semejante palabra	Ya te he respondido subnormal	Ya te respondí	1	toxic	es
Como para no votar a Vox. Hijos de puta 300.000 con la que se nos vien encima.	como para no votar a Vox. 300.000 con la que se nos viene encima	: #ModeloPodemos Ser comunistas y joder España  #LaHoraAzulPP278	: #Modelpodemos ser comunistas y vencer a España  # LaHoraAzulPP278	1	toxic	es
La esposa no solo hacia lofts sin licencia sino que ni siquiera tenía la carrera de arquitectura. Detalles sin importancia.	La esposa no solo construía lofts sin licencia, sino que ni siquiera tenía formación en arquitectura. Son detalles sin importancia.	Lo trataré con el trato maricon, penca, discriminatorio como trató a varios de mis compañeros 😒 VIEJO CULIAO.	Lo trataré  como trató a varios de mis compañeros	1	toxic	es
"el término correcto es ""seres humanos de color crema"""	"El término correcto es ""personas de tono crema""."	a la mierda directamente, OKUPAS en el gobierno.	OKUPAS en el gobierno.	1	toxic	es
lo personal es político pero no por ello tienes ke ir a una manifa ke convocan sindicatos de mierda	Lo personal es político pero eso no significa que haya que ir a una manifestación que convoque a sindicatos.	Ah, porque se va y viene la hija puta. Están haciendo el subnormal apagando y encendiendo	Ah, porque esta hija va y viene. Hacen algo anormal, se apagan y se encienden.	1	toxic	es
Buena gente acogemos en nuestro país. Traen lo mejorcito de la cultura de su país.	Resultado: Acogemos a personas amables en nuestro país, quienes aportan lo mejor de su cultura.	Ojalá no salga por ahí algún juez de esos pendientes de joder todo a poner su demanda, asquerosos oportunistas 🖕👎	Ojalá no salga por ahí algún juez de esos pendientes de joder todo a poner su demanda	1	toxic	es
Pero que lo haga el gobierno y saqué pasta, vamos gilipollas, que os podéis forrar	Que el gobierno lo gestione y obtenga beneficios, es decir, que aprovechen la oportunidad.	Los mejores los más preparados para cortar cabezas	Los mejores los más preparados para realizar el trabajo	1	toxic	es
te has equivocado de captura subnormal	te has equivocado de captura	Tantos les cuesta entender simios de mierda	Tantos les cuesta entender	1	toxic	es
"Gobierno de mierda"""	Gobierno ineficiente	callate ya, subnormal, admite el PARTIDAZO como todos los madridistas, no que por rabia digais que ha sido robo, penosa.	admite el PARTIDAZO como todos los madridistas, no que por rabia digais que ha sido robo	1	toxic	es
por favor dejad en paz a mi amiga la subnormal de mierda	Dejen de molestar a mi amiga	#YoSoyAnonymousUE basta de absurda represión victimista por parte del Estado Fascista	#YoSoyAnonymousUE basta de absurda represión victimista por parte del Estado	1	toxic	es
Pues súbete tu a repararlo, maricón	Pues súbete tu a repararlo	Lo hipócritas que son algunos con el tema de ladder no tiene tamaño AJAJAJ Vaya hipócritas de mierda ;)	Lo hipócritas que son algunos con el tema de ladder no tiene tamaño AJAJAJ	1	toxic	es
Mamona, tengan la mierda que tengan ellos, lo nuestro sigue siendo igual de lamentable	Tengan los que tengan ellos igual lo nuestro sigue lamentable	Israelitas, chinos, moros, culés... así estaba el Bernabéu ese día, que daba entre pena y asco.	Israelitas, chinos, moros,... así estaba el Bernabéu ese día, que daba entre pena y asco.	1	toxic	es
Pero siguen estando ahí y recibiendo subvenciones de la ilesia y del estado FASCISTA	Siguen estando ahí y recibiendo subvenciónes	Costumbres tercermundistas que disfrutamos ya en Europa gracias a nuestros políticos progres, disfruten lo votado.	Costumbre de países en desarrollo que ya disfrutamos en Europa, gracias a los políticos simpatizantes, disfruten el logro	1	toxic	es
pero este tio es un puto subnormal, o que le pasa?	Pero conoces a este tipo, ¿qué le pasa?	y snk ultima temp pronto   pd rachel puta zorra la traicion no se perdona	ps rachel la traición no se perdona	1	toxic	es
Este es el maricón de Aida?	Este es el de Aida?	gummy cuando te pones subnormal eres un tocacojones	Gummy, cuando te comportas de manera inapropiada, te vuelves una molestia.	1	toxic	es
No te acerques que me tiznas le dijo la sarten al cazo... 😂 Los más fascistas de la izquierda	No te acerques que me tiznas le dijo la sarten al cazo...	el Partido Socialista de Andalucía son una banda de delincuentes y chorizos	el Partido Socialista de Andalucía no son honrados	1	toxic	es
Pero que putas, maldita tensión rara entre Jaime y Brandon #GameofThrones #JaimeLannister	Pero qué es, extraña tensión entre Jaime y Brandon.  #Game of Thrones  #JaimeLannister	Cada vez, la situación del país está en la mierda la de mierdísima #FreddyGuevaraTeCAGASTE	Cada vez, la situación del país está en mala	1	toxic	es
Blocs y a otra cosa No le des publicidad al monguer	Blocs y a otra cosa No le des publicidad	Pues si es así, que zorras que sois.	Bueno, si es así, ¿qué clase de gente eres.	1	toxic	es
Y ahora me veo y parezco un Trump supporter. Putos nazis.	Y ahora me veo y sueno como un partidario de Trump.	🚨🚨 Los okupas causan graves disturbios en Santiago y el alcalde 'podemita' les respalda ➡️  ASQUEROSO	🚨🚨 Los okupas causan graves disturbios en Santiago y el alcalde 'podemita' les respalda ➡️	1	toxic	es
Hacete cargo forro de mierda	Asumir la responsabilidad	ese tío no es un delicuente, en su cultura mayormente está admitido, lo que es, es un hijo de puta	Ese tio no ev un delincuente, es su cultura mayormente esta admitido	1	toxic	es
Excepto si te lo envenenan con mierdas	Excepto si lo envenenan con cosas	Venga silenciame ya verás tú cuánto me preocupo SUBNORMAL	Vengan a silenciarme ya verán cuánto me preocupo	1	toxic	es
Aprende el significado de mayoría parlamentaria subnormal	Aprende el significado de mayoría parlamentaria	Menudo baño te están dando pequeño dictador! 👏👏👏👏👏👏👏	Menudo baño te están dando	1	toxic	es
Ya empecé con la depresión de mierda	ya comencé con la depresión	Son los mismos miserables de siempre, porque sera que siempre votan negativo a este tipo de noticias.......	Siempre son los mismos individuos desagradables; ¿por qué será que siempre votan negativo en este tipo de noticias?	1	toxic	es
Me cuesta creer que haya alguien igual de subnormal que Dalas.	Me cuesta creer que haya alguien igual que Dalas.	Pues puede trabajar de carnicero para pagar pensiones	Entonces podría trabajar como carnicero para cubrir las pensiones.	1	toxic	es
tu respuesta dice que no crees que el catalán tendría que ser de obligatorio entendimiento. Eres un puto…	Su respuesta afirma que no cree que el catalán deba ser una lengua obligatoria para ser comprendido.	Que analogía rebuscada y de mierda	Qué analogía confusa	1	toxic	es
"ya sabes q la Mal_llamada ""PERRA"" (=FIEL)  de la TOP FURCIA de Eugenia SILVA estuvo jugando al APOCALIPSIS..con l ex_marido.."	ya sabes que la TOP FURCIA de Eugenia SILVA estuvo jugando al APOCALIPSIS..con l ex_marido..	Por 'Crush' os referís a putas chonis?	¿Por 'Crush' te refieres a una bella dama?	1	toxic	es
Ahí ahí, protegiendo a tus niños. A los mejores. ¿A cuantos tienes metidos en casa?	Ahí estás, protegiendo a tus hijos. A los más destacados. ¿Cuántos tienes en casa?	Cómo me alegro de la remontada por todos los madridistas insoportables y por el subnormal miarma de Emery!!	Cómo me alegro de la remontada por todos los madridistas y por el miarma de Emery!!	1	toxic	es
pues con lo puto retrasado que eres podría ser	en tu estado es posible	,, pin pon , todos los rojos delincuentes en sus ejercicio  ..	pin pon , todos los rojos en sus ejercicio	1	toxic	es
¿Y este subnormal quién es?	Y este hombre extraño, ¿quién es?	Solo la fe, el dogmatismo y la estupidez te pueden hacer votar a un elemento como este #SanchezVeteATuCasa	Solo la fe, el dogmatismo y falta del sentido común te pueden hacer votar a un elemento como este #SanchezVeteATuCasa	1	toxic	es
A los machistas no les da miedo el feminismo, (muy machos ellos). Simplemente lo desprecian,.¡Imbéciles!.	A los machistas no les da miedo el feminismo, (muy machos ellos). Simplemente lo desprecian	Aquí Piatti que no metía un puto gol y en el Español, lleva ya unos cuantos, mamón. ☹️	Aquí Piatti que no metía un gol y en el Español, lleva ya unos cuantos	1	toxic	es
Tranquilízate tú, ya que se supone que eres analista deportivo, no comediante o payaso, aunque a veces parezca lo contrario.	Tómelo con calma, ya que debe ser un analista deportivo, no un comediante, aunque a veces puede parecer lo contrario.	ME JUEGAS PUTO RETO O COMO VA LA COSA PUTO RETRASADO	Me juegas al reto o cómo va la cosa	1	toxic	es
La mitad catalana borrega independentista sigue creyéndose sus mentiras.	La mitad catalana independentista sigue creyéndose sus mentiras	La justificación pedorra JAJAJAJ mejor no te defiendas 🤣🤣	Que mala justificación ,mejor no te defiendas	1	toxic	es
La historia reconocerá que fue el más pelele , inepto e hijo de puta presidente de la historia .	La historia reconocerá que fue el más inepto e hijo  presidente de la historia	para vos y todos los trolos panelistas putos de Fox	Para vos y todos los de Fox	1	toxic	es
ya ves además a los policías nazis que tendrá esa en el whatsapp… como para creerse algo.	ya ves además a los policías que tendrá esa en el whatsapp… como para creerse algo.	Los Reyes Magos JAJAJAJAJAJAJAJAJAJAJAJAJA  Puto retrasado #TierradeNadie10	Los Reyes Magos JAJAJAJAJAJAJAJAJAJAJAJAJA  #TierradeNadie10	1	toxic	es
La derechona sale a dar una vuelta por Barcelona.  vía	La derecha sale a dar una vuelta por Barcelona. Via	Los mejores y los más valientes.	Los más destacados y los más valerosos.	1	toxic	es
lástima que sea un fascista, un machista, un subnormal y odie Catalunya	Es lamentable que esta persona sea partidaria del fascismo, el machismo y muestre un desprecio hacia Cataluña.	Queremos más dominicanos y más moros, Sánchez trae más.!!!!	Queremos más inmigrantes, Sánchez trae más!	1	toxic	es
Si ese magrebi hubiera estado en su pais, podriamos haber evitado ese hecho.	Si ese individuo de origen magrebí hubiera estado en su país, podríamos haber evitado ese incidente.	es a cuartos de final subnormal	es a cuartos de final	1	toxic	es
Que arrechera esta economía de mierda	Que pena esta economía tan débil	🚨🚨 Los okupas causan graves disturbios en Santiago y el alcalde 'podemita' les respalda ➡️  SON GENTUZA	Los okupas causan graves disturbios en santiago y el alcalde podemita les respalda	1	toxic	es
Te das cuenta la panda de retrasados que se han puesto a soltar espumarajos?	Te das cuenta qué ridiculous se han puesto a soltar espumajaros.	Dios mi madre es subnormal en serio	Dios mi madre está mal en serio.	1	toxic	es
Luego se queja Neymar... valiente subnormal.	Entonces Neymar se queja... valiente y extraño.	imagina y todo fue por entrar con una maleta en un museo. Putos nazis	imagina y todo fue por entrar con una maleta en un museo.	1	toxic	es
Ya decía yo que veía menos moros	Ya me había dado cuenta que veía menos personas de origen magrebí	Pero sois periodistas o idiotas? Aún estando en catalán pone Franquismo!	Son periodistas o qué aún estando en catalán ponen franquismo	1	toxic	es
Si los ladrones y golpistas de izquierda no le hubieran hecho tanto daño a Chile, probablemente todo sería mejor.	Si la izquierda no hubiera hecho tanto daño a Chile, probablemente las cosas habrían sido mejores.	solo 4? maldito hijo de puta fascista	solo son 4?	1	toxic	es
Que algunos saquéis la bilis contra mi 😍😍 jajajajaja , monguers y gordos ...	Que algunos saquéis la bilis contra mi 😍😍 jajajajaja	No pasa nada, al bajar dice que tiene 14 años y a vivir la vida midugis juejuejejejeuejjejj	No hay problema, al bajar dice que tiene 14 años y a disfrutar la vida.	1	toxic	es
por desgracia aún no entregan Goyas por el simple hecho de ser subnormal. Deberían empezar	por desgracia aún no entregan Goyas	ha habido 6, no 5, 6.... Guti Guti Maricoooon, Maricoooon Maricoooooooon	ha habido 6, no 5, 6.... !!!!!!!!!	1	toxic	es
No pasa nada, él es el mas preparado y el mas valiente que ya lo decia la abuela Carmena.	No hay problema, él es el más preparado y valiente, como lo afirmaba la abuela Carmena.	Ahora tampoco respetaréis la democracia fascistas de mierda???	Ahora tampoco respetaréis la democracia????	1	toxic	es
Esa fascista JAMAS sera presi de !😂😂😂	Una mala persona jamas sera presi de	Como les gusta el afeitado en seco a esta gente.	A algunas personas les gusta el afeitado en seco.	1	toxic	es
Habla español, catalán de mierda 😋	Habla español	Menudos gilipollas. Como no, tenían que ser los guardaespaldas de la nazi de Le Pen...	Por supuesto, tenían que ser los guardaespaldas de Le Pen...	1	toxic	es
6 años ha tardado en mostrarse el tarado mental más grande, bravo 👏	6 años ha tardado en mostrarse el personaje más grande, bravo 👏	Pero pedazo de subnormal, prefieres a Charlotte antes que Lana.	Pero, prefieres a Charlotte antes que Lana.	1	toxic	es
Me gustaría saber lo que tú harías, si te llegará a pasar a ti. Eres el típico charlatán de feria.	Me gustaría saber qué harías si te sucediera a ti. A veces pareces muy persuasivo en tus argumentos.	Creo que deberían explotar este país de mierda	Creo que deberían hacer algo con este país.	1	toxic	es
No busquéis más, ya tenemos al tonto del hilo.	No busqueis mas, aqui esta quien faltaba	y el drama con el guiri de mierda de seamus en eurovision super living	Y el drama con el guiri  de seamus en eurovision super living	1	toxic	es
La única solución es irse de este país de mierda.	La única solución es irse de este país.	Hay gente dándose cuenta de que Hamilton es imbécil en pleno 2020.	Hay personas que entienden que Hamilton no es el mejor a mediados de 2020.	1	toxic	es
ESPAÑA CORRUPPCIÓN Derecha PP fascista franquista gobernando con 30% en España no entiende porqué Cataluña quiere Independencia y República.	ESPAÑA un partido de derecha CORRUPTO que gobierna con el 30% en España no entiende por qué Cataluña quiere la Independencia y la República.	Empiezo a sospechar que los traperos quieren competir con los youtubers para ver que grupo es más subnormal.	Empiezo a sospechar que los traperos quieren competir con los youtubers para ver que grupo es el peor.	1	toxic	es
"He puesto ""culo"" maemia, además de pequeño, mongolo. 😭"	He puesto  maemia, además de pequeño, mongolo. 😭	Y una mierda. Vox dice fuera a la inmigración ilegal que comete delitos, y de ahí no pasa.	Vox aboga por poner fin a la inmigración ilegal asociada con delitos, pero eso es todo.	1	toxic	es
Llévenlos a prisión, y una vez paguen la condena enviarlos a su país por deportación.	Llévenlos a prisión y, después de cumplir la condena, procedan con su deportación a su país.	Si fuese verdad se lo estaría pagando el gobierno y les darían una paga para que no tengan problemas económicos.	Si eso fuera cierto, el gobierno les proporcionaría ayuda económica para evitar problemas financieros.	1	toxic	es
Pues un héroe el que se bebió el zumo, de no haberlo hecho este estaría vendiendo corbatas por los bares	Realmente fue un acto heróico de quien se bebió el zumo. De no haberlo hecho, es probable que esa persona estuviera vendiendo corbatas en los bares	Jajajajajaja que Martin de mierda	Jajajajaja que Martin	1	toxic	es
No, lo que parece de ese siglo es su puta bazofia de programa.	No, lo que parece de ese siglo es su asqueroso programa	#VivaElCineEspañol porque me gusta y por patriotismo. A ver si os enteráis pedazo de fachas.	#VivaElCineEspañol porque me gusta y por patriotismo. A ver si os enteráis	1	toxic	es
Yo quería ser main puta pero listisima para lo que se viene	Yo quería estar listisima para lo que se viene.	Una paguita para ese hombre, que se ve con ganas de integrarse y aceptar nuestras reglas/costumbres.	Sería apropiado proporcionar alguna ayuda económica a ese hombre, parece estar dispuesto a integrarse y aceptar nuestras reglas y costumbres.	1	toxic	es
Con periodistas de mierda, con empleados de mierda.	Con malos periodistas, con malos empleados	¿A qué puta perra hora suben el link de #HTGAWM?	¿A qué hora cargan el enlace a #HTGAWM?	1	toxic	es
¡Es que hay zumos y zumos!	Es que hay una gran variedad de zumos.	Lo que está claro es que ha llegado un ladrón menos.	Lo que esta claro es que hay menos ladrones	1	toxic	es
Vaya, nunca pensé oir decir eso a una mujer	Nunca esperé escuchar eso de una mujer.	Pero que mierda estas hablando subnormal de los cojones MAMAAAAAAAA GORDOOOOOOOO.	Pero que estás hablando	1	toxic	es
y encima esqe eres mu puta	Y encima es que eres mía	-Una directiva fracasa deportivamente -Unos monguers los votan para que sigan mandando -Los monguers se sorprenden d q fracasen #estapasando	Una directiva desilusiona deportivamente, unos monguers los votan para que sigan mandando, los monguers se sorprenden de que no sea un éxito #estapasando	1	toxic	es
ahora ser liberal es de retrasado? pues eres un poco hipocrita y tonto amigo	Se considera ahora que ser liberal es poco común? Me parece que hay un contraste entre tus opiniones y acciones, amigo	Pues a mi me recuerda tus diversas lesiones graves y me descojono, subnormal. Acabado.	Bueno, me recuerda tus diversas lesiones graves y me enfado.	1	toxic	es
Está viniendo lo mejor de cada casa para mejorar el país, sin duda alguna.	Están viniendo personas con talento de diversos orígenes para contribuir al progreso del país, sin duda alguna.	Sigue existiendo mucha basura en España que limpiar y no solo en lo politico.	Sigue existiendo mucha cosas en España que limpiar y no solo en lo politico.	1	toxic	es
Lo que está claro es que tú sigues siendo un operador político totalmente parcializado. Asco	Lo que está claro es que tú sigues siendo un operador político totalmente parcializado.	A su vez que no es lo mismo ser cristiano que catolico , pero tu eres CATETA.	A su vez que no es lo mismo ser cristiano que catolico.	1	toxic	es
muy ateos que sois pero bien que os gustaría ser dios, eh? malditos hipocritas	Muy ateos que sois pero bien que os gustaría ser dios, eh? Es un poco hipócrita.	a ti no catalán cabron jajaja! Esta champions es vuestra y del bayer xd	a ti no catalán jajaja! Esta champions es vuestra y del bayer xd	1	toxic	es
Los políticos lo toleran todo lo que no va contra ellos, baste fijarse en Iglesias, con su casoplón.	Los políticos toleran todo lo que no les afecta directamente, basta con observar a Iglesias y su gran casa.	Trump provocando como un macarra de pacotilla   vía	Trump provocando	1	toxic	es
Los mas valientes. Haz que pase!	Los más valientes. Por favor, asegúrate de que avance	hijo de puta subnormal cabeza de polla gilipollas mental zoquete	hombre malo	1	toxic	es
Estos críos.... Qué pillastres..... Son unos terremotos los angelitos... Qué energía la de estos chicos... El futuro, son el futuro..... 	Estos niños son bastante traviesos, llenos de energía y travesuras. Representan el futuro con toda su vitalidad.	Fuentes del gobierno me comentan que hay que aumentar el altavoz para llamar a que vengan mas a intentarlo	Fuentes del gobierno indican que se debe aumentar el volumen para animar a más personas a intentarlo.	1	toxic	es
Donde esta el venezolano de mierda, donde	Dónde está el venezolano	unos vecinos del primero son más rojos y perroflautas que la hostia, les he dejado 6 entradas en el buzón	unos vecinos del primero son comunistas, les he dejado 6 entradas en el buzón	1	toxic	es
Perdón, que elite de mierda	Lo siento, qué mala élite	Este cabron está peor que los 1,200 que están por llegar	Es peor que los 1.200 que aún están por venir	1	toxic	es
Los mejores, los más valientes y preparados.	Los mejores, los más valientes y preparados	que asco de gente dios, que busquen el significado de hembrismo y de feminismo y luego hablan	Que terrible gente dios, que busquen el significado de hembrismo y de feminismo y luego hablan	1	toxic	es
Tú debes de ser un facha costalero del PPodrido.	Debes ser un comerciante costero.	Por cierto, donde anda metido el gusano comunista ese?	¿Adónde fue ese Comunista?	1	toxic	es
