anchor_1	alternative_1	anchor_2	alternative_2	style_type	language
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	सूअर के पिछवाड़े मे और बाथरुम मे अपनी बेटी को ढूंढ रहा है	अपनी बेटी को हर जगह ढूंढ रहा है 	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	काहे के प्रोफेशनल बे भड़वा गिरी और दलाली के ?	काहे के प्रोफेशनल बे गलत काम करने के ?	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	और ये रोहित ने घुसेड़ा पहला छक्का गांड में..	और ये रोहित ने मारा पहला जबरदस्त छक्का..	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	एड्रेस पर भोसड़ी के भेज रहा हू 	एड्रेस पर तेरे भेज रहा हू 	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	भोंसड़ी के तेरे पिछवाड़े में कांग्रेस का पंजा पड़ेगा तो समझ मे आएगा	जब कांग्रेस जीतेगी तभी तुझे समझ मे आएगा 	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	कुछ लोग तो अपने बायो मे फाउंडर तो ऎसे लिखेंगे कि जैसे कोई बड़ी सी कंपनी खोल रखी है. हट भेनचोद.	कुछ लोग तो अपने बायो मे फाउंडर तो ऎसे लिखेंगे कि जैसे कोई बड़ी सी कंपनी खोल रखी है.	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	ये हराम का पिल्ला हरामखोर हरामी है जिस का खाता है उसी में ये हरामखोर छेद करता है।।	ये धोखेबाज जिस का खाता है उसी के साथ धोखा करता है।।	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	तू जेएनयू में झांठ नहीं उखाड़ता भोसडीके	तू जेएनयू में कुछ नहीं कर पाता समझे	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	ये हराम की खाने वाले पुलिस वाले जो गुनहगार उसको तो पकड़ नही पाती	ये भ्रष्ट पुलिस वाले जो गुनहगार उसको तो पकड़ नही पाती	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	अभिनेत्री ने अभिनय हराम बता फिल्में छोड़ीं। तो क्या सायरा,  शबाना,  सलमान,  शाहरुख , अमीर, आदि हरामी हैं ?	अभिनेत्री ने अभिनय हराम बता फिल्में छोड़ीं। तो क्या सायरा,  शबाना,  सलमान,  शाहरुख , अमीर, आदि गलत काम कर रहे हैं ?	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	मूर्खो! ये घर में बैठकर कमेंट में किसी को गाली देना कौन सी बहादुरी है?	ये घर में बैठकर कमेंट में किसी को गाली देना कौन सी बहादुरी है?	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	भड़वे के पास कुत्ता जैसा नाक है हरामखोर पत्रकार	उस चापलूस पत्रकार को तुरंत सब कुछ पता चल जाता है 	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	अब तो भेनचोद बेइज्जती को भी शर्म आ रही हो गई |	अब तो बेइज्जती को भी शर्म आ रही हो गई |	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	ऐसे नीच, घटिया, दुष्ट, असुर, राक्षस, मनोवृति के व्यक्ति की जगह केवल पागलखाना	ऐसे बुरे व्यक्ति की जगह केवल पागलखाना	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	कमीना कातिल को चौराहे पर खड़ा करके गोली मार देनी चाहिये |	इस कत्ल के आरोपित पर कड़ी से कड़ी कार्रवाई करनी चाहिये |	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	इस हरामजदओ का हरामीपन के अलावा किसी बात से मतलब नहीं 	इसको बुरे काम के अलावा किसी बात से मतलब नहीं 	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	थू है ऐसे लोगो पर, और समाज पर |	ऐसे लोगो और समाज पर शर्म आती है |	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	भड़वा मीडिया ने भी इस घटना को नही दिखाया। 	पक्षपाती मीडिया ने भी इस घटना को नहीं दिखाया ।	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	सूअर लोग अपना अस्तित्व बचाने में लगे हैं।।	बुरे लोग अपने अस्तित्व को बचाने में लगे हैं |	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	भोसडीके सिर्फ तीन ही परिवार वर्षों तक शासन करते रहे।	सिर्फ तीन ही परिवार वर्षों तक शासन करते रहे।	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	एक जैसा न समझ सबको, ओर तू गांड लेके बीच मे न आ	एक जैसा न समझ सबको, ओर तू बीच मे न आ	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	तो अच्छा होगा कि तुम अपनी हद मे रहो. बेटीचोद	अच्छा होगा कि तुम अपनी हद मे रहो	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	भइया आपकी दलाली वाली पत्रकारिता ने जिस विचारधारा को बढ़ावा दिया है, उसी का असर है।	भइया आपकी खराब पत्रकारिता ने जिस विचारधारा को बढ़ावा दिया है, उसी का असर है।	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	भैया ब्लॉक कर दिया मैंने तो इस नीच को,	भैया ब्लॉक कर दिया मैंने तो इस बेकर इंसान को	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	दोनों एक नंबर के हरामि हो	दोनों एक नंबर के बेकार आदमी हो 	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	कायदे से आज थाला को बैटिंग का मौका नही मिलना चाहिए वरना थाला गाँड कूट देगा, इंडिया की  	कायदे से आज थाला को बैटिंग का मौका नही मिलना चाहिए वरना थाला इंडिया को हरवा देगा  	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	ज़रा सुनिए कुछ लोगों का स्तर कितना गिरा हुआ है। हरामी नीच	ज़रा सुनिए कुछ लोगों का स्तर कितना गिरा हुआ है।	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	हरामी भाग गया मैदान छोड़ कर	वाह भाग गया मैदान छोड़ कर	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	आपने सिर्फ सत्ता की लालच में नफरत और हिंसा को पनपाया है। अब ड्रामेबाजी क्यों पलटु कुमार?	आपने सिर्फ सत्ता की लालच में नफरत और हिंसा को क्यों पनपाया है?	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	ठोक ठोक के इतना गन्दी औलाद पैदा किया है	तुम्हारी औलाद अच्छी नहीं है 	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	खुद का खून जला जला कर ये एनामिक होने को पूरी तरह से ततपर दिखते है	बात बात पर गुस्सा होने को पूरी तरह से ततपर दिखते है 	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	उनमें एक ये टोटिचोर शामिल है !!!	उनमें एक ये बेकार आदमी शामिल है !!!	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	सरदाना जी थोड़ा कम जहर उगला करो।	सरदाना जी थोड़ा कम नफरत फैलाया करो  	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	तेरी मर्यादा को तेरी गांड में घुसेड़ दूंगा समझा बे!!  कुछ भी उटपटांग लिखते रहते हो ???	तेरी मर्यादा तुझे याद दिला देंगे बे!!  कुछ भी उटपटांग लिखते रहते हो ???	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	मरने दो इन हरामी लड़कियों को	मरने दो इन बुरी लड़कियों को 	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	नमक हरामी की हद पार हुई, सुधर जाओ  सुवरों	धोखा देने की सीमा ही पार हुई, सुधर जाओ धोखेबाजों	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	ये ममता भेन के लवडी तेरे गांड मे दम है तो बंगाल के बाहर एक छोटासा भी नमुना दीखादे	ये ममता तेरे मे दम है तो बंगाल के बाहर एक छोटासा भी नमुना दीखा दे	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	हमारे टुकड़ों पर पलने वाले सूअर नमक हराम भडवे	हमारे टुकड़ों पर पलने वाले धोखेबाज	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	तुम सब कुत्ते हो जो समय समय पर भौकते रहते हो	तुम सब समय समय पर बेकार की बात बोलते रहते हो	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	भेनचोद की औलाद एक बाप की औलाद है तो सामने से आकर हमला कर	हिम्मत है तो सामने से आकर हमला करो	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	जिगर चाहिए   जो तुम जैसी फ़टु सुअर की औलादो के पास नही है 	जिगर चाहिए जो तुम्हारे पास नहीं है	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	पहले गोरो को हराया   फिर हरमखोरों बांग्लादेश को हराया	पहले गोरो को हराया फिर बांग्लादेश को हराया	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	तू नही सुधरेगा तू कमीना का कमीना ही रहेगा , चूतिया।	तू नहीं सुधरेगा वैसा का वैसा ही रह जाएगा |	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	तेरे गांड के गलिचे ना बना दिये तो बोलना	तेरी कुटाई ना कर दी तो बोलना 	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	भड्वा जांच करले कितना लाभ लिया तू	जांच करले कितना लाभ लिया तू	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	और भेनचोद बड़ी बड़ी बकचोदी कर रहा है ||	और बड़ी बड़ी बातें फेंक रहा है ||	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	बिना बारूद की मिसाइल साले भड़वे 	बिना किसी दम के बड़ी-बड़ी बातें करने वाले 	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	तेरे मुह में अब बवासीर हो गया होगा |	तुम कुछ भी बोल नहीं पा रहे होगे |	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	इसके पिछवाडे मे खूटा ठोकना पडेगा, इसको अच्छी वाते समझ में नहीं आती है ।	इस पर रोक लगानी पड़ेगी, इसको अच्छी वाते समझ में नहीं आती है ।	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	इतना दोगला पन कहा से लाते हो लुच्चो ?	इतना चाटुकारिता कहा से लाते हो?	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	पकिस्तान वाले ट्विस्टर पे मैच फिक्स वाला रन्डी रोना कर रहे हैं 	पकिस्तान वाले ट्विस्टर पे मैच फिक्स का तमाशा खड़ा कर रहे हैं 	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	राजनीति में एक आतंकी नेता आ गई हैं, कभी शहीद का अपमान कर रही तो क़भी राष्ट्रपिता की हत्यारे का सर्मथन	राजनीति में एक बुरी नेता आ गई हैं, कभी शहीद का अपमान कर रही तो क़भी राष्ट्रपिता की हत्यारे का सर्मथन	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	मुझे नीच पर सफाई  देने की जरूरत नहीं, बदलेगी सरकार	मुझे सफाई देने की जरूरत नहीं, बदलेगी सरकार	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	ये हरामखोरो को पता नही है ?	ये धोखेबाजों को पता नही है ?	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	कश्मीर को मिलाया भारत में आज ही अमिश भड़वा की तरफ से खुशखबरी !?	कश्मीर को मिलाया भारत में आज ही अमिश की तरफ से खुशखबरी !?	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	कन्हैया कुमार का सूपड़ा साफ होने से दिल खुश हो गया।।  साले कुत्ते सूअर की औलाद !!	कन्हैया कुमार का सूपड़ा साफ होने से दिल खुश हो गया।। वह अच्छा आदमी नहीं है !!	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	कल इंडिया हारी नहीं थी तेरे बाप पाकिस्तान को बाहर करने के लिए जान बूझकर हारी थी	कल इंडिया हारी नहीं थी पाकिस्तान को बाहर करने के लिए जान बूझकर हारी थी	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	आ गए भोसडीके दल्ले भकचोदी लेकर।	आ गए बेकार की बात लेकर। 	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	तुम्हारे जेसे दल्ले का तो कहना ही क्या	तुम्हारे जेसे चापलूस लोगों का तो कहना ही क्या	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	साला दल्ला वोट के कुछ भी कर सकता है |	वह वोट के कुछ भी कर सकता है |	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	गैस सिलेंडर महंगा हुआ होता तो अभी तक रंडी रोना रोते |	गैस सिलेंडर महंगा हुआ होता तो अभी तक तमाशा कर रहे होते |	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	गौरव साहब नारंगी वाले क्या दूसरे देश के हैं जो उस रंडी ने ऐसा लिखा है	गौरव साहब नारंगी वाले क्या दूसरे देश के हैं जो उस बुरी औरत ने ऐसा लिखा है	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	धोनी से ज्यादा तो हार्दिक गांड़ फाड़ देता है..    अगला मैच हार्दिक खेलेगा	धोनी से ज्यादा अच्छा तो हार्दिक खेलता है..   अगला मैच हार्दिक खेलेगा	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	भाई साहब ये कोई ताजुब की बात नही है यहाँ पर बहुत सारे कमीने, मकार, नमकहराम, दलाल, फरेबी, देशद्रोही है	भाई साहब ये कोई ताजुब की बात नही है यहाँ पर बहुत सारे बुरे लोग हैं	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	में उस समय सुन नही पाया था। हाँ हा हा हां ह क्योंकि उस समय मे बकचोदी में व्यस्त था	में उस समय सुन नही पाया था। हाँ हा हा हां ह क्योंकि उस समय मे बेकार की बातों में व्यस्त था	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	अरे हरामी, कम से कम <number> ने हमला किया!	कम से कम <number> ने हमला किया!	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	अब इसपे कोई न्यूज चैनल और दलाल एंकर आपत्ति भी नही जताएंगे ?	अब इसपे कोई न्यूज चैनल और पक्षपात एंकर आपत्ति भी नही जताएंगे ?	toxicity	hi
जेहादी सूअर आस मोहम्मद को गिरफ्तार किया गया	आस मोहम्मद को गिरफ्तार किया गया	जलेबी तो गईं, पर कुत्ते की जात पहचानी गई	परेशानी तो हुई, पर उसके बारे में बहुत कुछ बात गई	toxicity	hi
