anchor_1	alternative_1	anchor_2	alternative_2	style_type	language
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	Вы же за полный разрыв отношений с ахрессором, тогда нахуй вы хотите транзита?	Вы же за полный разрыв отношений с агрессором, тогда зачем вы хотите транзита	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	?так хоть кто то по обочине бы ехал.а так все как дебилы встали...дальнобои порою ахуевают...	?так хоть кто то по обочине бы ехал.а так все как ненормальные встали...дальнобои порою в шоке...	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	курва галичанская , приехала в одессу со своим уставом !	глупышка, приехала в одессу со своим уставом !	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	Там написано он попросил и убедился тупица ты значит они повернулись уже	Там написано он попросил и убедился значит они повернулись уже	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	дурдом ромашка..нету на сегоднейший день нормальных мужчин ....то гейтр пидораз то урод вот такой ..	Нет на сегодняшний день нормальных мужчин	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	ебливая группа одна реклама, пидлры продажные..	что за группа одна реклама..	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	пиздуйте с проекта, на вас смотреть уже противно, из-за вас не хочется смотреть дом 2	Уходите с проекта на вас смотреть уже противно из за вас дом 2 смотреть не хочется	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	и стабильные закоренелые долбоебы восхваляют все это	и стабильные закоренелые люди восхваляют все это	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	это пипец! грех какой! гореть им в аду , вандалы!	Это пипец! Грех какой!	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	ебануться можно!!! кокаин был не свежий!..	Я поражен. Кокаин был не свежий?	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	ублюдкам бабушкина квартира нужна, вот и хотят свести в могилу и остаться не причём падлы!!!	им бабушкина квартира нужна вот и хотят свести в могилу и остаться не причём	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	ты рф живешь и грязтю россию полеваеш.хуйло	ты рф живешь и грязью россию полеваеш.	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	Нехуй засирать города ненужным старьём.	Не нужно портить города ненужным старьём.	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	пиздуй нахуй за любую границу и там прояви себя.	уезжай за любую границу и там прояви себя.	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	не уважаю мужиков , которые обещают и не выполняют, одним словом пиздабол	Не уважаю мужиков, которые обещают и не выполняют, одним словом не мужик	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	если эта тухлодырая овечка своим обдолбаным небольшим от природы мозгом нихуя непомнит торчек обоссаный то это его неосвобождает от параши	Если этот человек ничего не помнит, то это его не освобождает от ответственности	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	жесть какая-то. дети без матери, отец долбоёб в тюрьме.	Ужас какой то.Дети без матери, отец глупый в тюрьме	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	Какого хуя он до сих пор не в бане?	почему он до сих пор не в бане?	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	гниды пиндосовские считают себя хозяивами земли	Американцы считают себя хозяевами земли	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	хорош хуеть !!!!я сейчас еще в службу поддержки нахурярю на вас защеканцы!!!!!!!!!!	Не наглейте!!! Я сейчас еще в службу поддержки напишу на вас не хорошие люди	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	Самое тупое - это невозможность удалить все оставленные где-то комментарии	Самое глупое - это невозможность удалить все оставленные где то комментарии	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	это щяс так он пиздит.до власти добираются,другие люди становятся.уроды	Сейчас так говорит. До власти добираются,другие люди становятся	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	пиндосы не успокоятся, пока россию не развалят.	американцы не успокоятся, пока Россию не развалят.	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	по себе не суди, жопадающий	По себе не надо судить.	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	и на этом закончить с тобой беседу .............видно чмо капитальное .......	И на этом закончить с тобой беседу...... Видно не человек	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	да потому что козлы по телефону пиздят когда едут!!!!! своими глазами вижу каждую неделю мотаюсь по областям	да потому что по телефону разговаривают когда едут! своими глазами вижу каждую неделю мотаюсь по облостям	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	посадить на наши пенсии, ущнает сука	Посадить бы на наши пенсии	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	какой идиот придумал неделю досрочных выборов ?	какой человек придумал неделю досрочных выборов ?	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	да всем насраааааааааааааааааааать на это уебище	Да всем всё равно на этого человека	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	ах ты ссука, конченая ты тварь, получается это я бухал не появляюсь дома по две недели.	эх ты, получается это я бухал и не появлялся дома по две недели.	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	весь мир видел,свидетелей тьма,а он блядь сервер дрючит,ну не надо из людей таких же дебилов делать каким сам является.	Весь мир видел, много свидетелей, а он сервер изнашивает, ну не надо из людей таких же делать каким сам является	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	Чтоб костями не колола, бл ать!	Чтоб костями не колола!	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	да и пусть хуярит туда . придурок	да и пусть идет туда	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	нет вы не правы она у меня очень достойная девочка моя только всякую мразь почему то слушает:-(	Нет вы не правы она у меня очень достойная девочка моя только всяких нехороших людей слушает	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	урод такое впечатление что сейчас вся полиция похожа на этого дебила	Умник такое впечатление что сейчас вся полиция похожа на этого красавца	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	гетте самый известный педераст в группе.	Гетте самый известный человек в группе	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	писать научись правильно еблан, тогда и лайкать будет не стыдно.	Писать научись правильно, тогда и лайкать будет не стыдно.	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	я бы сказал так: надо гнать всех депутатов-идиотов!	я бы сказал так: надо гнать всех депутатов	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	надейся и верь тупой россиянский пидарас ! это все что тебе осталось!	надейся и верь! это все что тебе осталось!	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	Они поддерживали свой народ, они же националисты, ты забыл, даун? Путина они не поддерживали.	Они поддерживали свой народ, они националисты, ты забыл? Путина они не поддерживали	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	кто придумал-это мутатень....того накол надо посадить!!!	кто придумал-это глупость....того надо наказать!	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	с которым через час расстанешься и будешь трахаться с другими?	С которым через час расстанешься и встретишь другого?	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	к своей башке представил бы пидор.	К своей башке приставил бы	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	догавкаетесь до того что россия отвернётся и вас сожрут с потрахами.	Договоритесь до того что россия отвернётся и вас съедят	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	и что это ? скажем так то что твориться в россии просто пидор!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	И что это ? скажем так то что твориться в россии просто ужас!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	мне все рано что ты как называешь) соска унитазная	Мне без разницы, как и что ты называешь	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	дебилы, пэк. а не пек. фирсофу с филатовым позвоню, скажу, что такую херню пишите!	"""Пэк"" а не ""пек"", фирсофу с филатовым позвоню, скажу что так пишете!"	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	падла за рулём ну да мы же забыли папина дочя за рулём им же всё можно....	девушка за рулём ну да мы же забыли папина дочь за рулём им же всё можно....	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	уже не знают как привлечь к себе внимание, ебё....в опу,нам это зачем рассказывать и показывать	Я уже не знают, как обратить на себя внимание, зачем нам это все показывать	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	речь идёт о поступке настоящих мужиков, про дебилов, речь не шла	Речь идет о поступке настоящих мужиков, про других речь не шла	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	уровень 7139 редкий гад! всем тем кто до него дойдет желаю великой удачи-а тем кто его придумал-наоборот!	уровень 7139 плохой! всем тем кто до него дойдет желаю великой удачи-а тем кто его придумал-наоборот!	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	так этот акимат только себе в карман ложит бабки а для людей они нечего делать не будут хуилы ни дорог ни парка полная жопа гавноеды	так этот акимат только себе в карман кладет деньги. а для людей они нечего делать не будут. ни дорог, ни парка. полное разочарование	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	а что то не так.гнилой твой рот	а что то не так?	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	эй, принц хуев! читай историю, своей страны внимательно, а не под кайфом!	Читай историю своей страны внимательно	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	ефремов трусливое подлое мерзкое существо один негатив вызывает эта падлюга	ефремов один негатив вызывает	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	ты чего людям пиздишь животное	Ты зачем обманываешь людей?	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	такая группа о самарканде, и этих блядей рекламируете, вот зачем?????????	Такая группа о Самарканде, и этих рекламируете, вот зачем?????	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	сколько говна было на меня вылито	Сколько неприятного было на меня вылито	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	потому что выродок тебе сказать нечего, сидишь шестерка не знаешь кому угодить выебок путинский.	Потому что тебе сказать нечего, сидишь и не знаешь кому угодить.	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	за ер? прошу вколоться:d много ли за пидарков проголосуют, хотя фанатов в любой секте хватает	За ер? Много ли людей проголосуют, хотя фанатов в любой секте хватает	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	выучи сначала русский язык,или белорусский а потом вякай быдло	выучи сначала русский язык, или белорусский а потом говори	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	чинуш, кто даёт разрешение на вырубку-вешать за яйца невзирая на ранг	Кто даёт разрешение на вырубку - наказывать невзирая на ранг	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	это не современные девушки а ебанутые девушки. современные нормальные. не путайте хуй с гусиной шеей	Это не современные девушки. Современные нормальные. Не путайте.	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	Что это за поток говна? Ответить на вопрос не в состоянии, свинья?	Что это за поток обвинений? ответить на вопрос не в состоянии!	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	Просто такого дебилизма и показухи у нас даже к проверке Путина не было	Просто такого у нас даже к проверке Путина не было	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	дой бог, чтобы ты испытала тоже самое. вот от таких тварей и рождаются такие ублюдки.	Дай бог, чтобы ты испытала тоже самое, вот от таких плохих и рождаются плохие	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	псина ебучая, что скажут, то и пиздит в эфире на своём ебучем телеканале	Что скажут то и говорит в своем эфире	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	че хватило? че добавить? жопой жирной что ли покрутила? :-d :-d	Что хватило? Что добавить?	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	а свое мнение и мысли при себе держи мудило ебаное.	оставьте свои мысли при себе	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	дура, берет ором. других учит, та сама личную жизнь не устроила	других учит, та сама личную жизнь не устроила	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	правильно, дальше эти ублюдки маньяками станут!!	правильно, дальше эти люди маньяками станут!!	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	и я буду рад этому!!! сучья путинская власть в деле	И я буду этому!!! Путинская власть в деле	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	очистите страну от всей этой швали	очистите страну от всех плохих вещей	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	Ловко наебал - значит молодец, понятия подлость и честь отсутствуют нацело	Ловко обманул - значит молодец, понятия подлость и честь отсутствуют нацело	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	glav.su, cont.ws Какие-то интересные сайты? Ты там сидишь? Пойду чекну, спасибо за подсказку, пидораш.	Какие-то интересные сайты? Ты там сидишь? Пойду тоже схожу, спасибо за подсказку.	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	из подтишька по мышачи умеют пидоры бить.	из подтишка умеют бить	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	наше сми, одни, ублюдки, показывают то, что им выгодно, и кому очко лизнцть	На телевидение и в газетах один обман.	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	пидорас он конченый,позорит доброе имя олега ефремова,нет слов,пидорас он и есть пидорас.	позорит доброе имя олега ефремова,нет слов	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	велком это вообще полная дрянь, а по внешнему виду даже и не подумаешь.	Велком это вообще полная ерунда, а по внешнему виду даже и не подумаешь	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	таких выродков как этот нужно сразу на кол садить чтобы другим не повадно было	Таких хулиганов нужно наказывать сразу, чтоб другим не повадно было	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	ну, александр,представляющий в комментариях мужское мнение,насколько я поняла,был фраппирован и оп*здошен запросами мамзелей	Ну,Александр,представляющий в комментариях мужское мнение,насколько я поняла,был окружен запросами женщин.	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	Фррррр ПУК-ПУК По фактам есть что сказать, дикарь?	ты можешь сказать что-то со смыслом, парень?	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	твой рот ебал дело не в религии , кто вы если не запасные евреи и не кавказцы?	Дело не в религии ,кто вы если не евреи и не кавказцы?	toxicity	ru
во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	Кстати, тупая шутка про коран Кому как	Кстати, плохая шутка про коран Кому как	toxicity	ru
завтра в хабаровске вдвшники будут разгонять быдло	Завтра в хабаровске вдвшники будут разгонять нарушителей	эта походу старое фото,в середине хряк телепузик мэр орши лисовский.редкая скотина.	Это старое фото, в середине мэр орши лисовский.	toxicity	ru
завтра в хабаровске вдвшники будут разгонять быдло	Завтра в хабаровске вдвшники будут разгонять нарушителей	а что рядом других что мужиков рядом не оказалось??? кто этому ублюдку табло начистил!!?????1 вывод????? мужики к сожалению перевелись .............	А что рядом других мужчин не оказалось? Кто ему лицо на чистил? Вывод? Мужики к сожалению перевелись	toxicity	ru
завтра в хабаровске вдвшники будут разгонять быдло	Завтра в хабаровске вдвшники будут разгонять нарушителей	хули вы бляди клянчите классы ,просто помните.	хватит выпрашивать классы, просто помните.	toxicity	ru
завтра в хабаровске вдвшники будут разгонять быдло	Завтра в хабаровске вдвшники будут разгонять нарушителей	веселись сегодня ептить удручённый ты наш:-d	Веселись сегодня, удрученный ты наш)))	toxicity	ru
завтра в хабаровске вдвшники будут разгонять быдло	Завтра в хабаровске вдвшники будут разгонять нарушителей	твари награждают себя. кто пойдет за них воевать. сам и путин.	Глупые награждают себя. кто пойдёт за них воевать. сам и путин.	toxicity	ru
завтра в хабаровске вдвшники будут разгонять быдло	Завтра в хабаровске вдвшники будут разгонять нарушителей	мразота,больше ни хуя делать не умеют,кроме как обижать слабых и беззащитных	Больше ничего не умеют делать, кроме как обижать слабых и беззащитных	toxicity	ru
завтра в хабаровске вдвшники будут разгонять быдло	Завтра в хабаровске вдвшники будут разгонять нарушителей	таких тварей только могила исправит.	Этих людей ничего не исправит	toxicity	ru
завтра в хабаровске вдвшники будут разгонять быдло	Завтра в хабаровске вдвшники будут разгонять нарушителей	садисты. таких родителей необходимо найти и наказать, однозначно.	Таких родителей необходимо найти и наказать, однозначно.	toxicity	ru
завтра в хабаровске вдвшники будут разгонять быдло	Завтра в хабаровске вдвшники будут разгонять нарушителей	Пруфы засирания тредов , к примеру	доказательства оскорбления тредов, к примеру	toxicity	ru
завтра в хабаровске вдвшники будут разгонять быдло	Завтра в хабаровске вдвшники будут разгонять нарушителей	стоит ли уделять внимание каждому пидарасу	стоит ли уделять внимание каждому плохому человеку	toxicity	ru
завтра в хабаровске вдвшники будут разгонять быдло	Завтра в хабаровске вдвшники будут разгонять нарушителей	мишустик ты бы пасть свою поганую закрыл	Мишустик ты бы замолчал	toxicity	ru
