anchor_1	alternative_1	anchor_2	alternative_2	style_type	language
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки сука без Кобзона!	Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки без Кобзона!	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Всі збиратимутися та дрочитимуть на твої фоточки.	Всі збиратимутися та вонанувати на твої фоточки.	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Бандіти, написав в бложик, про те як мусарку вогнеметами озброїли.	Бандіти, написав в бложик, про те як поліцейських вогнеметами озброїли.	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Нахара ти включила бізнес аккаунт в інста якщо ти школоло і тебе фоловлять тільки твої однокласники блять..	Навіщо ти включила бізнес аккаунт в інста якщо ти школярка і тебе фоловлять тільки твої однокласники..	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Так хочеться простого людського щоб до крові відпиздили по дупі.	Так хочеться простого людського, щоб дуже побили по попі.	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	каре і срібло у хуйовій якості	каре і срібло у жахливой якості	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	" ба-ссуха, блять. там одна ""с"", дятел"	"ба-ссуха,  там одна ""с"", чол"	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	обколються своєю марихуаною, а потім всяку хуйню роблятьнаркотики - зло 	обколються своєю марихуаною, а потім всяку дурість роблятьнаркотики - зло	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Коли ти дуже жостко підйобуєш Настю	Коли ти дуже жостко глузуєшь над Настєю	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Дуже хочу написати щось дуже розумне  але хуй його знає що...	Дуже хочу написати щось дуже розумне  але хто його знає що...	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Ну чьо Михасику не отримаєш ти того що ти блядь хочеш...	Ну чьо Михасику не отримаєш ти того що ти хочеш...	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	- Ти бухаєш водяру і забиваєш на все болт!	'- Ти п''єш горілку і перестаєш на все реагувати'	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Він потім думає, ну і в пизду не дуже то і хотілось їсти.	Він потім думає, ну і не дуже то і хотілось їсти.	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Українська термінологія - це піздєц.	Українська термінологія - це жах.	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	І бля, їхала сюди - то мала роботу.	І, їхала сюди - то мала роботу.	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Хочу постити депресивну хуйню в інст, але там забагато знайомих	Хочу постити депресивну дурниці в інст, але там забагато знайомих	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	не лишайте пухнастих мудаків наодинці зі шкарпетками	не лишайте пухнастих наодинці зі шкарпетками	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	ДаЗнав одну, їбанутішої людини не бачив	ДаЗнав одну, божевільного людини не бачив	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Чоловіки, хлопці - яйця, блять, в руки і до Києва!	Чоловіки, хлопці - опануйте себе і до Києва!	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	В коментарях автор пояснює, що їздив дивитися, як тубільці пиздяться між собою, про “both sides” і “more neutral approach”, охуєнно	'В коментарях автор пояснює, що їздив дивитися, як тубільці б''ються між собою, про “both sides” і “more neutral approach”, прекрасно'	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Воно нас, блядь, ні до чого не готувало.	Воно нас ні до чого не готувало.	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Люди кажуть, що всім похуй на них.	Люди кажуть, що всім всеодно на них.	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Очікуєш на щось гідне, а в результаті отримуєш типову хуйню	Очікуєш на щось гідне, а в результаті отримуєш щось погане	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	а нє поставіть-ка мнє хуй на аву і зіпсувати собі репутацію?	А нє поставіть-ка мне моє достоєнство на аву і зіпсувати собі репутацію	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Дякую за зауваження)Пиздити мене треба, щоб менше пизділа!	Дякую за зауваження)Бити мене треба, щоб менше тараторіла!	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Йди на хуй під силу	Йди геть під силу	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	"Як воно, схоже  бляді на ваші ""незаангажовані"" опитування?"	"Як воно, схоже на ваші ""незаангажовані"" опитування?"	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	"ця ""безвітсоткова позика"" це водіння немитим хуєм по губам всіх, без виключення українців. ось що бісить блять у тому числі."	"ця ""безвітсоткова позика"" це знущання з усіх, без виключення українців. ось що бісить у тому числі."	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Ох ти ж блін, я й не бачила, шо вже так пізно.	я й не бачила, шо вже так пізно.	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Лєна, краще мене кашею годуй, ніж піздюка.	Лєна, краще мене кашею годуй, ніж того хлопця.	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	бляяя точно) і поміняти прізвище вконтактику	Блін точно)і поміняти прізвище вконтактику	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Вкотре переконуюсь, шо я думаю піздою, а не мозком, блять	Ще раз переконуюсь, що я думаю чимось, а не мозком	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Зараз,бляха-муха,закурю....грьобаний футбол,тримай себе в руках,Міла!	Зараз закурю... поганий футбол, тримай себе в руках, Міла	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Яка ж я зла, блять.	Яка ж я зла	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	та тоді якийсь пиздец бувв мене рідко губи тріскають	Та тоді якийсь ужас бувв мене рідко губи тріскають	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Чемпіоном він хоче бути, ага, бля.	Чемпіоном він хоче бути, ага	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	А всюди йобаний натовп з йобаними руками.	А всюди натовп з руками	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	"Хтіли ""паставіть падножку Порошєнка"", а вийшло дати в жопу тіко."	"Хтіли ""паставіть падножку Порошєнка"", а вийшло наоборот тільки."	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Мені дохуя французької, а єбав, бо усний:з	Мені багато французької, а манав, бо усний	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	бляха, я не можу змусити себе вчитися!	Капець, я не можу змусити себе вчитися	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Блядь та ну ви знущаєтесь?	та ну ви знущаєтесь?	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Мандєц блядьЧо ж так смєшно з цього?	Чого ж так смішно з цього?	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Та нахуй ти мені впав, скотина ти така)))	Та навіщо ти мені потрібен	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Дивлюсь на відповіді голосувань і бля, who the fuck так погано мене знає?	Дивлюсь на відповіді голосувань і, хто так погано мене знає?	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	та блять, нема зворотніх плацкартів на коли мені треба в обозрімом будущєм	Нема зворотніх плацкартні на коли мені треба в обозрімом будущєм	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Ну нахуй, мудаки і є мудаки	Ну, погані і є погані	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Чувак, який безуспішно намагався вмовити мене на секс, пішов ва-банк і тепер замість ниття про свій недойоб кидає мені АНЕКДОТИ.	Чувак, який безуспішно намагався вмовити мене на секс, пішов ва-банк і тепер замість ниття  кидає мені АНЕКДОТИ.	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Той хуй в тг не заходитьТи шо, яка ВікторіяЯ собі не дозволяю тепер такого	Той  в тг не заходитьТи шо, яка ВікторіяЯ собі не дозволяю тепер такого	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Господи йоб твою мать, вирубіть уже літо нахуй.	Господи, вирубіть уже літо.	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	' бля, ти пам''ятаєш, шо мені було потім?) я мацала так пити)'	'ти пам''ятаєш, шо мені було потім?) я мацала так пити)'	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Схуялі ти пишеш твіти з моєю картинкою?	навіщо ти пишеш твіти з моєю картинкою?	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	"приміщенняХАБУдозвільного РОЗВИТКУгромадських організацій (ок і тут ГО)Азовського РУХУ (щто?)рекрутингового центру полку ""АЗОВ""Ух бля!"	"приміщенняХАБУдозвільного РОЗВИТКУгромадських організацій (ок і тут ГО)Азовського РУХУ (щто?)рекрутингового центру полку ""АЗОВ""Ух"	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	'Перед тим, як щось затвітити, запитай у себе: ''А може всім похую на то?'', і пам''ятай, що відповідь завжди ''Так''.'	'Перед тим, як щось затвітити, запитай у себе: ''А може всім байдуже на то?'', і пам''ятай, що відповідь завжди ''Так''.'	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	гавно вапрос, від кого передати?)	не питання, від кого передати?)	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Кидає фотку в платті і каже - диви яка в мене тут жопа!	'Кидає фотку в платті і каже - диви яка в мене тут п''ята точка!'	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	завжди роблю хуйовий а їй нра	завжди роблю поганий а їй нра	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	"'Рубрика ""Всім похуй на ті всраті діалоги"":Итс соу світ вен після п''янки всі звітують, що дома.'"	"'Рубрика ""Всім начхати  на ті всраті діалоги"":Итс соу світ вен після п''янки всі звітують, що дома.'"	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Коли пацан - пиздець як відразливо.	Коли пацан - геть як відразливо.	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Підйом, курво, Arbeit macht frei	Підйом, Arbeit macht frei	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	– Я что лох налогі платіть?	– Я что хворий налогі платіть?	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Ну вас нахєр з вашою політикою.	Ну вас з вашою політикою.	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Один хуй хріново добиратись з Наукової до Рясне шо старим 131 шо новим 11 #lviv #піздєц	Однаково погано добиратись з Наукової до Рясне шо старим 131 шо новим 11 #lviv	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Один раз побув долбайобом і на все життя ним залишився.	Один раз побув поганим чоловіком і на все життя ним залишився.	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	словом, заїбало то всьо. ви кто такіє? я вас нє звал. ідітє нахуй	словом, набридло то всьо. ви кто такіє? я вас не звал. iдіть звідси	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Блін, я sooooo excited, прям жопою в кріслі пританцьовую	Я sooooo excited, прям заднім місцем в кріслі пританцьовую	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	А нахуя він, є від нього щось, окрім шкоди?	А навіщо він, є від нього щось, окрім шкоди?	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Ого, а нахуя вони це постять...	Ого, а навіщо вони це постять	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Ахахах бляя, уявив собі це	Ахахах уявив собі це	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	блять а шо це справді лякає?) я завжди так роблю	а шо це справді лякає?) я завжди так роблю	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	  бля, я тікаю від вас спати.	я тікаю від вас спати	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Я викину цю кончену картку в Стікс блять	Я викину цю картку в Стікс	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Ну блять, давайте вже про імпотенцію та рак, так нецікаво.	Ну, давайте вже про імпотенцію та рак, так нецікаво.	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Я: Рєбзь, може суші візьмем?	Я: Рєбзь, може суші візьмем?	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Сука, йобаний твіттер - капуста підгоріла ._.	Через твіттер  капуста підгоріла ._.	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	не звертай уваги. мудаків мільйон, ти одна.)	не звертай уваги. таких мільйон, ти одна.)	toxicity	uk
Всесвіт вчить мене забивати хуй на тих, хто забиває його на мене, а я ніяк не вивчу урок...	Всесвіт вчить мене забивати на тих, хто забиває на мене, а я ніяк не вивчу урок...	Все блять, привіт пенсіонерський відпочинок: сходила в замок, погуляла набережною, випила, тепер наступні дві доби хочу просто проспати в номері.	привіт пенсіонерський відпочинок: сходила в замок, погуляла набережною, випила, тепер наступні дві доби хочу просто проспати в номері.	toxicity	uk
