anchor1	anchor2	alternative1	alternative2	correct_alternative	style_type	language
и опять, метлы, помидоры и подарки. снова теплицы, столярку, котлызаепали	И опять метлы, помидоры и подарки. Снова теплицы, столярку, котлы. Надоели.	ты эт сталина вспомни суку..он блять 14 миллионов своих лохов замочил..помни тварь..	ты эт сталина вспомни .он 14 миллионов своих убил..	1	toxic	ru
очередное разводилово. дураки уже переводятся, все это пиздешь.	Очередная ложь. Глупые люди уже переводятся, все это неправда	пидрилу на прожиточный минимум посадить	Ему нужно дать пожить на прожиточный минимум	1	toxic	ru
мразь эту за такое выступление казнить нужн	Наказать за такое выступление	ты чего так обзываешь участников этой группы может сам такой педераст	ты чего так обзываешь участников этой группы может сам такой	1	toxic	ru
вспомним самые светлые годы ссср и противостояние с пендосами	Вспомним самые светлые годы СССР и противостояние с Америкой	на корню надо душить эту заразу.	На корню надо это пресекать	1	toxic	ru
тебя бы в первых рядах на эту войну погнали, дурик	тебя бы в первых рядах на эту войну погнали	псина ебучая, что скажут, то и пиздит в эфире на своём ебучем телеканале	Что скажут то и говорит в своем эфире	1	toxic	ru
.....в городе должно быть чисто и спокойно....., пидаров на кичман....	.....в городе должно быть чисто и спокойно.....	нагуляется, припрется, вспомнит что есть муж и дети .таким извените шалавам хватает совести на все	Нагуляется, вспомнит что есть муж и дети. Таким женщинам хватает совести на все	1	toxic	ru
вся эта мразь силовая защищает бандитов 90 - х	Они защищают бандитов 90 - х	сука она и есть сука недумает что однажды и к ней так же отнесутся	Плохой человек не думает что однажды и к нему отнесутся плохо	1	toxic	ru
ты ебланка пишешь фи на оборот кросота	Ты пишешь фи, наоборот-красота	этому долбаебу так и надо до игрался придурок	Этот человек получил по заслугам	1	toxic	ru
хуйло, с чего тебе смешно!?	С чего тебе смешно!?	Там написано он попросил и убедился тупица ты значит они повернулись уже	Там написано он попросил и убедился значит они повернулись уже	1	toxic	ru
ебануться можно!!! кокаин был не свежий!..	Я поражен. Кокаин был не свежий?	как всегда сказочно напиздел, особенно про дочку вкатившую себе вакцину. мудак...	Как всегда сказочно рассказал, особенно про дочку, сделавшую себе вакцину	1	toxic	ru
Надо было не арестовывать, а просто в дурку закрыть.	надо было не арестовывать, а отправлять в спец места для лечения	стадо баранов замбированые! ещё и агрессивных!	Зомбированная толпа людей. Ещё и агрессивных	1	toxic	ru
нет вы не правы она у меня очень достойная девочка моя только всякую мразь почему то слушает:-(	Нет вы не правы она у меня очень достойная девочка моя только всяких нехороших людей слушает	садисты. таких родителей необходимо найти и наказать, однозначно.	Таких родителей необходимо найти и наказать, однозначно.	1	toxic	ru
это у нас китайцы всё пиздили и за своё выдавали	это у нас китайцы всё воровали и за своё выдавали	Что это за поток говна? Ответить на вопрос не в состоянии, свинья?	Что это за поток обвинений? ответить на вопрос не в состоянии!	1	toxic	ru
идиоты, нахрена этот палач нужен.	Зачем этот палач нужен.	Не, по феменистски это когда бабы-страшилы снимаются, так что не прокатит в данном случае)	Не, по феминистски это когда некрасивые женщины снимаются, так что не прокатит в данном случае	1	toxic	ru
гандон, который поработил народ, который в него верит	Он поработал народ,который в него верит	Тебе не похуй, пидорас ебучий?	тебе не все равно	1	toxic	ru
Можно хоть один тред без политоты? Даже тебя хуеосить не хочется, давай лучше про няшек-фигуристок говорить.	Можно хоть один тред без политикот? давай лучше про фигуристок говорим.	писать научись правильно еблан, тогда и лайкать будет не стыдно.	Писать научись правильно, тогда и лайкать будет не стыдно.	1	toxic	ru
хоть и дебилка, но ооочень красивая девушка!	хоть и не умная, но очень красивая девушка	этим пидорасам я оказалась очень нужной!а я сказала, что теперь мне похуй!!	Этим людям я оказалась очень нужной! А я сказала, что мне все равно	1	toxic	ru
Автор повторяет слово русские до хрена раз...	Автор повторяет слово русские много раз	меня просили в комментариях - ну так и ответь в комментариях,кармодрочерство повсюду	меня просили в комментариях - ну так и ответь в комментариях, докопались повсюду	1	toxic	ru
завтра в хабаровске вдвшники будут разгонять быдло	Завтра в хабаровске вдвшники будут разгонять нарушителей	потому что выродок тебе сказать нечего, сидишь шестерка не знаешь кому угодить выебок путинский.	Потому что тебе сказать нечего, сидишь и не знаешь кому угодить.	1	toxic	ru
ну, александр,представляющий в комментариях мужское мнение,насколько я поняла,был фраппирован и оп*здошен запросами мамзелей	Ну,Александр,представляющий в комментариях мужское мнение,насколько я поняла,был окружен запросами женщин.	ах ты ссука, конченая ты тварь, получается это я бухал не появляюсь дома по две недели.	эх ты, получается это я бухал и не появлялся дома по две недели.	1	toxic	ru
наше сми, одни, ублюдки, показывают то, что им выгодно, и кому очко лизнцть	На телевидение и в газетах один обман.	человек, который говорит,об этой гниде такое, не точто быть президентом,но и находится в этом государстве не имеет права.	Человек который говорит о нем такое,не точто быть президентом, но и находиться в этом государстве не имеет права	1	toxic	ru
вот они сволочи и долетались	вот они и долетались	а что рядом других что мужиков рядом не оказалось??? кто этому ублюдку табло начистил!!?????1 вывод????? мужики к сожалению перевелись .............	А что рядом других мужчин не оказалось? Кто ему лицо на чистил? Вывод? Мужики к сожалению перевелись	1	toxic	ru
любой человек гнида редкостная , и не важно хорошо нам или плохо .	любой человек не заслуживает доверия , и не важно хорошо нам или плохо .	ебливая группа одна реклама, пидлры продажные..	что за группа одна реклама..	1	toxic	ru
дура, берет ором. других учит, та сама личную жизнь не устроила	других учит, та сама личную жизнь не устроила	а щас бегают с этой демократией суки продажные.	а щас бегают с этой демократией.	1	toxic	ru
уахаха, сук. чел, ты гений.	уахаха, человек, ты гений.	пусть сам ебашит отсюда урод	пусть сам едет отсюда	1	toxic	ru
это тебе манде надо валить из питера и бегом пока тебя там не удавили ! блядь жидовская	Это вам нужно уезжать из Питера, и быстро.	, я тупой и не понял шутки или это спам?	Я глупый и не понял шутки или это спам?	1	toxic	ru
вот это разговоры. вы не нашли в другом месте вести такие разговоры придурки,	вот это разговоры. вы не нашли в другом месте вести такие разговоры	террористов истребляют хорошо, а коррупцию ну блять такая трудная задача!!! просто, пиздец!!! ,,мудаки ,,	Террористов истребляют хорошо, а коррупцию ну такая трудная задача!!!	1	toxic	ru
?так хоть кто то по обочине бы ехал.а так все как дебилы встали...дальнобои порою ахуевают...	?так хоть кто то по обочине бы ехал.а так все как ненормальные встали...дальнобои порою в шоке...	мочите всех кто нарушает общественный порядок	Наказывайте всех кто нарушает общественный порядок	1	toxic	ru
ещё одним театром пидары завладели.	Ещё одним театром, плохие люди завладели	Вы же за полный разрыв отношений с ахрессором, тогда нахуй вы хотите транзита?	Вы же за полный разрыв отношений с агрессором, тогда зачем вы хотите транзита	1	toxic	ru
когда этот пиздабол старый покинет кресло, как он уже настоебал. вцепился в это корыто позорник!	когда этот пустослов старый покинет кресло , как он уже приелся. Вцепился в это корыто, позорник	В настройках поставил дваче капчу, а уменя опять эта ебанная гугловская срань появляется	В настройках поставил дваче капчу, а у меня опять это странная гугловская иконка появляется	1	toxic	ru
еще бы крест поставила ебнутая	Ещё бы крест поставила	потому что ты долбоёб ленивый ! жена ему плоха...))))))	Ты ленивый.жена ему не такая	1	toxic	ru
мразота,больше ни хуя делать не умеют,кроме как обижать слабых и беззащитных	Больше ничего не умеют делать, кроме как обижать слабых и беззащитных	трое таких ебланов меня (думаю) до сих пор клянут.	трое таких персонажей меня (думаю) до сих пор клянут.	1	toxic	ru
только моральный урод мог так сказать о целом народе !	только человек без морали мог так сказать о целом народе !	ты рф живешь и грязтю россию полеваеш.хуйло	ты рф живешь и грязью россию полеваеш.	1	toxic	ru
да всем насраааааааааааааааааааать на это уебище	Да всем всё равно на этого человека	очистите страну от всей этой швали	очистите страну от всех плохих вещей	1	toxic	ru
У меня эта ссанина ауешная регулярно в рекомендуемых вылезала.	У пеня это регулярно в рекомендуемых вылезала	явная цензура, 100% заказ пидаров с газпрома, ебучая контора	явная цензура, 100% заказ людей с газпрома, плохая контора	1	toxic	ru
Проблема не выбить дерьма из макак, а получить прибыль	проблема не выбить дурь из макак, а получить прибыль	зизу пусть монако или марсель сделает чемпионом...пиздешь ребят..	зизу пусть монако или марсель сделает чемпионом...вранье ребят..	1	toxic	ru
хули вы бляди клянчите классы ,просто помните.	хватит выпрашивать классы, просто помните.	к своей башке представил бы пидор.	К своей башке приставил бы	1	toxic	ru
че хватило? че добавить? жопой жирной что ли покрутила? :-d :-d	Что хватило? Что добавить?	Тебя это ебать не должно, пидарюга	Тебя это волновать не должно	1	toxic	ru
чудо, с каких хуев, россия была процветающей в начале 20 го века...	чудо, с чего ты взял что, россия была процветающей в начале 20 го века...	Просто такого дебилизма и показухи у нас даже к проверке Путина не было	Просто такого у нас даже к проверке Путина не было	1	toxic	ru
дураком прикинулся,тут помню , тут не помню козёл.	Глупым человеком прикинулся: то помнит, тоне помнит.	вы что ебнутые на всю голову???	Вы что с ума сошли?	1	toxic	ru
молодец!!! обезьянам пиздюлей отвесила.а то что судят то это ебаная толерантность.	Молодец!!! Наказала этих людей. А то что судят, то это толерантность	так ты чьих будешь толстожоп?	Так ты чьих будешь?	1	toxic	ru
Ну вот значит что если ты не скидываешь бумагу в унитаз то ты отдаешь свои материалы на изучение пиндосам.	Ну вот значит, что если ты не скидываеш бумагу в унитаз, то ты отдаешь свои материалы на изучение людям из зарубежных стран	А так наеб по всем фронтам	Дурят по всем фронтам	1	toxic	ru
гниды пиндосовские считают себя хозяивами земли	Американцы считают себя хозяевами земли	молодые говнюки ищут на свою жопу приключений все порулить хотят безмозглые бездельники	Молодые ищут приключений, хотят порулить, не осознавая всей ответственности.	1	toxic	ru
эти польские недоебки надоели в кадой бочке затычки	Эти польские люди надоели. Везде они	Какого хуя он до сих пор не в бане?	почему он до сих пор не в бане?	1	toxic	ru
у нас своих уродов хватает.пускай менты лучше работают а не на жопе сидят	у нас своих плохих людей хватает. пускай полиция старается лучше работать, а не бездействует	заебали вы уже, вам не угодиш, тролли бля.	вам не угодишь.	1	toxic	ru
Сами превращаете интернет в помойку, сами же за это и получаете.	Сами превращаете интернет в непойми что, самм же за это и получаете	уровень 7139 редкий гад! всем тем кто до него дойдет желаю великой удачи-а тем кто его придумал-наоборот!	уровень 7139 плохой! всем тем кто до него дойдет желаю великой удачи-а тем кто его придумал-наоборот!	1	toxic	ru
а тебя это с какой стороны колышет, уёбище?	А вас это очень волнует?	и ты , ебанушка меня хочешь чему то учить ?	и ты меня хочешь чему то учить ?	1	toxic	ru
сколько вышло на улицы проплаченных долбоебов, лишь бы не работать!	Сколько вышло на улицу проплаченных людей, лишь бы не работать!	Ловко наебал - значит молодец, понятия подлость и честь отсутствуют нацело	Ловко обманул - значит молодец, понятия подлость и честь отсутствуют нацело	1	toxic	ru
дурдом ромашка..нету на сегоднейший день нормальных мужчин ....то гейтр пидораз то урод вот такой ..	Нет на сегодняшний день нормальных мужчин	народ опущен ниже чем говно а вам фонтаны и голубые бля береты.	народ опущен ниже некуда а вам фонтаны и голубые береты.	1	toxic	ru
И как бонусом регулярная реклама яндекс обрыгаловки.	И бонус реклама Яндекс доставки	Кстати, тупая шутка про коран Кому как	Кстати, плохая шутка про коран Кому как	1	toxic	ru
так этот акимат только себе в карман ложит бабки а для людей они нечего делать не будут хуилы ни дорог ни парка полная жопа гавноеды	так этот акимат только себе в карман кладет деньги. а для людей они нечего делать не будут. ни дорог, ни парка. полное разочарование	дуры, ну никак не поймут, что кошки самые чистые существа на земле	Они никак не поймут, что кошки самые чистые существа на планете	1	toxic	ru
нахрена фейк распространять? этому ролику 100лет в обед! это дибилом надо быть!	зачем фейк распространять ?это ролику 100 лет,нужно думать	вот такие мнения и создают мнение,что сосед хуйло,компромисса нет.	Вот такие мнения и создают мнение,что сосед плохой, компромисса нет	1	toxic	ru
а это стадо олигархов в думе знают что в стране есть детские дома и дома престарелых?! или уже все уничтожили?!....	эти олигархи в думе знают что в стране есть детские дома и дома престарелых?! или уже все уничтожили?!....	ну и какая нормальная мать купит эту х...ю своему ребёнку.	Ну и какая мама купит это своему ребёнку.	1	toxic	ru
козёл позорит честь настоящих мужчин	Он позорит честь настоящих мужчин	речь идёт о поступке настоящих мужиков, про дебилов, речь не шла	Речь идет о поступке настоящих мужиков, про других речь не шла	1	toxic	ru
это долбоебизм ! так нельзя .	это глупо ! так нельзя .	а кокой национальности этот пидор и яйцедрыгало киркоров филипп всем просто похуй!!!	а какой национальности этот киркоров филипп всем просто все равно!!!	1	toxic	ru
чтобы ещё раз все убедились, в творческой среде пидоросятина в порядке вещей.	чтобы ещё раз все убедились, в творческой среде гомосексуальность в порядке вещей	да и попугаи как раз в данном случае толпа пьяных идиотов, дебоширов	да и попугаи как раз в данном случае толпа пьяных дебоширов	1	toxic	ru
такой пи -ж я читаю впервые ! на кого рассчитана эта хренатень ???	Такое враньё я читаю впервые! На кого рассчитана эта чушь?	даже вголове неукладывается, что есть такие дебильные дуры.	даже вголове неукладывается, что есть такие девушки	1	toxic	ru
, оскорбление чести матери,за такое можно и по е6алу дать !	оскорбление чести матери, это не может остаться безнаказано	кукарекнула то, о чем на харкаче последний сосницкий уже докторскую защитил и тысячи тредов высрал ЕБАТЬ ФУРОР НАХУЙ	Сказала то о чем незнаешь	1	toxic	ru
какой идиот придумал неделю досрочных выборов ?	какой человек придумал неделю досрочных выборов ?	а может быть, тебя, вместе с такими как ты, просто в жопу послать?	а может быть, тебя, вместе с такими как ты, просто игнорировать?	1	toxic	ru
проблядь, выйди из группы чтож вы все профессию родителя переняли	Выйди из группы, что же вы все профессию родителя взяли	Фррррр ПУК-ПУК По фактам есть что сказать, дикарь?	ты можешь сказать что-то со смыслом, парень?	1	toxic	ru
она как будто хуй проглотила	она как будто дар речи потеряла	на металлолом. ни себе ни людям . какие же казахи дегенераты - пиздец просто	на металлолом. ни себе ни людям . какие же казахи хитрые	1	toxic	ru
много же Стас пердаков разорвал)	стас многим неугодил	вот гад.а письмецо накрапал - сущий ангел	А письмецо накрапал - сущий ангел	1	toxic	ru
люди убедительная просьба не обращать на эту дуру внимания.	люди убедительная просьба не обращать на эту женщину внимания.	зачем нервировать животяху? а когда она цапнет этого придурка, то разорется, что обезьяна виновата	Зачем нервировать животное? А когда она укусит этого человека, то разорется, что обезьяна виновата	1	toxic	ru
да пидар какойта сидит и выставляет её фотки	да какой-то сидит и выставляет её фотки	еще блядь один герой нашего времени..	Ещё один герой нашего времени..	1	toxic	ru
я хуею с этих пиздлявых мразей....	я в шоке с них	какой ебанашка придумал такие задачи	Какой человек придумал такие задачи!	1	toxic	ru
пидор хотел полит убежище получить а менты не дали его помять -облом вышел ну ничего может в 2021 получится.	Он хотел полит убежище получить, а полицейские не дали, ну ничего может в 2021 получится.	веришь во всякую херь - верь и остальным не навязывай	веришь во что-то - верь и остальным не навязывай	1	toxic	ru
одним словом уебище которое живут в говне и последний зер без соли доедают	Одним словом нищие которые последнее доедают	эй, принц хуев! читай историю, своей страны внимательно, а не под кайфом!	Читай историю своей страны внимательно	1	toxic	ru
ты что дура ,кто кормил ? путин что-ли?даже за мусор налог с грудного ребёнка .на 2 памперса помощь.идиотка...	Кто кормил? Путин что-ли? Налог даже с грудного ребенка, на 2 памперса помощь	во дебил ты пан-баран))))))))))))))))))). еврейское тв пересмотрел даун???))))	еврейское тв пересмотрел???	1	toxic	ru
наградить грамотой? !! этого либераста пидараса!!!!	наградить грамотой? !! этого представителя либеральной партии!!!!	звезду героя превратили в дерьмо.звания генерал раздают своим блядям.вообще куда катится страна	Звезду героя превратили непонятно во что. Звания героя раздают своим. Куда катится страна	1	toxic	ru
убить суку, это не отец	Это не отец	что за маразм? ты к чему призываешь, дятел?	Что за глупости? К чему ты призываешь?	1	toxic	ru
Вижу этого бритого мерзавца - ставлю минус. Чего и всем здравомыслящим людям желаю.	Вижу этого бритого - ставлю минус. Чего и всем здравомыслящим людям желаю	везде бабушки блядь а дедушки ведь она пиздует к внукам а дед ебашет на работе и всегда она хорошая а дед хуевый парадокс	везде бабушки и дедушки: бабушка ездит к внукам, а дед работает, но она всегда хорошая, а дедушка плохой. Парадокс!	1	toxic	ru
вот ето пидараст етово вообше надо въигнать из всех турниров	Его нужно исключить из всех турниров.	Музыки б еще этой мерзкой не было)	Музыки б ещё не было	1	toxic	ru
сидишь и тусуеш, урод!!!!! просто нет слов	Сидишь и тусуешь!!! Просто нет слов	Вчера сосед к себе в однушку двух ламантинов принёс, хз че делать, ментов вызывать, слава богу закон скоро появится	Вчера сосед к себе в однушку двух ламантинов принёс, не знаю что делать, полицию вызывать, хорошо закон скоро появится	1	toxic	ru
пидрило, не приписывай другим свои памятные достижения!!! уёбище подмосковное	не приписывай другим свои памятные достижения!!!	я в шоке неужели вот эта прости господи пизда не чувствует что у неё разрез по самую не хочу	Я в шоке неужели вот эта не чувствует что у неё разрез по самую нк хочу	1	toxic	ru
какой дебил эту придумывает	Кто это придумывает?	пидорасы что в думе их надо на прожиточный минимум посадить и на вечно	что в думе их надо на прожиточный минимум посадить и на вечно	1	toxic	ru
И хули в золотом альбоме нет трека блек фуфела? Незаслуженно забытый трек.	А почему в Золотом альбоме нет трека Black Стара незаслуженно Забытый трек	а какие то факты приводить таким убогим как ты смысла нет	А какие то факты приводить вам смысла нет	1	toxic	ru
чем бы дитя не тешилось,лишь бы не плакало! дегтярев-пидармон, куда ты полез?! народ недураки, все вам вылезет едросам-митингами!	чем бы дитя не тешилось,лишь бы не плакало! дегтярев, куда ты полез?! народ недураки, все вам вылезет!	да убирите эту бабу с сайта задолбала когда она только вылезит с этого авто гадина !!	Да убирайте эту женщину с сайта, надоела, когда она только покинет салон этого автомобиля	1	toxic	ru
