positive	negative	style_type	language
Caso façam algo que prove não serem de confiança, então, não são pessoas para se ter como amigos!	Caso façam algo que provem que não são de confiança então não são pessoas para se ter como amigos!	formal	brazilian_portuguese
Deus primeiro, as demais coisas são consequências.	DEUS,as outras coisas são consequencias.	formal	brazilian_portuguese
"Ele é tão ""homem"", que não aprecia nem mesmo ter aparência masculina!"	ele é tão homem q nao gosta nem d ter aparencia masculina!	formal	brazilian_portuguese
Acredito que devemos sempre tentar, pois tenho conhecimento sobre um casal que está junto por mais de 25 anos.	Acho que temos que tentar sempre,conheço um casal lindo que estão juntos á 25 anos!	formal	brazilian_portuguese
Não há dúvidas.	´É fato comprovado!!	formal	brazilian_portuguese
Obrigada, que Deus lhe abençoe e que seu dia seja sequencialmente feito de sucesso.	Briga tá, que Deus lhe abençoes e que seu dia seje um sucesso sucessivo que suceda sem parar.	formal	brazilian_portuguese
Ao fazer uma pergunta, perde-se 5 pontos.	fazer uma pergunta perde 5 pontos	formal	brazilian_portuguese
Não sei, isto é com você.	Sei lá isto é com vc.	formal	brazilian_portuguese
Porque pesquisas com embrião são caracterizadas como experiências com cobaias de vidas humanas pela igreja.	Porque pesquisas com embrião são tidas como experiências com cobais de vidas humanas pela Igreja.	formal	brazilian_portuguese
"Porque eles têm a famosa ""crise de machão"", aquele que é autossuficiente em tudo!"	"Pq eles têm a famosa ""crise de machão"", aquele q é auto-suficiente em td!!"	formal	brazilian_portuguese
Não tenha receio em demonstrar aquilo que você sente.	Mostre seus sentimentos sem medo.	formal	brazilian_portuguese
Sai daqui pessoa desagradável. Argentinos são muito arrogantes. Saia daqui.	Sai daqui Tevez Filho de la Concha, Pela-saco, argntino é tudo lambe-saquitokkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkké tudo FDP, sai daqui mascaralho !!!	formal	brazilian_portuguese
Já faz tempo que o meu sumiu, eu tinha dezesseis anos.	Faz tempo já que o meu sumiu, tinha 16 anos.	formal	brazilian_portuguese
Sua companhia é a melhor forma de me conquistar.	a melhor cantada e a sua presença!	formal	brazilian_portuguese
Por desejo e atração.	por desejo ,atração.	formal	brazilian_portuguese
Eu sou apaixonada pelo meu esposo.	Eu sou apaixada pelo meu esposo.	formal	brazilian_portuguese
Quando o homem está afim, não mede esforços.	Quando homem está a fim, não mede esforços.	formal	brazilian_portuguese
Já! No motel tem canal privê!	já, no motel tem canal privê!	formal	brazilian_portuguese
Renegue a dor e ame seu coração mais do que qualquer coisa, e verá que encontrará, prontamente, alguém muito especial.	Rejeite a dor e ame seu coração mais que tudo e verá que encontrará, logo,logo alguém muito especial.	formal	brazilian_portuguese
O que precisa ser levado em consideração é o contexto no qual a traição foi praticada.	O que prcsa ser levado em consideração e o contexto no qual a traição foi praticada.	formal	brazilian_portuguese
As mulheres significam tudo nesse mundo na minha visão.	mulher é tudo ness mundo pra mim.	formal	brazilian_portuguese
É uma pena, se fosse cinco anos mais velho eu provavelmente não veria problemas.	?Pena, se fosse mais velho uns 5 anos eu provavelmente não veria problemas	formal	brazilian_portuguese
Bom dia, tenha uma ótima sexta-feira	Bom Dia Amigo tenha uma linda e divertida sexta-feirabjus	formal	brazilian_portuguese
Caso ela decida provar a roupa, tem más intenções. Agora, caso ela efetivamente compre, então é pegadora.	Se ela decidir provar a roupitcha já é maldade, agora se ela decidir  comprá-lo é porque é bandida mesmo!	formal	brazilian_portuguese
Um tornado nos Estados Unidos da América passou aqui perto de casa recentemente.	Um tornado que baixou aqui perto de casa esses dias (nos EUA).	formal	brazilian_portuguese
Jamais moraria com o meu amado e a sua família, até mesmo se não se metessem em nossas vidas.	Jamais moraria com o meu amado junto a sua família mesmo que esta não se metesse em nossa vida.	formal	brazilian_portuguese
Claro, um bom chute e uma bofetada, sim.	claro um bom chute e uma bofetada sim .	formal	brazilian_portuguese
O fato do homem querer que a mulher viva só pra ele é sinal de possessividade, não necessariamente amor.	Isso de homem querer que a mulher viva só para ele, é sinal de possessividade e não necessariamente de amor.	formal	brazilian_portuguese
Meu peito e minha bunda são caídos	Meu peito e minha bunda caída.	formal	brazilian_portuguese
O melhor é você começar a se produzir com fantasias eróticas e ver alguns filmes do tipo que você mais gosta.	O melhor e vc começar a se produzir com fantasias eroticas bem sacana e ver alguns filmes do tipo que vc mais gosta	formal	brazilian_portuguese
Por que você não confia nas pessoas?	Pq vc não confia nas pessoas.	formal	brazilian_portuguese
"A mesma dimensão, a mesma ""TPM"", o homem tem de espalhar seu sêmen pelo mundo afora."	A MESMA LARGURA, A MESMA TPM, HOMEM TEM DE ESPALHAR SEU ESPERMA PELO MUNDO !	formal	brazilian_portuguese
As amizades são sempre aceitáveis.	amizades sempre São bem vindas	formal	brazilian_portuguese
Se fosse somente você, dava-se um jeito!	SE FÔSSE SOMENTE VOCÊ , DAVA-SE UM JEITO, CARA !	formal	brazilian_portuguese
Sim, é normal, ainda mais se o parceiro contribui para isso.	É normal sim, ainda mais se o parceiro contribui para isso.	formal	brazilian_portuguese
Se isso for verdade, então estou na mesma situação que você se encontra.	?se for ,estou na mesma situaçao q vc !!	formal	brazilian_portuguese
Interessei-me, mas qual seria o nome? Gostaria de assistir.	Nossa, interessei; mas qual o nome, quero ver!!!	formal	brazilian_portuguese
Leve-a para algum show que ela goste	leve ela pra algum show q ela goste	formal	brazilian_portuguese
Não existe um tema predefinido ou um estilo de redação? A sua pergunta é muito vaga.	Mas n tem um tema pré-definido ou um estilo de redação?Mt vaga sua pergunta.	formal	brazilian_portuguese
Olha amiga, eu tenho maior tesão por esta fantasia a três e tenho pouca sorte para realizar.	olha amiga eu tenho maior tesão por esta fantasia a três tenho pouca sorte para realizar.	formal	brazilian_portuguese
Procure uma igreja e lá você encontrará Deus e este irá te dar uma nova vida.	procurar uma igreja,e lá vc vai encontrar um Deus e este Deus te dara uma nova vida	formal	brazilian_portuguese
São os donos da verdade e da razão.	São os donos da verdade e da racionalidade.	formal	brazilian_portuguese
Com certeza! Mas se você quiser, eu te beijaria pra ver se isso é ou não traição.	certeza!mas se quiser eu te beijaria pra ver se é ou não traição isso	formal	brazilian_portuguese
Acredito que o jeito é sair mais, tentar fazer novas amizades.	Acho que o jeito é sair mais, tentar fazer novas amizades.	formal	brazilian_portuguese
O rapaz está sofrendo uma ataque do coração. Linda, preciso do seu amor.	O moço está tendo um ataque cardíaco!VOCÊ - Eu quero o seu amor, gata!	formal	brazilian_portuguese
Eu diria a ele que vá procurar outra coisa pra fazer (e sozinho) porque eu estou indo embora.	EU DIRIA A ELE QUE VÁ CATAR COQUINHOS ( e sozinho)PQ EU ESTOU INDO EMBORA!!!!!	formal	brazilian_portuguese
É difícil comentar sobre isso quando não se está presente.	É dificil dizer de fora.	formal	brazilian_portuguese
Acredito que nós todos já nos sentimos dessa forma.	Acho que todos nós já no sentimos um pouco assim.	formal	brazilian_portuguese
Você é muito nova.	vc e miuto jovem	formal	brazilian_portuguese
É uma situação absolutamente normal, alguns podem sangrar mais, outros menos e ainda uma parte sequer sangram por possuir o hímen complacente.	É normal, algumas sangram mais, outras menos, e outras nem sangram por ter o hímem complacente.	formal	brazilian_portuguese
Com quem amamos, na paz de Deus e com amigos, enfim. Tudo de bom que nos concede prazer em viver.	Com quem se ama, na paz de Deus, com amigos enfim tudo de bom que nos da prazer de viver.	formal	brazilian_portuguese
Por favor, não fique brava comigo. Beijos!	!Bjs, ve se não fica brava comigo!!	formal	brazilian_portuguese
Acredito que uma coisa não tem relação com a outra, inclusive serviria até para elevar o moral.	acho que nao tem nada haver, seria ate uma levantada no ego!!	formal	brazilian_portuguese
Sinceramente, não gosto muito quando tenho que dominar, pois eu acabo não ejaculando, compreende?	sinceramente não gosto muito qndo tenho q dominar eu acabo não gozando entende!	formal	brazilian_portuguese
Agora mesmo será o aniversário de alguém muito querido que morreu este ano e eu não sei como suportar este dia.	Agora mesmo vai ser o aniversario de alguem muito querido que morreu esta ano, eu nao sei como encarar este dia.	formal	brazilian_portuguese
Desde que não haja homem com homem ou que o rapaz peça fio terra, tudo bem, o resto...	desde que nao haja homem com homem, ou que o cara peça fio terra tudo bem, o resto,,,uhuuuuuhehehe	formal	brazilian_portuguese
E os seus sentimentos, não contam?	E OS SEUS SENTIMENTOS Ñ CONTÃO.	formal	brazilian_portuguese
Assim, do mesmo jeito como é no MSN.	Assim tal e qual como é no msn.	formal	brazilian_portuguese
Você já notou que os homens xavequei-os e galanteadores geralmente fazem mais sucesso com as mulheres?	Vc já percebeu que os caras galinhas geralmente fazem mais sucesso com as mulheres.	formal	brazilian_portuguese
Eu quase não os vejo.	eu quase não os vejo!!	formal	brazilian_portuguese
Depende do que você quer fazer.	depende do que você quer fazer	formal	brazilian_portuguese
Agora, caso esse sentimento que você tem, esteja te incomodando, o ideal é entender se realmente é amor ou paixão.	Agora, caso esse sentimento que você tem esteja te pertubando, o ideal é entender se realmente é amor ou é paixão.	formal	brazilian_portuguese
Quando se trata de futebol, tudo é válido, eu sou fanática por tal, e nunca ninguém reclamou.	Quando se trata de FUTEBOL sim, tudo é normal, eu sou fanática por futebol e ninguem nunca reclamou, rsrsrsrs!!	formal	brazilian_portuguese
Você é o maior vadio existente, por ficar fazendo questionamentos estúpidos.	vc é o maior desocupado que existe, fica fazendo esse tipo de perguntinha idiota.	formal	brazilian_portuguese
Se deixasse, seria eu o homem robusto do Brasil.	Se deixasse eu seria o machão do Brasil, hehehe	formal	brazilian_portuguese
Estamos com um excesso de óleo no corpo.	Agente toda lambusada de óleo pregando no corpo  .	formal	brazilian_portuguese
"Não há nenhum perfil de nome ""Snyppes""."	Snyppes,Aqui não tem ninguém com esse perfil, tá difícil.	formal	brazilian_portuguese
Enfim, se a pessoa quer estar com outro, termine a relação e fique livre para ter quantos relacionamentos desejar.	mas enfim se a pessoa qr ter outra pessoa larga e vai ter qtos relacionamentos quiser!	formal	brazilian_portuguese
"Não costumo cozinhar bem, porém faço um excelente ""brigadeiro""."	naum cozinho, mas faço um brigadeiro divino	formal	brazilian_portuguese
Mato saudades por aqui, já que não tenho como ir ao Brasil.	Eu queria estar no Brasil, mas já que não tem jeito, fico aqui com vocês matando as saudades.	formal	brazilian_portuguese
Continuo preferindo os metrossexuais.	Mas eu ainda prefiro os metrossexuais!	formal	brazilian_portuguese
Racionais MC's - Homem na Estrada.	homem na estrada - Racionais Mcs	formal	brazilian_portuguese
Pois mulheres também possuem, em quantidade mínima, mas possuem.	Pq mulher tambem tem, em bem pouca quantidade mas tem.	formal	brazilian_portuguese
"Coisa de ""macho"", não adianta prestar esclarecimentos, pois mulheres não entendem!"	Coisa de Macho, nem adianta explicar , mulher não entende !	formal	brazilian_portuguese
Também concordo, apesar de não mudar quer seja outra ou outro lugar.	concordo tbm, apesar d não ser uma nem outra em um lugar nem outro!!	formal	brazilian_portuguese
Vamos cessar essa concepção romantizada que a mídia impõe a nós.	Vamos deixar essa concepção romantizada que a mídia enfia na cabeça da gente.	formal	brazilian_portuguese
