positive	negative	style_type	language
"""Hobbi"" signifie ""mon amour""."	"HOBBI, ça veut dire ""mon amour"""	formal	french
Garde courage j’espère que tu la retrouveras!	courage tu la retrouveras j'espere !!	formal	french
La fidélité et la disponibilité sinon cela ne sert à rien d'avoir des amis.	la fidélité et la disponibilité sinon cela ne szert a rien d'avoir des amis.	formal	french
Bonsoir, je vais être bref : soit heureuse.	bonsoirje vais être brefsois heureuse	formal	french
Je viens de Paris, c'est dommage.	Mais je suis de Paris dommage.	formal	french
C'est parce qu’ils sentent que tu es homosexuel qu'ils sont amicales.	C'est parcequ'ils sentent que tu es homo qu'ils sont sympas.	formal	french
Alors, je voudrais bien savoir.	alors je voudrais bien savoir	formal	french
Cela s'appelle une organisation d'insolvabilité, fait attention.	ca s'appelle une organisation d'insolvabilité, fait gaffe.	formal	french
Merci mon ange à toi aussi.	merci mon ange a toi pareillement	formal	french
Si vous n'êtes pas attiré par la gent féminine, restez-en éloigné.	si t'aime pas les filles et que tu les trouves repoussante, restes seul, c'est mieux pour toi.	formal	french
Demande dû l'argent à leur chef d'État.	demande du fric a leur chef d'état	formal	french
À partir du moment où tu ne violes personne c'est bon.	des que tu ne viole personne ca va	formal	french
Essaye de le rejoindre quand tu pourras. Sinon, invite l'est venue là où tu es.	essaye de le rejoindre quand tu pourra ou invite le à venir là ou t'es .	formal	french
Ça dépend des conditions dans lequel cela arrive et de la liberté de chacun	ca depend des circonstances et de le liberte de chacun	formal	french
Rien de concret, de palpable dans cette situation.	Rien de concret, de palpable dans cett situation.	formal	french
Pas encore, mais bon.	non pas à ce point mais c'est sympa	formal	french
Et non il n'est pas avec moi !	non non  il est pas avec moi!!!	formal	french
Poursuis tes envies.	suivre tes envies :-)	formal	french
Oublie l'et trouves-toi un autre homme.	oublie le et cherche un autre homme	formal	french
Bonjours mes amis.	bonne journée mes amis.	formal	french
La question est comment savoir si une personne est sérieuse? Quelle soit fausse ou vraie.	La question est comment savoir si une personne est sérieuse?quel soit virtuel ou réel	formal	french
Il trouvera tout seul en calmant les pulsions.	Calmer les pulsions, il trouvera tout seul!	formal	french
Je ne sais pas quoi te dire juste à part que je te souhaite que du bonheur avec lui et sans son ex-compagne si possible.	JE ne sais psa quoi te dire juste que je te souhaite que du bonheur avec lui et sans son ex si possible	formal	french
Tu n'as pas besoin d'un nouveau chagrin?!	t'as pas besoin donc d'un chagrin!!!	formal	french
Pourquoi pas s'il est fidèle !	euh ba pk pas si il est fidele !	formal	french
Non, il n'y a pas de mal à cela.	Non ya pas de mal à ca.	formal	french
Par rapport à la soif, c'est un mensonge qui te suit.	et quand à la soif, c'est un mensonge qui te poursuit !	formal	french
Je suis à Luxembourg. Désolée.	suis à luxembourg, désolée :)	formal	french
Ce matin je ne mange pas de Craquottes, je mange des tartines à la confiture.	non je ne mange pas de craquottes, me matin je mange des tartines à la confiture	formal	french
Je suis toujours heureuse d'être lesbienne.	toujours heureuse d'etre lesbienne je suis	formal	french
L'éjaculation est un orgasme, c'est biologique.	ejaculation = orgasme c mécanique	formal	french
En mettant de côté votre honnêteté et votre franchise avec votre partenaire!	tout simplement ne pas être honnête et franc(franche) avec lui ou elle	formal	french
Il devrait se tourner vers les services administratifs de sa ville de naissance pour interroger les archives.	qu'il retourne à la mairie de la ville où il est né , les fonctionnaires qui y travaillent regarderont dans les archives	formal	french
C'est tellement simple lorsqu'on cherche.	C'est tellement simple quand on cherche !!	formal	french
Samourra, pourquoi as-tu le même avatar que moi? Pardon, je réponds à ta question car on est bêtes.	samourra pourquoi tu as le méme avatar que moi  pardon je répond à ta question car on aient bêtes	formal	french
Vous devriez essayer d'interroger des moteurs de recherche Canadien!	Tu devrais poser la question sur yahoo Canada!!	formal	french
Il est dyslexique, tout simplement.	tous simplement qu'il est dyslexique	formal	french
Il semblerait que d'autres soient encore disponibles.	Y en a d'autres quoi.	formal	french
L'unique problème (majeur), c'est que je n'aurai en aucun cas, plus de chance que toi.	Le seul hic: je n'ai pas autant de chance comme toi !	formal	french
Tu trouveras une personne qui te mérite.	Tu trouvera qqn qui te mérite.	formal	french
Pourtant j'ai une dent contre ma belle-mère et les belles-sœurs. Il m'est impossible d'oublier leurs efforts pour détruire mon couple.	Mais j'ai une dent contre ma belle-mère et les belles-soeurs, j'arrive pas à oublier leurs efforts pour détruire mon couple.	formal	french
J'espère pour vous que votre partenaire aura la virilité que vous souhaitez !	^^Enfin j'espére pour toi que c'est un homme!!	formal	french
