positive	negative	style_type	language
нет вы не правы она у меня очень достойная девочка моя только всякую мразь почему то слушает:-(	Нет вы не правы она у меня очень достойная девочка моя только всяких нехороших людей слушает	toxicity	ru
урод такое впечатление что сейчас вся полиция похожа на этого дебила	Умник такое впечатление что сейчас вся полиция похожа на этого красавца	toxicity	ru
гетте самый известный педераст в группе.	Гетте самый известный человек в группе	toxicity	ru
писать научись правильно еблан, тогда и лайкать будет не стыдно.	Писать научись правильно, тогда и лайкать будет не стыдно.	toxicity	ru
я бы сказал так: надо гнать всех депутатов-идиотов!	я бы сказал так: надо гнать всех депутатов	toxicity	ru
надейся и верь тупой россиянский пидарас ! это все что тебе осталось!	надейся и верь! это все что тебе осталось!	toxicity	ru
Они поддерживали свой народ, они же националисты, ты забыл, даун? Путина они не поддерживали.	Они поддерживали свой народ, они националисты, ты забыл? Путина они не поддерживали	toxicity	ru
кто придумал-это мутатень....того накол надо посадить!!!	кто придумал-это глупость....того надо наказать!	toxicity	ru
с которым через час расстанешься и будешь трахаться с другими?	С которым через час расстанешься и встретишь другого?	toxicity	ru
к своей башке представил бы пидор.	К своей башке приставил бы	toxicity	ru
догавкаетесь до того что россия отвернётся и вас сожрут с потрахами.	Договоритесь до того что россия отвернётся и вас съедят	toxicity	ru
и что это ? скажем так то что твориться в россии просто пидор!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	И что это ? скажем так то что твориться в россии просто ужас!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	toxicity	ru
мне все рано что ты как называешь) соска унитазная	Мне без разницы, как и что ты называешь	toxicity	ru
дебилы, пэк. а не пек. фирсофу с филатовым позвоню, скажу, что такую херню пишите!	"""Пэк"" а не ""пек"", фирсофу с филатовым позвоню, скажу что так пишете!"	toxicity	ru
падла за рулём ну да мы же забыли папина дочя за рулём им же всё можно....	девушка за рулём ну да мы же забыли папина дочь за рулём им же всё можно....	toxicity	ru
уже не знают как привлечь к себе внимание, ебё....в опу,нам это зачем рассказывать и показывать	Я уже не знают, как обратить на себя внимание, зачем нам это все показывать	toxicity	ru
речь идёт о поступке настоящих мужиков, про дебилов, речь не шла	Речь идет о поступке настоящих мужиков, про других речь не шла	toxicity	ru
уровень 7139 редкий гад! всем тем кто до него дойдет желаю великой удачи-а тем кто его придумал-наоборот!	уровень 7139 плохой! всем тем кто до него дойдет желаю великой удачи-а тем кто его придумал-наоборот!	toxicity	ru
так этот акимат только себе в карман ложит бабки а для людей они нечего делать не будут хуилы ни дорог ни парка полная жопа гавноеды	так этот акимат только себе в карман кладет деньги. а для людей они нечего делать не будут. ни дорог, ни парка. полное разочарование	toxicity	ru
а что то не так.гнилой твой рот	а что то не так?	toxicity	ru
эй, принц хуев! читай историю, своей страны внимательно, а не под кайфом!	Читай историю своей страны внимательно	toxicity	ru
ефремов трусливое подлое мерзкое существо один негатив вызывает эта падлюга	ефремов один негатив вызывает	toxicity	ru
ты чего людям пиздишь животное	Ты зачем обманываешь людей?	toxicity	ru
такая группа о самарканде, и этих блядей рекламируете, вот зачем?????????	Такая группа о Самарканде, и этих рекламируете, вот зачем?????	toxicity	ru
сколько говна было на меня вылито	Сколько неприятного было на меня вылито	toxicity	ru
потому что выродок тебе сказать нечего, сидишь шестерка не знаешь кому угодить выебок путинский.	Потому что тебе сказать нечего, сидишь и не знаешь кому угодить.	toxicity	ru
за ер? прошу вколоться:d много ли за пидарков проголосуют, хотя фанатов в любой секте хватает	За ер? Много ли людей проголосуют, хотя фанатов в любой секте хватает	toxicity	ru
выучи сначала русский язык,или белорусский а потом вякай быдло	выучи сначала русский язык, или белорусский а потом говори	toxicity	ru
чинуш, кто даёт разрешение на вырубку-вешать за яйца невзирая на ранг	Кто даёт разрешение на вырубку - наказывать невзирая на ранг	toxicity	ru
это не современные девушки а ебанутые девушки. современные нормальные. не путайте хуй с гусиной шеей	Это не современные девушки. Современные нормальные. Не путайте.	toxicity	ru
Что это за поток говна? Ответить на вопрос не в состоянии, свинья?	Что это за поток обвинений? ответить на вопрос не в состоянии!	toxicity	ru
Просто такого дебилизма и показухи у нас даже к проверке Путина не было	Просто такого у нас даже к проверке Путина не было	toxicity	ru
дой бог, чтобы ты испытала тоже самое. вот от таких тварей и рождаются такие ублюдки.	Дай бог, чтобы ты испытала тоже самое, вот от таких плохих и рождаются плохие	toxicity	ru
псина ебучая, что скажут, то и пиздит в эфире на своём ебучем телеканале	Что скажут то и говорит в своем эфире	toxicity	ru
че хватило? че добавить? жопой жирной что ли покрутила? :-d :-d	Что хватило? Что добавить?	toxicity	ru
а свое мнение и мысли при себе держи мудило ебаное.	оставьте свои мысли при себе	toxicity	ru
дура, берет ором. других учит, та сама личную жизнь не устроила	других учит, та сама личную жизнь не устроила	toxicity	ru
правильно, дальше эти ублюдки маньяками станут!!	правильно, дальше эти люди маньяками станут!!	toxicity	ru
и я буду рад этому!!! сучья путинская власть в деле	И я буду этому!!! Путинская власть в деле	toxicity	ru
очистите страну от всей этой швали	очистите страну от всех плохих вещей	toxicity	ru
Ловко наебал - значит молодец, понятия подлость и честь отсутствуют нацело	Ловко обманул - значит молодец, понятия подлость и честь отсутствуют нацело	toxicity	ru
glav.su, cont.ws Какие-то интересные сайты? Ты там сидишь? Пойду чекну, спасибо за подсказку, пидораш.	Какие-то интересные сайты? Ты там сидишь? Пойду тоже схожу, спасибо за подсказку.	toxicity	ru
из подтишька по мышачи умеют пидоры бить.	из подтишка умеют бить	toxicity	ru
наше сми, одни, ублюдки, показывают то, что им выгодно, и кому очко лизнцть	На телевидение и в газетах один обман.	toxicity	ru
пидорас он конченый,позорит доброе имя олега ефремова,нет слов,пидорас он и есть пидорас.	позорит доброе имя олега ефремова,нет слов	toxicity	ru
велком это вообще полная дрянь, а по внешнему виду даже и не подумаешь.	Велком это вообще полная ерунда, а по внешнему виду даже и не подумаешь	toxicity	ru
таких выродков как этот нужно сразу на кол садить чтобы другим не повадно было	Таких хулиганов нужно наказывать сразу, чтоб другим не повадно было	toxicity	ru
ну, александр,представляющий в комментариях мужское мнение,насколько я поняла,был фраппирован и оп*здошен запросами мамзелей	Ну,Александр,представляющий в комментариях мужское мнение,насколько я поняла,был окружен запросами женщин.	toxicity	ru
Фррррр ПУК-ПУК По фактам есть что сказать, дикарь?	ты можешь сказать что-то со смыслом, парень?	toxicity	ru
твой рот ебал дело не в религии , кто вы если не запасные евреи и не кавказцы?	Дело не в религии ,кто вы если не евреи и не кавказцы?	toxicity	ru
Кстати, тупая шутка про коран Кому как	Кстати, плохая шутка про коран Кому как	toxicity	ru
