positive	negative	style_type	language
Схуялі ти пишеш твіти з моєю картинкою?	навіщо ти пишеш твіти з моєю картинкою?	toxic	uk
"приміщенняХАБУдозвільного РОЗВИТКУгромадських організацій (ок і тут ГО)Азовського РУХУ (щто?)рекрутингового центру полку ""АЗОВ""Ух бля!"	"приміщенняХАБУдозвільного РОЗВИТКУгромадських організацій (ок і тут ГО)Азовського РУХУ (щто?)рекрутингового центру полку ""АЗОВ""Ух"	toxic	uk
'Перед тим, як щось затвітити, запитай у себе: ''А може всім похую на то?'', і пам''ятай, що відповідь завжди ''Так''.'	'Перед тим, як щось затвітити, запитай у себе: ''А може всім байдуже на то?'', і пам''ятай, що відповідь завжди ''Так''.'	toxic	uk
гавно вапрос, від кого передати?)	не питання, від кого передати?)	toxic	uk
Кидає фотку в платті і каже - диви яка в мене тут жопа!	'Кидає фотку в платті і каже - диви яка в мене тут п''ята точка!'	toxic	uk
завжди роблю хуйовий а їй нра	завжди роблю поганий а їй нра	toxic	uk
"'Рубрика ""Всім похуй на ті всраті діалоги"":Итс соу світ вен після п''янки всі звітують, що дома.'"	"'Рубрика ""Всім начхати  на ті всраті діалоги"":Итс соу світ вен після п''янки всі звітують, що дома.'"	toxic	uk
Коли пацан - пиздець як відразливо.	Коли пацан - геть як відразливо.	toxic	uk
Підйом, курво, Arbeit macht frei	Підйом, Arbeit macht frei	toxic	uk
– Я что лох налогі платіть?	– Я что хворий налогі платіть?	toxic	uk
Ну вас нахєр з вашою політикою.	Ну вас з вашою політикою.	toxic	uk
Один хуй хріново добиратись з Наукової до Рясне шо старим 131 шо новим 11 #lviv #піздєц	Однаково погано добиратись з Наукової до Рясне шо старим 131 шо новим 11 #lviv	toxic	uk
Один раз побув долбайобом і на все життя ним залишився.	Один раз побув поганим чоловіком і на все життя ним залишився.	toxic	uk
словом, заїбало то всьо. ви кто такіє? я вас нє звал. ідітє нахуй	словом, набридло то всьо. ви кто такіє? я вас не звал. iдіть звідси	toxic	uk
Блін, я sooooo excited, прям жопою в кріслі пританцьовую	Я sooooo excited, прям заднім місцем в кріслі пританцьовую	toxic	uk
А нахуя він, є від нього щось, окрім шкоди?	А навіщо він, є від нього щось, окрім шкоди?	toxic	uk
Ого, а нахуя вони це постять...	Ого, а навіщо вони це постять	toxic	uk
Ахахах бляя, уявив собі це	Ахахах уявив собі це	toxic	uk
блять а шо це справді лякає?) я завжди так роблю	а шо це справді лякає?) я завжди так роблю	toxic	uk
  бля, я тікаю від вас спати.	я тікаю від вас спати	toxic	uk
Я викину цю кончену картку в Стікс блять	Я викину цю картку в Стікс	toxic	uk
Ну блять, давайте вже про імпотенцію та рак, так нецікаво.	Ну, давайте вже про імпотенцію та рак, так нецікаво.	toxic	uk
Я: Рєбзь, може суші візьмем?	Я: Рєбзь, може суші візьмем?	toxic	uk
Сука, йобаний твіттер - капуста підгоріла ._.	Через твіттер  капуста підгоріла ._.	toxic	uk
не звертай уваги. мудаків мільйон, ти одна.)	не звертай уваги. таких мільйон, ти одна.)	toxic	uk
Все блять, привіт пенсіонерський відпочинок: сходила в замок, погуляла набережною, випила, тепер наступні дві доби хочу просто проспати в номері.	привіт пенсіонерський відпочинок: сходила в замок, погуляла набережною, випила, тепер наступні дві доби хочу просто проспати в номері.	toxic	uk
Де вона зараз – хуй знає	Де вона зараз – ніхто не знає	toxic	uk
"'П''яний друг каже: "" ніколи не трахай дівчат з економічного...""'"	"'П''яний друг каже: "" ніколи займайся сексом с дівчатами з економічного...""'"	toxic	uk
Підйоб, над яким не гріх поплакати.	Жарт, над яким не гріх поплакати.	toxic	uk
Ну бляяя, чого вони такі каєфні?	Ну  чого вони такі каєфні?	toxic	uk
чума на дома цих мудаків, які розвивали рейшинал чойс теорію, ВОІСТІНУ.	несчатье тим людям, які розвивали рейшинал чойс теорію, ВОІСТІНУ.	toxic	uk
Ранок почався з мамчиних нарікань на Укргазбанк:— бляцький Укргаз, уроди...— и тебе хорошего дня	Ранок почався з мамчиних нарікань на укргазбанк-поганий укргаз, негарні- и тебе хорошего дня	toxic	uk
-ЦЕ ТИ МЕНЕ ЩА ЖИРНИМ ОБІЗВАЛА, ТА?!	-ЦЕ ТИ МЕНЕ ЩА ТОВСТИМ ОБІЗВАЛА, ТА?!	toxic	uk
Тільки раптом що, це їсти треба, а не на пизду намазувати	Тільки раптом що це їсти треба, а не намазувати кудись	toxic	uk
Сміх сміхом, а пизда горіхои	Сміх сміхом, а попа горіхом	toxic	uk
